,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
60,60,60,18,"{'safety': 1, 'persons': 1, 'buying': 3, 'maint': 0}",True,lug_boot,unacc,"{1: 122, 0: 123, 2: 124}",0.6379659057318251,4,False,False
61,61,61,19,"{'safety': 1, 'persons': 1, 'buying': 2, 'lug_boot': 0}",True,,unacc,{},0.0,4,False,True
62,62,62,19,"{'safety': 1, 'persons': 1, 'buying': 2, 'lug_boot': 1}",True,maint,unacc,"{3: 125, 0: 126, 1: 127}",0.4454737024614134,4,False,False
63,63,63,19,"{'safety': 1, 'persons': 1, 'buying': 2, 'lug_boot': 2}",True,,acc,{},0.0,4,False,True
64,64,64,20,"{'safety': 1, 'persons': 1, 'buying': 1, 'maint': 3}",True,lug_boot,unacc,"{0: 128, 1: 129, 2: 130}",0.540841950521804,4,False,False
65,65,65,20,"{'safety': 1, 'persons': 1, 'buying': 1, 'maint': 2}",True,,unacc,{},0.0,4,False,True
66,66,66,20,"{'safety': 1, 'persons': 1, 'buying': 1, 'maint': 1}",True,,acc,{},0.0,4,False,True
67,67,67,20,"{'safety': 1, 'persons': 1, 'buying': 1, 'maint': 0}",True,lug_boot,acc,"{0: 131, 1: 132, 2: 133}",0.6379659057318251,4,False,False
68,68,68,21,"{'safety': 1, 'persons': 1, 'buying': 0, 'maint': 3}",True,lug_boot,unacc,"{1: 134, 0: 135, 2: 136}",0.3240987178624588,4,False,False
69,69,69,21,"{'safety': 1, 'persons': 1, 'buying': 0, 'maint': 2}",True,,acc,{},0.0,4,False,True
70,70,70,21,"{'safety': 1, 'persons': 1, 'buying': 0, 'maint': 1}",True,lug_boot,good,"{0: 137, 2: 138, 1: 139}",0.6379659057318251,4,False,False
71,71,71,21,"{'safety': 1, 'persons': 1, 'buying': 0, 'maint': 0}",True,,good,{},0.0,4,False,True
72,72,72,22,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 3}",True,doors,unacc,"{1: 140, 3: 141, 0: 142, 2: 143}",0.3211410850612212,4,False,False
73,73,73,22,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 2}",True,doors,unacc,"{3: 144, 0: 145, 2: 146}",0.5793675888660494,4,False,False
74,74,74,22,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 0}",True,doors,acc,"{0: 147, 1: 148, 3: 149}",0.2115211115041278,4,False,False
75,75,75,22,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 1}",True,,acc,{},0.0,4,False,True
76,76,76,23,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 3}",True,,unacc,{},0.0,4,False,True
77,77,77,23,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 2}",True,,unacc,{},0.0,4,False,True
78,78,78,23,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 1}",True,maint,acc,"{3: 150, 2: 151, 1: 152, 0: 153}",0.5051877080014882,4,False,False
79,79,79,23,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 0}",True,doors,acc,"{0: 154, 2: 155, 1: 156}",0.540841950521804,4,False,False
80,80,80,24,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 3}",True,maint,unacc,"{3: 157, 2: 158, 1: 159, 0: 160}",0.5247528799737299,4,False,False
81,81,81,24,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 2}",True,,acc,{},0.0,4,False,True
82,82,82,24,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 1}",True,maint,acc,"{3: 161, 2: 162, 1: 163, 0: 164}",0.5347546074784683,4,False,False
83,83,83,24,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 0}",True,maint,acc,"{3: 165, 2: 166, 1: 167, 0: 168}",0.5212889280172843,4,False,False
84,84,84,32,"{'safety': 2, 'persons': 1, 'maint': 2, 'buying': 0, 'lug_boot': 1}",True,,acc,{},0.0,5,False,True
85,85,85,32,"{'safety': 2, 'persons': 1, 'maint': 2, 'buying': 0, 'lug_boot': 0}",True,,acc,{},0.0,5,False,True
86,86,86,32,"{'safety': 2, 'persons': 1, 'maint': 2, 'buying': 0, 'lug_boot': 2}",True,,vgood,{},0.0,5,False,True
87,87,87,35,"{'safety': 2, 'persons': 1, 'maint': 1, 'buying': 1, 'lug_boot': 0}",True,,acc,{},0.0,5,False,True
88,88,88,35,"{'safety': 2, 'persons': 1, 'maint': 1, 'buying': 1, 'lug_boot': 1}",True,,acc,{},0.0,5,False,True
89,89,89,35,"{'safety': 2, 'persons': 1, 'maint': 1, 'buying': 1, 'lug_boot': 2}",True,,vgood,{},0.0,5,False,True
90,90,90,36,"{'safety': 2, 'persons': 1, 'maint': 1, 'buying': 0, 'lug_boot': 1}",True,,vgood,{},0.0,5,False,True
91,91,91,36,"{'safety': 2, 'persons': 1, 'maint': 1, 'buying': 0, 'lug_boot': 0}",True,,good,{},0.0,5,False,True
92,92,92,39,"{'safety': 2, 'persons': 1, 'maint': 0, 'buying': 1, 'lug_boot': 2}",True,,vgood,{},0.0,5,False,True
93,93,93,39,"{'safety': 2, 'persons': 1, 'maint': 0, 'buying': 1, 'lug_boot': 1}",True,,vgood,{},0.0,5,False,True
94,94,94,39,"{'safety': 2, 'persons': 1, 'maint': 0, 'buying': 1, 'lug_boot': 0}",True,,good,{},0.0,5,False,True
95,95,95,40,"{'safety': 2, 'persons': 1, 'maint': 0, 'buying': 0, 'lug_boot': 2}",True,,vgood,{},0.0,5,False,True
96,96,96,40,"{'safety': 2, 'persons': 1, 'maint': 0, 'buying': 0, 'lug_boot': 1}",True,,vgood,{},0.0,5,False,True
97,97,97,40,"{'safety': 2, 'persons': 1, 'maint': 0, 'buying': 0, 'lug_boot': 0}",True,,good,{},0.0,5,False,True
98,98,98,43,"{'safety': 2, 'persons': 2, 'buying': 3, 'maint': 1, 'doors': 0}",True,,unacc,{},0.0,5,False,True
99,99,99,43,"{'safety': 2, 'persons': 2, 'buying': 3, 'maint': 1, 'doors': 1}",True,,acc,{},0.0,5,False,True
100,100,100,43,"{'safety': 2, 'persons': 2, 'buying': 3, 'maint': 1, 'doors': 2}",True,,acc,{},0.0,5,False,True
101,101,101,43,"{'safety': 2, 'persons': 2, 'buying': 3, 'maint': 1, 'doors': 3}",True,,acc,{},0.0,5,False,True
102,102,102,44,"{'safety': 2, 'persons': 2, 'buying': 3, 'maint': 0, 'doors': 0}",True,,unacc,{},0.0,5,False,True
103,103,103,44,"{'safety': 2, 'persons': 2, 'buying': 3, 'maint': 0, 'doors': 1}",True,,acc,{},0.0,5,False,True
104,104,104,44,"{'safety': 2, 'persons': 2, 'buying': 3, 'maint': 0, 'doors': 2}",True,,acc,{},0.0,5,False,True
105,105,105,49,"{'safety': 2, 'persons': 2, 'buying': 1, 'maint': 3, 'doors': 0}",True,,acc,{},0.0,5,False,True
106,106,106,49,"{'safety': 2, 'persons': 2, 'buying': 1, 'maint': 3, 'doors': 1}",True,,acc,{},0.0,5,False,True
107,107,107,49,"{'safety': 2, 'persons': 2, 'buying': 1, 'maint': 3, 'doors': 2}",True,,acc,{},0.0,5,False,True
108,108,108,50,"{'safety': 2, 'persons': 2, 'buying': 1, 'maint': 0, 'lug_boot': 0}",True,,unacc,{},0.0,5,False,True
109,109,109,50,"{'safety': 2, 'persons': 2, 'buying': 1, 'maint': 0, 'lug_boot': 2}",True,,vgood,{},0.0,5,False,True
110,110,110,50,"{'safety': 2, 'persons': 2, 'buying': 1, 'maint': 0, 'lug_boot': 1}",True,,good,{},0.0,5,False,True
111,111,111,52,"{'safety': 2, 'persons': 2, 'buying': 1, 'maint': 1, 'lug_boot': 0}",True,,acc,{},0.0,5,False,True
112,112,112,52,"{'safety': 2, 'persons': 2, 'buying': 1, 'maint': 1, 'lug_boot': 2}",True,,vgood,{},0.0,5,False,True
113,113,113,52,"{'safety': 2, 'persons': 2, 'buying': 1, 'maint': 1, 'lug_boot': 1}",True,,vgood,{},0.0,5,False,True
114,114,114,53,"{'safety': 2, 'persons': 2, 'buying': 0, 'maint': 0, 'lug_boot': 0}",True,,good,{},0.0,5,False,True
115,115,115,53,"{'safety': 2, 'persons': 2, 'buying': 0, 'maint': 0, 'lug_boot': 2}",True,,vgood,{},0.0,5,False,True
116,116,116,53,"{'safety': 2, 'persons': 2, 'buying': 0, 'maint': 0, 'lug_boot': 1}",True,,vgood,{},0.0,5,False,True
117,117,117,55,"{'safety': 2, 'persons': 2, 'buying': 0, 'maint': 2, 'doors': 0}",True,,acc,{},0.0,5,False,True
118,118,118,55,"{'safety': 2, 'persons': 2, 'buying': 0, 'maint': 2, 'doors': 1}",True,,vgood,{},0.0,5,False,True
119,119,119,56,"{'safety': 2, 'persons': 2, 'buying': 0, 'maint': 1, 'lug_boot': 2}",True,,vgood,{},0.0,5,False,True
120,120,120,56,"{'safety': 2, 'persons': 2, 'buying': 0, 'maint': 1, 'lug_boot': 1}",True,,good,{},0.0,5,False,True
121,121,121,56,"{'safety': 2, 'persons': 2, 'buying': 0, 'maint': 1, 'lug_boot': 0}",True,,good,{},0.0,5,False,True
122,122,122,60,"{'safety': 1, 'persons': 1, 'buying': 3, 'maint': 0, 'lug_boot': 1}",True,,unacc,{},0.0,5,False,True
123,123,123,60,"{'safety': 1, 'persons': 1, 'buying': 3, 'maint': 0, 'lug_boot': 0}",True,,unacc,{},0.0,5,False,True
124,124,124,60,"{'safety': 1, 'persons': 1, 'buying': 3, 'maint': 0, 'lug_boot': 2}",True,,acc,{},0.0,5,False,True
125,125,125,62,"{'safety': 1, 'persons': 1, 'buying': 2, 'lug_boot': 1, 'maint': 3}",True,,unacc,{},0.0,5,False,True
126,126,126,62,"{'safety': 1, 'persons': 1, 'buying': 2, 'lug_boot': 1, 'maint': 0}",True,,unacc,{},0.0,5,False,True
127,127,127,62,"{'safety': 1, 'persons': 1, 'buying': 2, 'lug_boot': 1, 'maint': 1}",True,,acc,{},0.0,5,False,True
128,128,128,64,"{'safety': 1, 'persons': 1, 'buying': 1, 'maint': 3, 'lug_boot': 0}",True,,unacc,{},0.0,5,False,True
129,129,129,64,"{'safety': 1, 'persons': 1, 'buying': 1, 'maint': 3, 'lug_boot': 1}",True,,unacc,{},0.0,5,False,True
130,130,130,64,"{'safety': 1, 'persons': 1, 'buying': 1, 'maint': 3, 'lug_boot': 2}",True,,acc,{},0.0,5,False,True
131,131,131,67,"{'safety': 1, 'persons': 1, 'buying': 1, 'maint': 0, 'lug_boot': 0}",True,,acc,{},0.0,5,False,True
132,132,132,67,"{'safety': 1, 'persons': 1, 'buying': 1, 'maint': 0, 'lug_boot': 1}",True,,acc,{},0.0,5,False,True
133,133,133,67,"{'safety': 1, 'persons': 1, 'buying': 1, 'maint': 0, 'lug_boot': 2}",True,,good,{},0.0,5,False,True
134,134,134,68,"{'safety': 1, 'persons': 1, 'buying': 0, 'maint': 3, 'lug_boot': 1}",True,,unacc,{},0.0,5,False,True
135,135,135,68,"{'safety': 1, 'persons': 1, 'buying': 0, 'maint': 3, 'lug_boot': 0}",True,,unacc,{},0.0,5,False,True
136,136,136,68,"{'safety': 1, 'persons': 1, 'buying': 0, 'maint': 3, 'lug_boot': 2}",True,,acc,{},0.0,5,False,True
137,137,137,70,"{'safety': 1, 'persons': 1, 'buying': 0, 'maint': 1, 'lug_boot': 0}",True,,acc,{},0.0,5,False,True
138,138,138,70,"{'safety': 1, 'persons': 1, 'buying': 0, 'maint': 1, 'lug_boot': 2}",True,,good,{},0.0,5,False,True
139,139,139,70,"{'safety': 1, 'persons': 1, 'buying': 0, 'maint': 1, 'lug_boot': 1}",True,,good,{},0.0,5,False,True
140,140,140,72,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 3, 'doors': 1}",True,,unacc,{},0.0,5,False,True
141,141,141,72,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 3, 'doors': 3}",True,,unacc,{},0.0,5,False,True
142,142,142,72,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 3, 'doors': 0}",True,,unacc,{},0.0,5,False,True
143,143,143,72,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 3, 'doors': 2}",True,,acc,{},0.0,5,False,True
144,144,144,73,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 2, 'doors': 3}",True,,unacc,{},0.0,5,False,True
145,145,145,73,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 2, 'doors': 0}",True,,unacc,{},0.0,5,False,True
146,146,146,73,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 2, 'doors': 2}",True,,acc,{},0.0,5,False,True
147,147,147,74,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 0, 'doors': 0}",True,,unacc,{},0.0,5,False,True
148,148,148,74,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 0, 'doors': 1}",True,,acc,{},0.0,5,False,True
149,149,149,74,"{'safety': 1, 'persons': 2, 'lug_boot': 1, 'buying': 0, 'doors': 3}",True,,acc,{},0.0,5,False,True
150,150,150,78,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 1, 'maint': 3}",True,,unacc,{},0.0,5,False,True
151,151,151,78,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 1, 'maint': 2}",True,,unacc,{},0.0,5,False,True
152,152,152,78,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 1, 'maint': 1}",True,,acc,{},0.0,5,False,True
153,153,153,78,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 1, 'maint': 0}",True,,acc,{},0.0,5,False,True
154,154,154,79,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 0, 'doors': 0}",True,,unacc,{},0.0,5,False,True
155,155,155,79,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 0, 'doors': 2}",True,,acc,{},0.0,5,False,True
156,156,156,79,"{'safety': 1, 'persons': 2, 'lug_boot': 0, 'buying': 0, 'doors': 1}",True,,acc,{},0.0,5,False,True
157,157,157,80,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 3, 'maint': 3}",True,,unacc,{},0.0,5,False,True
158,158,158,80,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 3, 'maint': 2}",True,,unacc,{},0.0,5,False,True
159,159,159,80,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 3, 'maint': 1}",True,,acc,{},0.0,5,False,True
160,160,160,80,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 3, 'maint': 0}",True,,acc,{},0.0,5,False,True
161,161,161,82,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 1, 'maint': 3}",True,,acc,{},0.0,5,False,True
162,162,162,82,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 1, 'maint': 2}",True,,acc,{},0.0,5,False,True
163,163,163,82,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 1, 'maint': 1}",True,,acc,{},0.0,5,False,True
164,164,164,82,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 1, 'maint': 0}",True,,good,{},0.0,5,False,True
165,165,165,83,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 0, 'maint': 3}",True,,acc,{},0.0,5,False,True
166,166,166,83,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 0, 'maint': 2}",True,,acc,{},0.0,5,False,True
167,167,167,83,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 0, 'maint': 1}",True,,good,{},0.0,5,False,True
168,168,168,83,"{'safety': 1, 'persons': 2, 'lug_boot': 2, 'buying': 0, 'maint': 0}",True,,good,{},0.0,5,False,True
