,testID,nearestNeighbors,expectedValue,actualValue,correctAssignment
695,1,"[314, 637, 19, 309]",2,2,True
645,1,"[314, 19, 637, 309]",2,2,True
650,1,"[637, 314, 19, 309]",2,2,True
502,1,"[19, 637, 314, 489]",2,2,True
653,1,"[19, 314, 637, 489]",2,2,True
500,1,"[19, 116, 489, 637]",2,2,True
157,1,"[314, 19, 309, 637]",2,2,True
64,1,"[314, 637, 19, 309]",2,2,True
660,1,"[314, 637, 19, 309]",2,2,True
452,1,"[314, 637, 19, 12]",2,2,True
335,1,"[314, 637, 19, 309]",2,2,True
485,1,"[314, 637, 309, 19]",2,2,True
543,1,"[19, 314, 637, 489]",2,2,True
121,1,"[19, 489, 309, 314]",2,2,True
138,1,"[19, 637, 314, 489]",2,2,True
639,1,"[19, 637, 314, 116]",2,2,True
392,1,"[314, 19, 637, 309]",2,2,True
464,1,"[19, 314, 637, 489]",2,2,True
623,1,"[314, 637, 19, 309]",2,2,True
439,1,"[19, 637, 314, 116]",2,2,True
629,1,"[19, 314, 637, 489]",2,2,True
409,1,"[314, 637, 19, 309]",2,2,True
169,1,"[314, 637, 19, 309]",2,2,True
150,1,"[314, 309, 637, 19]",2,2,True
6,1,"[309, 58, 314, 489]",2,2,True
242,1,"[314, 19, 309, 637]",2,2,True
628,1,"[314, 637, 19, 309]",2,2,True
672,1,"[314, 19, 309, 637]",2,2,True
622,1,"[19, 116, 637, 489]",2,2,True
678,1,"[314, 637, 19, 309]",2,2,True
380,1,"[314, 637, 19, 309]",2,2,True
27,1,"[19, 637, 314, 489]",2,2,True
26,1,"[314, 19, 637, 309]",2,2,True
422,1,"[12, 234, 637, 19]",2,2,True
240,1,"[637, 12, 19, 116]",2,2,True
219,1,"[19, 116, 637, 489]",2,2,True
528,1,"[637, 19, 116, 489]",2,2,True
541,1,"[314, 19, 637, 309]",2,2,True
204,1,"[314, 309, 637, 19]",2,2,True
471,1,"[19, 637, 116, 489]",2,2,True
399,1,"[314, 637, 234, 19]",2,2,True
91,1,"[314, 637, 19, 309]",2,2,True
271,1,"[19, 489, 637, 116]",2,2,True
220,1,"[314, 309, 637, 19]",2,2,True
462,1,"[19, 637, 116, 489]",2,2,True
313,1,"[314, 637, 19, 309]",2,2,True
22,1,"[314, 19, 637, 309]",2,2,True
689,1,"[314, 637, 19, 57]",2,2,True
350,1,"[19, 637, 314, 116]",2,2,True
614,1,"[314, 19, 637, 309]",2,2,True
567,1,"[19, 314, 637, 309]",2,2,True
364,1,"[314, 19, 309, 637]",2,2,True
442,1,"[314, 637, 309, 19]",2,2,True
4,1,"[19, 637, 314, 12]",2,2,True
578,1,"[314, 637, 19, 309]",2,2,True
402,1,"[637, 19, 116, 489]",2,2,True
544,1,"[314, 637, 19, 309]",2,2,True
45,1,"[314, 637, 19, 309]",2,2,True
433,1,"[637, 314, 19, 12]",2,2,True
646,1,"[314, 637, 19, 234]",2,2,True
202,1,"[314, 309, 637, 19]",2,2,True
430,1,"[314, 234, 637, 19]",2,2,True
620,1,"[314, 19, 637, 309]",2,2,True
693,1,"[314, 19, 637, 309]",2,2,True
193,1,"[314, 309, 637, 19]",2,2,True
48,1,"[19, 637, 314, 12]",2,2,True
379,1,"[489, 637, 116, 19]",2,2,True
432,1,"[19, 637, 314, 116]",2,2,True
125,1,"[314, 637, 19, 309]",2,2,True
492,1,"[19, 314, 637, 309]",2,2,True
597,1,"[19, 637, 116, 489]",2,2,True
382,1,"[637, 314, 19, 12]",2,2,True
694,1,"[314, 19, 637, 489]",2,2,True
631,1,"[19, 637, 314, 489]",2,2,True
441,1,"[637, 19, 12, 489]",2,2,True
197,1,"[19, 637, 12, 489]",2,2,True
526,1,"[19, 314, 637, 489]",2,2,True
250,1,"[314, 637, 19, 234]",2,2,True
378,1,"[637, 314, 19, 12]",2,2,True
545,1,"[19, 637, 314, 489]",2,2,True
647,1,"[314, 637, 19, 309]",2,2,True
9,1,"[19, 314, 637, 489]",2,2,True
674,1,"[314, 637, 19, 309]",2,2,True
395,1,"[314, 19, 637, 309]",2,2,True
69,1,"[314, 309, 234, 637]",2,2,True
665,1,"[314, 637, 19, 309]",2,2,True
496,1,"[314, 637, 19, 309]",2,2,True
688,1,"[19, 314, 637, 489]",2,2,True
373,1,"[19, 637, 314, 489]",2,2,True
192,1,"[19, 637, 314, 489]",2,2,True
575,1,"[19, 637, 489, 116]",2,2,True
318,1,"[314, 309, 234, 637]",2,2,True
418,1,"[19, 637, 12, 489]",2,2,True
72,1,"[309, 12, 234, 314]",2,2,True
322,1,"[314, 19, 309, 637]",2,2,True
252,1,"[25, 296, 86, 126]",4,2,False
642,1,"[314, 19, 637, 309]",2,2,True
118,1,"[314, 637, 309, 234]",2,2,True
384,1,"[314, 637, 19, 309]",2,2,True
140,1,"[314, 19, 637, 309]",2,2,True
136,1,"[19, 314, 637, 489]",2,2,True
228,1,"[314, 309, 637, 19]",2,2,True
604,1,"[126, 453, 58, 86]",4,4,True
190,1,"[5, 224, 21, 14]",4,4,True
491,1,"[230, 86, 5, 58]",4,4,True
264,1,"[14, 126, 5, 453]",4,4,True
261,1,"[5, 14, 453, 126]",4,4,True
696,1,"[5, 21, 230, 196]",4,4,True
455,1,"[116, 489, 19, 637]",2,4,False
238,1,"[14, 126, 224, 5]",4,4,True
253,1,"[5, 230, 86, 14]",4,4,True
465,1,"[21, 5, 196, 224]",4,4,True
569,1,"[5, 14, 453, 230]",4,4,True
367,1,"[5, 453, 14, 224]",4,4,True
605,1,"[21, 230, 224, 196]",4,4,True
668,1,"[63, 296, 21, 196]",4,4,True
340,1,"[530, 196, 230, 224]",4,4,True
62,1,"[55, 5, 67, 21]",4,4,True
106,1,"[55, 230, 5, 14]",4,4,True
333,1,"[86, 230, 25, 296]",4,4,True
328,1,"[55, 63, 21, 296]",4,4,True
603,1,"[196, 230, 296, 453]",2,4,False
270,1,"[530, 55, 296, 230]",4,4,True
210,1,"[5, 14, 126, 224]",4,4,True
626,1,"[196, 453, 86, 230]",4,4,True
206,1,"[55, 21, 232, 230]",4,4,True
128,1,"[55, 25, 296, 86]",4,4,True
222,1,"[637, 309, 19, 314]",2,4,False
282,1,"[86, 453, 25, 296]",4,4,True
152,1,"[21, 5, 224, 196]",4,4,True
254,1,"[55, 5, 67, 21]",4,4,True
425,1,"[5, 453, 14, 21]",4,4,True
104,1,"[14, 5, 126, 21]",4,4,True
236,1,"[126, 14, 50, 57]",4,4,True
592,1,"[55, 25, 58, 230]",4,4,True
142,1,"[55, 232, 57, 116]",4,4,True
366,1,"[14, 5, 126, 453]",4,4,True
267,1,"[58, 86, 309, 230]",4,4,True
226,1,"[224, 21, 196, 530]",4,4,True
60,1,"[296, 63, 25, 12]",4,4,True
312,1,"[14, 55, 148, 296]",4,4,True
574,1,"[55, 21, 230, 232]",4,4,True
263,1,"[14, 224, 196, 126]",4,4,True
416,1,"[5, 14, 453, 86]",4,4,True
73,1,"[14, 224, 196, 530]",4,4,True
43,1,"[86, 232, 148, 296]",2,4,False
698,1,"[230, 453, 5, 196]",4,4,True
266,1,"[55, 230, 224, 530]",4,4,True
68,1,"[126, 196, 224, 230]",4,4,True
117,1,"[126, 14, 453, 196]",4,4,True
681,1,"[5, 14, 126, 453]",4,4,True
670,1,"[453, 5, 14, 86]",4,4,True
339,1,"[230, 25, 55, 86]",4,4,True
612,1,"[14, 126, 5, 224]",4,4,True
174,1,"[230, 58, 86, 55]",4,4,True
348,1,"[637, 12, 86, 296]",2,4,False
15,1,"[232, 55, 296, 57]",2,4,False
100,1,"[67, 21, 63, 55]",4,4,True
167,1,"[14, 50, 126, 57]",4,4,True
20,1,"[126, 14, 196, 224]",4,4,True
237,1,"[55, 21, 196, 63]",4,4,True
582,1,"[530, 224, 196, 21]",4,4,True
221,1,"[21, 67, 530, 196]",4,4,True
334,1,"[55, 230, 86, 530]",4,4,True
658,1,"[126, 230, 14, 5]",4,4,True
132,1,"[14, 5, 126, 86]",4,4,True
49,1,"[55, 530, 296, 230]",4,4,True
46,1,"[86, 296, 530, 230]",4,4,True
412,1,"[5, 21, 55, 14]",4,4,True
246,1,"[5, 224, 230, 14]",4,4,True
320,1,"[126, 196, 530, 57]",4,4,True
326,1,"[25, 489, 530, 116]",4,4,True
421,1,"[5, 14, 453, 21]",4,4,True
299,1,"[196, 224, 530, 126]",4,4,True
227,1,"[230, 55, 196, 224]",4,4,True
260,1,"[14, 126, 224, 230]",4,4,True
231,1,"[5, 196, 21, 453]",4,4,True
205,1,"[5, 14, 453, 126]",4,4,True
611,1,"[5, 453, 230, 14]",4,4,True
239,1,"[55, 530, 196, 489]",4,4,True
610,1,"[126, 14, 224, 196]",4,4,True
283,1,"[230, 55, 530, 116]",4,4,True
588,1,"[14, 232, 55, 230]",4,4,True
391,1,"[224, 21, 530, 230]",4,4,True
336,1,"[86, 25, 14, 230]",4,4,True
200,1,"[224, 196, 21, 230]",4,4,True
435,1,"[55, 230, 50, 232]",4,4,True
39,1,"[86, 296, 58, 530]",4,4,True
112,1,"[126, 224, 196, 14]",4,4,True
493,1,"[5, 14, 453, 230]",4,4,True
18,1,"[55, 14, 230, 126]",4,4,True
608,1,"[5, 453, 14, 230]",4,4,True
457,1,"[5, 21, 230, 196]",4,4,True
251,1,"[126, 224, 14, 196]",4,4,True
59,1,"[232, 116, 489, 12]",2,4,False
74,1,"[116, 50, 232, 55]",2,4,False
41,1,"[57, 116, 232, 55]",4,4,True
308,1,"[196, 230, 224, 126]",4,4,True
684,2,"[314, 637, 19, 309]",2,2,True
396,2,"[314, 19, 309, 637]",2,2,True
35,2,"[314, 19, 637, 309]",2,2,True
423,2,"[19, 637, 116, 489]",2,2,True
324,2,"[314, 309, 637, 19]",2,2,True
306,2,"[314, 309, 637, 19]",2,2,True
448,2,"[314, 637, 19, 309]",2,2,True
290,2,"[314, 637, 19, 309]",2,2,True
644,2,"[314, 637, 19, 309]",2,2,True
352,2,"[296, 86, 63, 148]",2,2,True
687,2,"[314, 19, 234, 637]",2,2,True
685,2,"[314, 637, 19, 309]",2,2,True
598,2,"[314, 19, 637, 309]",2,2,True
666,2,"[637, 19, 116, 314]",2,2,True
477,2,"[19, 314, 637, 489]",2,2,True
332,2,"[19, 637, 116, 12]",2,2,True
176,2,"[314, 19, 309, 637]",2,2,True
607,2,"[314, 637, 19, 309]",2,2,True
407,2,"[314, 637, 19, 309]",2,2,True
454,2,"[314, 637, 19, 234]",2,2,True
189,2,"[314, 637, 309, 234]",2,2,True
194,2,"[314, 19, 309, 637]",2,2,True
542,2,"[19, 637, 116, 489]",2,2,True
408,2,"[314, 637, 309, 12]",2,2,True
512,2,"[19, 637, 314, 116]",2,2,True
426,2,"[637, 116, 232, 19]",2,2,True
76,2,"[314, 637, 19, 309]",2,2,True
532,2,"[314, 309, 637, 19]",2,2,True
257,2,"[314, 19, 637, 309]",2,2,True
630,2,"[19, 637, 116, 489]",2,2,True
595,2,"[19, 637, 314, 489]",2,2,True
181,2,"[314, 637, 19, 309]",2,2,True
178,2,"[19, 314, 637, 309]",2,2,True
94,2,"[314, 19, 309, 637]",2,2,True
363,2,"[637, 12, 489, 116]",2,2,True
369,2,"[314, 637, 19, 309]",2,2,True
573,2,"[314, 637, 19, 309]",2,2,True
593,2,"[19, 637, 314, 116]",2,2,True
679,2,"[314, 637, 19, 309]",2,2,True
537,2,"[19, 637, 489, 116]",2,2,True
37,2,"[19, 489, 309, 116]",2,2,True
494,2,"[637, 25, 12, 86]",4,2,False
97,2,"[19, 489, 637, 116]",2,2,True
182,2,"[19, 116, 489, 637]",2,2,True
527,2,"[19, 314, 637, 309]",2,2,True
343,2,"[314, 637, 19, 309]",2,2,True
277,2,"[314, 637, 19, 309]",2,2,True
553,2,"[489, 637, 12, 309]",4,2,False
115,2,"[314, 309, 637, 19]",2,2,True
31,2,"[314, 19, 309, 637]",2,2,True
325,2,"[314, 234, 637, 19]",2,2,True
362,2,"[637, 489, 19, 314]",2,2,True
405,2,"[314, 637, 19, 309]",2,2,True
108,2,"[314, 234, 637, 19]",2,2,True
513,2,"[314, 19, 637, 309]",2,2,True
331,2,"[19, 489, 637, 116]",2,2,True
287,2,"[314, 19, 637, 309]",2,2,True
609,2,"[19, 637, 314, 116]",2,2,True
458,2,"[19, 637, 314, 116]",2,2,True
606,2,"[19, 637, 314, 489]",2,2,True
244,2,"[314, 309, 637, 19]",2,2,True
531,2,"[19, 637, 314, 489]",2,2,True
682,2,"[19, 489, 116, 637]",2,2,True
415,2,"[12, 25, 296, 234]",4,2,False
638,2,"[19, 314, 637, 489]",2,2,True
387,2,"[637, 489, 19, 116]",2,2,True
521,2,"[19, 314, 637, 489]",2,2,True
497,2,"[19, 314, 637, 489]",2,2,True
473,2,"[19, 314, 637, 489]",2,2,True
259,2,"[86, 55, 296, 230]",4,2,False
10,2,"[314, 309, 637, 19]",2,2,True
451,2,"[19, 637, 314, 116]",2,2,True
351,2,"[314, 19, 309, 637]",2,2,True
504,2,"[314, 637, 19, 309]",2,2,True
3,2,"[55, 296, 232, 63]",4,2,False
445,2,"[314, 637, 19, 309]",2,2,True
695,2,"[314, 637, 19, 309]",2,2,True
645,2,"[314, 19, 637, 309]",2,2,True
650,2,"[637, 314, 19, 309]",2,2,True
502,2,"[19, 637, 314, 489]",2,2,True
653,2,"[19, 314, 637, 489]",2,2,True
500,2,"[19, 116, 489, 637]",2,2,True
157,2,"[314, 19, 309, 637]",2,2,True
64,2,"[314, 637, 19, 309]",2,2,True
660,2,"[314, 637, 19, 309]",2,2,True
452,2,"[314, 637, 19, 12]",2,2,True
335,2,"[314, 637, 19, 309]",2,2,True
485,2,"[314, 637, 309, 19]",2,2,True
543,2,"[19, 314, 637, 489]",2,2,True
121,2,"[19, 489, 309, 314]",2,2,True
138,2,"[19, 637, 314, 489]",2,2,True
639,2,"[19, 637, 314, 116]",2,2,True
392,2,"[314, 19, 637, 309]",2,2,True
464,2,"[19, 314, 637, 489]",2,2,True
623,2,"[314, 637, 19, 309]",2,2,True
439,2,"[19, 637, 314, 116]",2,2,True
629,2,"[19, 314, 637, 489]",2,2,True
409,2,"[314, 637, 19, 309]",2,2,True
169,2,"[314, 637, 19, 309]",2,2,True
150,2,"[314, 309, 637, 19]",2,2,True
6,2,"[309, 58, 314, 489]",2,2,True
242,2,"[314, 19, 309, 637]",2,2,True
628,2,"[314, 637, 19, 309]",2,2,True
672,2,"[314, 19, 309, 637]",2,2,True
622,2,"[19, 116, 637, 489]",2,2,True
678,2,"[314, 637, 19, 309]",2,2,True
380,2,"[314, 637, 19, 309]",2,2,True
27,2,"[19, 637, 314, 489]",2,2,True
26,2,"[314, 19, 637, 309]",2,2,True
422,2,"[12, 234, 637, 19]",2,2,True
240,2,"[637, 12, 19, 116]",2,2,True
219,2,"[19, 116, 637, 489]",2,2,True
528,2,"[637, 19, 116, 489]",2,2,True
541,2,"[314, 19, 637, 309]",2,2,True
204,2,"[314, 309, 637, 19]",2,2,True
471,2,"[19, 637, 116, 489]",2,2,True
399,2,"[314, 637, 234, 19]",2,2,True
91,2,"[314, 637, 19, 309]",2,2,True
271,2,"[19, 489, 637, 116]",2,2,True
220,2,"[314, 309, 637, 19]",2,2,True
462,2,"[19, 637, 116, 489]",2,2,True
313,2,"[314, 637, 19, 309]",2,2,True
22,2,"[314, 19, 637, 309]",2,2,True
689,2,"[314, 637, 19, 57]",2,2,True
350,2,"[19, 637, 314, 116]",2,2,True
614,2,"[314, 19, 637, 309]",2,2,True
567,2,"[19, 314, 637, 309]",2,2,True
364,2,"[314, 19, 309, 637]",2,2,True
442,2,"[314, 637, 309, 19]",2,2,True
4,2,"[19, 637, 314, 12]",2,2,True
578,2,"[314, 637, 19, 309]",2,2,True
402,2,"[637, 19, 116, 489]",2,2,True
544,2,"[314, 637, 19, 309]",2,2,True
45,2,"[314, 637, 19, 309]",2,2,True
433,2,"[637, 314, 19, 12]",2,2,True
646,2,"[314, 637, 19, 234]",2,2,True
202,2,"[314, 309, 637, 19]",2,2,True
430,2,"[314, 234, 637, 19]",2,2,True
620,2,"[314, 19, 637, 309]",2,2,True
693,2,"[314, 19, 637, 309]",2,2,True
193,2,"[314, 309, 637, 19]",2,2,True
48,2,"[19, 637, 314, 12]",2,2,True
379,2,"[489, 637, 116, 19]",2,2,True
432,2,"[19, 637, 314, 116]",2,2,True
125,2,"[314, 637, 19, 309]",2,2,True
492,2,"[19, 314, 637, 309]",2,2,True
597,2,"[19, 637, 116, 489]",2,2,True
382,2,"[637, 314, 19, 12]",2,2,True
694,2,"[314, 19, 637, 489]",2,2,True
631,2,"[19, 637, 314, 489]",2,2,True
441,2,"[637, 19, 12, 489]",2,2,True
197,2,"[19, 637, 12, 489]",2,2,True
526,2,"[19, 314, 637, 489]",2,2,True
250,2,"[314, 637, 19, 234]",2,2,True
378,2,"[637, 314, 19, 12]",2,2,True
545,2,"[19, 637, 314, 489]",2,2,True
647,2,"[314, 637, 19, 309]",2,2,True
9,2,"[19, 314, 637, 489]",2,2,True
674,2,"[314, 637, 19, 309]",2,2,True
395,2,"[314, 19, 637, 309]",2,2,True
69,2,"[314, 309, 234, 637]",2,2,True
665,2,"[314, 637, 19, 309]",2,2,True
496,2,"[314, 637, 19, 309]",2,2,True
688,2,"[19, 314, 637, 489]",2,2,True
373,2,"[19, 637, 314, 489]",2,2,True
192,2,"[19, 637, 314, 489]",2,2,True
575,2,"[19, 637, 489, 116]",2,2,True
318,2,"[314, 309, 234, 637]",2,2,True
418,2,"[19, 637, 12, 489]",2,2,True
72,2,"[309, 12, 234, 314]",2,2,True
322,2,"[314, 19, 309, 637]",2,2,True
252,2,"[25, 296, 86, 126]",4,2,False
642,2,"[314, 19, 637, 309]",2,2,True
118,2,"[314, 637, 309, 234]",2,2,True
384,2,"[314, 637, 19, 309]",2,2,True
140,2,"[314, 19, 637, 309]",2,2,True
136,2,"[19, 314, 637, 489]",2,2,True
228,2,"[314, 309, 637, 19]",2,2,True
604,2,"[126, 453, 58, 86]",4,4,True
190,2,"[5, 224, 21, 14]",4,4,True
491,2,"[230, 86, 5, 58]",4,4,True
264,2,"[14, 126, 5, 453]",4,4,True
261,2,"[5, 14, 453, 126]",4,4,True
696,2,"[5, 21, 230, 196]",4,4,True
455,2,"[116, 489, 19, 637]",2,4,False
238,2,"[14, 126, 224, 5]",4,4,True
253,2,"[5, 230, 86, 14]",4,4,True
465,2,"[21, 5, 196, 224]",4,4,True
569,2,"[5, 14, 453, 230]",4,4,True
367,2,"[5, 453, 14, 224]",4,4,True
605,2,"[21, 230, 224, 196]",4,4,True
668,2,"[63, 296, 21, 196]",4,4,True
340,2,"[530, 196, 230, 224]",4,4,True
62,2,"[55, 5, 67, 21]",4,4,True
106,2,"[55, 230, 5, 14]",4,4,True
333,2,"[86, 230, 25, 296]",4,4,True
328,2,"[55, 63, 21, 296]",4,4,True
603,2,"[196, 230, 296, 453]",2,4,False
270,2,"[530, 55, 296, 230]",4,4,True
210,2,"[5, 14, 126, 224]",4,4,True
626,2,"[196, 453, 86, 230]",4,4,True
206,2,"[55, 21, 232, 230]",4,4,True
128,2,"[55, 25, 296, 86]",4,4,True
222,2,"[637, 309, 19, 314]",2,4,False
282,2,"[86, 453, 25, 296]",4,4,True
152,2,"[21, 5, 224, 196]",4,4,True
254,2,"[55, 5, 67, 21]",4,4,True
425,2,"[5, 453, 14, 21]",4,4,True
104,2,"[14, 5, 126, 21]",4,4,True
236,2,"[126, 14, 50, 57]",4,4,True
592,2,"[55, 25, 58, 230]",4,4,True
142,2,"[55, 232, 57, 116]",4,4,True
366,2,"[14, 5, 126, 453]",4,4,True
267,2,"[58, 86, 309, 230]",4,4,True
226,2,"[224, 21, 196, 530]",4,4,True
60,2,"[296, 63, 25, 12]",4,4,True
312,2,"[14, 55, 148, 296]",4,4,True
574,2,"[55, 21, 230, 232]",4,4,True
263,2,"[14, 224, 196, 126]",4,4,True
416,2,"[5, 14, 453, 86]",4,4,True
73,2,"[14, 224, 196, 530]",4,4,True
43,2,"[86, 232, 148, 296]",2,4,False
698,2,"[230, 453, 5, 196]",4,4,True
266,2,"[55, 230, 224, 530]",4,4,True
68,2,"[126, 196, 224, 230]",4,4,True
117,2,"[126, 14, 453, 196]",4,4,True
681,2,"[5, 14, 126, 453]",4,4,True
670,2,"[453, 5, 14, 86]",4,4,True
339,2,"[230, 25, 55, 86]",4,4,True
612,2,"[14, 126, 5, 224]",4,4,True
174,2,"[230, 58, 86, 55]",4,4,True
348,2,"[637, 12, 86, 296]",2,4,False
15,2,"[232, 55, 296, 57]",2,4,False
100,2,"[67, 21, 63, 55]",4,4,True
167,2,"[14, 50, 126, 57]",4,4,True
20,2,"[126, 14, 196, 224]",4,4,True
237,2,"[55, 21, 196, 63]",4,4,True
582,2,"[530, 224, 196, 21]",4,4,True
221,2,"[21, 67, 530, 196]",4,4,True
334,2,"[55, 230, 86, 530]",4,4,True
658,2,"[126, 230, 14, 5]",4,4,True
132,2,"[14, 5, 126, 86]",4,4,True
49,2,"[55, 530, 296, 230]",4,4,True
46,2,"[86, 296, 530, 230]",4,4,True
412,2,"[5, 21, 55, 14]",4,4,True
246,2,"[5, 224, 230, 14]",4,4,True
320,2,"[126, 196, 530, 57]",4,4,True
326,2,"[25, 489, 530, 116]",4,4,True
421,2,"[5, 14, 453, 21]",4,4,True
299,2,"[196, 224, 530, 126]",4,4,True
227,2,"[230, 55, 196, 224]",4,4,True
260,2,"[14, 126, 224, 230]",4,4,True
231,2,"[5, 196, 21, 453]",4,4,True
205,2,"[5, 14, 453, 126]",4,4,True
611,2,"[5, 453, 230, 14]",4,4,True
239,2,"[55, 530, 196, 489]",4,4,True
610,2,"[126, 14, 224, 196]",4,4,True
283,2,"[230, 55, 530, 116]",4,4,True
588,2,"[14, 232, 55, 230]",4,4,True
391,2,"[224, 21, 530, 230]",4,4,True
336,2,"[86, 25, 14, 230]",4,4,True
200,2,"[224, 196, 21, 230]",4,4,True
435,2,"[55, 230, 50, 232]",4,4,True
39,2,"[86, 296, 58, 530]",4,4,True
112,2,"[126, 224, 196, 14]",4,4,True
493,2,"[5, 14, 453, 230]",4,4,True
18,2,"[55, 14, 230, 126]",4,4,True
608,2,"[5, 453, 14, 230]",4,4,True
457,2,"[5, 21, 230, 196]",4,4,True
251,2,"[126, 224, 14, 196]",4,4,True
59,2,"[232, 116, 489, 12]",2,4,False
74,2,"[116, 50, 232, 55]",2,4,False
41,2,"[57, 116, 232, 55]",4,4,True
308,2,"[196, 230, 224, 126]",4,4,True
0,2,"[423, 222, 441, 553]",2,2,True
8,2,"[553, 115, 423, 222]",2,2,True
11,2,"[423, 115, 222, 553]",2,2,True
13,2,"[115, 222, 423, 553]",2,2,True
17,2,"[423, 222, 441, 553]",2,2,True
19,2,"[423, 222, 441, 553]",2,2,True
24,2,"[115, 423, 222, 553]",2,2,True
28,2,"[423, 115, 222, 553]",2,2,True
29,2,"[115, 423, 222, 441]",2,2,True
30,2,"[423, 222, 115, 441]",2,2,True
33,2,"[423, 115, 222, 441]",2,2,True
47,2,"[115, 423, 222, 553]",2,2,True
70,2,"[423, 441, 222, 553]",2,2,True
77,2,"[423, 441, 222, 553]",2,2,True
78,2,"[222, 423, 115, 553]",2,2,True
79,2,"[423, 115, 222, 553]",2,2,True
80,2,"[423, 222, 553, 115]",2,2,True
82,2,"[423, 222, 553, 441]",2,2,True
88,2,"[423, 222, 441, 553]",2,2,True
89,2,"[423, 115, 222, 441]",2,2,True
90,2,"[115, 423, 222, 553]",2,2,True
92,2,"[423, 222, 441, 553]",2,2,True
93,2,"[115, 423, 222, 553]",2,2,True
95,2,"[115, 423, 222, 553]",2,2,True
96,2,"[115, 423, 222, 441]",2,2,True
102,2,"[423, 222, 441, 553]",2,2,True
110,2,"[553, 415, 115, 222]",2,2,True
116,2,"[423, 455, 441, 553]",2,2,True
119,2,"[423, 222, 553, 115]",2,2,True
120,2,"[115, 423, 222, 441]",2,2,True
129,2,"[352, 15, 115, 423]",2,2,True
130,2,"[423, 441, 222, 553]",2,2,True
