,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
359,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,republican
369,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican
374,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
377,-1,1,-1,1,1,1,0,0,-1,-1,0,0,1,0,0,0,republican
379,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
393,0,0,0,0,-1,1,-1,1,1,-1,-1,1,1,-1,-1,0,republican
400,-1,1,-1,1,1,1,-1,0,-1,-1,0,0,0,1,-1,0,republican
403,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,-1,republican
404,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
412,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
427,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,republican
432,-1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican
433,-1,-1,-1,1,1,1,0,0,0,0,-1,1,1,1,-1,1,republican
434,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,-1,republican
2,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,democrat
12,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,0,democrat
20,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,democrat
22,1,0,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat
23,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
27,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
29,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
34,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
43,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
44,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,democrat
46,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
50,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
52,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat
60,1,1,1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,1,0,democrat
63,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat
64,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,democrat
68,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat
69,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
72,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
85,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat
91,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
101,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,democrat
124,-1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
144,-1,0,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,0,democrat
159,-1,1,1,-1,0,1,1,1,1,1,1,-1,-1,0,-1,0,democrat
161,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,democrat
162,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,democrat
169,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,democrat
173,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat
175,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
179,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
181,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,democrat
189,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
194,-1,-1,1,-1,-1,1,1,0,1,1,1,-1,-1,-1,1,1,democrat
196,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,0,democrat
199,1,1,-1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat
200,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,democrat
201,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
208,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat
209,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,democrat
210,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
212,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
218,1,0,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,1,0,democrat
219,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,democrat
220,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
222,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
232,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,democrat
234,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,0,democrat
236,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
241,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat
249,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,1,democrat
252,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
255,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat
258,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
259,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
270,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
272,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
275,-1,-1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,democrat
280,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,democrat
290,1,-1,1,-1,0,1,0,1,1,1,-1,-1,1,1,-1,1,democrat
293,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,democrat
294,-1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,0,democrat
297,1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,1,0,democrat
298,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
299,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,democrat
301,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
309,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat
311,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
316,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,democrat
318,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
319,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
321,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
322,1,1,1,-1,0,1,-1,0,-1,-1,1,-1,1,1,-1,0,democrat
326,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,democrat
328,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat
331,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
336,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,0,1,democrat
338,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat
341,-1,0,1,0,-1,1,1,1,1,1,1,-1,0,0,1,1,democrat
344,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
350,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,democrat
352,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,0,democrat
354,-1,1,1,-1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,democrat
358,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,democrat
361,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,0,democrat
368,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,democrat
371,1,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
380,1,1,1,-1,-1,1,0,1,1,-1,1,-1,1,-1,1,1,democrat
383,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,democrat
384,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat
385,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,democrat
386,-1,0,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,democrat
390,0,0,-1,-1,0,1,0,-1,-1,-1,1,1,-1,1,-1,0,democrat
391,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,democrat
394,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat
395,1,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,democrat
396,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,democrat
397,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,democrat
398,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,democrat
407,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,democrat
411,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,democrat
414,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
415,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,1,democrat
421,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,democrat
423,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat
425,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,0,democrat
