,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
130,1,0,1,-1,0,0,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
137,-1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat
145,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,0,1,democrat
149,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat
151,1,1,0,1,1,1,-1,-1,1,-1,1,0,1,1,-1,-1,democrat
152,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,democrat
157,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,0,0,democrat
165,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,0,democrat
168,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,0,democrat
173,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat
175,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
181,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
182,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
185,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,democrat
187,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
194,-1,-1,1,-1,-1,1,1,0,1,1,1,-1,-1,-1,1,1,democrat
196,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,0,democrat
210,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
212,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
219,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,democrat
220,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
221,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,democrat
222,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
226,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat
227,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,1,democrat
234,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,0,democrat
245,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
246,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,democrat
249,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,1,democrat
254,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
255,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat
258,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
259,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
263,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
265,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
271,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,1,democrat
272,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
275,-1,-1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,democrat
280,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,democrat
284,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,1,democrat
287,1,1,1,0,-1,1,1,1,1,-1,1,-1,1,-1,0,1,democrat
291,1,-1,1,-1,-1,1,1,1,1,1,-1,0,-1,1,-1,1,democrat
293,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,democrat
298,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
307,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,0,democrat
325,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,democrat
328,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat
329,1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
331,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
337,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
338,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat
341,-1,0,1,0,-1,1,1,1,1,1,1,-1,0,0,1,1,democrat
352,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,0,democrat
354,-1,1,1,-1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,democrat
358,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,democrat
360,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
362,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,democrat
368,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,democrat
370,1,1,1,-1,0,1,1,1,-1,1,0,0,-1,-1,1,1,democrat
372,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,democrat
385,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,democrat
387,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,0,democrat
388,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,democrat
389,1,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,-1,1,0,democrat
391,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,democrat
394,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat
395,1,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,democrat
396,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,democrat
397,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,democrat
398,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,democrat
406,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,democrat
411,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,democrat
414,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
415,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,1,democrat
417,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,democrat
419,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
423,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat
425,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,0,democrat
431,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
