,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
131,-1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,democrat
186,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
139,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
105,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,democrat
246,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,democrat
373,-1,1,1,0,1,1,-1,1,-1,1,0,-1,1,1,0,1,democrat
395,1,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,democrat
196,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,0,democrat
317,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
341,-1,0,1,0,-1,1,1,1,1,1,1,-1,0,0,1,1,democrat
203,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
268,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
100,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,democrat
63,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat
334,-1,1,1,-1,-1,1,1,1,0,-1,1,1,-1,-1,1,1,democrat
182,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
371,1,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
85,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat
144,-1,0,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,0,democrat
88,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,democrat
12,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,0,democrat
348,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,0,democrat
194,-1,-1,1,-1,-1,1,1,0,1,1,1,-1,-1,-1,1,1,democrat
165,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,0,democrat
426,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
22,1,0,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat
429,1,-1,1,-1,0,-1,1,1,1,1,-1,1,-1,0,1,1,democrat
25,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
380,1,1,1,-1,-1,1,0,1,1,-1,1,-1,1,-1,1,1,democrat
354,-1,1,1,-1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,democrat
112,-1,0,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,0,democrat
70,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,0,democrat
164,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat
29,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
161,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,democrat
153,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,democrat
328,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat
408,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,0,1,1,1,democrat
93,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,democrat
215,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,democrat
175,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
17,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat
78,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,democrat
319,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
31,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
338,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat
298,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
208,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat
109,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
227,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,1,democrat
212,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
411,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,democrat
272,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
