,buying,maint,doors,persons,lug_boot,safety,Class
213,3,2,3,2,2,0,unacc
196,3,2,3,0,2,1,unacc
683,2,1,1,0,2,2,unacc
780,2,0,0,2,2,0,unacc
238,3,1,0,2,1,1,unacc
506,2,3,2,2,0,2,unacc
1704,0,0,3,0,1,0,unacc
571,2,2,1,0,1,1,unacc
712,2,1,2,1,0,1,unacc
928,1,3,2,1,0,1,unacc
1377,0,3,3,0,0,0,unacc
909,1,3,1,2,0,0,unacc
1036,1,2,2,1,0,1,unacc
1004,1,2,1,0,1,2,unacc
237,3,1,0,2,1,0,unacc
1320,0,3,0,2,2,0,unacc
1206,1,0,0,2,0,0,unacc
1164,1,1,3,0,1,0,unacc
1675,0,0,2,0,0,1,unacc
1648,0,0,1,0,0,1,unacc
1695,0,0,2,2,1,0,unacc
176,3,2,2,1,1,2,unacc
736,2,1,3,0,2,1,unacc
1246,1,0,2,0,1,1,unacc
144,3,2,1,1,0,0,unacc
1432,0,2,1,0,0,1,unacc
1162,1,1,3,0,0,1,unacc
1439,0,2,1,0,2,2,unacc
580,2,2,1,1,1,1,unacc
1135,1,1,2,0,0,1,unacc
847,2,0,3,1,0,1,unacc
1110,1,1,1,0,1,0,unacc
280,3,1,2,1,0,1,unacc
1676,0,0,2,0,0,2,unacc
623,2,2,3,0,0,2,unacc
547,2,2,0,0,2,1,unacc
1035,1,2,2,1,0,0,unacc
380,3,0,2,0,0,2,unacc
1527,0,1,0,1,2,0,unacc
276,3,1,2,0,2,0,unacc
129,3,2,0,2,1,0,unacc
1657,0,0,1,1,0,1,acc
260,3,1,1,1,2,2,acc
821,2,0,2,1,0,2,acc
1153,1,1,2,2,0,1,acc
983,1,2,0,1,0,2,acc
239,3,1,0,2,1,2,acc
557,2,2,0,1,2,2,acc
961,1,3,3,1,2,1,acc
965,1,3,3,2,0,2,acc
689,2,1,1,1,1,2,acc
662,2,1,0,1,1,2,acc
827,2,0,2,1,2,2,acc
269,3,1,1,2,2,2,acc
1393,0,3,3,1,2,1,acc
392,3,0,2,1,1,2,acc
563,2,2,0,2,1,2,acc
779,2,0,0,2,1,2,acc
935,1,3,2,1,2,2,acc
728,2,1,2,2,2,2,acc
1711,0,0,3,1,0,1,acc
1117,1,1,1,1,0,1,acc
715,2,1,2,1,1,1,acc
722,2,1,2,2,0,2,acc
1447,0,2,1,1,2,1,acc
638,2,2,3,1,2,2,acc
1022,1,2,1,2,1,2,acc
1450,0,2,1,2,0,1,acc
1127,1,1,1,2,0,2,acc
1366,0,3,2,1,2,1,acc
1183,1,1,3,2,1,1,acc
1477,0,2,2,2,0,1,acc
1585,0,1,2,2,0,1,acc
404,3,0,2,2,2,2,acc
1132,1,1,1,2,2,1,acc
578,2,2,1,1,0,2,acc
1343,0,3,1,2,0,2,acc
1558,0,1,1,2,0,1,acc
1372,0,3,2,2,1,1,acc
997,1,2,0,2,2,1,acc
394,3,0,2,1,2,1,acc
1469,0,2,2,1,0,2,acc
1021,1,2,1,2,1,1,acc
287,3,1,2,1,2,2,acc
1064,1,2,3,1,0,2,acc
365,3,0,1,1,1,2,acc
427,3,0,3,2,1,1,acc
1156,1,1,2,2,1,1,acc
740,2,1,3,1,0,2,acc
268,3,1,1,2,2,1,acc
265,3,1,1,2,1,1,acc
1361,0,3,2,1,0,2,acc
398,3,0,2,2,0,2,acc
389,3,0,2,1,0,2,acc
1364,0,3,2,1,1,2,acc
608,2,2,2,1,1,2,acc
956,1,3,3,1,0,2,acc
1642,0,0,0,2,1,1,acc
341,3,0,0,1,2,2,acc
1321,0,3,0,2,2,1,acc
566,2,2,0,2,2,2,acc
674,2,1,0,2,2,2,acc
1339,0,3,1,1,2,1,acc
590,2,2,1,2,1,2,acc
1094,1,1,0,1,1,2,acc
1016,1,2,1,1,2,2,acc
1322,0,3,0,2,2,2,acc
634,2,2,3,1,1,1,acc
1501,0,2,3,1,2,1,acc
635,2,2,3,1,1,2,acc
1337,0,3,1,1,1,2,acc
962,1,3,3,1,2,2,acc
1069,1,2,3,1,2,1,acc
257,3,1,1,1,1,2,acc
692,2,1,1,1,2,2,acc
431,3,0,3,2,2,2,acc
1049,1,2,2,2,1,2,acc
878,1,3,0,1,1,2,acc
1148,1,1,2,1,1,2,vgood
1160,1,1,2,2,2,2,vgood
1691,0,0,2,1,2,2,vgood
1481,0,2,2,2,1,2,vgood
1124,1,1,1,1,2,2,vgood
1697,0,0,2,2,1,2,vgood
1607,0,1,3,1,1,2,vgood
1484,0,2,2,2,2,2,vgood
1454,0,2,1,2,1,2,vgood
1580,0,1,2,1,1,2,vgood
1259,1,0,2,1,2,2,vgood
1688,0,0,2,1,1,2,vgood
1448,0,2,1,1,2,2,vgood
1634,0,0,0,1,1,2,good
1537,0,1,0,2,2,1,good
1667,0,0,1,2,0,2,good
1615,0,1,3,2,1,1,good
1643,0,0,0,2,1,2,good
1255,1,0,2,1,1,1,good
1577,0,1,2,1,0,2,good
1669,0,0,1,2,1,1,good
1717,0,0,3,1,2,1,good
1636,0,0,0,1,2,1,good
1523,0,1,0,1,0,2,good
1231,1,0,1,1,2,1,good
1553,0,1,1,1,1,2,good
1229,1,0,1,1,1,2,good
