,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
75,9,9,2,4,84.2,6.8,26.6,7.7,6.7,79.0,3.1,0.0,0.0,56,14,0.7419373447293773,0.550471023504079,1
80,1,2,8,7,91.4,142.4,601.4,10.6,19.5,39.0,6.3,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
82,1,2,8,2,94.8,108.3,647.1,17.0,18.6,51.0,4.5,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
83,1,2,8,3,92.1,111.2,654.1,9.6,16.6,47.0,0.9,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
84,1,2,8,4,91.7,114.3,661.3,6.3,20.2,45.0,3.6,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
85,1,2,9,4,92.9,137.0,706.4,9.2,21.5,15.0,0.9,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
86,1,2,9,4,92.9,137.0,706.4,9.2,25.4,27.0,2.2,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
91,8,6,3,5,91.7,35.8,80.8,7.8,17.4,24.0,5.4,0.0,0.0,70,19,0.0,0.0,1
99,3,4,8,7,91.4,142.4,601.4,10.6,19.8,39.0,5.4,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
100,3,4,8,7,91.4,142.4,601.4,10.6,19.8,39.0,5.4,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
101,3,4,8,2,88.8,147.3,614.5,9.0,14.4,66.0,5.4,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
105,4,5,3,5,85.9,19.5,57.3,2.8,12.7,52.0,6.3,0.0,0.0,70,19,0.0,0.0,1
107,4,5,8,7,90.2,99.6,631.2,6.3,21.4,33.0,3.1,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
109,4,5,9,1,88.6,91.8,709.9,7.1,17.4,56.0,5.4,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
110,4,4,3,5,85.9,19.5,57.3,2.8,13.7,43.0,5.8,0.0,0.0,70,19,0.0,0.0,1
111,3,4,3,5,91.7,33.3,77.5,9.0,18.8,18.0,4.5,0.0,0.0,70,19,0.0,0.0,1
112,3,4,9,7,89.7,90.0,704.4,4.8,22.8,39.0,3.6,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
114,3,4,3,2,88.1,25.7,67.6,3.8,15.8,27.0,7.6,0.0,0.0,20,3,0.0,0.0,1
115,3,5,3,2,88.1,25.7,67.6,3.8,15.5,27.0,6.3,0.0,0.0,20,3,0.0,0.0,1
116,3,4,3,6,91.7,35.8,80.8,7.8,11.6,30.0,6.3,0.0,0.0,21,3,1.6118716726545914,2.5981302891063103,1
117,3,4,3,6,91.7,35.8,80.8,7.8,15.2,27.0,4.9,0.0,0.0,21,3,1.6118716726545914,2.5981302891063103,1
118,3,4,3,1,90.1,39.7,86.6,6.2,10.6,30.0,4.0,0.0,0.0,16,3,1.5187430508650597,2.306580454550909,1
121,3,4,8,1,91.5,145.4,608.2,10.7,17.1,43.0,5.4,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
122,3,4,9,7,92.4,124.1,680.7,8.5,22.5,42.0,5.4,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
128,3,5,10,3,91.4,37.9,673.8,5.2,15.9,46.0,3.6,0.0,0.0,6,0,1.462225694538935,2.138103981769871,1
129,2,5,10,7,92.6,46.5,691.8,8.8,15.4,35.0,0.9,0.0,0.0,6,0,1.462225694538935,2.138103981769871,1
133,4,6,9,4,93.7,80.9,685.2,17.9,17.6,42.0,3.1,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
134,3,5,3,2,88.1,25.7,67.6,3.8,14.9,38.0,2.7,0.0,0.0,20,3,0.0,0.0,1
138,9,9,7,2,85.8,48.3,313.4,3.9,18.0,42.0,2.7,0.0,0.3074846997479606,7,0,0.7352978021627031,0.18302405059772697,1
140,2,5,9,1,90.9,126.5,686.5,7.0,21.9,39.0,1.8,0.0,0.3852624007906449,1,0,1.080507849878369,0.483366234477191,1
141,1,2,8,3,95.5,99.9,513.3,13.2,23.3,31.0,4.5,0.0,0.4382549309311553,4,0,0.8510471509085622,0.17039741687387588,1
143,1,2,7,6,90.0,51.3,296.3,8.7,16.6,53.0,5.4,0.0,0.5364933705145685,7,0,0.7352978021627031,0.03952320204293785,1
147,8,3,9,2,84.4,73.4,671.9,3.2,24.2,28.0,3.6,0.0,0.6729444732424258,1,0,1.080507849878369,0.1661079059748916,1
152,3,4,7,6,90.1,51.2,424.1,6.2,24.6,43.0,1.8,0.0,0.8878912573524571,7,0,0.7352978021627031,0.023284762566747455,1
154,1,5,9,6,93.4,145.4,721.4,8.1,29.6,27.0,2.7,0.0,0.9001613499442714,1,0,1.080507849878369,0.03252486003847942,1
155,7,4,8,7,94.8,108.3,647.1,17.0,16.4,47.0,1.3,0.0,0.9400072584914712,4,0,0.8510471509085622,0.007913900741162735,1
159,7,4,9,5,92.4,117.9,668.0,12.2,19.0,34.0,5.8,0.0,0.9895411936137476,1,0,1.080507849878369,0.008274932551965767,1
161,6,4,8,4,95.2,131.7,578.8,10.4,20.3,41.0,4.0,0.0,1.0647107369924282,4,0,0.8510471509085622,0.045652128018217636,1
163,8,6,9,6,92.5,121.1,674.4,8.6,17.8,56.0,1.8,0.0,1.0818051703517284,1,0,1.080507849878369,1.6830404105977404e-06,1
164,8,5,9,7,89.7,90.0,704.4,4.8,17.8,67.0,2.2,0.0,1.1019400787607845,1,0,1.080507849878369,0.0004593404348682487,1
169,8,6,8,4,95.2,131.7,578.8,10.4,20.7,45.0,2.2,0.0,1.2669476034873244,4,0,0.8510471509085622,0.1729731864552192,1
173,4,4,9,1,90.9,126.5,686.5,7.0,17.7,39.0,2.2,0.0,1.4036429994545037,1,0,1.080507849878369,0.10441632489159099,1
175,1,4,8,6,90.2,96.9,624.2,8.9,20.3,39.0,4.9,0.0,1.7101878155342434,4,0,0.8510471509085622,0.7381226816134572,1
177,2,5,8,7,90.2,99.6,631.2,6.3,19.2,44.0,2.7,0.0,1.7387102481382395,4,0,0.8510471509085622,0.7879457741833835,1
183,7,4,10,1,91.7,48.5,696.1,11.1,16.8,45.0,4.5,0.0,2.057962510002712,6,0,1.462225694538935,0.3549023532989223,1
186,8,6,3,7,89.3,51.3,102.2,9.6,11.5,39.0,5.8,0.0,2.1029138978649784,68,18,0.0,4.422246861833677,1
187,1,5,9,1,90.9,126.5,686.5,7.0,21.0,42.0,2.2,0.0,2.1162555148025524,1,0,1.080507849878369,1.0727732253958986,1
189,7,4,3,7,90.7,44.0,92.4,5.5,11.5,60.0,4.0,0.0,2.2235418856535927,67,18,2.5726122302071057,0.12185010544670831,1
190,6,5,3,5,91.2,48.3,97.8,12.5,11.7,33.0,4.0,0.0,2.231089091288976,69,19,1.2612978709452054,0.9404950110558594,1
191,2,5,8,4,95.2,131.7,578.8,10.4,24.2,28.0,2.7,0.0,2.2700619012884857,4,0,0.8510471509085622,2.0136028617957966,1
193,4,5,9,3,92.9,133.3,699.6,9.2,24.3,25.0,4.0,0.0,2.342766882626877,1,0,1.080507849878369,1.5932978657551993,1
198,3,4,9,2,91.0,129.5,692.6,7.0,13.9,59.0,6.3,0.0,2.50470927708418,1,0,1.080507849878369,2.0283497052550694,1
200,1,5,9,2,91.0,129.5,692.6,7.0,21.6,33.0,2.2,0.0,2.528125768907977,1,0,1.080507849878369,2.095597639495613,1
209,8,3,9,4,93.7,80.9,685.2,17.9,23.2,26.0,4.9,0.0,3.1949928844048685,1,0,1.080507849878369,4.4710469612365324,1
211,7,4,8,6,93.5,139.4,594.2,20.3,5.1,96.0,5.8,0.0,3.295836866004329,4,0,0.8510471509085622,5.97699675103804,1
214,4,4,3,6,91.7,35.8,80.8,7.8,17.0,27.0,4.9,0.0,3.389799336709786,21,3,1.6118716726545914,3.16102677861276,1
216,4,4,9,7,92.4,124.1,680.7,8.5,16.9,60.0,1.3,0.0,3.4170707308184456,1,0,1.080507849878369,5.459526096586991,1
218,4,5,9,3,92.9,133.3,699.6,9.2,19.4,19.0,1.3,0.0,3.487986511734546,1,0,1.080507849878369,5.7959535072928094,1
223,2,2,7,5,88.3,150.3,309.9,6.8,13.4,79.0,3.6,0.0,3.6381123370602833,7,0,0.7352978021627031,8.426332224012656,1
225,4,4,9,7,93.5,149.3,728.6,8.1,22.9,39.0,4.9,0.0,3.902982260775997,1,0,1.080507849878369,7.966361800171913,1
227,8,6,8,6,92.2,81.8,480.8,11.9,20.1,34.0,4.5,0.0,4.08260930600368,4,0,0.8510471509085622,10.442993962243,1
228,4,6,9,7,93.5,149.3,728.6,8.1,28.3,26.0,3.1,0.0,4.175924549214524,1,0,1.080507849878369,9.581604542529135,1
230,4,4,9,3,92.9,133.3,699.6,9.2,26.4,21.0,4.5,0.0,4.494126887194767,1,0,1.080507849878369,11.652794931928932,1
233,9,4,9,2,84.4,73.4,671.9,3.2,24.3,36.0,3.1,0.0,4.669646205172456,1,0,1.080507849878369,12.881914133443145,1
236,2,2,9,6,92.5,121.1,674.4,8.6,18.2,46.0,1.8,0.0,5.307970623576175,1,0,1.080507849878369,17.871441503000742,1
237,1,2,9,2,91.0,129.5,692.6,7.0,18.8,40.0,2.2,0.0,5.365415110080531,1,0,1.080507849878369,18.360430228533204,1
238,6,5,9,6,92.5,121.1,674.4,8.6,25.1,27.0,4.0,0.0,6.995619625423205,1,0,1.080507849878369,34.988547317189195,1
240,6,3,4,3,88.0,17.2,43.5,3.8,15.2,51.0,2.7,0.0,0.0,8,0,1.9606023529641248,3.8439615864484624,1
245,3,4,8,7,91.8,175.1,700.7,13.8,26.8,38.0,6.3,0.0,0.5653138090500605,4,0,0.8510471509085622,0.08164354264962742,1
246,5,4,8,7,91.8,175.1,700.7,13.8,25.7,39.0,5.4,0.0,0.0861776962410523,4,0,0.8510471509085622,0.585025282683374,1
247,2,4,8,3,92.2,91.6,503.6,9.6,20.7,70.0,2.2,0.0,0.5596157879354227,4,0,0.8510471509085622,0.0849322393243818,1
249,3,4,8,3,93.1,157.3,666.7,13.5,21.7,40.0,0.4,0.0,1.244154593958768,4,0,0.8510471509085622,0.15453346178147073,1
251,8,5,8,3,93.1,157.3,666.7,13.5,24.0,36.0,3.1,0.0,0.2151113796169455,4,0,0.8510471509085622,0.40441430520826344,1
256,8,6,8,6,94.2,117.2,581.1,11.0,23.9,41.0,2.2,0.0,2.199444334074532,4,0,0.8510471509085622,1.8181749635699225,1
257,4,3,8,6,94.2,117.2,581.1,11.0,21.4,44.0,2.7,0.0,0.5187937934151675,4,0,0.8510471509085622,0.11039229356563353,1
261,3,4,8,5,91.6,112.4,573.0,8.9,11.2,84.0,7.6,0.0,1.4586150226995167,4,0,0.8510471509085622,0.36913871883258975,1
263,6,3,8,5,91.1,141.1,629.1,7.1,19.3,39.0,3.6,0.0,0.9400072584914712,4,0,0.8510471509085622,0.007913900741162735,1
265,4,4,8,2,93.7,102.2,550.3,14.6,22.1,54.0,7.6,0.0,0.5822156198526637,4,0,0.8510471509085622,0.07227039208985853,1
266,6,5,8,2,94.3,131.7,607.1,22.7,19.4,55.0,4.0,0.0,0.1570037488096647,4,0,0.8510471509085622,0.4816962439970119,1
269,4,4,8,2,92.1,152.6,658.2,14.3,19.1,53.0,2.7,0.0,1.6863989535702288,4,0,0.8510471509085622,0.6978126342100961,1
273,4,6,12,7,84.4,27.2,353.5,6.8,4.8,57.0,8.5,0.0,2.300583090323373,40,11,2.5006159434931803,0.04001314234725375,1
275,4,6,12,4,84.6,26.4,352.0,2.0,5.1,61.0,4.9,0.0,1.8531680973566984,40,11,2.5006159434931803,0.4191887134667695,1
276,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,2.93651291389402,41,11,2.462149662665384,0.225020494116202,1
279,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,2.376764491168297,41,11,2.462149662665384,0.007290627511586999,1
280,4,6,12,5,84.7,26.7,352.6,4.1,2.2,59.0,4.9,0.0,2.329227023940467,40,11,2.5006159434931803,0.029374161745446468,1
281,6,5,12,2,85.4,25.4,349.7,2.6,5.1,24.0,8.5,0.0,3.2492110246642736,41,11,2.462149662665384,0.619465587551547,1
291,9,4,7,6,91.6,104.2,474.9,9.0,25.3,39.0,0.9,0.0,2.19722457733622,7,0,0.7352978021627031,2.137229895969239,1
293,7,6,7,2,93.1,180.4,430.8,11.0,26.9,28.0,5.4,0.0,4.471067201464611,7,0,0.7352978021627031,13.955973004760537,1
299,6,5,6,6,53.4,71.0,233.8,0.4,10.6,90.0,2.7,0.0,0.0,33,5,4.267176792994939,18.208797782674573,1
300,6,5,6,1,90.4,93.3,298.1,7.5,20.7,25.0,4.9,0.0,0.0,88,30,0.6418538861723948,0.41197641119460554,1
303,3,6,6,5,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0.0,0.0,31,5,0.7839015438284094,0.6145016304165636,1
304,6,5,5,6,85.1,28.0,113.8,3.5,11.3,94.0,4.9,0.0,0.0,9,0,3.675794214565281,13.51146310783159,1
307,3,4,9,7,89.6,84.1,714.3,5.7,23.8,35.0,3.6,0.0,1.8213182714695997,1,0,1.080507849878369,0.5488000807381771,1
311,6,3,9,7,92.4,105.8,758.1,9.9,24.8,28.0,1.8,0.0,2.727199019940971,1,0,1.080507849878369,2.7115918095621407,1
312,2,4,9,7,50.4,46.2,706.6,0.4,12.2,78.0,6.3,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
314,4,4,9,3,92.6,115.4,777.1,8.8,19.7,41.0,1.8,0.0,0.947789398933526,1,0,1.080507849878369,0.017614187221198674,1
316,4,5,9,4,92.4,96.2,739.4,8.6,18.6,24.0,5.8,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
323,3,5,9,4,90.7,136.9,822.8,6.8,12.9,39.0,2.7,0.0,1.1568811967920856,1,0,1.080507849878369,0.005832888118802915,1
325,1,4,9,6,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
331,7,4,9,6,91.2,124.4,795.3,8.5,21.5,28.0,4.5,0.0,2.8118094353930627,1,0,1.080507849878369,2.9974051800056927,1
332,4,4,9,6,91.2,124.4,795.3,8.5,17.1,41.0,2.2,0.0,2.503073953743449,1,0,1.080507849878369,2.0236943198658746,1
335,4,3,9,1,91.6,108.4,764.0,6.2,9.8,86.0,1.8,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
336,7,4,9,1,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
337,6,3,9,1,91.6,108.4,764.0,6.2,23.0,34.0,2.2,0.0,4.04375277610604,1,0,1.080507849878369,8.780820492814039,1
339,2,4,9,1,91.6,108.4,764.0,6.2,20.4,41.0,1.8,0.0,0.904218150639886,1,0,1.080507849878369,0.031078058057594764,1
342,6,3,9,1,91.5,130.1,807.1,7.5,20.6,37.0,1.8,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
343,8,6,9,1,91.5,130.1,807.1,7.5,15.9,51.0,4.5,0.0,1.1568811967920856,1,0,1.080507849878369,0.005832888118802915,1
345,2,2,9,1,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0.0,1.9213246735826988,1,0,1.080507849878369,0.7069729310242381,1
346,1,4,9,1,91.5,130.1,807.1,7.5,21.3,35.0,2.2,0.0,3.373826184866024,1,0,1.080507849878369,5.259308985590551,1
348,3,4,9,5,92.1,99.0,745.3,9.6,17.4,57.0,4.5,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
350,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,1.5496879080283263,1,0,1.080507849878369,0.22012992696559744,1
354,7,4,9,5,92.1,99.0,745.3,9.6,18.7,50.0,2.2,0.0,1.9416152247724323,1,0,1.080507849878369,0.7415059110969451,1
357,6,3,9,5,92.5,122.0,789.7,10.2,15.9,55.0,3.6,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
361,4,3,9,5,92.5,122.0,789.7,10.2,17.3,45.0,4.0,0.0,1.597365331199831,1,0,1.080507849878369,0.2671416559979656,1
362,7,4,9,5,88.2,55.2,732.3,11.6,15.2,64.0,3.1,0.0,0.418710334858185,1,0,1.080507849878369,0.43797595088689056,1
363,4,3,9,2,91.9,111.7,770.3,6.5,15.9,53.0,2.2,0.0,1.3686394258811698,1,0,1.080507849878369,0.08301980508985785,1
365,6,5,9,2,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0.0,3.0459499897146083,1,0,1.080507849878369,3.8629628050440554,1
367,4,5,9,2,91.1,132.3,812.1,12.5,16.4,27.0,3.6,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
368,6,5,9,6,91.2,94.3,744.4,8.4,16.8,47.0,4.9,0.0,2.613006652415316,1,0,1.080507849878369,2.3485525797771767,1
371,3,4,7,3,91.9,133.6,520.5,8.0,14.2,58.0,4.0,0.0,0.0,7,0,0.7352978021627031,0.5406628578653017,1
372,4,5,8,7,92.0,203.2,664.5,8.1,10.4,75.0,0.9,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
373,5,4,8,4,94.8,222.4,698.6,13.9,20.3,42.0,2.7,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
374,6,5,9,5,90.3,290.0,855.3,7.4,10.3,78.0,4.0,0.0,2.96010509591084,1,0,1.080507849878369,3.53288580729285,1
376,8,6,8,1,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
378,6,5,3,4,90.9,18.9,30.6,8.0,8.7,51.0,5.8,0.0,0.0,66,17,0.0,0.0,1
380,5,4,7,3,93.7,101.3,458.8,11.9,19.3,39.0,7.2,0.0,2.166765369851511,7,0,0.7352978021627031,2.049099397344912,1
381,8,6,8,4,90.7,194.1,643.0,6.8,16.2,63.0,2.7,0.0,2.8524391037275145,4,0,0.8510471509085622,4.00556974880846,1
382,8,6,8,3,95.2,217.7,690.0,18.0,28.2,29.0,1.8,0.0,1.925707441737794,4,0,0.8510471509085622,1.154894740685169,1
385,2,4,8,7,91.6,181.3,613.0,7.6,20.9,50.0,2.2,0.0,2.833213344056216,4,0,0.8510471509085622,3.9289828172574626,1
391,8,6,9,5,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,3.43977686362963,1,0,1.080507849878369,5.566150279246849,1
392,1,3,9,7,91.0,276.3,825.1,7.1,21.9,43.0,4.0,0.0,4.27332721775054,1,0,1.080507849878369,10.194095515859653,1
395,4,5,2,7,85.0,9.0,56.9,3.5,10.1,62.0,1.8,0.0,3.966132331075178,58,14,1.998773638612381,3.8705002248089255,1
398,1,2,8,6,93.7,231.1,715.1,8.4,25.9,32.0,3.1,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
409,1,4,7,2,92.3,96.2,450.2,12.1,23.4,31.0,5.4,0.0,0.0,7,0,0.7352978021627031,0.5406628578653017,1
412,9,4,7,1,92.3,92.1,442.1,9.8,22.8,27.0,4.5,0.0,0.9669838461896731,7,0,0.7352978021627031,0.05367842299686709,1
415,8,6,8,4,94.8,222.4,698.6,13.9,27.5,27.0,4.9,0.0,6.616439947564594,4,0,0.8510471509085622,33.239754099733254,1
420,8,8,8,3,91.7,191.4,635.9,7.8,26.2,36.0,4.5,0.0,5.229824370102736,4,0,0.8510471509085622,19.173689935333858,1
422,8,6,7,7,88.9,263.1,795.9,5.2,29.3,27.0,3.6,0.0,1.9878743481543453,7,0,0.7352978021627031,1.568948003568352,1
423,1,3,9,6,91.2,94.3,744.4,8.4,22.3,48.0,4.0,0.0,0.5423242908253617,1,0,1.080507849878369,0.28964154323496166,1
429,3,4,8,7,91.6,181.3,613.0,7.6,24.6,44.0,4.0,0.0,1.4350845252893227,4,0,0.8510471509085622,0.3410996546735726,1
432,8,6,8,4,94.8,222.4,698.6,13.9,23.9,38.0,6.7,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
436,8,6,8,1,92.1,207.0,672.6,8.2,26.8,35.0,1.3,0.0,0.4317824164255378,4,0,0.8510471509085622,0.17578291758112097,1
437,8,6,8,6,89.4,253.6,768.4,9.7,14.2,73.0,2.7,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
438,2,5,8,6,93.7,231.1,715.1,8.4,23.6,53.0,4.0,0.0,2.005525858729668,4,0,0.8510471509085622,1.3328210868122898,1
440,5,4,9,5,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
444,2,5,9,5,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,2.394252281519869,1,0,1.080507849878369,1.725924431669048,1
446,6,5,8,7,92.0,203.2,664.5,8.1,19.1,70.0,2.2,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
447,3,4,3,3,93.4,17.3,28.3,9.9,8.9,35.0,8.0,0.0,0.0,22,3,1.8794650496471603,3.532388872845203,1
448,7,4,9,3,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0,1,0,1.080507849878369,1.1674972136487758,1
451,1,4,8,5,90.5,196.8,649.9,16.3,11.8,88.0,4.9,0.0,2.3711778844596574,4,0,0.8510471509085622,2.310797447086591,1
452,7,4,8,1,91.5,238.2,730.6,7.5,17.7,65.0,4.0,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
453,4,5,8,4,89.4,266.2,803.3,5.6,17.4,54.0,3.1,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
459,7,4,8,6,91.6,273.8,819.1,7.7,15.5,72.0,8.0,0.0,1.0784095813505905,4,0,0.8510471509085622,0.05169367477650616,1
463,6,5,2,2,75.1,4.4,16.2,1.9,4.6,82.0,6.3,0.0,1.8547342683894437,61,15,2.394252281519869,0.29107968649220184,1
464,6,4,2,2,75.1,4.4,16.2,1.9,5.1,77.0,5.4,0.0,1.144222799920162,61,15,2.394252281519869,1.5625737048684323,1
465,2,2,2,6,79.5,3.6,15.3,1.8,4.6,59.0,0.9,0.0,2.0592388343623163,59,14,0.0,4.240464576945871,1
468,6,5,3,4,91.3,20.6,43.5,8.5,13.3,27.0,3.6,0.0,2.0294631718735947,66,17,0.0,4.118720765991232,1
470,5,4,4,7,91.0,14.6,25.6,12.3,17.6,27.0,5.8,0.0,0.0,8,0,1.9606023529641248,3.8439615864484624,1
472,8,3,6,1,88.2,96.2,229.0,4.7,14.3,79.0,4.0,0.0,1.0784095813505905,88,30,0.6418538861723948,0.19058087499251772,1
475,2,5,6,4,93.7,121.7,350.2,18.0,22.7,40.0,9.4,0.0,1.4327007339340465,31,5,0.7839015438284094,0.4209403890817307,1
476,4,3,7,4,93.5,85.3,395.0,9.9,27.2,28.0,1.3,0.0,1.0152306797290584,7,0,0.7352978021627031,0.07836241594258007,1
480,9,9,7,4,93.2,114.4,560.0,9.5,30.2,25.0,4.5,0.0,1.3217558399823195,7,0,0.7352978021627031,0.34393303012323456,1
481,4,3,7,4,93.2,114.4,560.0,9.5,30.2,22.0,4.9,0.0,0.0,7,0,0.7352978021627031,0.5406628578653017,1
483,8,6,8,7,94.9,130.3,587.1,14.1,31.0,27.0,5.4,0.0,0.0,4,0,0.8510471509085622,0.724281253069581,1
