,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
4080,I,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8
2800,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11
3528,I,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6
2264,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
2789,F,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9
683,M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
1972,M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12
3412,I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8
3993,M,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
2396,I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14
1219,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
825,I,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7
648,I,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11
3060,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
2648,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
1273,I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8
1735,M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,11
24,F,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10
2627,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5
2312,I,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8
3384,F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7
3530,I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7
754,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20
1346,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
3570,M,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9
2658,I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
3425,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
3939,M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14
3203,F,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17
3380,I,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5
3578,F,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10
1496,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
2578,M,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9
2455,I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6
1072,I,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6
1224,I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6
1627,M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9
1160,F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9
1375,F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
2376,F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
1151,M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,7
2165,F,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
2172,I,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5
3337,I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
1648,M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10
2429,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9
1876,I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9
1102,M,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6
842,M,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9
404,I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7
824,I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7
158,F,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13
1536,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5
2467,M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
2044,F,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7
3813,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8
1857,I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8
2194,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
3353,I,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8
305,I,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4
478,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
94,M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15
3311,F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12
2209,F,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
2005,I,0.395,0.29,0.095,0.3,0.158,0.068,0.078,7
1853,I,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8
341,F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
951,M,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8
1187,M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
1155,F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8
2270,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
2094,I,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7
3686,F,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14
61,M,0.505,0.405,0.11,0.625,0.305,0.16,0.175,9
999,F,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,11
149,I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
3152,F,0.47,0.375,0.105,0.513,0.232,0.142,0.13,11
3287,M,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12
33,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
1537,I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5
1657,M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9
1215,I,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5
519,F,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6
3225,I,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9
1218,I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5
2517,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7
2317,M,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
2820,I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6
931,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6
716,I,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8
3416,M,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7
1367,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
800,M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10
90,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
2425,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13
1549,I,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7
859,F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8
1284,I,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9
3627,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10
3405,I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7
1330,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
2195,I,0.26,0.215,0.08,0.099,0.037,0.0255,0.045,5
2070,I,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11
2183,M,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6
2738,M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8
2824,I,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7
1756,F,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,14
2592,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7
1487,M,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8
2025,F,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10
358,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
1096,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
1039,F,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6
3273,F,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13
727,F,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12
2212,F,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13
3950,F,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13
3628,F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13
319,I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6
2624,M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12
3459,M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8
2439,F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9
2705,M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13
1788,F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
2506,I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7
2912,I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9
2780,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10
293,F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
2745,I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8
50,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
513,M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6
2162,F,0.71,0.565,0.195,1.817,0.785,0.492,0.49,11
1502,M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11
3068,M,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12
1586,I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10
1464,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9
1797,I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8
1022,F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
3046,M,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11
2,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
200,F,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
3170,F,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14
693,M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9
4013,M,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,8
2668,F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8
36,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
1633,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10
3002,M,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10
3156,M,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10
1663,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8
684,M,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10
3359,I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20
3022,I,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,8
2096,M,0.5,0.39,0.145,0.651,0.273,0.132,0.22,11
26,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
3955,I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
2274,M,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15
3396,M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
2281,I,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8
3461,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
1645,M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10
1057,I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4
983,F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
654,F,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10
784,I,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5
1904,F,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9
998,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
3448,M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7
2420,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
1585,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
2839,F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10
899,I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5
3845,M,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11
640,M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7
1692,F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10
1474,M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9
1104,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8
1373,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
2111,I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9
1835,I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7
659,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
1029,F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10
3720,F,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7
1910,F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
2488,M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14
3432,I,0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6
855,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
3535,I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9
2080,M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9
729,F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15
3328,I,0.575,0.475,0.17,0.967,0.3775,0.284,0.275,13
554,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9
1978,M,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12
1488,M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9
1977,F,0.7,0.575,0.205,1.773,0.605,0.447,0.538,13
804,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10
3773,F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
639,F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
2052,M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8
959,M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7
59,F,0.505,0.4,0.125,0.583,0.246,0.13,0.175,7
1571,I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8
2020,M,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9
1059,I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5
890,F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
1276,I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8
2844,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
2717,I,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6
2857,M,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
543,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8
1177,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
3087,I,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7
2598,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9
2770,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
1956,M,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11
1337,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
3622,M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
508,M,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11
2974,M,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12
2669,M,0.59,0.47,0.15,0.861,0.413,0.164,0.249,8
2935,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
791,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
875,M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
3043,M,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
1746,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10
3447,F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8
103,M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10
1425,F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12
1343,M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
1516,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10
4015,M,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10
2994,M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9
3509,F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10
1079,I,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7
3404,M,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8
615,M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13
3480,I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8
3440,I,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7
3085,I,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,6
2696,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9
1061,I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,6
2787,F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11
563,F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
3168,M,0.605,0.47,0.115,1.114,0.3925,0.291,0.31,15
2089,F,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
963,M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
1810,M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
4049,M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
3965,I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6
542,M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
