,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue,testID
133,0.07663896583564174,0.04725609756097561,0.11794354838709678,0.15,0.057692307692307696,0.03409090909090909,32,0.1262100929982108,0.0036053675763404215,Test1
134,0.030470914127423823,0.11077235772357724,0.2439516129032258,0.075,0.057692307692307696,0.09090909090909091,45,0.12622973967844753,0.004905222999779873,Test1
136,0.030470914127423823,0.11077235772357724,0.2439516129032258,0.15,0.11538461538461539,0.09090909090909091,65,0.12624399419722868,0.00462915817198391,Test1
137,0.12280701754385964,0.016260162601626018,0.05493951612903226,0.0,0.15384615384615385,0.7272727272727273,30,0.12619428548286205,0.07504271856719337,Test1
140,0.06925207756232687,0.11077235772357724,0.11794354838709678,0.2,0.019230769230769232,0.03409090909090909,62,0.12621590545931713,0.003756321380581542,Test1
144,0.03970452446906741,0.23780487804878048,0.2439516129032258,0.2,0.019230769230769232,0.03409090909090909,86,0.12624388675646034,0.0073237616585292604,Test1
148,0.050784856879039705,0.23780487804878048,0.2439516129032258,0.4,0.15384615384615385,0.09090909090909091,143,0.12627865341222003,0.018011582742334036,Test1
152,0.01662049861495845,0.491869918699187,0.4959677419354839,0.4,0.15384615384615385,0.13636363636363635,370,0.12633117788526121,0.0567932073647792,Test1
153,0.019390581717451522,1.0,0.4959677419354839,0.8,0.3076923076923077,0.18181818181818182,510,0.1264184463697711,0.23030805626274212,Test1
159,0.036011080332409975,0.04725609756097561,0.05493951612903226,0.0,0.019230769230769232,0.03409090909090909,17,0.12618805194051225,0.009635376986204602,Test1
160,0.036011080332409975,0.11077235772357724,0.08644153225806452,0.0,0.019230769230769232,0.045454545454545456,21,0.1261957507010615,0.007228007664546495,Test1
162,0.036011080332409975,0.23780487804878048,0.11794354838709678,0.0,0.019230769230769232,0.045454545454545456,34,0.126206822005427,0.008049905088000206,Test1
167,0.019390581717451522,0.491869918699187,0.2439516129032258,0.4,0.07692307692307693,0.045454545454545456,100,0.1262887129433977,0.03760725786654221,Test1
171,0.16897506925207756,0.04725609756097561,0.05493951612903226,0.0,0.019230769230769232,0.022727272727272728,30,0.1261671927519319,0.007344480223704872,Test1
172,0.16897506925207756,0.11077235772357724,0.11794354838709678,0.4,0.019230769230769232,0.028409090909090908,41,0.12622164386937004,0.013895951814803235,Test1
173,0.21514312096029548,0.016260162601626018,0.05493951612903226,0.0,0.019230769230769232,0.03977272727272727,25,0.12615845796774264,0.008627277818466278,Test1
174,0.21514312096029548,0.016260162601626018,0.05493951612903226,0.0,0.07692307692307693,0.03977272727272727,50,0.12616470454711756,0.008036308483572875,Test1
177,0.13204062788550322,0.016260162601626018,0.0234375,0.0125,0.057692307692307696,0.045454545454545456,32,0.12617287991804207,0.008309454874559193,Test1
178,0.13204062788550322,0.04725609756097561,0.05493951612903226,0.05,0.019230769230769232,0.07954545454545454,38,0.12617885986407731,0.004908373885310625,Test1
179,0.13204062788550322,0.04725609756097561,0.11794354838709678,0.1,0.019230769230769232,0.07954545454545454,60,0.1261923983594093,0.002608979740264932,Test1
181,0.2059095106186519,0.016260162601626018,0.007686491935483871,0.05,0.019230769230769232,0.017045454545454544,6,0.12615886109485383,0.009141762732095876,Test1
183,0.08125577100646353,0.11077235772357724,0.05493951612903226,0.05,0.057692307692307696,0.045454545454545456,22,0.12619409434614645,0.004307916124707822,Test1
184,0.08125577100646353,0.11077235772357724,0.08644153225806452,0.1,0.11538461538461539,0.09090909090909091,33,0.1262102320619337,0.002296296897888525,Test1
190,0.008310249307479225,0.491869918699187,0.3699596774193548,0.2,0.15384615384615385,0.09090909090909091,173,0.1262942682686383,0.03378970829065918,Test1
191,0.008310249307479225,0.491869918699187,0.4959677419354839,0.4,0.23076923076923078,0.09090909090909091,248,0.12634035062713617,0.05980907132654777,Test1
192,0.008310249307479225,0.491869918699187,0.4959677419354839,0.8,0.46153846153846156,0.18181818181818182,405,0.12640894900315222,0.1443317043819093,Test1
194,0.030470914127423823,0.11077235772357724,0.4959677419354839,0.15,0.11538461538461539,0.14772727272727273,114,0.12627735926297778,0.023338674322463098,Test1
195,0.030470914127423823,0.11077235772357724,0.4959677419354839,0.3,0.5,0.29545454545454547,208,0.126336489272334,0.0637080348969328,Test1
199,0.012003693444136657,0.491869918699187,1.0,0.8,0.23076923076923078,1.0,1150,0.12645712562638892,0.3589789576929315,Test1
203,0.1505078485687904,0.016260162601626018,0.05493951612903226,0.0,0.019230769230769232,0.017045454545454544,21,0.12616831656386884,0.008626880610214185,Test1
204,0.09879963065558633,0.04725609756097561,0.11794354838709678,0.0,0.019230769230769232,0.045454545454545456,42,0.12618656820687307,0.006103322613855335,Test1
207,0.4275161588180979,0.016260162601626018,0.11794354838709678,0.2,0.0,0.0,67,0.126152398127395,0.01814544055486852,Test1
59,0.7229916897506925,0.0,0.11794354838709678,0.0,0.019230769230769232,0.022727272727272728,20,0.12608635770734797,0.060697342749820034,Train1
94,0.03693444136657433,0.23780487804878048,0.3699596774193548,0.4,0.23076923076923078,0.09090909090909091,237,0.12630554278527747,0.027917859423778193,Train1
112,0.19205909510618652,0.11077235772357724,0.05493951612903226,0.05,0.057692307692307696,0.03409090909090909,40,0.12617669282981706,0.0036598209460076306,Train1
39,0.030470914127423823,0.04725609756097561,0.05493951612903226,0.05,0.057692307692307696,0.028409090909090908,26,0.12619836279387175,0.007731817870992634,Train1
19,0.08587257617728532,0.3013211382113821,0.07069052419354839,0.8875,0.15384615384615385,0.36363636363636365,120,0.12630888152539563,0.11504761836867688,Train1
46,0.7322253000923361,0.016260162601626018,0.0,0.05,0.019230769230769232,0.005681818181818182,18,0.1260756281592916,0.06411965474359993,Train1
81,0.2613111726685134,0.04725609756097561,0.05493951612903226,0.05,0.057692307692307696,0.36363636363636365,38,0.12616568307490472,0.01806811317619493,Train1
43,0.030470914127423823,0.11077235772357724,0.2439516129032258,0.05,0.057692307692307696,0.03409090909090909,60,0.12622650466119614,0.006059680662842386,Train1
73,0.2613111726685134,0.032520325203252036,0.03918850806451613,0.0,0.11538461538461539,0.13636363636363635,36,0.12616146953024374,0.009192735855454303,Train1
45,0.10710987996306556,0.04725609756097561,0.11794354838709678,0.05625,0.057692307692307696,0.06818181818181818,72,0.12619566819969572,0.0032488593204305373,Train1
139,0.0904893813481071,0.11077235772357724,0.05493951612903226,0.0125,0.019230769230769232,0.028409090909090908,40,0.1261843155885559,0.006148173028459183,Train1
68,0.08125577100646353,0.04725609756097561,0.05493951612903226,0.0,0.057692307692307696,0.13636363636363635,32,0.1261861751832434,0.007294067027949851,Train1
32,0.030470914127423823,0.15015243902439024,0.15700604838709678,0.1875,0.23076923076923078,0.13636363636363635,32,0.12625178920277344,0.007504277108698415,Train1
72,0.1458910433979686,0.0,0.0234375,0.0,0.057692307692307696,0.13636363636363635,22,0.12616939701946264,0.009360670781134693,Train1
168,0.019390581717451522,0.491869918699187,0.3699596774193548,1.0,0.07692307692307693,0.045454545454545456,140,0.12636917492755217,0.1581393742115412,Train1
61,0.7229916897506925,0.0,0.11794354838709678,0.0,0.019230769230769232,0.022727272727272728,22,0.12608635770734797,0.060697342749820034,Train1
208,0.4275161588180979,0.04725609756097561,0.05493951612903226,0.0,0.0,0.0,45,0.1261245447999039,0.020352625524990887,Train1
135,0.030470914127423823,0.11077235772357724,0.2439516129032258,0.15,0.11538461538461539,0.09090909090909091,54,0.12624399419722868,0.00462915817198391,Train1
105,0.3536472760849492,0.11077235772357724,0.05493951612903226,0.0,0.019230769230769232,0.005681818181818182,32,0.12614169479030482,0.012711756160595366,Train1
5,0.008310249307479225,0.491869918699187,0.4959677419354839,0.4,0.15384615384615385,0.18181818181818182,318,0.1263329270183138,0.058185728042557804,Train1
20,0.11634349030470914,0.07901422764227642,0.09116683467741936,0.0,0.09615384615384616,0.18181818181818182,30,0.12619177525787564,0.0057418538959924945,Train1
158,0.061865189289012,0.04725609756097561,0.0234375,0.0,0.019230769230769232,0.03409090909090909,12,0.1261799180517508,0.009872484411218777,Train1
96,0.008310249307479225,1.0,0.4959677419354839,0.4,0.15384615384615385,0.13636363636363635,465,0.12636035837336454,0.15939602138744055,Train1
145,0.03970452446906741,0.11077235772357724,0.2439516129032258,0.4,0.09615384615384616,0.045454545454545456,74,0.12626671183641283,0.0165924135027475,Train1
149,0.050784856879039705,0.11077235772357724,0.11794354838709678,0.1,0.11538461538461539,0.045454545454545456,105,0.12621863373452982,0.003108101170071016,Train1
151,0.02123730378578024,0.491869918699187,0.4959677419354839,0.4,0.15384615384615385,0.13636363636363635,277,0.1263304575449001,0.05657651489476446,Train1
206,0.0997229916897507,0.11077235772357724,0.11794354838709678,0.0,0.038461538461538464,0.07954545454545454,52,0.1261923314379288,0.004066394217806679,Train1
188,0.038781163434903045,0.23780487804878048,0.18094758064516128,0.2,0.11538461538461539,0.06818181818181818,113,0.12624658136212333,0.005251354401157073,Train1
111,0.8153277931671283,0.11077235772357724,0.05493951612903226,0.0,0.057692307692307696,0.03409090909090909,37,0.12607410749775944,0.07688126065748836,Train1
141,0.06925207756232687,0.11077235772357724,0.11794354838709678,0.2,0.019230769230769232,0.03409090909090909,60,0.12621590545931713,0.003756321380581542,Train1
63,0.05355493998153278,0.11077235772357724,0.11794354838709678,0.4,0.019230769230769232,0.2159090909090909,144,0.12624151942218928,0.0175200429761708,Train1
185,0.08125577100646353,0.11077235772357724,0.11794354838709678,0.1,0.07692307692307693,0.07954545454545454,58,0.12621005446345177,0.0015759225607355788,Train1
107,0.8153277931671283,0.04725609756097561,0.007686491935483871,0.0,0.019230769230769232,0.011363636363636364,11,0.1260600813481473,0.08118868235466262,Train1
150,0.02123730378578024,0.491869918699187,0.2439516129032258,0.2,0.15384615384615385,0.09090909090909091,214,0.12627585173025135,0.02669902323942606,Train1
170,0.16897506925207756,0.04725609756097561,0.0234375,0.0,0.019230769230769232,0.011363636363636364,25,0.1261629796784857,0.008828330554863,Train1
21,0.11634349030470914,0.18064024390243902,0.08959173387096774,0.0,0.09615384615384616,0.11363636363636363,33,0.12619646849510724,0.004129815447883079,Train1
169,0.019390581717451522,0.23780487804878048,0.2439516129032258,0.8,0.3076923076923077,0.18181818181818182,212,0.1263438227761369,0.09109991546385682,Train1
48,0.27977839335180055,0.016260162601626018,0.11794354838709678,0.025,0.019230769230769232,0.028409090909090908,40,0.1261591291232237,0.008377812578180063,Train1
147,0.030470914127423823,0.23780487804878048,0.2439516129032258,0.4,0.09615384615384616,0.056818181818181816,111,0.12627523694955076,0.018162438100628887,Train1
176,0.13204062788550322,0.016260162601626018,0.05493951612903226,0.0125,0.019230769230769232,0.028409090909090908,30,0.12617264575328221,0.007958135415072625,Train1
127,0.030470914127423823,0.11077235772357724,0.11794354838709678,0.05,0.019230769230769232,0.03409090909090909,56,0.1262059405286383,0.005396470340250939,Train1
40,0.030470914127423823,0.04725609756097561,0.11794354838709678,0.05,0.057692307692307696,0.028409090909090908,36,0.1262065626695633,0.006338310749903205,Train1
6,0.00554016620498615,1.0,0.4959677419354839,0.4,0.3076923076923077,0.18181818181818182,367,0.12637790009321048,0.16829650720029696,Train1
193,0.09141274238227147,0.11077235772357724,0.11794354838709678,0.2,0.09615384615384616,0.1590909090909091,70,0.12622202114110528,0.0027340328811261746,Train1
2,0.0110803324099723,0.491869918699187,0.4959677419354839,0.2,0.15384615384615385,0.18181818181818182,220,0.12631114062611948,0.04668924818023095,Train1
155,0.019390581717451522,0.491869918699187,0.4959677419354839,0.4,0.15384615384615385,0.13636363636363635,326,0.12633074568104896,0.05666233896045647,Train1
53,0.16897506925207756,0.04725609756097561,0.11794354838709678,0.0,0.019230769230769232,0.011363636363636364,36,0.12617527947831794,0.006242940542861793,Train1
182,0.2059095106186519,0.016260162601626018,0.0234375,0.05,0.019230769230769232,0.028409090909090908,11,0.12616102420262004,0.008151649832174208,Train1
15,0.16897506925207756,0.016260162601626018,0.2439516129032258,0.0,0.07692307692307693,0.18181818181818182,35,0.1261979219406178,0.008123958391576591,Train1
201,0.1505078485687904,0.016260162601626018,0.05493951612903226,0.0,0.019230769230769232,0.017045454545454544,14,0.12616831656386884,0.008626880610214185,Train1
8,0.00554016620498615,1.0,1.0,0.4,0.3076923076923077,0.18181818181818182,636,0.12644349466864221,0.2682031900021742,Train1
200,0.1505078485687904,0.00038109756097560977,0.05493951612903226,0.0,0.019230769230769232,0.017045454545454544,12,0.12616744514413666,0.009335941018922796,Train1
36,0.030470914127423823,0.015497967479674796,0.0234375,0.05,0.019230769230769232,0.022727272727272728,20,0.126188299056523,0.010745625787204402,Train1
104,0.5383194829178208,0.032520325203252036,0.0234375,0.0,0.019230769230769232,0.005681818181818182,16,0.1261044866579983,0.03337160637059699,Train1
166,0.019390581717451522,0.23780487804878048,0.11794354838709678,0.2,0.3076923076923077,0.18181818181818182,116,0.12626336031673907,0.015843442659677954,Train1
161,0.036011080332409975,0.11077235772357724,0.11794354838709678,0.0,0.019230769230769232,0.045454545454545456,24,0.1261998506363907,0.006696688726052944,Train1
198,0.012003693444136657,0.491869918699187,1.0,0.6,0.23076923076923078,1.0,915,0.1264357727384565,0.32097595957496683,Train1
75,0.2613111726685134,0.032520325203252036,0.18094758064516128,0.0375,0.11538461538461539,0.13636363636363635,50,0.12618392322407063,0.005790568511124733,Train1
103,1.0,0.032520325203252036,0.0234375,0.0,0.019230769230769232,0.005681818181818182,13,0.1260324525035357,0.12718894723590266,Train1
197,0.030470914127423823,0.23780487804878048,0.4959677419354839,0.7,1.0,0.5909090909090909,397,0.1264432433650792,0.26059824847941676,Train1
128,0.030470914127423823,0.11077235772357724,0.2439516129032258,0.15,0.019230769230769232,0.03409090909090909,70,0.12623301751052599,0.005597254592269508,Train1
163,0.036011080332409975,0.23780487804878048,0.18094758064516128,0.0,0.019230769230769232,0.045454545454545456,42,0.12621502186902725,0.00797884204583174,Train1
132,0.07663896583564174,0.04725609756097561,0.11794354838709678,0.15,0.038461538461538464,0.03409090909090909,26,0.12620801080024105,0.003802600497292878,Train1
143,0.05355493998153278,0.23780487804878048,0.2439516129032258,0.1,0.019230769230769232,0.03409090909090909,66,0.12623104848467212,0.006116188164365747,Train1
74,0.2613111726685134,0.032520325203252036,0.03918850806451613,0.0375,0.11538461538461539,0.13636363636363635,44,0.12616547349818735,0.007810302321363589,Train1
124,0.7229916897506925,0.032520325203252036,0.0234375,0.0,0.0,0.0,20,0.1260735341427909,0.06298540189840797,Train1
126,0.030470914127423823,0.11077235772357724,0.11794354838709678,0.05,0.057692307692307696,0.03409090909090909,45,0.12621010491808352,0.004878892199625911,Train1
56,0.18744228993536471,0.04725609756097561,0.11794354838709678,0.1,0.019230769230769232,0.011363636363636364,71,0.12618307531916637,0.003711600690351017,Train1
154,0.028624192059095107,0.23780487804878048,0.3699596774193548,0.2,0.15384615384615385,0.13636363636363635,214,0.12627760885642914,0.014297109151516886,Train1
142,0.06925207756232687,0.11077235772357724,0.11794354838709678,0.025,0.019230769230769232,0.03409090909090909,50,0.12619722028864666,0.0047408784116385475,Train1
33,0.030470914127423823,0.15015243902439024,0.15700604838709678,0.1875,0.23076923076923078,0.13636363636363635,63,0.12625178920277344,0.007504277108698415,Train1
121,0.0,0.23780487804878048,0.2439516129032258,0.2,0.11538461538461539,0.06818181818181818,133,0.12626083213320438,0.008316304655513487,Train1
186,0.032317636195752536,0.23780487804878048,0.2439516129032258,0.2,0.07692307692307693,0.06818181818181818,130,0.1262516253141265,0.006548103240226707,Train1
50,0.6306555863342567,0.008130081300813009,0.11794354838709678,0.0,0.019230769230769232,0.005681818181818182,24,0.1261010410280635,0.04485535224752083,Train1
157,0.08771929824561403,0.04725609756097561,0.007686491935483871,0.0,0.019230769230769232,0.022727272727272728,8,0.1261737209902667,0.010108536393819973,Train1
22,0.11634349030470914,0.12982723577235772,0.08959173387096774,0.0,0.11538461538461539,0.36363636363636365,61,0.12619825127509057,0.016137598882344957,Train1
108,0.8153277931671283,0.016260162601626018,0.007686491935483871,0.0,0.019230769230769232,0.011363636363636364,11,0.12605838036727637,0.0823297541698143,Train1
80,0.28901200369344415,0.04725609756097561,0.03918850806451613,0.0,0.038461538461538464,0.022727272727272728,16,0.12614849592095065,0.010350221335458347,Train1
82,0.2613111726685134,0.04725609756097561,0.2439516129032258,0.05,0.038461538461538464,0.6363636363636364,38,0.12619091598401347,0.05496188230728963,Train1
146,0.03970452446906741,0.23780487804878048,0.2439516129032258,0.4,0.09615384615384616,0.045454545454545456,93,0.1262736831166952,0.017941246554035412,Train1
92,0.11357340720221606,0.11077235772357724,0.05493951612903226,0.05,0.019230769230769232,0.11363636363636363,22,0.12618556636572062,0.0038255114716102302,Train1
27,0.27977839335180055,0.0,0.03918850806451613,0.025,0.019230769230769232,0.017045454545454544,27,0.12614787381833573,0.011322406983293279,Train1
29,0.27977839335180055,0.0,0.07069052419354839,0.025,0.019230769230769232,0.03409090909090909,27,0.12615214346205408,0.009906772049237617,Train1
25,0.27977839335180055,0.016260162601626018,0.0234375,0.025,0.019230769230769232,0.017045454545454544,69,0.12614671618552664,0.011232939890318974,Train1
59,0.7229916897506925,0.0,0.11794354838709678,0.0,0.019230769230769232,0.022727272727272728,20,0.12198390728441966,0.060086048905838296,Test2
94,0.03693444136657433,0.23780487804878048,0.3699596774193548,0.4,0.23076923076923078,0.09090909090909091,237,0.12210880009501308,0.028578226614001733,Test2
112,0.19205909510618652,0.11077235772357724,0.05493951612903226,0.05,0.057692307692307696,0.03409090909090909,40,0.12209600205368354,0.0036012366833567573,Test2
39,0.030470914127423823,0.04725609756097561,0.05493951612903226,0.05,0.057692307692307696,0.028409090909090908,26,0.12212905283758473,0.007177928341242697,Test2
19,0.08587257617728532,0.3013211382113821,0.07069052419354839,0.8875,0.15384615384615385,0.36363636363636365,120,0.12209700794862281,0.11459555652961155,Test2
46,0.7322253000923361,0.016260162601626018,0.0,0.05,0.019230769230769232,0.005681818181818182,18,0.12198746240459211,0.06341308665419047,Test2
81,0.2613111726685134,0.04725609756097561,0.05493951612903226,0.05,0.057692307692307696,0.36363636363636365,38,0.12207046484837658,0.017554960865936445,Test2
43,0.030470914127423823,0.11077235772357724,0.2439516129032258,0.05,0.057692307692307696,0.03409090909090909,60,0.1221205251754887,0.0061052692841851485,Test2
73,0.2613111726685134,0.032520325203252036,0.03918850806451613,0.0,0.11538461538461539,0.13636363636363635,36,0.12207964789552013,0.00883511664599458,Test2
45,0.10710987996306556,0.04725609756097561,0.11794354838709678,0.05625,0.057692307692307696,0.06818181818181818,72,0.12210897049821552,0.0027474734421609683,Test2
139,0.0904893813481071,0.11077235772357724,0.05493951612903226,0.0125,0.019230769230769232,0.028409090909090908,40,0.12211733786936475,0.0060590912920404985,Test2
68,0.08125577100646353,0.04725609756097561,0.05493951612903226,0.0,0.057692307692307696,0.13636363636363635,32,0.12211569299106602,0.006864505674405121,Test2
32,0.030470914127423823,0.15015243902439024,0.15700604838709678,0.1875,0.23076923076923078,0.13636363636363635,32,0.12212072873093442,0.00784543368884606,Test2
72,0.1458910433979686,0.0,0.0234375,0.0,0.057692307692307696,0.13636363636363635,22,0.12210355143091739,0.008589346588805509,Test2
168,0.019390581717451522,0.491869918699187,0.3699596774193548,1.0,0.07692307692307693,0.045454545454545456,140,0.1221065702021429,0.15887155532390132,Test2
61,0.7229916897506925,0.0,0.11794354838709678,0.0,0.019230769230769232,0.022727272727272728,22,0.12198390728441966,0.060086048905838296,Test2
208,0.4275161588180979,0.04725609756097561,0.05493951612903226,0.0,0.0,0.0,45,0.12204855291979501,0.019893267554940097,Test2
135,0.030470914127423823,0.11077235772357724,0.2439516129032258,0.15,0.11538461538461539,0.09090909090909091,54,0.1221177062264291,0.004573990972314363,Test2
105,0.3536472760849492,0.11077235772357724,0.05493951612903226,0.0,0.019230769230769232,0.005681818181818182,32,0.12206409023982805,0.012727859138288835,Test2
5,0.008310249307479225,0.491869918699187,0.4959677419354839,0.4,0.15384615384615385,0.18181818181818182,318,0.12210694165625956,0.06057810030501812,Test2
20,0.11634349030470914,0.07901422764227642,0.09116683467741936,0.0,0.09615384615384616,0.18181818181818182,30,0.12210574466125469,0.005664500070565809,Test2
