,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class
386,3,4,9,7,90.5,96.7,750.5,11.4,20.6,55.0,5.4,0.0,3.2422016501716975
35,6,3,9,2,90.3,80.7,730.2,6.3,18.2,62.0,4.5,0.0,0.0
189,7,4,3,7,90.7,44.0,92.4,5.5,11.5,60.0,4.0,0.0,2.2235418856535927
66,2,2,9,5,92.4,117.9,668.0,12.2,23.0,37.0,4.5,0.0,0.0
157,2,2,8,3,92.1,111.2,654.1,9.6,18.4,45.0,3.6,0.0,0.9669838461896731
133,4,6,9,4,93.7,80.9,685.2,17.9,17.6,42.0,3.1,0.0,0.0
499,7,5,8,2,96.1,181.1,671.2,14.3,27.3,63.0,4.9,6.4,2.469793011977952
250,8,5,8,3,93.1,157.3,666.7,13.5,26.8,25.0,3.1,0.0,0.5187937934151675
43,4,4,9,6,92.5,88.0,698.6,7.1,19.6,48.0,2.7,0.0,0.0
40,4,4,7,2,79.5,60.6,366.7,1.5,23.3,37.0,3.1,0.0,0.0
232,6,4,9,2,91.0,129.5,692.6,7.0,18.7,43.0,2.7,0.0,4.648133885420207
416,6,3,7,2,92.7,164.1,575.8,8.9,26.3,39.0,3.1,0.0,2.081938421878423
471,4,3,5,5,89.6,25.4,73.7,5.7,18.0,40.0,4.0,0.0,3.675794214565281
180,1,3,9,7,92.4,124.1,680.7,8.5,23.9,32.0,6.7,0.0,1.8453002361560848
182,5,4,2,7,86.8,15.6,48.3,3.9,12.4,53.0,2.2,0.0,1.998773638612381
2,7,4,10,6,90.6,43.7,686.9,6.7,14.6,33.0,1.3,0.0,0.0
223,2,2,7,5,88.3,150.3,309.9,6.8,13.4,79.0,3.6,0.0,3.6381123370602833
77,1,3,3,1,87.6,52.2,103.8,5.0,8.3,72.0,3.1,0.0,0.0
98,3,4,8,7,91.4,142.4,601.4,10.6,11.6,87.0,4.5,0.0,0.0
333,1,4,9,1,92.1,87.7,721.1,9.5,18.1,54.0,3.1,0.0,1.1410330045520618
26,7,4,9,5,92.4,117.9,668.0,12.2,19.0,34.0,5.8,0.0,0.0
37,7,4,10,5,90.0,41.5,682.6,8.7,11.3,60.0,5.4,0.0,0.0
396,4,3,9,7,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0.0,1.534714366238164
372,4,5,8,7,92.0,203.2,664.5,8.1,10.4,75.0,0.9,0.0,0.0
323,3,5,9,4,90.7,136.9,822.8,6.8,12.9,39.0,2.7,0.0,1.1568811967920856
450,4,5,8,3,95.2,217.7,690.0,18.0,23.4,49.0,5.4,0.0,2.005525858729668
376,8,6,8,1,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0
141,1,2,8,3,95.5,99.9,513.3,13.2,23.3,31.0,4.5,0.0,0.4382549309311553
92,8,6,8,7,92.3,85.3,488.0,14.7,20.8,32.0,6.3,0.0,0.0
437,8,6,8,6,89.4,253.6,768.4,9.7,14.2,73.0,2.7,0.0,0.0
72,5,4,3,5,91.7,33.3,77.5,9.0,15.6,25.0,6.3,0.0,0.0
511,8,6,8,7,81.6,56.7,665.6,1.9,27.8,35.0,2.7,0.0,0.0
184,8,6,8,5,93.9,135.7,586.7,15.1,20.8,34.0,4.9,0.0,2.0744289998562917
73,5,4,8,2,88.8,147.3,614.5,9.0,17.3,43.0,4.5,0.0,0.0
367,4,5,9,2,91.1,132.3,812.1,12.5,16.4,27.0,3.6,0.0,0.0
3,8,6,3,5,91.7,33.3,77.5,9.0,8.3,97.0,4.0,0.2,0.0
161,6,4,8,4,95.2,131.7,578.8,10.4,20.3,41.0,4.0,0.0,1.0647107369924282
59,2,2,2,5,86.6,13.2,43.0,5.3,12.3,51.0,0.9,0.0,0.0
219,6,5,3,1,90.1,39.7,86.6,6.2,15.2,27.0,3.1,0.0,3.492256112609122
370,7,4,9,7,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,2.4898941912990393
320,6,3,9,4,92.8,119.0,783.5,7.5,18.9,34.0,7.2,0.0,3.5655812377694427
175,1,4,8,6,90.2,96.9,624.2,8.9,20.3,39.0,4.9,0.0,1.7101878155342434
321,1,4,9,4,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,2.105352923464337
122,3,4,9,7,92.4,124.1,680.7,8.5,22.5,42.0,5.4,0.0,0.0
275,4,6,12,4,84.6,26.4,352.0,2.0,5.1,61.0,4.9,0.0,1.8531680973566984
449,7,4,8,7,91.6,181.3,613.0,7.6,19.3,61.0,4.9,0.0,0.0
274,8,6,12,3,84.0,27.8,354.6,5.3,5.1,61.0,8.0,0.0,2.5006159434931803
