,nodeName,nodeLayer,weightMap,currentInputs,currentOutputs,actualValue,currentPartialError,testID
0,MYCT,0,{},[],"[0.00554016620498615, 0.007386888273314866, 0.3536472760849492, 0.0, 0.11634349030470914, 0.012003693444136657, 0.04339796860572484, 0.030470914127423823, 0.2613111726685134, 0.036011080332409975, 0.05355493998153278, 0.4275161588180979, 0.00554016620498615, 0.06740535549399815, 0.3074792243767313, 0.019390581717451522, 0.27977839335180055, 0.030470914127423823, 0.8153277931671283, 0.036011080332409975, 0.030470914127423823, 0.007386888273314866, 0.038781163434903045, 0.08125577100646353, 0.0110803324099723, 0.07479224376731301, 0.03970452446906741, 0.008310249307479225, 0.21514312096029548, 0.6306555863342567, 0.28901200369344415, 0.1505078485687904, 0.05355493998153278, 0.19205909510618652, 0.17174515235457063, 0.048938134810710986, 0.0904893813481071, 0.13204062788550322, 0.11357340720221606, 0.7229916897506925, 0.11357340720221606, 0.030470914127423823]",[],[],2
1,MMIN,0,{},[],"[1.0, 0.11077235772357724, 0.23780487804878048, 0.23780487804878048, 0.04725609756097561, 1.0, 0.3165650406504065, 0.11077235772357724, 0.008130081300813009, 0.3165650406504065, 0.11077235772357724, -0.01016260162601626, 2.016260162601626, 0.0, -0.012195121951219513, 0.23780487804878048, 0.0, 0.11077235772357724, 0.04725609756097561, 0.23780487804878048, 0.491869918699187, 0.11077235772357724, 0.491869918699187, 0.0, 0.491869918699187, 0.04725609756097561, 0.11077235772357724, 0.491869918699187, 0.04725609756097561, 0.0, 0.04725609756097561, 0.00038109756097560977, 0.17428861788617886, 0.11077235772357724, 0.04725609756097561, 0.23780487804878048, 0.11077235772357724, 0.11077235772357724, 0.11077235772357724, 0.0, 0.04725609756097561, 0.23780487804878048]",[],[],2
2,MMAX,0,{},[],"[0.4959677419354839, 0.18094758064516128, 0.11794354838709678, 0.2439516129032258, 0.0234375, 0.4959677419354839, 0.32223412298387094, 0.2439516129032258, 0.18094758064516128, 0.32223412298387094, 0.2439516129032258, 0.0, 1.0, 0.007686491935483871, -0.007056451612903226, 0.11794354838709678, 0.08644153225806452, 0.4959677419354839, 0.05493951612903226, 0.2439516129032258, 0.2439516129032258, 0.18094758064516128, 0.2439516129032258, 0.0234375, 0.4959677419354839, 0.11794354838709678, 0.11794354838709678, 0.4959677419354839, 0.2439516129032258, 0.0234375, 0.05493951612903226, 0.05493951612903226, 0.11794354838709678, 0.05493951612903226, 0.0234375, 0.18094758064516128, 0.11794354838709678, 0.11794354838709678, 0.11794354838709678, 0.11794354838709678, 0.2439516129032258, 0.2439516129032258]",[],[],2
3,CACH,0,{},[],"[0.4, 0.1, 0.0, 0.05, 0.0, 1.6, 0.1875, 0.05, 0.0375, 0.1875, 0.8, 0.0, 0.8, 0.0, 0.0, 0.2, 0.0, 0.7, 0.025, 0.0, 0.3, 0.05, 0.4, 0.0, 0.2, 0.2, 0.40625, 0.0, 0.00625, 0.0, 0.0, 0.0, 0.05, 0.05, 0.0, 0.05, 0.1, 0.2, 0.2, 0.0, 0.1, 0.40625]",[],[],2
4,CHMIN,0,{},[],"[0.3076923076923077, 0.057692307692307696, 0.019230769230769232, 0.11538461538461539, 0.09615384615384616, 0.3076923076923077, 0.23076923076923078, 0.057692307692307696, 0.019230769230769232, 0.23076923076923078, 0.019230769230769232, 0.019230769230769232, 0.6153846153846154, 0.057692307692307696, 0.019230769230769232, 0.3076923076923077, 0.019230769230769232, 1.0, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.23076923076923078, 0.057692307692307696, 0.15384615384615385, 0.038461538461538464, 0.019230769230769232, 0.15384615384615385, 0.019230769230769232, 0.019230769230769232, 0.057692307692307696, 0.019230769230769232, 0.057692307692307696, 0.057692307692307696, 0.019230769230769232, 0.11538461538461539, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232]",[],[],2
5,CHMAX,0,{},[],"[0.18181818181818182, 0.028409090909090908, 0.005681818181818182, 0.06818181818181818, 0.09090909090909091, 0.13636363636363635, 0.13636363636363635, 0.03409090909090909, 0.13636363636363635, 0.13636363636363635, 0.2159090909090909, 0.005681818181818182, 0.36363636363636365, 0.056818181818181816, 0.022727272727272728, 0.18181818181818182, 0.03409090909090909, 0.5909090909090909, 0.011363636363636364, 0.045454545454545456, 0.056818181818181816, 0.022727272727272728, 0.13636363636363635, 0.056818181818181816, 0.18181818181818182, 0.045454545454545456, 0.045454545454545456, 0.13636363636363635, 0.045454545454545456, 0.005681818181818182, 0.03409090909090909, 0.017045454545454544, 0.2727272727272727, 0.03409090909090909, 0.028409090909090908, 0.045454545454545456, 0.017045454545454544, 0.07386363636363637, 0.3068181818181818, 0.022727272727272728, 0.017045454545454544, 0.045454545454545456]",[],[],2
6,HiddenNode-0-0,1,"{'Intercept': -0.000701105495092497, 'MYCT': -0.008662230471813918, 'MMIN': 0.0014813540283409952, 'MMAX': -0.005735743725414432, 'CACH': 0.006790558563815296, 'CHMIN': -0.004002191531282653, 'CHMAX': 0.005774883103116081}","[0.0004222730963745916, -0.0010266489255762244, -0.004132853845769514, -0.0014765975866341393, -0.0016331648408525355, 0.008252460123841301, -0.0013192050228176106, -0.0018946991528194345, -0.0030253037353323614, -0.0012552180941246176, 0.004202169807408411, -0.004463556789998864, 0.0015714729439472224, -0.001231851274440169, -0.0032878705754072735, -1.6645025772112337e-05, -0.0035005111024804855, 0.0005179280265337895, -0.0078503563100441, -0.0018744830266787045, 0.0006526586820400464, -0.0012450582460692774, 0.0008724775057164008, -0.0014421705114145314, -0.0011208275817209238, -0.0004887881494803636, 0.0013867577552107175, -0.002717438882729388, -0.003665995260031011, -0.006342574411763445, -0.0034837347050219705, -0.0022979233260354446, 0.00010027883242469198, -0.002210288269878649, -0.0021661361129729946, -0.0016703833497778535, -0.0012968201187878404, -0.0006495723781728006, 0.0008556802118992234, -0.00758603798703638, -0.002313619304210472, 0.0009321715863910042]","[0.500105568272525, 0.4997433377911496, 0.4989667880092037, 0.4996308506704141, 0.4995917088805373, 0.5020631033223296, 0.4996701987921251, 0.4995263253534982, 0.49924367464302005, 0.4996861955176706, 0.5010505409059614, 0.49888411265518323, 0.5003928681551368, 0.49969203722033334, 0.49917803309660963, 0.49999583874355713, 0.49912487311799925, 0.500129482003739, 0.49803742100164555, 0.49953137938054587, 0.5001631646647182, 0.499688735478692, 0.5002181193625928, 0.49963945743463606, 0.499719793133904, 0.4998778029650628, 0.5003466893832429, 0.4993206406973768, 0.49908350221143305, 0.4984143617126768, 0.4991290672045773, 0.49942551942128427, 0.5000250697080851, 0.4994474281574903, 0.49945846618350304, 0.4995824042596528, 0.49967579501573883, 0.49983760691116685, 0.5002139200399223, 0.49810349959821154, 0.4994215954319561, 0.5002330428797227]",[],[],2
7,HiddenNode-1-0,1,"{'Intercept': 0.00445517259813028, 'MYCT': -0.007685586540831884, 'MMIN': 0.003976437603546197, 'MMAX': -0.0050504673956331065, 'CACH': -3.789791965063355e-05, 'CHMIN': -0.002781714102162808, 'CHMAX': -0.0006435238571613267}","[0.004896086327965868, 0.00374245431573735, 0.002029981179058795, 0.0038019806560351333, 0.003304570550027968, 0.004830183910846016, 0.003016208817674816, 0.0032450787370425023, 0.0014226329439366789, 0.0030729813867668336, 0.0030292256851556154, 0.0010718983231574877, 0.005403507430858116, 0.0037012551668441232, 0.002011039602795335, 0.0036755948649587816, 0.0017929085881952032, -0.0010319105339514877, -0.0019624137480644304, 0.003809207329725638, 0.004843378390934125, 0.0038549946012012733, 0.004136090539400436, 0.003515256647118397, 0.0032684949380167973, 0.0033287715414817153, 0.0038966877460527177, 0.0033266153197728547, 0.001674530331204818, -0.0005673067052025978, 0.0019619647015955395, 0.0029580130199901395, 0.0038030643322164567, 0.002957778220292931, 0.0031329745307690964, 0.0037586877387215003, 0.0035362644991983683, 0.003176565150570176, 0.003168584765666047, -0.0017652326915781336, 0.002469882154013078, 0.0038363907266865814]","[0.5012240191368448, 0.5009356124869216, 0.5005074951204899, 0.5009504940190552, 0.5008261418857052, 0.5012075436299782, 0.5007540516327524, 0.500811268972336, 0.5003556581759999, 0.5007682447421334, 0.5007573058421892, 0.5002679745551315, 0.5013508735708276, 0.5009253127353673, 0.5005027597312571, 0.5009188976817145, 0.5004482270269792, 0.4997420223894042, 0.49950939672042943, 0.5009523006809367, 0.501210842230708, 0.5009637474567811, 0.501034021160746, 0.5008788132568197, 0.5008171230070565, 0.50083219211693, 0.5009741707038485, 0.500831653062995, 0.500418632484979, 0.4998581733275031, 0.5004904910180614, 0.5007395027157867, 0.5009507649371213, 0.5007394440159908, 0.5007832429920304, 0.5009396708283956, 0.5008840652035179, 0.5007941406198653, 0.5007921455286595, 0.49955869194170016, 0.5006174702246062, 0.5009590965053485]",[],[],2
8,HiddenNode-2-0,1,"{'Intercept': -0.00795292431256585, 'MYCT': -0.008311228937234311, 'MMIN': -0.0046671270655585274, 'MMAX': 0.0049707673642412015, 'CACH': -0.00769412441132605, 'CHMIN': 0.00724242490025428, 'CHMAX': -0.008468703490146478}","[-0.012589732307093713, -0.00822402717515962, -0.01132460366019387, -0.007976616589955198, -0.009097424673513316, -0.02149146038757767, -0.009115455879304797, -0.007766116824362608, -0.010567312553144428, -0.009054061759731506, -0.015546885831315338, -0.01136751906130359, -0.017216296123327444, -0.008538282019297239, -0.010539807467401543, -0.009487830240317126, -0.009997974242813349, -0.009405519527538866, -0.014826069893914653, -0.008395123178081559, -0.011939304006364629, -0.00806975812498251, -0.011919380279343928, -0.008575101396656164, -0.009839664574668727, -0.00985403119018275, -0.011585038140881517, -0.007892875829829601, -0.009042703484580857, -0.012986785142574966, -0.010173301494045526, -0.008937592074303969, -0.010901709285268188, -0.010048648352120316, -0.009585696209890714, -0.008504060485625273, -0.009410208944645585, -0.011006139643045369, -0.012825477316248534, -0.013428796956595351, -0.008679270336676212, -0.011474815630502799]","[0.49685260849526947, 0.4979440047942355, 0.4971688793416981, 0.49800585642585005, 0.4977256595175626, 0.4946273416964166, 0.49772115180956833, 0.4980584805520686, 0.4973581964454323, 0.4977365000227753, 0.4961133568271599, 0.49715815083670317, 0.4956960322769513, 0.497865442462999, 0.4973650725254057, 0.4976280602331826, 0.49750052725976346, 0.49764863745229476, 0.4962935504198882, 0.49790123153189847, 0.4970152094543978, 0.4979825714168225, 0.4970201902089491, 0.4978562377871452, 0.4975401037033588, 0.497536512136541, 0.4971037728573445, 0.498026791286361, 0.49773933953344257, 0.4967533493449799, 0.4974566965616085, 0.4977656168550508, 0.49727459967082754, 0.49748785905062354, 0.49760359429709156, 0.4978739976911162, 0.4976474651239584, 0.4972484928645259, 0.4967936746222889, 0.49664285121097695, 0.49783019603671, 0.4971313275691467]",[],[],2
9,MYCT,2,"{'Intercept': 0.09328928961179037, 'HiddenNode-0-0': 0.04011046110204258, 'HiddenNode-1-0': 0.042278802997408736, 'HiddenNode-2-0': 0.04894913991585795}",[],[],[],[],2
10,MMIN,2,"{'Intercept': 0.07135736815149335, 'HiddenNode-0-0': 0.031565870725979085, 'HiddenNode-1-0': 0.03302924385266717, 'HiddenNode-2-0': 0.0348670565839087}",[],[],[],[],2
11,MMAX,2,"{'Intercept': 0.08984603522056236, 'HiddenNode-0-0': 0.03721681191467068, 'HiddenNode-1-0': 0.043733316782702904, 'HiddenNode-2-0': 0.04035029516196838}",[],[],[],[],2
12,CACH,2,"{'Intercept': 0.08876908863336407, 'HiddenNode-0-0': 0.03160663390164773, 'HiddenNode-1-0': 0.03287257781819846, 'HiddenNode-2-0': 0.031076468608076873}",[],[],[],[],2
13,CHMIN,2,"{'Intercept': 0.039783949718541545, 'HiddenNode-0-0': 0.020285901387901588, 'HiddenNode-1-0': 0.02631161939646884, 'HiddenNode-2-0': 0.01719208322943726}",[],[],[],[],2
14,CHMAX,2,"{'Intercept': 0.048913326044442915, 'HiddenNode-0-0': 0.026719492261506595, 'HiddenNode-1-0': 0.030815093537518743, 'HiddenNode-2-0': 0.03318420219401887}",[],[],[],[],2
0,MYCT,0,{},[],"[0.5954146999325691, 0.026298044504383007, 0.5279838165879973, 0.15711395819285232, 0.0782198246797033, 0.12339851652056642, 0.12339851652056642, 0.05057316250842886, 0.2043155765340526, 0.12339851652056642, 0.08293998651382332, 0.08496291301416048, 0.014160485502360081, 0.022252191503708697, 0.1368846931894808, 0.05933917734322319, 0.03169251517194875, 0.08293998651382332, 0.014160485502360081, 0.08293998651382332, 0.5279838165879973, 1.0, 0.004045853000674309, 0.026298044504383007, 0.06271072151045179, 0.03910991233985165, 0.015509103169251517, 0.022252191503708697, 0.07282535401213756, 0.004045853000674309, 0.045178691840863115, 0.006068779501011463, 0.022252191503708697, 0.05057316250842886, 0.08496291301416048, 0.3122049898853675, 0.06608226567768037, 0.5954146999325691, 0.0964261631827377, 0.0782198246797033, 0.006068779501011463, 0.19082939986513822]",[],[],3
1,MMIN,0,{},[],"[0.056841046277665994, 0.11971830985915492, 0.01006036217303823, 0.026156941649899398, 0.056841046277665994, 0.026156941649899398, 0.026156941649899398, 0.11971830985915492, 0.002012072434607646, 0.056841046277665994, 0.11971830985915492, 0.18888329979879276, 0.4969818913480885, 0.11971830985915492, 0.056841046277665994, 0.11971830985915492, 0.32344064386317906, 0.11971830985915492, 0.2454728370221328, 0.11971830985915492, 0.01006036217303823, 0.04225352112676056, 1.0, 0.2454728370221328, 0.056841046277665994, 0.11971830985915492, 0.4969818913480885, 0.056841046277665994, 0.01006036217303823, 2.006036217303823, 0.056841046277665994, 0.4969818913480885, 0.11971830985915492, 0.11971830985915492, 0.056841046277665994, 0.026156941649899398, 0.11971830985915492, 0.056841046277665994, 0.056841046277665994, 0.056841046277665994, 0.4969818913480885, 0.04225352112676056]",[],[],3
2,MMAX,0,{},[],"[0.05493951612903226, 0.08644153225806452, 0.11794354838709678, 0.05493951612903226, 0.11794354838709678, 0.11794354838709678, 0.2439516129032258, 0.11794354838709678, 0.08644153225806452, 0.0234375, 0.05493951612903226, 0.08959173387096774, 0.4959677419354839, 0.4959677419354839, 0.11794354838709678, 0.05493951612903226, 0.32223412298387094, 0.4959677419354839, 0.11794354838709678, 0.05493951612903226, 0.11794354838709678, 0.0234375, 1.0, 0.18094758064516128, 0.05493951612903226, 0.2439516129032258, 0.2439516129032258, 0.05493951612903226, 0.08644153225806452, 1.0, 0.0234375, 0.4959677419354839, 0.2439516129032258, 0.11794354838709678, 0.0234375, 0.11794354838709678, 0.05493951612903226, 0.05493951612903226, 0.11794354838709678, 0.18094758064516128, 0.4959677419354839, 0.03918850806451613]",[],[],3
3,CACH,0,{},[],"[0.03125, 0.0, 0.0, 0.0, 0.0703125, 0.0625, 0.0, 0.03125, 0.0, 0.0, 0.0625, 0.0, 0.5, 0.875, 0.125, 0.0625, 0.234375, 0.25, 0.25, 0.0, 0.0, 0.0, 0.5, 0.0, 0.125, 0.5, 0.25, 0.0625, 2.0, 1.0, 0.0, 0.5, 0.0625, 0.25, 0.0, 0.25, 0.015625, 0.0625, 0.125, 0.0703125, 0.5, 0.046875]",[],[],3
4,CHMIN,0,{},[],"[0.0625, 0.0625, 0.0625, 0.25, 0.1875, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.3125, 0.5, 3.25, 0.0625, 0.1875, 0.75, 0.0625, 1.0, 0.1875, 0.0625, 0.0, 1.0, 0.0625, 0.0625, 0.0625, 0.5, 0.0625, 1.0, 2.0, 0.0625, 0.5, 0.1875, 0.0625, 0.3125, 0.0, 0.0625, 0.0625, 0.0625, 0.1875, 0.75, 0.375]",[],[],3
