,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
310,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,republican
353,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,republican
404,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
121,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
99,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,-1,republican
363,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,republican
65,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican
125,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
282,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,republican
277,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,republican
191,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,-1,0,republican
142,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,republican
346,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
107,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,republican
401,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,republican
57,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
233,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
421,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,democrat
45,1,1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat
368,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,democrat
344,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
194,-1,-1,1,-1,-1,1,1,0,1,1,1,-1,-1,-1,1,1,democrat
152,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,democrat
48,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,democrat
423,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat
268,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
386,-1,0,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,democrat
336,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,0,1,democrat
307,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,0,democrat
398,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,democrat
221,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,democrat
361,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,0,democrat
383,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,democrat
3,-1,1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat
232,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,democrat
294,-1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,0,democrat
385,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,democrat
286,-1,-1,1,-1,-1,1,0,1,0,1,1,1,-1,1,1,0,democrat
372,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,democrat
285,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,democrat
27,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
321,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
255,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat
104,0,0,0,0,-1,1,1,1,1,1,0,-1,1,1,-1,0,democrat
102,1,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,0,democrat
116,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
395,1,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,democrat
391,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,democrat
375,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,democrat
334,-1,1,1,-1,-1,1,1,1,0,-1,1,1,-1,-1,1,1,democrat
312,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
284,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,1,democrat
380,1,1,1,-1,-1,1,0,1,1,-1,1,-1,1,-1,1,1,democrat
13,1,1,1,-1,-1,1,1,1,0,1,1,0,-1,-1,1,0,democrat
143,0,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat
227,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,1,democrat
381,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,democrat
292,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,democrat
62,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,democrat
208,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat
414,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
367,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,democrat
16,1,-1,1,-1,-1,1,-1,1,0,1,1,1,0,-1,-1,1,democrat
249,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,1,democrat
180,0,0,1,-1,-1,-1,1,1,1,0,0,-1,-1,-1,0,0,democrat
236,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
220,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
213,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,democrat
328,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat
297,1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,1,0,democrat
238,1,1,1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,0,democrat
201,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
128,-1,0,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,democrat
137,-1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat
43,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
272,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
85,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat
178,0,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,0,democrat
350,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,democrat
161,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,democrat
109,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
254,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
112,-1,0,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,0,democrat
127,-1,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat
415,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,1,democrat
169,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,democrat
91,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
323,1,1,1,-1,1,1,-1,1,0,1,-1,-1,1,1,-1,0,democrat
64,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,democrat
431,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
322,1,1,1,-1,0,1,-1,0,-1,-1,1,-1,1,1,-1,0,democrat
189,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
263,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
175,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
34,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
93,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,democrat
172,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,democrat
237,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,democrat
21,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,1,1,democrat
17,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat
46,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
68,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat
193,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
94,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,democrat
290,1,-1,1,-1,0,1,0,1,1,1,-1,-1,1,1,-1,1,democrat
260,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
422,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
390,0,0,-1,-1,0,1,0,-1,-1,-1,1,1,-1,1,-1,0,democrat
75,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,democrat
337,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
218,1,0,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,1,0,democrat
210,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
164,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat
425,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,0,democrat
376,1,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
198,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,0,-1,1,0,democrat
160,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,democrat
388,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,democrat
275,-1,-1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,democrat
74,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,democrat
19,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
24,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
2,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,democrat
96,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat
