,testID,nearestNeighbors,expectedValue,actualValue,correctAssignment
49,2,"[182, 48, 101, 100, 28]",39.40381639205593,62,False
117,2,"[113, 174, 84, 100, 177]",32.398726938094896,24,False
50,2,"[57, 47, 207, 111, 48]",35.22452745977304,24,False
200,2,"[100, 182, 157, 177, 139]",23.0006028641379,12,False
122,2,"[103, 102, 47, 111, 57]",17.813027993318375,12,False
201,2,"[100, 182, 157, 177, 139]",23.0006028641379,14,False
104,2,"[47, 25, 14, 57, 80]",25.399391259678325,16,False
131,2,"[142, 161, 159, 133, 157]",26.19707555161179,16,False
110,2,"[47, 111, 57, 103, 102]",17.79375310183865,22,True
61,2,"[57, 47, 111, 102, 103]",17.79881295686409,22,True
63,2,"[64, 12, 89, 172, 140]",80.96169682874421,144,False
66,2,"[177, 157, 72, 159, 18]",21.99970950209696,17,True
114,2,"[142, 127, 38, 113, 139]",50.19823337525537,50,True
75,2,"[74, 77, 78, 79, 44]",57.81355519183873,50,False
134,2,"[42, 135, 136, 128, 129]",64.20364779644031,45,False
208,2,"[207, 80, 84, 28, 25]",50.20209740404856,45,False
116,2,"[128, 129, 175, 55, 42]",62.39731843141074,66,True
119,2,"[118, 126, 42, 38, 127]",54.602468261817684,66,False
95,2,"[6, 7, 96, 153, 191]",415.69026052565573,465,False
151,2,"[155, 152, 5, 191, 1]",306.15857184204384,277,False
181,2,"[182, 25, 100, 28, 14]",38.20556497177437,6,False
108,2,"[47, 111, 102, 103, 57]",17.798733077492265,11,False
162,2,"[163, 161, 127, 38, 142]",48.6053516983225,34,False
167,2,"[146, 147, 13, 150, 189]",148.81904803110262,100,False
193,2,"[185, 180, 140, 149, 133]",73.19773829606069,70,True
154,2,"[34, 190, 121, 94, 194]",152.6086082777172,214,False
156,2,"[153, 6, 7, 96, 192]",447.13030355942414,510,False
203,2,"[100, 182, 157, 177, 139]",23.0006028641379,21,True
204,2,"[142, 161, 159, 157, 139]",27.798548744453047,42,False
205,2,"[133, 140, 180, 101, 55]",61.605399994077935,46,False
173,2,"[174, 182, 100, 28, 25]",46.203430923348705,25,False
0,2,"[156, 63, 193, 35, 15]",192.8380708506443,198,False
1,2,"[151, 154, 4, 35, 95]",259.7481337838267,269,False
2,2,"[151, 154, 4, 35, 95]",259.7481337838267,220,False
3,2,"[151, 154, 4, 35, 95]",259.7481337838267,172,False
93,2,"[134, 43, 162, 4, 119]",67.43609202229582,132,False
5,2,"[151, 154, 4, 35, 95]",259.3310585500084,318,False
6,2,"[95, 151, 156, 35, 154]",333.51079532263975,367,False
7,2,"[95, 151, 156, 35, 154]",333.51079532263975,489,False
8,2,"[95, 151, 156, 35, 154]",333.51079532263975,636,False
9,2,"[95, 156, 151, 35, 154]",332.8660631265721,1144,False
82,2,"[15, 75, 63, 134, 68]",61.250223229990716,38,False
48,2,"[26, 29, 49, 11, 53]",39.60482648460691,40,True
86,2,"[85, 112, 117, 67, 66]",27.191552218779314,40,False
139,2,"[176, 171, 85, 114, 202]",31.401270413843125,40,False
12,2,"[141, 205, 132, 114, 204]",44.78577879842762,92,False
13,2,"[167, 116, 115, 162, 141]",67.17491445593139,138,False
14,2,"[181, 10, 11, 29, 26]",28.803108185910716,10,False
87,2,"[178, 68, 206, 114, 176]",40.40055540244384,35,False
16,2,"[67, 178, 66, 45, 117]",35.40181255676118,19,False
17,2,"[68, 15, 193, 75, 67]",42.58338199637547,28,False
18,2,"[67, 66, 68, 178, 45]",37.013308064445745,31,False
19,2,"[63, 193, 154, 4, 35]",153.7478165975434,120,False
137,2,"[68, 15, 75, 193, 63]",66.324766622296,30,False
21,2,"[68, 206, 193, 45, 85]",51.00291602558772,33,False
22,2,"[193, 68, 15, 75, 63]",66.23560673464296,61,False
23,2,"[193, 68, 15, 75, 63]",66.22467524361785,76,False
24,2,"[26, 29, 173, 49, 11]",37.412689218749364,23,False
25,2,"[181, 10, 11, 29, 202]",25.804638676878596,69,False
125,2,"[85, 112, 117, 40, 131]",28.9951203092559,27,True
28,2,"[29, 26, 11, 173, 176]",31.000412731754952,77,False
30,2,"[193, 35, 68, 75, 154]",114.83160889092905,274,False
31,2,"[193, 35, 68, 75, 154]",114.83160889092905,368,False
32,2,"[35, 193, 154, 75, 4]",134.6632179689665,32,False
133,2,"[132, 40, 205, 131, 141]",36.810360828292524,32,True
177,2,"[67, 66, 117, 85, 176]",25.20338581423015,32,False
33,2,"[35, 193, 154, 75, 4]",134.6632179689665,63,False
34,2,"[35, 154, 4, 151, 193]",179.90560555384664,106,False
195,2,"[35, 154, 151, 95, 63]",261.4466504665809,208,False
47,2,"[109, 124, 59, 108, 104]",16.998540052742406,20,True
37,2,"[176, 171, 202, 200, 40]",25.196628430607312,29,True
38,2,"[114, 40, 141, 131, 204]",40.79174413474781,71,False
39,2,"[40, 117, 85, 112, 176]",31.798786663787308,26,False
62,2,"[68, 66, 67, 75, 178]",32.6143409149875,36,True
78,2,"[75, 68, 66, 67, 193]",38.99435085634917,36,True
42,2,"[43, 119, 134, 116, 115]",62.60315958580179,52,False
55,2,"[52, 56, 53, 119, 132]",67.34833388326264,60,False
44,2,"[45, 40, 206, 119, 134]",54.17986247624605,72,False
46,2,"[108, 124, 109, 104, 59]",17.003688850905085,18,True
140,2,"[141, 205, 132, 114, 131]",39.56662312962742,62,False
100,2,"[171, 176, 202, 200, 173]",22.995717838779353,24,True
161,2,"[204, 162, 114, 131, 49]",40.80513016667164,24,False
57,2,"[59, 109, 108, 124, 104]",16.99492438103305,12,True
58,2,"[59, 109, 108, 124, 104]",16.99492438103305,14,True
60,2,"[59, 109, 108, 124, 104]",16.99492438103305,16,True
80,2,"[10, 171, 117, 11, 29]",31.798073111254894,16,False
72,2,"[68, 67, 66, 178, 117]",27.39719480072607,22,False
84,2,"[117, 112, 85, 29, 26]",30.602966311328665,22,False
183,2,"[85, 112, 117, 67, 40]",30.997231988060424,22,False
64,2,"[63, 15, 193, 134, 116]",71.74941823967539,144,False
65,2,"[63, 15, 193, 134, 116]",71.74941823967539,259,False
159,2,"[176, 171, 173, 131, 202]",23.796177020892895,17,False
71,2,"[63, 193, 68, 15, 206]",66.52834588700684,64,True
74,2,"[75, 68, 193, 178, 117]",42.79179765500801,44,True
142,2,"[114, 131, 204, 141, 162]",40.39487365526716,50,False
174,2,"[117, 173, 112, 85, 67]",28.802710255182976,50,False
175,2,"[115, 116, 52, 204, 49]",76.79162334327455,50,False
101,2,"[176, 132, 49, 204, 114]",42.00267225107124,45,True
126,2,"[40, 119, 131, 114, 85]",39.400373705537824,45,False
77,2,"[75, 68, 49, 15, 178]",43.39108490112528,53,False
79,2,"[15, 75, 68, 178, 49]",43.41342870964368,84,False
88,2,"[134, 116, 115, 154, 52]",107.8598445397854,134,False
89,2,"[63, 193, 141, 206, 68]",71.3904242750189,66,False
90,2,"[63, 15, 193, 154, 134]",101.54746136683949,141,False
91,2,"[63, 15, 193, 154, 134]",101.54746136683949,189,False
94,2,"[35, 154, 151, 4, 167]",186.00723616969188,237,False
96,2,"[95, 151, 154, 4, 35]",258.25526575662303,465,False
97,2,"[151, 154, 4, 35, 75]",175.61516995347665,277,False
98,2,"[4, 134, 167, 154, 35]",139.90516962176613,185,False
99,2,"[104, 10, 208, 105, 181]",27.39651321919839,6,False
102,2,"[108, 109, 124, 104, 122]",15.401739239332441,7,False
103,2,"[108, 109, 124, 104, 122]",15.399921428521939,13,True
182,2,"[181, 176, 173, 171, 11]",26.211749109351057,11,False
111,2,"[109, 108, 59, 112, 124]",21.811470039454036,37,False
113,2,"[112, 117, 85, 114, 171]",34.605403005095305,34,True
118,2,"[119, 114, 43, 116, 115]",63.60215384138779,49,False
120,2,"[134, 43, 4, 119, 45]",75.03441894675545,100,False
121,2,"[4, 134, 43, 154, 167]",110.22080119958846,133,False
127,2,"[114, 141, 131, 204, 40]",40.790634652141065,56,False
128,2,"[116, 115, 43, 52, 141]",80.00706684043985,70,False
129,2,"[116, 115, 43, 52, 141]",80.00706684043985,80,True
130,2,"[167, 4, 116, 115, 162]",81.52795161483395,136,False
135,2,"[134, 43, 4, 119, 193]",74.64912324515775,54,False
136,2,"[134, 43, 4, 119, 193]",74.64912324515775,65,False
144,2,"[116, 115, 141, 43, 52]",80.01484151077452,86,False
145,2,"[167, 43, 119, 134, 116]",67.38056742577359,74,False
146,2,"[167, 43, 119, 134, 116]",67.3381062687043,93,False
147,2,"[167, 43, 134, 119, 4]",80.58992172609982,111,False
148,2,"[4, 154, 167, 134, 35]",139.79782183244302,143,True
149,2,"[40, 119, 205, 132, 45]",49.20098693415134,105,False
150,2,"[4, 167, 154, 35, 151]",186.4791997735754,214,False
152,2,"[151, 154, 4, 35, 95]",259.3388411698827,370,False
153,2,"[95, 156, 151, 35, 154]",332.88692171619545,510,False
155,2,"[151, 154, 4, 35, 95]",259.3405316966939,326,False
157,2,"[171, 176, 181, 202, 200]",19.196633839596647,8,False
160,2,"[204, 162, 114, 131, 85]",34.193936788136966,21,False
163,2,"[162, 204, 114, 119, 131]",41.61038335314002,42,True
164,2,"[162, 43, 116, 115, 52]",74.86150208947448,46,False
165,2,"[35, 193, 154, 4, 63]",153.57317633802182,51,False
166,2,"[35, 193, 154, 4, 63]",153.57317633802182,116,False
168,2,"[167, 151, 4, 43, 154]",156.7369037109958,140,False
169,2,"[35, 154, 4, 193, 151]",180.10777891021812,212,False
170,2,"[171, 202, 200, 181, 53]",20.398971657805813,25,True
172,2,"[141, 114, 56, 132, 205]",50.589702155305716,41,False
180,2,"[141, 205, 206, 114, 178]",49.19323320997489,109,False
185,2,"[206, 45, 134, 40, 132]",46.17021237359089,58,False
186,2,"[134, 43, 167, 119, 4]",80.64979274070446,130,False
187,2,"[119, 162, 43, 40, 45]",53.6054777586134,75,False
188,2,"[119, 4, 134, 205, 45]",72.18780224678754,113,False
189,2,"[35, 4, 151, 167, 154]",186.1531413236696,188,True
190,2,"[4, 154, 151, 35, 167]",186.1908065786551,173,False
191,2,"[151, 4, 35, 95, 154]",259.18348130507314,248,False
192,2,"[151, 95, 156, 35, 154]",334.4595179186143,405,False
194,2,"[154, 151, 193, 134, 75]",130.96098291934416,114,False
196,2,"[151, 95, 35, 154, 63]",261.35435212591284,307,False
197,2,"[151, 95, 35, 154, 156]",335.2086947970662,397,False
198,2,"[151, 35, 95, 154, 4]",258.95211973648674,915,False
199,2,"[151, 35, 95, 154, 4]",258.95211973648674,1150,False
207,2,"[208, 56, 10, 53, 105]",44.38467528021338,67,False
4,3,"[150, 190, 98, 130, 167]",161.54472058200614,132,False
178,3,"[87, 176, 16, 201, 203]",23.798145580798078,38,False
10,3,"[105, 208, 25, 14, 99]",32.3975101771923,38,False
11,3,"[28, 29, 25, 105, 14]",42.99580242818246,40,True
48,3,"[28, 29, 25, 24, 49]",51.59906169315265,40,False
52,3,"[115, 129, 175, 118, 53]",58.190516305639385,138,False
15,3,"[79, 17, 175, 77, 134]",51.99060923685294,35,False
171,3,"[100, 201, 203, 176, 53]",25.001121269472375,30,True
137,3,"[22, 82, 17, 62, 18]",38.790151524844575,30,False
26,3,"[29, 24, 28, 25, 14]",41.19818479098299,33,False
23,3,"[22, 17, 89, 193, 206]",55.39825751252017,76,False
125,3,"[85, 39, 183, 159, 86]",26.80050028206364,27,True
32,3,"[33, 165, 166, 34, 35]",108.8362706667469,32,False
177,3,"[176, 16, 85, 100, 201]",23.1996310611874,32,False
106,3,"[105, 208, 53, 28, 29]",43.40410540578807,32,False
195,3,"[194, 90, 91, 192, 94]",217.2331445822677,208,False
59,3,"[57, 46, 108, 110, 111]",20.00794078796603,20,True
47,3,"[57, 46, 110, 108, 111]",20.003742939888383,20,True
37,3,"[159, 39, 38, 127, 139]",42.00613708539474,29,False
56,3,"[53, 49, 114, 201, 203]",36.59312914545173,71,False
132,3,"[133, 131, 141, 45, 142]",46.00746461514729,26,False
67,3,"[157, 18, 183, 16, 85]",21.800591647672487,26,True
78,3,"[74, 16, 62, 18, 77]",36.59685513107104,36,True
40,3,"[39, 38, 127, 131, 133]",40.20000768834062,36,True
42,3,"[134, 129, 118, 127, 38]",60.201755928992455,52,False
43,3,"[134, 129, 118, 127, 38]",60.201755928992455,60,True
55,3,"[118, 133, 131, 115, 142]",44.60069769601025,60,False
44,3,"[45, 206, 131, 133, 185]",45.99093745390062,72,False
109,3,"[110, 108, 111, 46, 57]",19.9989674375171,18,True
202,3,"[201, 203, 176, 100, 53]",25.003326694760652,18,False
140,3,"[141, 180, 142, 133, 127]",61.39686646622593,62,True
50,3,"[57, 46, 108, 110, 208]",21.606055202034312,24,True
117,3,"[112, 100, 85, 176, 201]",27.397929044600914,24,True
200,3,"[201, 203, 176, 100, 53]",25.003326694760652,12,False
122,3,"[103, 102, 108, 110, 46]",14.20656014124077,12,True
58,3,"[57, 46, 108, 110, 111]",20.00794078796603,14,False
104,3,"[99, 208, 46, 105, 25]",34.007870127906344,16,False
80,3,"[25, 28, 14, 29, 100]",41.39462170929091,16,False
84,3,"[28, 29, 25, 24, 112]",47.197327154404334,22,False
61,3,"[57, 46, 108, 110, 111]",20.00794078796603,22,True
64,3,"[63, 65, 145, 13, 12]",141.387318717875,144,True
66,3,"[157, 39, 159, 18, 183]",20.801377285748583,17,True
174,3,"[112, 201, 203, 86, 176]",29.00011667102336,50,False
75,3,"[74, 77, 79, 17, 24]",46.38902920774269,50,True
126,3,"[127, 38, 142, 161, 39]",45.39491770362069,45,True
101,3,"[176, 133, 49, 131, 139]",35.99996323547425,45,False
116,3,"[115, 129, 114, 175, 118]",60.990136405790786,66,False
119,3,"[118, 38, 134, 127, 129]",60.202178861046505,66,False
96,3,"[95, 6, 7, 152, 155]",403.3564815151889,465,False
97,3,"[1, 2, 3, 98, 152]",243.21759472224014,277,False
181,3,"[25, 100, 201, 203, 176]",31.597242350672886,6,False
182,3,"[100, 25, 176, 201, 203]",31.59788797112752,11,False
113,3,"[112, 85, 183, 114, 86]",36.20036153981047,34,True
120,3,"[93, 187, 186, 188, 135]",100.79059397299179,100,True
128,3,"[129, 144, 115, 118, 134]",67.19239754222029,70,True
154,3,"[34, 35, 190, 186, 94]",170.8069885325171,214,False
156,3,"[153, 95, 6, 7, 192]",447.12061730335665,510,False
160,3,"[161, 127, 159, 38, 142]",43.60310471239099,21,False
204,3,"[131, 161, 142, 53, 206]",35.60262521893408,42,False
205,3,"[133, 141, 180, 131, 45]",57.80602945758392,46,False
173,3,"[201, 203, 176, 100, 28]",33.201657094606134,25,False
4,4,"[150, 190, 98, 130, 167]",161.54472058200614,132,False
178,4,"[87, 176, 16, 201, 203]",23.798145580798078,38,False
10,4,"[105, 208, 25, 14, 99]",32.3975101771923,38,False
11,4,"[28, 29, 25, 105, 14]",42.99580242818246,40,True
48,4,"[28, 29, 25, 24, 49]",51.59906169315265,40,False
52,4,"[115, 129, 175, 118, 53]",58.190516305639385,138,False
15,4,"[79, 17, 175, 77, 134]",51.99060923685294,35,False
171,4,"[100, 201, 203, 176, 53]",25.001121269472375,30,True
137,4,"[22, 82, 17, 62, 18]",38.790151524844575,30,False
26,4,"[29, 24, 28, 25, 14]",41.19818479098299,33,False
23,4,"[22, 17, 89, 193, 206]",55.39825751252017,76,False
125,4,"[85, 39, 183, 159, 86]",26.80050028206364,27,True
32,4,"[33, 165, 166, 34, 35]",108.8362706667469,32,False
177,4,"[176, 16, 85, 100, 201]",23.1996310611874,32,False
106,4,"[105, 208, 53, 28, 29]",43.40410540578807,32,False
195,4,"[194, 90, 91, 192, 94]",217.2331445822677,208,False
59,4,"[57, 46, 108, 110, 111]",20.00794078796603,20,True
47,4,"[57, 46, 110, 108, 111]",20.003742939888383,20,True
37,4,"[159, 39, 38, 127, 139]",42.00613708539474,29,False
56,4,"[53, 49, 114, 201, 203]",36.59312914545173,71,False
132,4,"[133, 131, 141, 45, 142]",46.00746461514729,26,False
67,4,"[157, 18, 183, 16, 85]",21.800591647672487,26,True
78,4,"[74, 16, 62, 18, 77]",36.59685513107104,36,True
40,4,"[39, 38, 127, 131, 133]",40.20000768834062,36,True
42,4,"[134, 129, 118, 127, 38]",60.201755928992455,52,False
43,4,"[134, 129, 118, 127, 38]",60.201755928992455,60,True
55,4,"[118, 133, 131, 115, 142]",44.60069769601025,60,False
44,4,"[45, 206, 131, 133, 185]",45.99093745390062,72,False
109,4,"[110, 108, 111, 46, 57]",19.9989674375171,18,True
202,4,"[201, 203, 176, 100, 53]",25.003326694760652,18,False
140,4,"[141, 180, 142, 133, 127]",61.39686646622593,62,True
50,4,"[57, 46, 108, 110, 208]",21.606055202034312,24,True
117,4,"[112, 100, 85, 176, 201]",27.397929044600914,24,True
200,4,"[201, 203, 176, 100, 53]",25.003326694760652,12,False
122,4,"[103, 102, 108, 110, 46]",14.20656014124077,12,True
58,4,"[57, 46, 108, 110, 111]",20.00794078796603,14,False
104,4,"[99, 208, 46, 105, 25]",34.007870127906344,16,False
80,4,"[25, 28, 14, 29, 100]",41.39462170929091,16,False
84,4,"[28, 29, 25, 24, 112]",47.197327154404334,22,False
61,4,"[57, 46, 108, 110, 111]",20.00794078796603,22,True
64,4,"[63, 65, 145, 13, 12]",141.387318717875,144,True
66,4,"[157, 39, 159, 18, 183]",20.801377285748583,17,True
174,4,"[112, 201, 203, 86, 176]",29.00011667102336,50,False
75,4,"[74, 77, 79, 17, 24]",46.38902920774269,50,True
126,4,"[127, 38, 142, 161, 39]",45.39491770362069,45,True
101,4,"[176, 133, 49, 131, 139]",35.99996323547425,45,False
116,4,"[115, 129, 114, 175, 118]",60.990136405790786,66,False
119,4,"[118, 38, 134, 127, 129]",60.202178861046505,66,False
96,4,"[95, 6, 7, 152, 155]",403.3564815151889,465,False
97,4,"[1, 2, 3, 98, 152]",243.21759472224014,277,False
181,4,"[25, 100, 201, 203, 176]",31.597242350672886,6,False
182,4,"[100, 25, 176, 201, 203]",31.59788797112752,11,False
113,4,"[112, 85, 183, 114, 86]",36.20036153981047,34,True
120,4,"[93, 187, 186, 188, 135]",100.79059397299179,100,True
128,4,"[129, 144, 115, 118, 134]",67.19239754222029,70,True
154,4,"[34, 35, 190, 186, 94]",170.8069885325171,214,False
156,4,"[153, 95, 6, 7, 192]",447.12061730335665,510,False
160,4,"[161, 127, 159, 38, 142]",43.60310471239099,21,False
204,4,"[131, 161, 142, 53, 206]",35.60262521893408,42,False
205,4,"[133, 141, 180, 131, 45]",57.80602945758392,46,False
173,4,"[201, 203, 176, 100, 28]",33.201657094606134,25,False
0,4,"[137, 23, 156, 32, 64]",158.94020653568012,198,False
1,4,"[97, 154, 4, 96, 120]",237.42108911052728,269,False
2,4,"[97, 154, 4, 96, 120]",237.42108911052728,220,False
3,4,"[97, 154, 4, 96, 120]",237.42108911052728,172,False
93,4,"[120, 42, 43, 44, 119]",69.95098085498697,132,False
5,4,"[97, 96, 154, 4, 64]",245.94910318594188,318,False
6,4,"[96, 156, 97, 154, 4]",318.33720787245255,367,False
7,4,"[96, 156, 97, 154, 4]",318.33720787245255,489,False
8,4,"[96, 156, 97, 154, 4]",318.3372078724526,636,False
9,4,"[195, 156, 96, 97, 154]",333.8697919234137,1144,False
82,4,"[137, 15, 75, 23, 44]",52.65778091136541,38,False
86,4,"[125, 113, 174, 117, 177]",33.400581836156725,40,False
112,4,"[113, 117, 125, 174, 126]",36.011942392397025,40,True
139,4,"[160, 171, 125, 202, 200]",21.597457498058574,40,False
12,4,"[140, 205, 132, 160, 126]",39.97822549285026,92,False
13,4,"[64, 116, 140, 42, 43]",76.7657902069136,138,False
14,4,"[181, 10, 80, 26, 182]",20.799884332757628,10,False
87,4,"[178, 160, 113, 171, 204]",32.99908828275324,35,True
16,4,"[177, 67, 178, 174, 66]",32.60102267539544,19,False
17,4,"[78, 15, 75, 174, 67]",39.398583189520885,28,False
18,4,"[67, 177, 66, 174, 178]",32.60535908524002,31,True
19,4,"[23, 64, 32, 154, 4]",119.73827388190439,120,True
176,4,"[202, 200, 171, 173, 182]",19.19877762910385,30,False
21,4,"[125, 160, 126, 113, 174]",35.40378636247344,33,True
22,4,"[23, 75, 15, 78, 125]",44.67622167737899,61,False
115,4,"[116, 52, 42, 43, 55]",75.1746589771597,76,True
24,4,"[26, 48, 173, 202, 200]",25.587491137691732,23,True
25,4,"[182, 181, 80, 10, 173]",19.20532041744158,69,False
29,4,"[26, 48, 173, 202, 200]",25.58964131326227,27,True
28,4,"[26, 48, 173, 182, 80]",24.99000983629911,77,False
30,4,"[32, 78, 205, 125, 67]",33.39910774060592,274,False
31,4,"[32, 78, 205, 125, 67]",33.39910774060592,368,False
68,4,"[67, 66, 178, 117, 125]",26.40025244353062,32,False
105,4,"[10, 80, 106, 171, 173]",28.193823356372103,32,True
133,4,"[132, 205, 40, 126, 140]",43.015116860088646,32,False
33,4,"[32, 154, 75, 120, 4]",105.81498946512457,63,False
34,4,"[154, 32, 4, 120, 97]",151.1308062080169,106,False
35,4,"[154, 32, 4, 120, 97]",151.13080620801688,208,False
124,4,"[104, 59, 58, 10, 80]",20.8064885384326,20,True
85,4,"[125, 113, 117, 177, 126]",32.406287011462034,29,True
38,4,"[126, 160, 40, 140, 204]",41.203873342904075,71,False
39,4,"[40, 125, 117, 126, 113]",33.20106444450727,26,False
53,4,"[56, 204, 171, 48, 202]",40.191609453095595,36,True
62,4,"[78, 66, 67, 177, 174]",32.20799226270554,36,True
206,4,"[204, 160, 126, 125, 178]",34.59824085823429,52,False
141,4,"[140, 205, 132, 101, 126]",44.785741199295025,60,False
45,4,"[44, 40, 126, 204, 132]",44.18695869750815,72,False
46,4,"[104, 59, 58, 181, 10]",18.8057949404264,18,True
49,4,"[204, 48, 56, 101, 173]",44.59685885946296,62,False
100,4,"[171, 182, 202, 200, 173]",19.197335407938855,24,True
