,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
393,0,0,0,0,-1,1,-1,1,1,-1,-1,1,1,-1,-1,0,republican
282,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,republican
217,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
357,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
117,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,republican
188,1,0,-1,1,1,1,1,1,-1,-1,-1,1,0,1,0,0,republican
353,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,republican
356,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
123,1,0,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,republican
412,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
195,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican
191,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,-1,0,republican
15,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,0,-1,0,republican
73,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,republican
135,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
416,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,republican
136,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,republican
335,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,republican
206,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican
79,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
250,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
369,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican
225,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
283,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
281,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,republican
343,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,republican
56,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,republican
223,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
359,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,republican
242,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,republican
37,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican
11,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,0,0,republican
378,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
340,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,republican
415,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,1,democrat
95,1,-1,1,-1,1,1,-1,0,0,-1,1,0,0,0,1,1,democrat
185,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,democrat
44,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,democrat
114,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
41,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
237,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,democrat
202,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,democrat
97,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,democrat
192,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat
384,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat
168,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,0,democrat
75,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,democrat
13,1,1,1,-1,-1,1,1,1,0,1,1,0,-1,-1,1,0,democrat
43,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
322,1,1,1,-1,0,1,-1,0,-1,-1,1,-1,1,1,-1,0,democrat
218,1,0,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,1,0,democrat
48,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,democrat
5,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,democrat
332,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
220,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
387,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,0,democrat
9,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat
307,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,0,democrat
271,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,1,democrat
60,1,1,1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,1,0,democrat
210,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
52,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat
280,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,democrat
23,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
145,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,0,1,democrat
128,-1,0,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,democrat
331,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
137,-1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat
209,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,democrat
234,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,0,democrat
42,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
368,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,democrat
101,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,democrat
226,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat
336,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,0,1,democrat
68,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat
173,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat
258,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
294,-1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,0,democrat
365,-1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,democrat
6,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,democrat
414,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
64,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,democrat
323,1,1,1,-1,1,1,-1,1,0,1,-1,-1,1,1,-1,0,democrat
245,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
221,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,democrat
39,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,democrat
372,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,democrat
385,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,democrat
181,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
46,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
180,0,0,1,-1,-1,-1,1,1,1,0,0,-1,-1,-1,0,0,democrat
16,1,-1,1,-1,-1,1,-1,1,0,1,1,1,0,-1,-1,1,democrat
299,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,democrat
80,1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1,0,democrat
396,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,democrat
318,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
115,-1,0,1,-1,0,0,1,1,1,1,0,0,-1,-1,1,1,democrat
183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,democrat
26,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
27,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
50,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
54,1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,1,-1,0,democrat
270,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
216,1,1,1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,1,0,democrat
376,1,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
69,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
244,1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,democrat
219,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,democrat
149,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat
292,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,democrat
138,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,democrat
333,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
91,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
428,0,0,0,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat
76,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat
394,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat
102,1,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,0,democrat
62,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,democrat
127,-1,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat
255,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat
269,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
344,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
265,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
187,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
249,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,1,democrat
293,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,democrat
2,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,democrat
19,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
287,1,1,1,0,-1,1,1,1,1,-1,1,-1,1,-1,0,1,democrat
201,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
254,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
275,-1,-1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,democrat
177,-1,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,1,democrat
110,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
159,-1,1,1,-1,0,1,1,1,1,1,1,-1,-1,0,-1,0,democrat
124,-1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
103,1,-1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,1,0,-1,democrat
118,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,democrat
94,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,democrat
291,1,-1,1,-1,-1,1,1,1,1,1,-1,0,-1,1,-1,1,democrat
