,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
187,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
289,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,0,democrat
70,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,0,democrat
6,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,democrat
183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,democrat
380,1,1,1,-1,-1,1,0,1,1,-1,1,-1,1,-1,1,1,democrat
103,1,-1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,1,0,-1,democrat
43,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
408,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,0,1,1,1,democrat
352,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,0,democrat
371,1,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
147,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,democrat
341,-1,0,1,0,-1,1,1,1,1,1,1,-1,0,0,1,1,democrat
383,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,democrat
320,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,democrat
370,1,1,1,-1,0,1,1,1,-1,1,0,0,-1,-1,1,1,democrat
367,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,democrat
423,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat
431,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
388,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,democrat
19,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
13,1,1,1,-1,-1,1,1,1,0,1,1,0,-1,-1,1,0,democrat
288,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,1,democrat
415,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,1,democrat
421,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,democrat
90,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
50,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
174,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
179,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
213,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,democrat
398,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,democrat
243,-1,1,1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,1,1,democrat
221,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,democrat
329,1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
175,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
127,-1,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat
78,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,democrat
202,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,democrat
317,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
193,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
286,-1,-1,1,-1,-1,1,0,1,0,1,1,1,-1,1,1,0,democrat
27,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
397,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,democrat
159,-1,1,1,-1,0,1,1,1,1,1,1,-1,-1,0,-1,0,democrat
336,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,0,1,democrat
20,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,democrat
108,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
406,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,democrat
208,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat
104,0,0,0,0,-1,1,1,1,1,1,0,-1,1,1,-1,0,democrat
321,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
337,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
325,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,democrat
31,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
354,-1,1,1,-1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,democrat
215,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,democrat
85,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat
40,1,1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,0,democrat
139,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
76,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat
110,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
149,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat
263,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
261,1,-1,1,-1,-1,0,1,1,1,-1,0,0,-1,0,0,0,democrat
88,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,democrat
376,1,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
368,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,democrat
216,1,1,1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,1,0,democrat
47,1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,0,democrat
395,1,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,democrat
54,1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,1,-1,0,democrat
254,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
101,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,democrat
386,-1,0,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,democrat
164,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat
271,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,1,democrat
284,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,1,democrat
362,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,democrat
186,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
422,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
426,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
290,1,-1,1,-1,0,1,0,1,1,1,-1,-1,1,1,-1,1,democrat
3,-1,1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat
26,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
145,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,0,1,democrat
232,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,democrat
109,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
182,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
97,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,democrat
210,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
307,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,0,democrat
246,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,democrat
93,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,democrat
212,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
396,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,democrat
95,1,-1,1,-1,1,1,-1,0,0,-1,1,0,0,0,1,1,democrat
129,0,0,1,-1,-1,-1,1,1,0,-1,0,0,0,0,0,0,democrat
130,1,0,1,-1,0,0,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
181,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
152,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,democrat
269,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
21,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,1,1,democrat
