,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class
290,2,5,7,6,91.6,104.2,474.9,9.0,18.7,53.0,1.8,0.0,0.0
508,1,2,8,5,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0
270,2,2,8,2,92.1,152.6,658.2,14.3,21.8,56.0,3.1,0.0,0.41871033485818504
341,8,6,9,1,91.9,111.7,770.3,6.5,15.7,51.0,2.2,0.0,0.0
497,3,4,8,2,96.1,181.1,671.2,14.3,32.3,27.0,2.2,0.0,2.7523860149222616
334,2,3,9,1,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0.0,0.0
126,3,5,3,1,87.6,52.2,103.8,5.0,9.0,49.0,2.2,0.0,0.0
482,3,4,8,7,94.9,130.3,587.1,14.1,23.4,40.0,5.8,0.0,0.8285518175661483
407,4,5,2,6,84.7,8.2,55.0,2.9,14.2,46.0,4.0,0.0,0.0
64,2,2,8,1,91.1,103.2,638.8,5.8,23.1,31.0,3.1,0.0,0.0
160,7,4,3,1,90.1,39.7,86.6,6.2,16.1,29.0,3.1,0.0,1.0116009116784799
35,6,3,9,2,90.3,80.7,730.2,6.3,18.2,62.0,4.5,0.0,0.0
144,2,5,8,3,95.5,99.9,513.3,13.2,23.8,32.0,5.4,0.0,0.5709795465857378
87,1,2,9,4,92.9,137.0,706.4,9.2,22.4,34.0,2.2,0.0,0.0
286,7,6,7,3,91.2,183.1,437.7,12.5,12.6,90.0,7.6,0.2,0.0
165,6,5,3,4,84.9,18.2,55.0,3.0,5.3,70.0,4.5,0.0,1.144222799920162
469,6,3,4,7,91.0,14.6,25.6,12.3,13.7,33.0,9.4,0.0,4.129228964075603
506,1,2,8,5,91.0,166.9,752.6,7.1,18.5,73.0,8.5,0.0,0.0
408,4,3,9,5,90.3,290.0,855.3,7.4,19.9,44.0,3.1,0.0,2.174751721484161
201,6,5,3,7,90.1,37.6,83.7,7.2,12.4,54.0,3.6,0.0,2.5726122302071057
403,8,6,8,4,90.7,194.1,643.0,6.8,21.3,41.0,3.6,0.0,0.0
125,3,4,10,7,92.6,46.5,691.8,8.8,20.6,24.0,5.4,0.0,0.0
288,7,4,7,6,91.6,104.2,474.9,9.0,24.2,32.0,1.8,0.0,0.0
179,8,6,8,2,88.8,147.3,614.5,9.0,14.4,66.0,5.4,0.0,1.8293763327993617
306,7,4,9,7,89.6,84.1,714.3,5.7,17.1,53.0,5.4,0.0,0.3435897043900769
168,6,5,3,5,91.2,48.3,97.8,12.5,14.6,26.0,9.4,0.0,1.2612978709452054
208,6,5,9,5,92.4,117.9,668.0,12.2,19.6,33.0,6.3,0.0,3.007166651179654
471,4,3,5,5,89.6,25.4,73.7,5.7,18.0,40.0,4.0,0.0,3.675794214565281
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,0.0
39,4,4,3,2,88.1,25.7,67.6,3.8,14.1,43.0,2.7,0.0,0.0
108,4,5,9,6,92.5,88.0,698.6,7.1,20.3,45.0,3.1,0.0,0.0
405,2,2,8,2,94.6,212.1,680.9,9.5,27.9,27.0,2.2,0.0,0.0
397,5,6,8,7,91.6,181.3,613.0,7.6,24.3,33.0,3.6,0.0,1.5325568680981427
145,6,5,8,4,95.2,131.7,578.8,10.4,27.4,22.0,4.0,0.0,0.6418538861723948
131,4,6,3,1,87.2,23.9,64.7,4.1,14.0,39.0,3.1,0.0,0.0
310,7,4,9,7,92.4,105.8,758.1,9.9,25.3,27.0,2.7,0.0,0.0
139,1,4,9,2,91.0,129.5,692.6,7.0,21.7,38.0,2.2,0.0,0.35767444427181594
252,6,5,8,3,93.1,157.3,666.7,13.5,22.1,37.0,3.6,0.0,0.19062035960864973
296,6,4,6,7,90.4,89.5,290.8,6.4,14.3,46.0,1.8,0.0,0.6418538861723948
271,8,6,8,2,92.1,152.6,658.2,14.3,20.1,58.0,4.5,0.0,2.329227023940467
206,2,2,8,6,93.5,139.4,594.2,20.3,22.9,31.0,7.2,0.0,2.800325477211381
486,5,4,8,2,95.1,141.3,605.8,17.7,24.1,43.0,6.3,0.0,1.0986122886681098
441,8,6,8,1,92.1,207.0,672.6,8.2,25.5,29.0,1.8,0.0,0.8020015854720274
404,2,4,9,3,87.9,84.8,725.1,3.7,21.8,34.0,2.2,0.0,1.951608170169951
259,7,4,8,6,91.8,170.9,692.3,13.7,23.7,40.0,1.8,0.0,0.8671004876833833
284,5,4,2,5,85.2,4.9,15.8,6.3,7.5,46.0,8.0,0.0,3.228430037673012
375,6,5,9,6,91.2,94.3,744.4,8.4,15.4,57.0,4.9,0.0,3.6975913947159578
136,3,6,9,7,92.4,124.1,680.7,8.5,17.2,58.0,1.3,0.0,0.0
324,6,5,9,4,88.1,53.3,726.9,5.4,13.7,56.0,1.8,0.0,1.6900958154515549
427,2,4,8,1,92.1,207.0,672.6,8.2,27.9,33.0,2.2,0.0,1.208960345836975
255,2,5,8,4,87.5,77.0,694.8,5.0,22.3,46.0,4.0,0.0,0.0
212,7,4,9,5,94.3,85.1,692.3,15.9,20.1,47.0,4.9,0.0,3.3006401266708405
232,6,4,9,2,91.0,129.5,692.6,7.0,18.7,43.0,2.7,0.0,4.648133885420207
379,4,5,1,7,18.7,1.1,171.4,0.0,5.2,100.0,0.9,0.0,0.0
473,9,4,6,6,90.5,61.1,252.6,9.4,24.5,50.0,3.1,0.0,4.267176792994939
458,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,1.463255402256019
204,5,6,3,6,90.6,50.1,100.4,7.8,15.1,64.0,4.0,0.0,2.7073833121145063
428,1,3,8,4,94.8,222.4,698.6,13.9,26.2,34.0,5.8,0.0,0.0
457,1,4,8,3,91.7,191.4,635.9,7.8,19.9,50.0,4.0,0.0,4.427836170705175
72,5,4,3,5,91.7,33.3,77.5,9.0,15.6,25.0,6.3,0.0,0.0
3,8,6,3,5,91.7,33.3,77.5,9.0,8.3,97.0,4.0,0.2,0.0
103,2,4,9,6,92.5,121.1,674.4,8.6,24.1,29.0,4.5,0.0,0.0
142,8,6,8,5,90.1,108.0,529.8,12.5,21.2,51.0,8.9,0.0,0.4762341789963716
396,4,3,9,7,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0.0,1.534714366238164
490,4,4,8,3,95.1,141.3,605.8,17.7,28.7,33.0,4.0,0.0,0.0
455,3,4,7,1,94.6,160.0,567.2,16.7,17.9,48.0,2.7,0.0,0.0
509,5,4,8,5,91.0,166.9,752.6,7.1,21.1,71.0,7.6,1.4,1.1537315878891892
442,6,5,4,1,87.9,24.9,41.6,3.7,10.9,64.0,3.1,0.0,1.4701758451005926
197,4,5,9,4,92.9,137.0,706.4,9.2,21.5,15.0,0.9,0.0,2.4898941912990393
461,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0
402,9,9,8,5,94.8,227.0,706.7,12.0,25.0,36.0,4.0,0.0,0.0
77,1,3,3,1,87.6,52.2,103.8,5.0,8.3,72.0,3.1,0.0,0.0
229,8,6,8,6,92.2,81.8,480.8,11.9,16.4,43.0,4.0,0.0,4.280824129164719
127,3,5,9,5,93.5,149.3,728.6,8.1,17.2,43.0,3.1,0.0,0.0
313,6,5,9,3,92.6,115.4,777.1,8.8,24.3,27.0,4.9,0.0,0.0
132,4,6,3,7,89.3,51.3,102.2,9.6,10.6,46.0,4.9,0.0,0.0
294,8,6,7,2,92.3,88.8,440.9,8.5,17.1,67.0,3.6,0.0,2.0241930674493576
20,6,4,9,2,91.0,129.5,692.6,7.0,18.3,40.0,2.7,0.0,0.0
92,8,6,8,7,92.3,85.3,488.0,14.7,20.8,32.0,6.3,0.0,0.0
500,8,6,8,2,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0
484,2,5,8,7,94.9,130.3,587.1,14.1,33.1,25.0,4.0,0.0,3.311637304949512
158,2,4,8,3,92.1,111.2,654.1,9.6,20.5,35.0,4.0,0.0,0.9707789171582248
460,2,5,8,6,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0
406,6,5,9,6,87.1,291.3,860.6,4.0,17.0,67.0,4.9,0.0,1.599387576580599
274,8,6,12,3,84.0,27.8,354.6,5.3,5.1,61.0,8.0,0.0,2.5006159434931803
235,8,6,8,7,91.4,142.4,601.4,10.6,19.6,41.0,5.8,0.0,5.285637313390662
63,2,2,8,7,90.2,99.6,631.2,6.3,20.8,33.0,2.7,0.0,0.0
71,4,5,9,5,94.3,85.1,692.3,15.9,17.7,37.0,3.6,0.0,0.0
28,6,3,9,6,93.4,145.4,721.4,8.1,30.2,24.0,2.7,0.0,0.0
34,6,3,9,1,91.8,78.5,724.3,9.2,21.2,32.0,2.7,0.0,0.0
353,7,4,9,5,92.1,99.0,745.3,9.6,19.8,47.0,2.7,0.0,1.000631880307906
226,7,5,10,1,91.7,48.5,696.1,11.1,16.1,44.0,4.0,0.0,3.9193957597575593
17,8,5,10,1,84.9,32.8,664.2,3.0,16.7,47.0,4.9,0.0,0.0
157,2,2,8,3,92.1,111.2,654.1,9.6,18.4,45.0,3.6,0.0,0.9669838461896731
29,6,3,9,7,93.5,149.3,728.6,8.1,22.8,39.0,3.6,0.0,0.0
188,6,4,3,6,90.8,41.9,89.4,7.9,13.3,42.0,0.9,0.0,2.128231705849268
467,3,4,3,3,90.2,18.5,41.1,7.3,11.2,41.0,5.4,0.0,1.8794650496471605
239,7,5,4,7,81.9,3.0,7.9,3.5,13.4,75.0,1.8,0.0,0.0
277,3,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,2.462149662665384
81,1,2,8,7,90.2,99.6,631.2,6.3,17.9,44.0,2.2,0.0,0.0
244,2,4,8,7,91.8,175.1,700.7,13.8,22.4,54.0,7.6,0.0,1.3532545070416904
268,3,4,8,2,92.1,152.6,658.2,14.3,21.0,32.0,3.1,0.0,0.0
242,2,4,8,7,94.2,122.3,589.9,12.9,15.4,66.0,4.0,0.0,2.4096441652874536
12,6,5,8,5,63.5,70.8,665.3,0.8,17.0,72.0,6.7,0.0,0.0
5,8,6,8,7,92.3,85.3,488.0,14.7,22.2,29.0,5.4,0.0,0.0
327,6,5,9,6,92.2,102.3,751.5,8.4,21.2,32.0,2.2,0.0,0.0
217,1,3,9,1,88.6,91.8,709.9,7.1,12.4,73.0,6.3,0.0,3.4442568711226023
434,1,4,8,5,90.6,269.8,811.2,5.5,22.2,45.0,3.6,0.0,0.0
93,8,6,8,7,91.4,142.4,601.4,10.6,18.2,43.0,4.9,0.0,0.0
320,6,3,9,4,92.8,119.0,783.5,7.5,18.9,34.0,7.2,0.0,3.5655812377694427
495,6,6,8,1,96.2,175.5,661.8,16.8,23.9,42.0,2.2,0.0,0.0
289,7,4,7,6,91.6,104.2,474.9,9.0,24.3,30.0,1.8,0.0,0.0
400,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,2.214846178686039
8,8,6,9,2,91.0,129.5,692.6,7.0,13.1,63.0,5.4,0.0,0.0
25,7,4,8,7,91.4,142.4,601.4,10.6,16.3,60.0,5.4,0.0,0.0
326,5,4,9,6,92.2,102.3,751.5,8.4,24.1,27.0,3.1,0.0,0.0
195,2,5,8,5,93.9,135.7,586.7,15.1,23.5,36.0,5.4,0.0,2.3997118037247684
104,2,4,1,6,82.1,3.7,9.3,2.9,5.3,78.0,3.1,0.0,0.0
389,7,4,8,5,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,0.0
330,3,3,9,6,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,2.0255131996542803
243,7,4,8,7,91.8,175.1,700.7,13.8,21.9,73.0,7.6,1.0,0.0
210,4,4,10,6,90.6,43.7,686.9,6.7,18.4,25.0,3.1,0.0,3.2280337626529665
137,3,6,9,1,90.9,126.5,686.5,7.0,15.6,66.0,3.1,0.0,0.0
219,6,5,3,1,90.1,39.7,86.6,6.2,15.2,27.0,3.1,0.0,3.492256112609122
254,6,3,8,4,91.6,138.1,621.7,6.3,18.9,41.0,3.1,0.0,2.428336298299606
305,1,4,9,7,89.6,84.1,714.3,5.7,19.0,52.0,2.2,0.0,0.0
462,1,4,9,7,91.0,276.3,825.1,7.1,14.5,76.0,7.6,0.0,1.5496879080283263
344,6,3,9,1,91.5,130.1,807.1,7.5,12.2,66.0,4.9,0.0,1.9600947840472698
13,6,5,9,1,90.9,126.5,686.5,7.0,21.3,42.0,2.2,0.0,0.0
329,4,3,9,6,92.2,102.3,751.5,8.4,23.5,27.0,4.0,0.0,1.4655675420143985
510,6,5,8,5,91.0,166.9,752.6,7.1,18.2,62.0,5.4,0.0,0.35767444427181594
443,1,2,7,5,90.7,80.9,368.3,16.8,14.8,78.0,8.0,0.0,0.0
149,8,6,9,4,93.7,80.9,685.2,17.9,23.7,25.0,4.5,0.0,0.7514160886839212
411,7,4,2,5,84.6,3.2,43.6,3.3,8.2,53.0,9.4,0.0,1.7263316639055997
11,7,5,9,6,92.8,73.2,713.0,22.6,19.3,38.0,4.0,0.0,0.0
386,3,4,9,7,90.5,96.7,750.5,11.4,20.6,55.0,5.4,0.0,3.2422016501716975
123,3,4,9,2,84.4,73.4,671.9,3.2,17.9,45.0,3.1,0.0,0.0
435,2,5,7,6,90.8,84.7,376.6,5.6,23.8,51.0,1.8,0.0,0.0
42,4,4,8,2,94.8,108.3,647.1,17.0,16.6,54.0,5.4,0.0,0.0
449,7,4,8,7,91.6,181.3,613.0,7.6,19.3,61.0,4.9,0.0,0.0
485,2,4,8,1,95.0,135.5,596.3,21.3,30.6,28.0,3.6,0.0,1.1216775615991057
156,2,4,9,6,93.4,145.4,721.4,8.1,28.6,27.0,2.2,0.0,0.959350221334602
203,8,6,10,3,91.4,37.9,673.8,5.2,20.2,37.0,2.7,0.0,2.6878474937846906
97,3,4,3,6,69.0,2.4,15.5,0.7,17.4,24.0,5.4,0.0,0.0
176,6,5,4,4,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,1.724550719534605
287,7,4,7,6,91.6,104.2,474.9,9.0,22.1,49.0,2.7,0.0,0.0
106,4,5,3,4,91.4,30.7,74.3,7.5,18.2,29.0,3.1,0.0,0.0
67,2,2,9,5,92.4,117.9,668.0,12.2,19.6,33.0,5.4,0.0,0.0
413,7,5,8,6,93.7,231.1,715.1,8.4,26.4,33.0,3.6,0.0,0.0
222,4,3,3,1,87.6,52.2,103.8,5.0,11.0,46.0,5.8,0.0,3.6336309798834576
38,7,3,10,6,90.6,43.7,686.9,6.7,17.8,27.0,4.0,0.0,0.0
360,6,5,9,5,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,0.7371640659767197
250,8,5,8,3,93.1,157.3,666.7,13.5,26.8,25.0,3.1,0.0,0.5187937934151675
153,5,4,9,5,94.3,85.1,692.3,15.9,20.1,47.0,4.9,0.0,0.9001613499442714
171,8,6,8,3,85.6,90.4,609.6,6.6,17.4,50.0,4.0,0.0,1.3056264580524357
258,3,4,8,6,91.8,170.9,692.3,13.7,20.6,59.0,0.9,0.0,0.0
124,3,4,9,5,94.3,85.1,692.3,15.9,19.8,50.0,5.4,0.0,0.0
62,2,2,8,4,93.0,75.3,466.6,7.7,18.8,35.0,4.9,0.0,0.0
79,1,2,8,2,91.0,121.2,561.6,7.0,21.6,19.0,6.7,0.0,0.0
172,7,4,8,7,91.4,142.4,601.4,10.6,20.1,39.0,5.4,0.0,1.3190856114264407
351,4,4,9,5,92.1,99.0,745.3,9.6,15.4,53.0,6.3,0.0,2.1174596088673567
394,6,5,2,1,84.1,4.6,46.7,2.2,5.3,68.0,1.8,0.0,0.0
333,1,4,9,1,92.1,87.7,721.1,9.5,18.1,54.0,3.1,0.0,1.1410330045520618
196,6,5,4,4,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,2.4790562361098245
192,2,2,8,2,94.8,108.3,647.1,17.0,24.6,22.0,4.5,0.0,2.2731562823032334
421,2,4,8,3,95.2,217.7,690.0,18.0,30.8,19.0,4.5,0.0,0.0
321,1,4,9,4,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,2.105352923464337
