,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
238,I,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
239,I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
243,I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8
246,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
248,I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7
253,F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15
256,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
261,F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12
263,I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4
265,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
267,M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
269,F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
270,F,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22
272,M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
273,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
274,M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
277,M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18
279,F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11
280,F,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15
290,M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17
294,M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
296,I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6
299,M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9
311,M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14
312,M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19
313,F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23
314,M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
316,F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
318,F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
319,I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6
323,I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5
324,M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7
325,I,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7
330,M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12
335,M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11
336,M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14
337,M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
338,M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13
341,F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
343,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12
346,F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9
351,F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22
356,M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13
361,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12
362,F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
366,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
367,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
368,M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12
369,F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
375,F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20
378,M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15
380,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
381,M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10
382,M,0.485,0.4,0.135,0.663,0.313,0.137,0.2,10
388,M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14
391,M,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10
394,I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6
397,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
403,F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
407,M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16
408,M,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11
410,M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15
412,F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
414,F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
417,M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
418,F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16
423,I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8
425,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
428,F,0.56,0.455,0.125,0.943,0.344,0.129,0.375,21
429,F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
438,M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9
439,M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13
444,F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
445,F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9
447,M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16
449,F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
450,M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
451,F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16
452,F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
456,F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15
457,I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9
459,F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11
461,F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12
462,I,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6
467,M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13
472,I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
474,F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
475,M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
477,M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17
478,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
480,F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29
485,F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13
486,M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11
489,F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14
491,M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13
492,F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
493,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
494,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17
502,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15
504,F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17
507,M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15
510,I,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
511,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10
512,F,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,10
515,M,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6
516,M,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9
519,F,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6
520,M,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
522,I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
523,M,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5
524,M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4
526,M,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
528,F,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12
531,F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13
539,F,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10
540,F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15
541,F,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11
542,M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
543,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8
546,M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
547,M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7
549,I,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11
550,I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17
551,I,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13
555,I,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10
556,I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14
559,I,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13
560,F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8
561,I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
568,M,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7
569,F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11
574,I,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10
575,F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11
579,F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
581,I,0.55,0.425,0.15,0.806,0.376,0.171,0.245,14
583,I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13
584,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
589,F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13
590,I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
591,F,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9
592,I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
593,F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
594,M,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12
597,I,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13
601,F,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,10
603,I,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11
610,F,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12
614,I,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15
615,M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13
618,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9
623,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17
624,I,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15
626,F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10
627,F,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8
628,I,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
634,M,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9
635,M,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8
636,M,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7
637,M,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6
639,F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
640,M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7
641,I,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13
643,M,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7
645,I,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11
647,M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9
648,I,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11
650,M,0.255,0.18,0.065,0.079,0.034,0.014,0.025,5
652,I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
655,M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7
656,F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17
661,I,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11
666,M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11
668,M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13
669,F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13
675,F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
676,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
677,F,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11
678,F,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23
679,F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8
687,F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16
688,M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11
689,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11
692,F,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11
694,I,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
697,M,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5
700,M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12
703,M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
705,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10
706,M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
707,F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10
710,I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7
711,M,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11
715,I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7
717,I,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6
722,M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15
723,M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
724,M,0.465,0.36,0.08,0.488,0.191,0.125,0.155,11
728,M,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13
729,F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15
731,M,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13
734,M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
735,M,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10
736,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12
739,M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10
740,M,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14
743,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17
744,M,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20
746,F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
751,M,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10
754,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20
758,M,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13
771,I,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8
772,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8
773,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9
774,M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10
775,M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11
776,M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
779,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15
781,M,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12
783,I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6
784,I,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5
787,M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12
788,F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9
789,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12
791,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
792,M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9
796,M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11
800,M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10
801,M,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10
807,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15
813,I,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5
815,I,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7
827,I,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6
830,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6
831,I,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6
833,I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7
834,I,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7
835,I,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8
837,I,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9
838,F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8
841,F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9
843,M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8
847,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10
848,F,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8
849,M,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10
850,F,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10
852,M,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10
854,M,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10
857,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12
863,F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
871,F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11
873,F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11
876,M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
878,F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9
879,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
881,M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9
883,M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15
886,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
887,F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
888,F,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11
890,F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
891,M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17
893,I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
896,I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4
898,I,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4
900,I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
904,I,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8
905,I,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5
911,I,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7
914,I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7
916,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
917,I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7
921,I,0.42,0.32,0.115,0.376,0.169,0.092,0.1,5
922,I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6
925,I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7
927,I,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8
931,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6
937,I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
939,I,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7
940,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
942,I,0.465,0.37,0.115,0.534,0.261,0.098,0.143,7
944,F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6
945,M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8
949,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6
950,M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
958,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
959,M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7
960,M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
964,I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8
970,F,0.515,0.43,0.14,0.834,0.367,0.2,0.23,8
973,M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11
974,F,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8
975,F,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8
976,M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7
