,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
2591,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8
2047,I,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
1722,F,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
290,M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17
2590,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8
286,M,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10
1585,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
2691,F,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
655,M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7
3425,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
448,M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12
2655,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7
3260,F,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13
3315,M,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9
842,M,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9
340,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
1438,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7
2455,I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6
3027,I,0.5,0.38,0.135,0.5285,0.226,0.123,0.209,8
1435,I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5
1136,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7
1250,I,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5
4015,M,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10
1668,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
1001,M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9
2275,M,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20
3587,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10
1955,F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
1509,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
3967,I,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6
321,I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
1642,M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13
2609,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11
3535,I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9
2824,I,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7
2979,M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
3784,M,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11
1367,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
3791,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
2012,I,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7
1876,I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9
2891,I,0.53,0.38,0.125,0.616,0.292,0.113,0.185,8
3185,F,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11
1089,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
2390,F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
1048,M,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11
3275,M,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12
699,F,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16
1569,I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8
15,M,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12
822,I,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7
4126,M,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11
1928,F,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12
3519,M,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10
3075,F,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11
236,I,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
3729,M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9
3764,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10
1827,I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6
1616,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9
3478,I,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7
2057,I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
2010,I,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
3160,I,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035,7
475,M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
3565,F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
1492,F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11
445,F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9
769,F,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17
1058,I,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4
3625,F,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10
596,F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
1520,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
1916,M,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11
1582,I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9
859,F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8
3961,M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
746,F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
708,M,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10
2483,F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14
3451,M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8
2540,F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13
3037,M,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9
326,I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7
662,F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10
1473,F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8
3560,M,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10
1580,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8
320,I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5
1106,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
3661,I,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10
2560,I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7
3586,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11
4070,I,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,7
1446,I,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5
39,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
257,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
3235,M,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14
638,I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14
3069,M,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11
554,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9
2197,I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10
1541,I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7
3265,M,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14
531,F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13
548,F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12
1837,I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6
4143,F,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13
1743,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
114,F,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11
396,F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10
1895,M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11
1568,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8
3453,F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8
1832,I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8
4031,I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8
354,M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16
2006,I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7
1959,F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
3210,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7
3207,I,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15
2437,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9
760,M,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15
3787,M,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12
292,M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
2031,F,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10
954,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
1524,F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11
1811,M,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,11
387,M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10
570,I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16
3079,F,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,11
3977,I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7
3006,M,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11
1060,I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7
408,M,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11
3432,I,0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6
1617,I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8
3411,I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7
2682,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10
3090,M,0.46,0.355,0.14,0.491,0.207,0.115,0.174,10
1907,F,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9
1507,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
185,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
1885,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
2464,F,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11
1851,I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9
29,M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11
2812,I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5
791,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
1717,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
3413,M,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
355,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
3759,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
1466,M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8
1777,I,0.485,0.345,0.16,0.869,0.3085,0.185,0.319,9
3813,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8
3112,I,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,7
3748,I,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6
1733,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9
707,F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10
2977,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6
1933,M,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15
1023,F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
3400,M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10
2857,M,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
3747,I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6
3498,M,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10
2587,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
1049,M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10
3957,F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
1719,M,0.65,0.525,0.185,1.488,0.665,0.337,0.378,11
2333,M,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13
737,F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12
2268,F,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13
4112,F,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9
1227,I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8
1972,M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12
1142,M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9
3945,I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6
1918,F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11
1041,F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10
3422,M,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9
2622,F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13
218,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
2178,F,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15
3896,M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14
834,I,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7
1113,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
1612,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9
50,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
1557,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8
3108,I,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7
1999,I,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6
4057,F,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
1161,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
1930,M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11
3470,M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11
1838,I,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,8
1219,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
2358,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
3923,M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
1819,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
2904,I,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,9
2517,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7
4069,I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8
2547,I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5
3045,F,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,10
2260,M,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,10
3409,I,0.395,0.31,0.095,0.313,0.131,0.072,0.093,7
3056,M,0.615,0.485,0.215,0.9615,0.422,0.176,0.29,11
807,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15
585,I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
1212,I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5
1697,M,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,10
690,M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
2081,M,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8
576,I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
3155,M,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9
4020,F,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11
2372,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
1111,I,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,8
1802,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
184,F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
3908,I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9
2304,M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11
3567,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
1369,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
1890,M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
1346,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
1997,I,0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6
2931,F,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
347,I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6
1474,M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9
3722,I,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9
3530,I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7
556,I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14
313,F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23
244,I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
1823,M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11
3250,F,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9
2338,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
851,M,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9
3716,I,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5
838,F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8
2788,F,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10
3826,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
956,M,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7
2361,M,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12
3334,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8
169,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
2559,I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7
583,I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13
1954,F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11
4001,I,0.48,0.35,0.105,0.635,0.352,0.127,0.135,6
3593,F,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8
3632,I,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5
1187,M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
2821,I,0.39,0.29,0.09,0.2625,0.117,0.054,0.077,7
4076,I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8
3754,I,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8
1670,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12
2242,F,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7
2148,M,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8
3066,F,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9
3610,M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9
25,F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11
709,I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7
3865,M,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19
1854,I,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8
77,F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10
3972,M,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
2354,M,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11
4142,M,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13
2759,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8
3276,M,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12
1994,I,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6
2287,F,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7
3024,I,0.475,0.375,0.11,0.456,0.182,0.099,0.16,9
789,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12
762,F,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17
959,M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7
4174,M,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
1019,M,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11
230,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13
2117,F,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
160,M,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13
3128,F,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10
1331,M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
950,M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
2096,M,0.5,0.39,0.145,0.651,0.273,0.132,0.22,11
284,M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14
2658,I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
