,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
260,F,0.54,0.475,0.155,0.928,0.394,0.194,0.26,11
261,F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12
263,I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4
265,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
268,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
269,F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
271,M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
273,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
274,M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
275,M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22
286,M,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10
288,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
291,F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12
296,I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6
297,I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
300,F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
301,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13
303,M,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6
305,I,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4
308,M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14
310,F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
313,F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23
314,M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
316,F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
318,F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
322,M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
323,I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5
326,I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7
332,I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
334,F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
336,M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14
337,M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
340,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
345,M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13
346,F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9
350,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
351,F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22
353,M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9
354,M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16
355,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
356,M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13
358,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
359,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
360,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
362,F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
363,F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
366,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
368,M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12
371,F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
372,F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
376,M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11
378,M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15
380,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
385,F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9
386,M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12
388,M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14
389,I,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9
390,I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
392,F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10
395,I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11
397,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
398,M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12
400,F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9
401,M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9
403,F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
405,F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12
406,M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
408,M,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11
414,F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
415,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15
416,F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20
418,F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16
420,F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14
423,I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8
424,I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6
425,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
427,M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19
430,F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
432,M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
435,M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11
442,F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19
443,I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10
448,M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12
449,F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
450,M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
451,F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16
452,F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
457,I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9
458,I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10
461,F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12
463,I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5
466,F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
468,F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17
474,F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
475,M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
476,F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
479,M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
481,M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17
483,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19
484,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12
490,M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14
492,F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
493,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
502,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15
503,F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
504,F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17
510,I,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
513,M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6
515,M,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6
521,F,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5
529,M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9
531,F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13
532,I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12
533,F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9
535,I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11
537,M,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7
542,M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
544,F,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10
550,I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17
554,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9
558,F,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13
560,F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8
561,I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
563,F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
565,M,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10
566,I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12
568,M,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7
569,F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11
570,I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16
572,F,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20
573,F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
574,I,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10
575,F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11
576,I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
579,F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
583,I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13
584,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
587,F,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13
589,F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13
593,F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
595,I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13
596,F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
598,I,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12
599,F,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16
605,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
607,I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10
609,M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12
612,M,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9
616,F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12
617,M,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7
621,I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,18
622,F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12
623,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17
630,I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9
631,F,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7
632,M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10
634,M,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9
636,M,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7
644,M,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9
645,I,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11
646,M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
651,I,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6
659,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
662,F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10
663,F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
667,F,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15
672,F,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19
675,F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
677,F,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11
679,F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8
680,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7
683,M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
687,F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16
690,M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
691,I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5
695,I,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7
697,M,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5
702,F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9
703,M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
705,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10
706,M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
713,M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8
715,I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7
717,I,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6
718,I,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4
723,M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
730,M,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11
731,M,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13
737,F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12
740,M,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14
741,F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8
745,F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
747,M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
748,M,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14
749,M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15
752,F,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13
756,M,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20
758,M,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13
761,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16
762,F,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17
763,M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14
766,F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13
772,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8
775,M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11
776,M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
779,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15
781,M,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12
790,F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10
791,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
793,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12
794,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
796,M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11
798,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11
800,M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10
801,M,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10
802,M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9
804,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10
805,M,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7
811,F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21
812,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7
819,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7
820,I,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7
821,I,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6
822,I,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7
823,I,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6
827,I,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6
830,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6
833,I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7
841,F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9
843,M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8
846,F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11
847,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10
849,M,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10
854,M,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10
856,M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9
858,F,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10
864,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11
866,M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9
870,M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
872,M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
873,F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11
874,F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11
875,M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
879,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
880,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11
882,M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17
886,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
898,I,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4
899,I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5
900,I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
903,I,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6
904,I,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8
905,I,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5
907,I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6
908,I,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,7
910,I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5
911,I,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7
912,I,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7
914,I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7
916,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
919,I,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6
922,I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6
924,I,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6
925,I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7
926,I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
933,I,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7
938,I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6
939,I,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7
940,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
942,I,0.465,0.37,0.115,0.534,0.261,0.098,0.143,7
945,M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8
949,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6
953,F,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7
954,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
959,M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7
963,M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
965,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8
967,I,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7
977,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8
982,F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9
983,F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
985,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10
986,F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
988,M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
990,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9
994,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8
998,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
1006,M,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11
1007,M,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
1010,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11
1011,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
1013,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
1015,F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9
