,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16,41,22,200.0,33856.0,1
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26,41,22,200.0,30276.0,1
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,41,22,200.0,28224.0,1
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54,45,27,436.5,146306.25,1
137,150.0,512.0,4000.0,0.0,8.0,128.0,30,45,27,436.5,165242.25,1
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50,41,22,200.0,22500.0,1
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62,41,22,200.0,19044.0,1
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,41,22,200.0,17956.0,1
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86,41,22,200.0,12996.0,1
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74,41,22,200.0,15876.0,1
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93,41,22,200.0,11449.0,1
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214,45,27,436.5,49506.25,1
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510,45,27,436.5,5402.25,1
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8,41,22,200.0,36864.0,1
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17,41,22,200.0,33489.0,1
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212,45,27,436.5,50400.25,1
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25,41,22,200.0,30625.0,1
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41,41,22,200.0,25281.0,1
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50,41,22,200.0,22500.0,1
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,41,22,200.0,28900.0,1
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,41,22,200.0,28224.0,1
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38,41,22,200.0,26244.0,1
181,240.0,512.0,1000.0,8.0,1.0,3.0,6,41,22,200.0,37636.0,1
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,41,22,200.0,35721.0,1
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22,41,22,200.0,31684.0,1
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58,41,22,200.0,20164.0,1
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75,45,27,436.5,130682.25,1
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113,45,27,436.5,104652.25,1
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188,45,27,436.5,61752.25,1
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173,45,27,436.5,69432.25,1
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248,45,27,436.5,35532.25,1
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405,45,27,436.5,992.25,1
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114,45,27,436.5,104006.25,1
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307,45,27,436.5,16770.25,1
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915,45,27,436.5,228962.25,1
200,180.0,262.0,4000.0,0.0,1.0,3.0,12,41,22,200.0,35344.0,1
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,41,22,200.0,34596.0,1
202,180.0,262.0,4000.0,0.0,1.0,3.0,18,41,22,200.0,33124.0,1
203,180.0,512.0,4000.0,0.0,1.0,3.0,21,41,22,200.0,32041.0,1
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52,41,22,200.0,21904.0,1
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30,42,28,210.5,32580.25,2
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138,42,28,210.5,5256.25,2
207,480.0,512.0,8000.0,32.0,0.0,0.0,67,42,28,210.5,20592.25,2
50,700.0,384.0,8000.0,0.0,1.0,1.0,24,42,28,210.5,34782.25,2
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22,42,28,210.5,35532.25,2
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100,30,15,370.3333333333333,73080.1111111111,2
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33,42,28,210.5,31506.25,2
0,125.0,256.0,6000.0,256.0,16.0,128.0,198,42,28,210.5,156.25,2
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42,30,15,370.3333333333333,107802.77777777777,2
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368,42,28,210.5,24806.25,2
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51,30,15,370.3333333333333,101973.77777777777,2
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172,30,15,370.3333333333333,39336.1111111111,2
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214,30,15,370.3333333333333,24440.111111111106,2
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40,42,28,210.5,29070.25,2
16,167.0,524.0,2000.0,8.0,4.0,15.0,19,42,28,210.5,36672.25,2
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636,30,15,370.3333333333333,70578.77777777778,2
77,300.0,384.0,12000.0,6.0,1.0,24.0,53,42,28,210.5,24806.25,2
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22,42,28,210.5,35532.25,2
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269,30,15,370.3333333333333,10268.44444444444,2
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32,42,28,210.5,31862.25,2
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143,30,15,370.3333333333333,51680.44444444444,2
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140,30,15,370.3333333333333,53053.44444444444,2
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30,42,28,210.5,32580.25,2
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111,30,15,370.3333333333333,67253.77777777777,2
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465,30,15,370.3333333333333,8961.777777777781,2
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11,42,28,210.5,39800.25,2
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32,30,15,370.3333333333333,114469.44444444444,2
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105,42,28,210.5,11130.25,2
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22,42,28,210.5,35532.25,2
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208,42,28,210.5,6.25,2
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120,30,15,370.3333333333333,62666.77777777777,2
26,320.0,256.0,6000.0,0.0,1.0,6.0,33,42,28,210.5,31506.25,2
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38,42,28,210.5,29756.25,2
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70,42,28,210.5,19740.25,2
174,250.0,512.0,4000.0,0.0,4.0,7.0,50,42,28,210.5,25760.25,2
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141,42,28,210.5,4830.25,2
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70,42,28,210.5,19740.25,2
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133,30,15,370.3333333333333,56327.1111111111,2
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259,42,28,210.5,2352.25,2
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63,30,15,370.3333333333333,94453.77777777777,2
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,30,15,370.3333333333333,57760.1111111111,2
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26,42,28,210.5,34040.25,2
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34,30,15,370.3333333333333,113120.1111111111,2
78,300.0,192.0,768.0,6.0,6.0,24.0,36,42,28,210.5,30450.25,2
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65,42,28,210.5,21170.25,2
25,320.0,512.0,2000.0,4.0,1.0,3.0,69,42,28,210.5,20022.25,2
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45,42,28,210.5,27390.25,2
72,175.0,256.0,2000.0,0.0,3.0,24.0,22,42,28,210.5,35532.25,2
61,800.0,256.0,8000.0,0.0,1.0,4.0,22,42,28,210.5,35532.25,2
99,480.0,96.0,512.0,0.0,1.0,1.0,6,42,28,210.5,41820.25,2
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,30,15,370.3333333333333,22600.111111111106,2
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56,42,28,210.5,23870.25,2
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116,30,15,370.3333333333333,64685.44444444444,2
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144,30,15,370.3333333333333,598560.1111111112,2
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12,42,28,210.5,39402.25,2
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326,30,15,370.3333333333333,1965.4444444444428,2
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277,30,15,370.3333333333333,8711.111111111108,2
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66,42,28,210.5,20880.25,2
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29,42,28,210.5,32942.25,2
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60,42,28,210.5,22650.25,2
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21,42,28,210.5,35910.25,2
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32,42,28,210.5,31862.25,2
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237,30,15,370.3333333333333,17777.777777777774,2
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40,42,28,210.5,29070.25,2
14,350.0,64.0,64.0,0.0,1.0,4.0,10,42,28,210.5,40200.25,2
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62,42,28,210.5,22052.25,2
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144,42,28,210.5,4422.25,2
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185,30,15,370.3333333333333,34348.44444444444,2
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37,42,28,210.5,30102.25,2
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489,30,15,370.3333333333333,14081.777777777783,2
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38,42,28,210.5,29756.25,2
48,320.0,512.0,8000.0,4.0,1.0,5.0,40,42,28,210.5,29070.25,2
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367,30,15,370.3333333333333,11.111111111110985,2
66,90.0,256.0,1000.0,0.0,3.0,10.0,17,42,28,210.5,37442.25,2
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40,42,28,210.5,29070.25,2
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132,30,15,370.3333333333333,56802.77777777777,2
59,800.0,256.0,8000.0,0.0,1.0,4.0,20,42,28,210.5,36290.25,2
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46,42,28,210.5,27060.25,2
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,30,15,370.3333333333333,54912.1111111111,2
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46,30,15,370.3333333333333,105192.1111111111,2
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60,42,28,210.5,22650.25,2
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16,42,28,210.5,37830.25,2
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,42,28,210.5,34410.25,2
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36,42,28,210.5,30450.25,2
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269,43,23,253.5,240.25,3
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132,43,23,253.5,14762.25,3
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636,43,23,253.5,146306.25,3
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144,43,23,253.5,792990.25,3
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138,43,23,253.5,13340.25,3
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31,22,10,277.0,60516.0,3
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120,43,23,253.5,17822.25,3
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76,22,10,277.0,40401.0,3
24,320.0,128.0,6000.0,0.0,1.0,12.0,23,22,10,277.0,64516.0,3
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63,43,23,253.5,36290.25,3
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106,43,23,253.5,21756.25,3
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208,43,23,253.5,2070.25,3
46,810.0,512.0,512.0,8.0,1.0,1.0,18,22,10,277.0,67081.0,3
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20,22,10,277.0,66049.0,3
50,700.0,384.0,8000.0,0.0,1.0,1.0,24,22,10,277.0,64009.0,3
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36,22,10,277.0,58081.0,3
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26,22,10,277.0,63001.0,3
57,800.0,256.0,8000.0,0.0,1.0,4.0,12,22,10,277.0,70225.0,3
58,800.0,256.0,8000.0,0.0,1.0,4.0,14,22,10,277.0,69169.0,3
61,800.0,256.0,8000.0,0.0,1.0,4.0,22,22,10,277.0,65025.0,3
62,125.0,512.0,1000.0,0.0,8.0,20.0,36,22,10,277.0,58081.0,3
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144,43,23,253.5,11990.25,3
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259,43,23,253.5,30.25,3
66,90.0,256.0,1000.0,0.0,3.0,10.0,17,22,10,277.0,67600.0,3
67,105.0,256.0,2000.0,0.0,3.0,10.0,26,22,10,277.0,63001.0,3
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32,22,10,277.0,60025.0,3
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62,22,10,277.0,46225.0,3
74,300.0,768.0,3000.0,6.0,6.0,24.0,44,22,10,277.0,54289.0,3
75,300.0,768.0,12000.0,6.0,6.0,24.0,50,22,10,277.0,51529.0,3
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38,22,10,277.0,57121.0,3
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22,22,10,277.0,65025.0,3
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40,22,10,277.0,56169.0,3
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141,43,23,253.5,12656.25,3
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189,43,23,253.5,4160.25,3
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237,43,23,253.5,272.25,3
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465,43,23,253.5,44732.25,3
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7,22,10,277.0,72900.0,3
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32,22,10,277.0,60025.0,3
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11,22,10,277.0,70756.0,3
108,900.0,512.0,1000.0,0.0,1.0,2.0,11,22,10,277.0,70756.0,3
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22,22,10,277.0,65025.0,3
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34,22,10,277.0,59049.0,3
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76,22,10,277.0,40401.0,3
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24,22,10,277.0,64009.0,3
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49,22,10,277.0,51984.0,3
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66,22,10,277.0,44521.0,3
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100,22,10,277.0,31329.0,3
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133,43,23,253.5,14520.25,3
124,800.0,768.0,2000.0,0.0,0.0,0.0,20,22,10,277.0,66049.0,3
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27,22,10,277.0,62500.0,3
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45,22,10,277.0,53824.0,3
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80,43,23,253.5,30102.25,3
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16,22,10,277.0,68121.0,3
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26,43,23,253.5,51756.25,3
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,43,23,253.5,49062.25,3
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65,43,23,253.5,35532.25,3
137,150.0,512.0,4000.0,0.0,8.0,128.0,30,22,10,277.0,61009.0,3
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40,22,10,277.0,56169.0,3
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86,43,23,253.5,28056.25,3
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93,43,23,253.5,25760.25,3
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111,43,23,253.5,20306.25,3
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277,43,23,253.5,552.25,3
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370,43,23,253.5,13572.25,3
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510,43,23,253.5,65792.25,3
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510,43,23,253.5,65792.25,3
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42,22,10,277.0,55225.0,3
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46,22,10,277.0,53361.0,3
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100,43,23,253.5,23562.25,3
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212,43,23,253.5,1722.25,3
174,250.0,512.0,4000.0,0.0,4.0,7.0,50,22,10,277.0,51529.0,3
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,22,10,277.0,60025.0,3
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,22,10,277.0,70756.0,3
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58,22,10,277.0,47961.0,3
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113,43,23,253.5,19740.25,3
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248,43,23,253.5,30.25,3
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405,43,23,253.5,22952.25,3
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70,43,23,253.5,33672.25,3
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208,43,23,253.5,2070.25,3
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307,43,23,253.5,2862.25,3
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915,43,23,253.5,437582.25,3
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150,43,23,253.5,803712.25,3
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42,22,10,277.0,55225.0,3
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46,43,23,253.5,43056.25,3
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36,16,7,38.0,4.0,4
36,50.0,500.0,2000.0,8.0,1.0,4.0,20,16,7,38.0,324.0,4
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,41,23,599.4545454545455,79216.66115702482,4
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16,16,7,38.0,484.0,4
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134,16,7,38.0,9216.0,4
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138,16,7,38.0,10000.0,4
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62,16,7,38.0,576.0,4
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52,16,7,38.0,196.0,4
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50,16,7,38.0,144.0,4
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13,16,7,38.0,625.0,4
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40,16,7,38.0,4.0,4
77,300.0,384.0,12000.0,6.0,1.0,24.0,53,16,7,38.0,225.0,4
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66,16,7,38.0,784.0,4
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,16,7,38.0,784.0,4
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,16,7,38.0,64.0,4
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92,41,23,599.4545454545455,257510.11570247938,4
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56,16,7,38.0,324.0,4
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,41,23,599.4545454545455,214790.11570247938,4
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367,41,23,599.4545454545455,54035.11570247936,4
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51,16,7,38.0,169.0,4
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214,16,7,38.0,30976.0,4
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54,16,7,38.0,256.0,4
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16,16,7,38.0,484.0,4
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274,41,23,599.4545454545455,105920.66115702482,4
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22,16,7,38.0,256.0,4
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41,41,23,599.4545454545455,311871.479338843,4
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,16,7,38.0,33124.0,4
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24,16,7,38.0,196.0,4
49,200.0,512.0,8000.0,8.0,1.0,8.0,62,16,7,38.0,576.0,4
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214,16,7,38.0,30976.0,4
72,175.0,256.0,2000.0,0.0,3.0,24.0,22,16,7,38.0,256.0,4
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32,16,7,38.0,36.0,4
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37,16,7,38.0,1.0,4
11,400.0,512.0,3500.0,4.0,1.0,6.0,40,16,7,38.0,4.0,4
15,200.0,512.0,16000.0,0.0,4.0,32.0,35,16,7,38.0,9.0,4
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66,16,7,38.0,784.0,4
51,700.0,256.0,2000.0,0.0,1.0,1.0,24,16,7,38.0,196.0,4
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18,16,7,38.0,400.0,4
60,800.0,256.0,8000.0,0.0,1.0,4.0,16,16,7,38.0,484.0,4
200,180.0,262.0,4000.0,0.0,1.0,3.0,12,16,7,38.0,676.0,4
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33,16,7,38.0,25.0,4
76,300.0,768.0,4500.0,0.0,1.0,24.0,45,16,7,38.0,49.0,4
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60,16,7,38.0,484.0,4
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29,16,7,38.0,81.0,4
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,16,7,38.0,8464.0,4
207,480.0,512.0,8000.0,32.0,0.0,0.0,67,16,7,38.0,841.0,4
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33,16,7,38.0,25.0,4
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,16,7,38.0,576.0,4
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38,16,7,38.0,0.0,4
101,115.0,512.0,6000.0,16.0,1.0,6.0,45,16,7,38.0,49.0,4
181,240.0,512.0,1000.0,8.0,1.0,3.0,6,16,7,38.0,1024.0,4
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52,16,7,38.0,196.0,4
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,16,7,38.0,169.0,4
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12,16,7,38.0,676.0,4
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40,16,7,38.0,4.0,4
