,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
276,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,republican
295,-1,1,-1,1,1,1,0,0,-1,1,-1,1,0,0,0,0,republican
296,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,republican
300,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,republican
305,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
306,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
308,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
314,-1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,republican
315,-1,1,1,1,1,1,1,0,-1,-1,-1,-1,0,0,1,0,republican
346,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
349,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,republican
355,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,republican
363,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,republican
364,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,republican
374,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
392,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican
399,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
400,-1,1,-1,1,1,1,-1,0,-1,-1,0,0,0,1,-1,0,republican
403,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,-1,republican
409,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
413,1,1,1,1,1,1,1,1,-1,1,0,0,0,1,-1,1,republican
430,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,republican
434,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,-1,republican
3,-1,1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat
4,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,1,democrat
20,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,democrat
21,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,1,1,democrat
24,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
32,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat
34,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
40,1,1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,0,democrat
45,1,1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat
47,1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,0,democrat
72,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
74,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,democrat
77,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,democrat
81,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,democrat
90,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
92,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,0,1,1,democrat
96,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat
98,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
104,0,0,0,0,-1,1,1,1,1,1,0,-1,1,1,-1,0,democrat
108,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
116,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
129,0,0,1,-1,-1,-1,1,1,0,-1,0,0,0,0,0,0,democrat
130,1,0,1,-1,0,0,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
143,0,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat
147,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,democrat
151,1,1,0,1,1,1,-1,-1,1,-1,1,0,1,1,-1,-1,democrat
152,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,democrat
157,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,0,0,democrat
160,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,democrat
162,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,democrat
169,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,democrat
170,1,-1,1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,1,0,democrat
172,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,democrat
174,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
178,0,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,0,democrat
179,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
184,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
189,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
193,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
198,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,0,-1,1,0,democrat
199,1,1,-1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat
200,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,democrat
205,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,democrat
213,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,democrat
222,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
232,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,democrat
236,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
238,1,1,1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,0,democrat
241,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat
243,-1,1,1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,1,1,democrat
252,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
259,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
260,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
261,1,-1,1,-1,-1,0,1,1,1,-1,0,0,-1,0,0,0,democrat
262,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,democrat
263,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
264,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
284,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,1,democrat
285,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,democrat
286,-1,-1,1,-1,-1,1,0,1,0,1,1,1,-1,1,1,0,democrat
288,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,1,democrat
289,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,0,democrat
290,1,-1,1,-1,0,1,0,1,1,1,-1,-1,1,1,-1,1,democrat
297,1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,1,0,democrat
301,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
309,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat
311,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
312,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
316,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,democrat
320,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,democrat
321,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
325,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,democrat
326,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,democrat
329,1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
337,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
342,-1,1,1,-1,1,0,1,-1,-1,1,1,-1,1,-1,1,1,democrat
350,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,democrat
352,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,0,democrat
358,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,democrat
360,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
361,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,0,democrat
362,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,democrat
366,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,democrat
367,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,democrat
370,1,1,1,-1,0,1,1,1,-1,1,0,0,-1,-1,1,1,democrat
375,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,democrat
381,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,democrat
382,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,democrat
383,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,democrat
386,-1,0,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,democrat
388,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,democrat
389,1,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,-1,1,0,democrat
390,0,0,-1,-1,0,1,0,-1,-1,-1,1,1,-1,1,-1,0,democrat
391,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,democrat
397,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,democrat
398,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,democrat
406,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,democrat
407,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,democrat
417,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,democrat
418,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,democrat
419,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
421,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,democrat
422,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
423,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat
424,-1,1,1,-1,-1,0,1,1,1,1,1,-1,0,1,1,1,democrat
425,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,0,democrat
431,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
