,buying,maint,doors,persons,lug_boot,safety,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
1315,0,3,0,2,0,1,unacc,unacc,0.27401796003567375,1,0.1,0.5
1602,0,1,3,1,0,0,unacc,unacc,0.01460283561260067,1,0.1,0.5
0,3,3,0,0,0,0,unacc,unacc,2.6913881099738755e-07,1,0.1,0.5
490,2,3,2,0,1,1,unacc,unacc,2.6475637207233813e-05,1,0.1,0.5
577,2,2,1,1,0,1,unacc,unacc,0.003673062503932811,1,0.1,0.5
1089,1,1,0,1,0,0,unacc,unacc,0.002012950263589975,1,0.1,0.5
1706,0,0,3,0,1,2,unacc,good,1.2347795760690408,1,0.1,0.5
910,1,3,1,2,0,1,unacc,unacc,0.09186730547240683,1,0.1,0.5
216,3,1,0,0,0,0,unacc,unacc,4.585136790839176e-06,1,0.1,0.5
1224,1,0,1,1,0,0,unacc,unacc,0.015267716062910771,1,0.1,0.5
1485,0,2,3,0,0,0,unacc,unacc,3.772429462229554e-05,1,0.1,0.5
1173,1,1,3,1,1,0,unacc,unacc,0.0023044086226649764,1,0.1,0.5
656,2,1,0,0,2,2,unacc,unacc,0.023157660152512114,1,0.1,0.5
390,3,0,2,1,1,0,unacc,unacc,0.0006778617588178258,1,0.1,0.5
397,3,0,2,2,0,1,unacc,acc,0.3935941293976774,1,0.1,0.5
609,2,2,2,1,2,0,unacc,unacc,0.00014583785025017838,1,0.1,0.5
604,2,2,2,1,0,1,unacc,unacc,0.003241385365877356,1,0.1,0.5
1650,0,0,1,0,1,0,unacc,unacc,0.010686168812195453,1,0.1,0.5
516,2,3,3,0,1,0,unacc,unacc,7.083996863056113e-07,1,0.1,0.5
229,3,1,0,1,1,1,unacc,unacc,0.006498367929991577,1,0.1,0.5
818,2,0,2,0,2,2,unacc,unacc,0.08659931785968487,1,0.1,0.5
31,3,3,1,0,1,1,unacc,unacc,9.437027851959313e-06,1,0.1,0.5
414,3,0,3,1,0,0,unacc,unacc,0.0004934971003909618,1,0.1,0.5
289,3,1,2,2,0,1,unacc,unacc,0.1296177727453161,1,0.1,0.5
1438,0,2,1,0,2,1,unacc,unacc,0.0025473889954196987,1,0.1,0.5
58,3,3,2,0,1,1,unacc,unacc,8.31161386077095e-06,1,0.1,0.5
1573,0,1,2,0,2,1,unacc,unacc,0.0243555859822562,1,0.1,0.5
1140,1,1,2,0,2,0,unacc,unacc,9.220723936017721e-05,1,0.1,0.5
445,2,3,0,1,1,1,unacc,unacc,0.0012222074178487967,1,0.1,0.5
492,2,3,2,0,2,0,unacc,unacc,9.720926576664694e-07,1,0.1,0.5
1074,1,2,3,2,1,0,unacc,unacc,0.013100729138920008,1,0.1,0.5
150,3,2,1,1,2,0,unacc,unacc,5.11804075770041e-05,1,0.1,0.5
1722,0,0,3,2,1,0,unacc,good,1.6216827287393767,1,0.1,0.5
1652,0,0,1,0,1,2,unacc,good,1.1508783231113027,1,0.1,0.5
1482,0,2,2,2,2,0,unacc,unacc,0.0874067687831597,1,0.1,0.5
1036,1,2,2,1,0,1,unacc,unacc,0.010584482896162263,1,0.1,0.5
41,3,3,1,1,1,2,unacc,unacc,0.011017983658235272,1,0.1,0.5
505,2,3,2,2,0,1,unacc,unacc,0.02731738136084243,1,0.1,0.5
164,3,2,2,0,0,2,unacc,unacc,0.0009335151571683192,1,0.1,0.5
810,2,0,2,0,0,0,unacc,unacc,6.166351874951284e-05,1,0.1,0.5
949,1,3,3,0,1,1,unacc,unacc,7.51027510797881e-05,1,0.1,0.5
1135,1,1,2,0,0,1,unacc,unacc,0.0014673096425896893,1,0.1,0.5
1679,0,0,2,0,1,2,unacc,good,1.1835412110441563,1,0.1,0.5
1365,0,3,2,1,2,0,unacc,unacc,0.0004172920272227196,1,0.1,0.5
867,1,3,0,0,1,0,unacc,unacc,3.3498823996203476e-06,1,0.1,0.5
631,2,2,3,1,0,1,unacc,unacc,0.002862230845097438,1,0.1,0.5
525,2,3,3,1,1,0,unacc,unacc,2.5410934281484384e-05,1,0.1,0.5
222,3,1,0,0,2,0,unacc,unacc,6.725836137783221e-06,1,0.1,0.5
7,3,3,0,0,2,1,unacc,unacc,1.2942651742291746e-05,1,0.1,0.5
653,2,1,0,0,1,2,unacc,unacc,0.019051664326757402,1,0.1,0.5
509,2,3,2,2,1,2,unacc,acc,0.5544396282046682,1,0.1,0.5
132,3,2,0,2,2,0,unacc,unacc,0.002078743071696316,1,0.1,0.5
25,3,3,0,2,2,1,unacc,unacc,0.016343992635175286,1,0.1,0.5
1347,0,3,1,2,2,0,unacc,unacc,0.01620533979393014,1,0.1,0.5
139,3,2,1,0,1,1,unacc,unacc,3.889284679165441e-05,1,0.1,0.5
163,3,2,2,0,0,1,unacc,unacc,2.8358024252576803e-05,1,0.1,0.5
912,1,3,1,2,1,0,unacc,unacc,0.0037585988659546822,1,0.1,0.5
1459,0,2,2,0,0,1,unacc,unacc,0.0011843183732766502,1,0.1,0.5
552,2,2,0,1,1,0,unacc,unacc,0.0001540138783965337,1,0.1,0.5
846,2,0,3,1,0,0,unacc,unacc,0.002131343416513727,1,0.1,0.5
38,3,3,1,1,0,2,unacc,unacc,0.009142029263704476,1,0.1,0.5
291,3,1,2,2,1,0,unacc,unacc,0.005534625376099962,1,0.1,0.5
1057,1,2,3,0,1,1,unacc,unacc,0.000329259721835188,1,0.1,0.5
1314,0,3,0,2,0,0,unacc,unacc,0.011645996589824773,1,0.1,0.5
1492,0,2,3,0,2,1,unacc,unacc,0.002107881112719574,1,0.1,0.5
613,2,2,2,2,0,1,unacc,unacc,0.10337693995370104,1,0.1,0.5
357,3,0,1,0,2,0,unacc,unacc,2.599743900422087e-05,1,0.1,0.5
817,2,0,2,0,2,1,unacc,unacc,0.0032218389485002205,1,0.1,0.5
465,2,3,1,0,2,0,unacc,unacc,1.1033922008630264e-06,1,0.1,0.5
483,2,3,1,2,2,0,unacc,unacc,0.0014166497099483554,1,0.1,0.5
491,2,3,2,0,1,2,unacc,unacc,0.000871407672005798,1,0.1,0.5
484,2,3,1,2,2,1,unacc,unacc,0.044385693247231815,1,0.1,0.5
1698,0,0,2,2,2,0,unacc,good,1.7769399705643276,1,0.1,0.5
602,2,2,2,0,2,2,unacc,unacc,0.004351185761323809,1,0.1,0.5
220,3,1,0,0,1,1,unacc,unacc,0.0001824934241206546,1,0.1,0.5
54,3,3,2,0,0,0,unacc,unacc,2.0877121578664744e-07,1,0.1,0.5
12,3,3,0,1,1,0,unacc,unacc,1.1661620902400589e-05,1,0.1,0.5
1632,0,0,0,1,1,0,unacc,unacc,0.25516724659968065,1,0.1,0.5
1221,1,0,1,0,2,0,unacc,unacc,0.0010700726421763811,1,0.1,0.5
134,3,2,0,2,2,2,unacc,acc,0.7929929709576846,1,0.1,0.5
1169,1,1,3,0,2,2,unacc,unacc,0.0670170174576165,1,0.1,0.5
649,2,1,0,0,0,1,unacc,unacc,0.0004888897948265099,1,0.1,0.5
1098,1,1,0,2,0,0,unacc,unacc,0.06642469095947842,1,0.1,0.5
387,3,0,2,1,0,0,unacc,unacc,0.0005499789798609954,1,0.1,0.5
1316,0,3,0,2,0,2,unacc,acc,1.4716398704579234,1,0.1,0.5
125,3,2,0,1,2,2,unacc,unacc,0.05888068499553134,1,0.1,0.5
355,3,0,1,0,1,1,unacc,unacc,0.0006822893923498252,1,0.1,0.5
316,3,1,3,2,0,1,unacc,unacc,0.1162667467617137,1,0.1,0.5
1143,1,1,2,1,0,0,unacc,unacc,0.0017447057959736945,1,0.1,0.5
1599,0,1,3,0,2,0,unacc,unacc,0.0011036743429121549,1,0.1,0.5
597,2,2,2,0,1,0,unacc,unacc,3.3475579626735785e-06,1,0.1,0.5
1139,1,1,2,0,1,2,unacc,unacc,0.05463408660058161,1,0.1,0.5
46,3,3,1,2,0,1,unacc,unacc,0.009940290236232044,1,0.1,0.5
642,2,2,3,2,1,0,unacc,unacc,0.003794090853045517,1,0.1,0.5
946,1,3,3,0,0,1,unacc,unacc,6.190233661997203e-05,1,0.1,0.5
530,2,3,3,1,2,2,unacc,unacc,0.032098337658521055,1,0.1,0.5
924,1,3,2,0,2,0,unacc,unacc,3.1673483164671866e-06,1,0.1,0.5
1281,1,0,3,1,1,0,unacc,unacc,0.027895930108911473,1,0.1,0.5
1355,0,3,2,0,1,2,unacc,unacc,0.009271547946228661,1,0.1,0.5
1360,0,3,2,1,0,1,unacc,unacc,0.008282835133442759,1,0.1,0.5
337,3,0,0,1,1,1,unacc,unacc,0.026726309565298294,1,0.1,0.5
1689,0,0,2,1,2,0,unacc,good,0.42365513111051684,1,0.1,0.5
720,2,1,2,2,0,0,unacc,unacc,0.015044412661245558,1,0.1,0.5
834,2,0,2,2,2,0,unacc,unacc,0.12599992590892498,1,0.1,0.5
1206,1,0,0,2,0,0,unacc,unacc,0.34905954033401015,1,0.1,0.5
285,3,1,2,1,2,0,unacc,unacc,0.0001884176145706561,1,0.1,0.5
985,1,2,0,1,1,1,unacc,unacc,0.016398920212219725,1,0.1,0.5
106,3,3,3,2,2,1,unacc,unacc,0.011233643504231736,1,0.1,0.5
159,3,2,1,2,2,0,unacc,unacc,0.0018321965976250698,1,0.1,0.5
765,2,0,0,1,0,0,unacc,unacc,0.0025300305409059498,1,0.1,0.5
474,2,3,1,1,2,0,unacc,unacc,3.9563035886723715e-05,1,0.1,0.5
435,2,3,0,0,1,0,unacc,unacc,1.0359888790471682e-06,1,0.1,0.5
576,2,2,1,1,0,0,unacc,unacc,0.00011214760413276738,1,0.1,0.5
734,2,1,3,0,1,2,unacc,unacc,0.01343492889503171,1,0.1,0.5
1494,0,2,3,1,0,0,unacc,unacc,0.0013399718941227887,1,0.1,0.5
1434,0,2,1,0,1,0,unacc,unacc,6.201070002991449e-05,1,0.1,0.5
437,2,3,0,0,1,2,unacc,unacc,0.0011229418423312992,1,0.1,0.5
420,3,0,3,1,2,0,unacc,unacc,0.0007678011744089713,1,0.1,0.5
302,3,1,3,0,1,2,unacc,unacc,0.004102222182118625,1,0.1,0.5
84,3,3,3,0,1,0,unacc,unacc,2.2211652562623888e-07,1,0.1,0.5
559,2,2,0,2,0,1,unacc,unacc,0.12890285051683537,1,0.1,0.5
456,2,3,0,2,2,0,unacc,unacc,0.0016076526101548793,1,0.1,0.5
885,1,3,0,2,1,0,unacc,unacc,0.004260499357043799,1,0.1,0.5
424,3,0,3,2,0,1,unacc,acc,0.3647930516899548,1,0.1,0.5
1554,0,1,1,1,2,0,unacc,unacc,0.03354157689275789,1,0.1,0.5
142,3,2,1,0,2,1,unacc,unacc,4.699707710040854e-05,1,0.1,0.5
793,2,0,1,1,0,1,unacc,unacc,0.06711458486720352,1,0.1,0.5
1318,0,3,0,2,1,1,unacc,acc,0.31972366311233286,1,0.1,0.5
393,3,0,2,1,2,0,unacc,unacc,0.0008420130759425288,1,0.1,0.5
1422,0,2,0,2,0,0,unacc,unacc,0.054993773549246346,1,0.1,0.5
1326,0,3,1,0,1,0,unacc,unacc,1.057476386866299e-05,1,0.1,0.5
1671,0,0,1,2,2,0,unacc,good,1.7193389076521526,1,0.1,0.5
1531,0,1,0,2,0,1,unacc,acc,1.4646768856428307,1,0.1,0.5
1487,0,2,3,0,0,2,unacc,unacc,0.03187146949415522,1,0.1,0.5
183,3,2,2,2,1,0,unacc,unacc,0.0013366165696436021,1,0.1,0.5
447,2,3,0,1,2,0,unacc,unacc,4.491466052978106e-05,1,0.1,0.5
1333,0,3,1,1,0,1,unacc,unacc,0.009352335927476101,1,0.1,0.5
423,3,0,3,2,0,0,unacc,unacc,0.017385397356674215,1,0.1,0.5
1028,1,2,2,0,0,2,unacc,unacc,0.009616991292655778,1,0.1,0.5
4,3,3,0,0,1,1,unacc,unacc,1.0715080273878016e-05,1,0.1,0.5
1545,0,1,1,0,2,0,unacc,unacc,0.001075049761450815,1,0.1,0.5
324,3,0,0,0,0,0,unacc,unacc,1.9319863754088737e-05,1,0.1,0.5
757,2,0,0,0,0,1,unacc,unacc,0.0022116462845486336,1,0.1,0.5
717,2,1,2,1,2,0,unacc,unacc,0.000655507471507862,1,0.1,0.5
454,2,3,0,2,1,1,unacc,unacc,0.04182067079265673,1,0.1,0.5
1072,1,2,3,2,0,1,unacc,unacc,0.2527953563849242,1,0.1,0.5
952,1,3,3,0,2,1,unacc,unacc,9.133295272122223e-05,1,0.1,0.5
886,1,3,0,2,1,1,unacc,unacc,0.12179921138490371,1,0.1,0.5
1107,1,1,1,0,0,0,unacc,unacc,5.2200550768739625e-05,1,0.1,0.5
95,3,3,3,1,1,2,unacc,unacc,0.008570930346393038,1,0.1,0.5
1611,0,1,3,2,0,0,unacc,unacc,0.3488233935242601,1,0.1,0.5
2,3,3,0,0,0,2,unacc,unacc,0.00029232402411557195,1,0.1,0.5
904,1,3,1,1,1,1,unacc,unacc,0.0034442797309456306,1,0.1,0.5
1208,1,0,0,2,0,2,unacc,acc,2.9753920945417014,1,0.1,0.5
791,2,0,1,0,2,2,unacc,unacc,0.0920930499466993,1,0.1,0.5
413,3,0,3,0,2,2,unacc,unacc,0.021136205155944034,1,0.1,0.5
977,1,2,0,0,1,2,unacc,unacc,0.014968350842400398,1,0.1,0.5
974,1,2,0,0,0,2,unacc,unacc,0.01227314542832736,1,0.1,0.5
28,3,3,1,0,0,1,unacc,unacc,7.813106085109089e-06,1,0.1,0.5
548,2,2,0,0,2,2,unacc,unacc,0.005589393019406125,1,0.1,0.5
668,2,1,0,2,0,2,unacc,acc,1.6848320162409838,1,0.1,0.5
729,2,1,3,0,0,0,unacc,unacc,1.0660310410170053e-05,1,0.1,0.5
1125,1,1,1,2,0,0,unacc,unacc,0.06185358708853688,1,0.1,0.5
536,2,3,3,2,1,2,unacc,acc,0.5154822231406032,1,0.1,0.5
1569,0,1,2,0,1,0,unacc,unacc,0.0006277477485584365,1,0.1,0.5
451,2,3,0,2,0,1,unacc,unacc,0.034895441930612905,1,0.1,0.5
1649,0,0,1,0,0,2,unacc,good,0.9456860619508247,1,0.1,0.5
1705,0,0,3,0,1,1,unacc,unacc,0.23260426169866763,1,0.1,0.5
640,2,2,3,2,0,1,unacc,unacc,0.09245160463668524,1,0.1,0.5
297,3,1,3,0,0,0,unacc,unacc,3.1536494025831805e-06,1,0.1,0.5
500,2,3,2,1,1,2,unacc,unacc,0.03021450663995264,1,0.1,0.5
1263,1,0,2,2,1,0,unacc,good,0.4974643918222928,1,0.1,0.5
1713,0,0,3,1,1,0,unacc,good,0.32773748703411104,1,0.1,0.5
1311,0,3,0,1,2,0,unacc,unacc,0.0005535854348507279,1,0.1,0.5
1466,0,2,2,0,2,2,unacc,unacc,0.06015743124481753,1,0.1,0.5
191,3,2,3,0,0,2,unacc,unacc,0.0008224458882254857,1,0.1,0.5
1384,0,3,3,0,2,1,unacc,unacc,0.0003288837642687042,1,0.1,0.5
1251,1,0,2,1,0,0,unacc,unacc,0.016279978023189517,1,0.1,0.5
1452,0,2,1,2,1,0,unacc,unacc,0.06691556022633337,1,0.1,0.5
234,3,1,0,2,0,0,unacc,unacc,0.005860502373699358,1,0.1,0.5
580,2,2,1,1,1,1,unacc,unacc,0.004442120495932087,1,0.1,0.5
1296,0,3,0,0,0,0,unacc,unacc,9.531875924462266e-06,1,0.1,0.5
1380,0,3,3,0,1,0,unacc,unacc,8.228772644446598e-06,1,0.1,0.5
1647,0,0,1,0,0,0,unacc,unacc,0.0062013430635096045,1,0.1,0.5
1568,0,1,2,0,0,2,unacc,unacc,0.20384409079571109,1,0.1,0.5
804,2,0,1,2,1,0,unacc,unacc,0.09855694624138779,1,0.1,0.5
1406,0,2,0,0,0,2,unacc,unacc,0.04347429609697063,1,0.1,0.5
1207,1,0,0,2,0,1,unacc,acc,1.5376332634480228,1,0.1,0.5
1640,0,0,0,2,0,2,unacc,good,3.9504677346903567,1,0.1,0.5
831,2,0,2,2,1,0,unacc,unacc,0.09539390901326336,1,0.1,0.5
1168,1,1,3,0,2,1,unacc,unacc,0.002519629144677946,1,0.1,0.5
747,2,1,3,2,0,0,unacc,unacc,0.013535666957639692,1,0.1,0.5
184,3,2,2,2,1,1,unacc,unacc,0.04199981054142746,1,0.1,0.5
238,3,1,0,2,1,1,unacc,unacc,0.18774397126973522,1,0.1,0.5
1701,0,0,3,0,0,0,unacc,unacc,0.007942232700235249,1,0.1,0.5
1677,0,0,2,0,1,0,unacc,unacc,0.011691057259984938,1,0.1,0.5
899,1,3,1,0,2,2,unacc,unacc,0.00383179314404546,1,0.1,0.5
694,2,1,1,2,0,1,unacc,acc,0.3586485091268538,1,0.1,0.5
166,3,2,2,0,1,1,unacc,unacc,3.426427868862834e-05,1,0.1,0.5
1342,0,3,1,2,0,1,unacc,unacc,0.24944738386994583,1,0.1,0.5
1598,0,1,3,0,1,2,unacc,unacc,0.2846758697340287,1,0.1,0.5
696,2,1,1,2,1,0,unacc,unacc,0.020555303043255962,1,0.1,0.5
407,3,0,3,0,0,2,unacc,unacc,0.014164877403037467,1,0.1,0.5
480,2,3,1,2,1,0,unacc,unacc,0.0011722449434963312,1,0.1,0.5
879,1,3,0,1,2,0,unacc,unacc,0.00014587235444823624,1,0.1,0.5
379,3,0,2,0,0,1,unacc,unacc,0.0004969058120303738,1,0.1,0.5
214,3,2,3,2,2,1,unacc,unacc,0.044597696979310895,1,0.1,0.5
504,2,3,2,2,0,0,unacc,unacc,0.0008549334613493097,1,0.1,0.5
152,3,2,1,1,2,2,unacc,unacc,0.05227169720825841,1,0.1,0.5
546,2,2,0,0,2,0,unacc,unacc,5.220955462806695e-06,1,0.1,0.5
805,2,0,1,2,1,1,acc,acc,0.145820240230492,1,0.1,0.5
347,3,0,0,2,1,2,acc,acc,0.01375697702124518,1,0.1,0.5
1504,0,2,3,2,0,1,acc,acc,0.2502417098912246,1,0.1,0.5
605,2,2,2,1,0,2,acc,unacc,0.7058359849826752,1,0.1,0.5
1441,0,2,1,1,0,1,acc,unacc,1.1115625159726827,1,0.1,0.5
1069,1,2,3,1,2,1,acc,unacc,1.5313340645083016,1,0.1,0.5
1505,0,2,3,2,0,2,acc,acc,0.0986771694642038,1,0.1,0.5
799,2,0,1,1,2,1,acc,unacc,0.7867981100294175,1,0.1,0.5
965,1,3,3,2,0,2,acc,acc,0.06942814266095741,1,0.1,0.5
1429,0,2,0,2,2,1,acc,acc,0.22043061975345363,1,0.1,0.5
1684,0,0,2,1,0,1,acc,good,1.0438098524323138,1,0.1,0.5
931,1,3,2,1,1,1,acc,unacc,2.16137790743965,1,0.1,0.5
1177,1,1,3,1,2,1,acc,unacc,0.984431885672393,1,0.1,0.5
637,2,2,3,1,2,1,acc,unacc,2.023611179699314,1,0.1,0.5
674,2,1,0,2,2,2,acc,acc,0.01890912165950348,1,0.1,0.5
1400,0,3,3,2,1,2,acc,acc,0.04295493446206485,1,0.1,0.5
934,1,3,2,1,2,1,acc,unacc,2.0800431735807545,1,0.1,0.5
1312,0,3,0,1,2,1,acc,unacc,1.4802915592190498,1,0.1,0.5
1051,1,2,2,2,2,1,acc,acc,0.27716349111121785,1,0.1,0.5
1121,1,1,1,1,1,2,acc,acc,0.1486591761193583,1,0.1,0.5
880,1,3,0,1,2,1,acc,unacc,1.9707596244316392,1,0.1,0.5
1510,0,2,3,2,2,1,acc,acc,0.30700632011373374,1,0.1,0.5
1445,0,2,1,1,1,2,acc,acc,0.18655323664539106,1,0.1,0.5
988,1,2,0,1,2,1,acc,unacc,1.37155451541356,1,0.1,0.5
1075,1,2,3,2,1,1,acc,unacc,0.33965493143999675,1,0.1,0.5
1393,0,3,3,1,2,1,acc,unacc,1.6404685504324934,1,0.1,0.5
1397,0,3,3,2,0,2,acc,acc,0.039100438836646025,1,0.1,0.5
779,2,0,0,2,1,2,acc,acc,0.05058063373316584,1,0.1,0.5
1234,1,0,1,2,0,1,acc,good,0.3295221615064053,1,0.1,0.5
1016,1,2,1,1,2,2,acc,acc,0.26095704898247146,1,0.1,0.5
1093,1,1,0,1,1,1,acc,unacc,0.892452492188835,1,0.1,0.5
809,2,0,1,2,2,2,acc,acc,0.0906989860363709,1,0.1,0.5
578,2,2,1,1,0,2,acc,unacc,0.6620460180399557,1,0.1,0.5
989,1,2,0,1,2,2,acc,acc,0.23747973817333382,1,0.1,0.5
1660,0,0,1,1,1,1,acc,good,1.0700994916965467,1,0.1,0.5
1015,1,2,1,1,2,1,acc,unacc,1.424449782537125,1,0.1,0.5
1426,0,2,0,2,1,1,acc,acc,0.18430915019951377,1,0.1,0.5
565,2,2,0,2,2,1,acc,unacc,0.477021177592948,1,0.1,0.5
323,3,1,3,2,2,2,acc,acc,0.03319673069192285,1,0.1,0.5
1180,1,1,3,2,0,1,acc,acc,0.21948442454206527,1,0.1,0.5
313,3,1,3,1,2,1,acc,unacc,1.912715598304178,1,0.1,0.5
956,1,3,3,1,0,2,acc,unacc,0.8449009416756604,1,0.1,0.5
1720,0,0,3,2,0,1,acc,good,1.1378986347106153,1,0.1,0.5
1181,1,1,3,2,0,2,acc,acc,0.09158419842662657,1,0.1,0.5
697,2,1,1,2,1,1,acc,acc,0.23129468573497675,1,0.1,0.5
1498,0,2,3,1,1,1,acc,unacc,1.146277183451851,1,0.1,0.5
1391,0,3,3,1,1,2,acc,unacc,0.41873403032747375,1,0.1,0.5
913,1,3,1,2,1,1,acc,unacc,0.6574060921308893,1,0.1,0.5
1417,0,2,0,1,1,1,acc,unacc,0.9947136038832652,1,0.1,0.5
1585,0,1,2,2,0,1,acc,good,0.42628191822853995,1,0.1,0.5
1037,1,2,2,1,0,2,acc,unacc,0.3635208776040058,1,0.1,0.5
314,3,1,3,1,2,2,acc,unacc,0.5392529524750964,1,0.1,0.5
1372,0,3,2,2,1,1,acc,unacc,0.3682339832242312,1,0.1,0.5
1337,0,3,1,1,1,2,acc,unacc,0.3543669006850331,1,0.1,0.5
430,3,0,3,2,2,1,acc,acc,0.21646145338875564,1,0.1,0.5
1576,0,1,2,1,0,1,acc,unacc,0.7646945869425011,1,0.1,0.5
311,3,1,3,1,1,2,acc,unacc,0.5984992764653404,1,0.1,0.5
1147,1,1,2,1,1,1,acc,unacc,0.9930305008088149,1,0.1,0.5
293,3,1,2,2,1,2,acc,acc,0.03278078532847282,1,0.1,0.5
716,2,1,2,1,1,2,acc,acc,0.2685192595689713,1,0.1,0.5
1103,1,1,0,2,1,2,acc,acc,0.05842337813727527,1,0.1,0.5
419,3,0,3,1,1,2,acc,acc,0.2468371484051785,1,0.1,0.5
403,3,0,2,2,2,1,acc,acc,0.19139984004958996,1,0.1,0.5
1402,0,3,3,2,2,1,acc,unacc,0.36507084703973847,1,0.1,0.5
367,3,0,1,1,2,1,acc,unacc,1.2113231114934582,1,0.1,0.5
401,3,0,2,2,1,2,acc,acc,0.02210025012594065,1,0.1,0.5
563,2,2,0,2,1,2,acc,acc,0.03206416741548859,1,0.1,0.5
997,1,2,0,2,2,1,acc,acc,0.22665046412728754,1,0.1,0.5
701,2,1,1,2,2,2,acc,acc,0.02343345991413978,1,0.1,0.5
638,2,2,3,1,2,2,acc,unacc,0.6215951069895634,1,0.1,0.5
319,3,1,3,2,1,1,acc,unacc,0.5718474621637806,1,0.1,0.5
1288,1,0,3,2,0,1,acc,good,0.48864826687441215,1,0.1,0.5
1132,1,1,1,2,2,1,acc,acc,0.19091167625139874,1,0.1,0.5
911,1,3,1,2,0,2,acc,acc,0.05438241242012757,1,0.1,0.5
860,2,0,3,2,1,2,acc,acc,0.11642077707583799,1,0.1,0.5
1076,1,2,3,2,1,2,acc,acc,0.03625553214462013,1,0.1,0.5
1310,0,3,0,1,1,2,acc,unacc,0.3267323281490013,1,0.1,0.5
1454,0,2,1,2,1,2,vgood,acc,1.417342253857971,1,0.1,0.5
1430,0,2,0,2,2,2,vgood,acc,0.9849085920870749,1,0.1,0.5
1715,0,0,3,1,1,2,vgood,good,1.6142662525363807,1,0.1,0.5
1538,0,1,0,2,2,2,vgood,good,0.7672883324900321,1,0.1,0.5
1292,1,0,3,2,1,2,vgood,good,2.2209259444860567,1,0.1,0.5
1472,0,2,2,1,1,2,vgood,acc,1.5121229483865462,1,0.1,0.5
1238,1,0,1,2,1,2,vgood,acc,1.7032879037716973,1,0.1,0.5
1259,1,0,2,1,2,2,vgood,good,1.5681540429373948,1,0.1,0.5
1133,1,1,1,2,2,2,vgood,acc,1.7061045684920266,1,0.1,0.5
1124,1,1,1,1,2,2,vgood,acc,1.5622513831701814,1,0.1,0.5
1592,0,1,2,2,2,2,vgood,good,1.2396155891226373,1,0.1,0.5
1580,0,1,2,1,1,2,vgood,good,1.2319762465960722,1,0.1,0.5
1499,0,2,3,1,1,2,vgood,acc,1.7232949605553372,1,0.1,0.5
1658,0,0,1,1,0,2,good,good,0.1211690995609514,1,0.1,0.5
1528,0,1,0,1,2,1,good,unacc,0.5371834536399704,1,0.1,0.5
1289,1,0,3,2,0,2,good,good,0.24380068788283038,1,0.1,0.5
