,buying,maint,doors,persons,lug_boot,safety,Class,estimatedOutput,lossValue,testID
837,2,0,3,0,0,0,unacc,1.2897214552590517,1.3057879568735087,Test1
838,2,0,3,0,0,1,unacc,1.2897214644832593,1.1405905124535745,Test1
839,2,0,3,0,0,2,unacc,1.2897214646972683,1.3087263982207067,Test1
840,2,0,3,0,1,0,unacc,1.2897214643476573,1.11966118989893,Test1
846,2,0,3,1,0,0,unacc,1.2897214641366572,1.2618718009259053,Test1
847,2,0,3,1,0,1,unacc,1.289721464689223,1.0966743533998278,Test1
855,2,0,3,2,0,0,unacc,1.2897214646684518,1.5512889752470425,Test1
856,2,0,3,2,0,1,unacc,1.289721464701569,1.3860915276840224,Test1
868,1,3,0,0,1,1,unacc,1.289721464699504,0.8041805541221162,Test1
872,1,3,0,0,2,2,unacc,1.2897214647023543,1.1195230031749246,Test1
883,1,3,0,2,0,1,unacc,1.289721464702084,1.2358083394295103,Test1
888,1,3,0,2,2,0,unacc,1.28972146470234,1.3620855801952907,Test1
891,1,3,1,0,0,0,unacc,1.2897214645332535,0.7907330473887614,Test1
896,1,3,1,0,1,2,unacc,1.2897214647023532,0.6075447157321745,Test1
912,1,3,1,2,1,0,unacc,1.2897214647023338,0.8501072927525438,Test1
918,1,3,2,0,0,0,unacc,1.289721464693607,0.7592946567287822,Test1
921,1,3,2,0,1,0,unacc,1.2897214647020274,0.5731678866716942,Test1
922,1,3,2,0,1,1,unacc,1.289721464702349,0.4079704391165257,Test1
925,1,3,2,0,2,1,unacc,1.2897214647023565,0.555177002388364,Test1
926,1,3,2,0,2,2,unacc,1.2897214647023567,0.723312888166435,Test1
942,1,3,2,2,2,0,unacc,1.2897214647023567,0.96587546518681,Test1
946,1,3,3,0,0,1,unacc,1.289721464702346,0.8959921516737787,Test1
951,1,3,3,0,2,0,unacc,1.289721464702356,1.0222693924393809,Test1
953,1,3,3,0,2,2,unacc,1.2897214647023567,1.0252078306621897,Test1
955,1,3,3,1,0,1,unacc,1.289721464702356,0.8520759926286998,Test1
964,1,3,3,2,0,1,unacc,1.2897214647023567,1.141493166916958,Test1
966,1,3,3,2,1,0,unacc,1.2897214647023567,1.1205638444107258,Test1
973,1,2,0,0,0,1,unacc,1.2897214574125557,0.7563146107693598,Test1
974,1,2,0,0,0,2,unacc,1.289721464533288,0.9244505071160258,Test1
980,1,2,0,0,2,2,unacc,1.2897214647021176,0.8855303005094112,Test1
990,1,2,0,2,0,0,unacc,1.2897214635747578,1.1670130828632523,Test1
993,1,2,0,2,1,0,unacc,1.289721464659997,0.980886314213201,Test1
996,1,2,0,2,2,0,unacc,1.289721464700764,1.1280928775286154,Test1
1000,1,2,1,0,0,1,unacc,1.289721464325577,0.39154289700657885,Test1
1005,1,2,1,0,2,0,unacc,1.289721464679431,0.5178201380965802,Test1
1008,1,2,1,1,0,0,unacc,1.2897214637293444,0.5128241848717646,Test1
1012,1,2,1,1,1,1,unacc,1.2897214647015076,0.16149996824332882,Test1
1014,1,2,1,1,2,0,unacc,1.289721464700982,0.47390397907000387,Test1
1018,1,2,1,2,0,1,unacc,1.289721464701003,0.6370439125929587,Test1
1020,1,2,1,2,1,0,unacc,1.289721464700165,0.6161145900860938,Test1
1027,1,2,2,0,0,1,unacc,1.2897214646828643,0.36010450650584014,Test1
1030,1,2,2,0,1,1,unacc,1.2897214647016237,0.17397773645107217,Test1
1033,1,2,2,0,2,1,unacc,1.2897214647023292,0.3211842997230006,Test1
1038,1,2,2,1,1,0,unacc,1.2897214647004642,0.2952590249609262,Test1
1053,1,2,3,0,0,0,unacc,1.2897214646589101,0.8271968965559209,Test1
1054,1,2,3,0,0,1,unacc,1.2897214647013473,0.6619994490086224,Test1
1059,1,2,3,0,2,0,unacc,1.2897214647022952,0.7882766897740319,Test1
1062,1,2,3,1,0,0,unacc,1.2897214646997517,0.7832807375188787,Test1
1065,1,2,3,1,1,0,unacc,1.2897214647022586,0.5971539674571341,Test1
1068,1,2,3,1,2,0,unacc,1.289721464702353,0.7443605307289417,Test1
1071,1,2,3,2,0,0,unacc,1.2897214647022004,1.0726979118069158,Test1
1072,1,2,3,2,0,1,unacc,1.2897214647023532,0.9075004642515946,Test1
1074,1,2,3,2,1,0,unacc,1.2897214647023507,0.8865711417453633,Test1
1077,1,2,3,2,2,0,unacc,1.2897214647023565,1.0337777050171986,Test1
1085,1,1,0,0,1,2,unacc,1.2897214640923682,0.8376643672478389,Test1
1087,1,1,0,0,2,1,unacc,1.2897214637146794,0.8167350441765664,Test1
1098,1,1,0,2,0,0,unacc,1.2897213562776297,1.2663535503970502,Test1
1111,1,1,1,0,1,1,unacc,1.2897214633429965,0.30475675672380886,Test1
1112,1,1,1,0,1,2,unacc,1.2897214646708082,0.4728926437185061,Test1
1113,1,1,1,0,2,0,unacc,1.2897214625013522,0.6171607664361244,Test1
1119,1,1,1,1,1,0,unacc,1.2897214611917156,0.4260380429178355,Test1
1128,1,1,1,2,1,0,unacc,1.2897214644920456,0.7154552206029566,Test1
1134,1,1,2,0,0,0,unacc,1.2897213839893553,0.6246425066795706,Test1
1137,1,1,2,0,1,0,unacc,1.2897214616726118,0.4385158124457664,Test1
1139,1,1,2,0,1,2,unacc,1.2897214647007236,0.44145425289727314,Test1
1142,1,1,2,0,2,2,unacc,1.2897214647022952,0.5886608161690526,Test1
1143,1,1,2,1,0,0,unacc,1.2897214598697084,0.5807264224051861,Test1
1146,1,1,2,1,1,0,unacc,1.289721464520835,0.3945996555479277,Test1
1149,1,1,2,1,2,0,unacc,1.2897214646955326,0.541806218899673,Test1
1152,1,1,2,2,0,0,unacc,1.289721464412857,0.8701435998653815,Test1
1161,1,1,3,0,0,0,unacc,1.2897214605310114,0.9265375255436111,Test1
1162,1,1,3,0,0,1,unacc,1.2897214646055597,0.761340079675059,Test1
1163,1,1,3,0,0,2,unacc,1.2897214647001083,0.9294759654552944,Test1
1167,1,1,3,0,2,0,unacc,1.2897214646964648,0.8876173204423257,Test1
1169,1,1,3,0,2,2,unacc,1.2897214647023536,0.8905557586647929,Test1
1173,1,1,3,1,1,0,unacc,1.2897214646929624,0.6964945981261387,Test1
