,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
49,0.16897506925207756,0.028112449799196786,0.24849699398797595,0.061068702290076333,0.038461538461538464,0.125,62,57.19609806087272,23.07747384075083,1,0.1,0.5
50,0.6306555863342567,0.020080321285140562,0.24849699398797595,0.0,0.038461538461538464,0.015625,24,38.477487100135775,209.59763273459777,1,0.1,0.5
53,0.16897506925207756,0.058734939759036146,0.24849699398797595,0.0,0.038461538461538464,0.03125,36,48.35454358767651,152.63474725979876,1,0.1,0.5
55,0.08587257617728532,0.058734939759036146,0.37374749498997994,0.12213740458015267,0.038461538461538464,0.03125,60,84.2946464188222,590.2298446155902,1,0.1,0.5
58,0.7229916897506925,0.012048192771084338,0.24849699398797595,0.0,0.038461538461538464,0.0625,14,37.704222944769754,561.8901854153488,1,0.1,0.5
59,0.7229916897506925,0.012048192771084338,0.24849699398797595,0.0,0.038461538461538464,0.0625,20,37.704222944769754,313.4395100781118,1,0.1,0.5
63,0.05355493998153278,0.1214859437751004,0.24849699398797595,0.48854961832061067,0.038461538461538464,0.59375,144,153.78243665371534,95.6960668839533,1,0.1,0.5
65,0.05355493998153278,0.1214859437751004,0.49899799599198397,0.9770992366412213,0.038461538461538464,0.59375,259,265.2355168412464,38.881670277467585,1,0.1,0.5
66,0.06740535549399815,0.012048192771084338,0.02930861723446894,0.0,0.11538461538461539,0.15625,17,25.393126442939895,70.4445714871769,1,0.1,0.5
68,0.08125577100646353,0.058734939759036146,0.12324649298597194,0.0,0.11538461538461539,0.375,32,47.313536124033035,234.5043886220647,1,0.1,0.5
70,0.05355493998153278,0.1214859437751004,0.24849699398797595,0.061068702290076333,0.11538461538461539,0.375,62,80.15784956076067,329.70750067121634,1,0.1,0.5
71,0.05355493998153278,0.18423694779116465,0.24849699398797595,0.061068702290076333,0.11538461538461539,0.75,64,97.23756267826661,1104.7355727917018,1,0.1,0.5
73,0.2613111726685134,0.04417670682730924,0.09193386773547094,0.0,0.23076923076923078,0.375,36,46.073912231766585,101.48370765333641,1,0.1,0.5
79,0.1505078485687904,0.04417670682730924,0.37374749498997994,0.04580152671755725,0.038461538461538464,0.484375,84,80.16988863902219,14.669753037491292,1,0.1,0.5
80,0.28901200369344415,0.058734939759036146,0.09193386773547094,0.0,0.07692307692307693,0.0625,16,31.833589650836025,250.70256123106168,1,0.1,0.5
81,0.2613111726685134,0.058734939759036146,0.12324649298597194,0.061068702290076333,0.11538461538461539,1.0,38,71.29205892337782,1108.361187357661,1,0.1,0.5
82,0.2613111726685134,0.058734939759036146,0.49899799599198397,0.061068702290076333,0.07692307692307693,1.75,38,131.27056496750646,8699.398289357843,1,0.1,0.5
83,0.28901200369344415,0.058734939759036146,0.06062124248496994,0.0,0.038461538461538464,0.03125,16,25.43868212294442,89.0887202179906,1,0.1,0.5
85,0.11357340720221606,0.1214859437751004,0.12324649298597194,0.0,0.11538461538461539,0.09375,29,47.79605414402453,353.2916513851017,1,0.1,0.5
87,0.11357340720221606,0.1214859437751004,0.12324649298597194,0.061068702290076333,0.038461538461538464,0.3125,35,59.52595830786752,601.5226309192558,1,0.1,0.5
88,0.11357340720221606,0.1214859437751004,1.0,0.24427480916030533,0.038461538461538464,0.3125,134,191.71722675959444,3331.2782648184443,1,0.1,0.5
90,0.11357340720221606,0.1214859437751004,1.0,0.24427480916030533,0.038461538461538464,0.84375,141,204.8869938969042,4081.547989183073,1,0.1,0.5
95,0.008310249307479225,1.0,1.0,0.48854961832061067,0.6153846153846154,0.375,465,374.63333188124716,8166.134706884821,1,0.1,0.5
97,0.008310249307479225,0.4979919678714859,1.0,0.0,0.3076923076923077,0.375,277,213.80494628758723,3993.614813714735,1,0.1,0.5
103,1.0,0.04417670682730924,0.06062124248496994,0.0,0.038461538461538464,0.015625,13,16.015082744878423,9.090723958463608,1,0.1,0.5
109,0.8153277931671283,0.058734939759036146,0.12324649298597194,0.030534351145038167,0.038461538461538464,0.03125,18,32.47583125046161,209.54969039184093,1,0.1,0.5
111,0.8153277931671283,0.1214859437751004,0.12324649298597194,0.0,0.11538461538461539,0.09375,37,40.65945389457431,13.391602806515102,1,0.1,0.5
113,0.19205909510618652,0.1214859437751004,0.12324649298597194,0.061068702290076333,0.11538461538461539,0.09375,34,57.31366223588972,543.5268468491506,1,0.1,0.5
115,0.15512465373961218,0.1214859437751004,0.49899799599198397,0.12213740458015267,0.038461538461538464,0.09375,76,107.38658607041734,985.1177851557156,1,0.1,0.5
116,0.1505078485687904,0.1214859437751004,0.49899799599198397,0.12213740458015267,0.038461538461538464,0.09375,66,107.43353738784793,1716.7380204701926,1,0.1,0.5
118,0.007386888273314866,0.1214859437751004,0.37374749498997994,0.061068702290076333,0.038461538461538464,0.0625,49,83.335137414439,1178.901661268409,1,0.1,0.5
119,0.007386888273314866,0.1214859437751004,0.37374749498997994,0.12213740458015267,0.11538461538461539,0.078125,66,98.04698561107381,1027.0092867563717,1,0.1,0.5
122,1.3693444136657433,0.04417670682730924,0.02930861723446894,0.0,0.0,0.0,12,6.251415914813148,33.04621898446356,1,0.1,0.5
125,0.030470914127423823,0.1214859437751004,0.12324649298597194,0.0,0.11538461538461539,0.09375,27,48.64117785777522,468.3405790718604,1,0.1,0.5
126,0.030470914127423823,0.1214859437751004,0.24849699398797595,0.061068702290076333,0.11538461538461539,0.09375,45,73.42037648698494,807.7177996619662,1,0.1,0.5
130,0.030470914127423823,0.4979919678714859,0.49899799599198397,0.366412213740458,0.038461538461538464,0.15625,136,198.16721938048585,3864.763165501455,1,0.1,0.5
132,0.07663896583564174,0.058734939759036146,0.24849699398797595,0.183206106870229,0.07692307692307693,0.09375,26,83.79465657802734,3340.222328972119,1,0.1,0.5
136,0.030470914127423823,0.1214859437751004,0.49899799599198397,0.183206106870229,0.23076923076923078,0.25,65,132.86531709240612,4605.70126405283,1,0.1,0.5
137,0.12280701754385964,0.028112449799196786,0.12324649298597194,0.0,0.3076923076923077,2.0,30,93.39846933544194,4019.365914076973,1,0.1,0.5
138,0.0904893813481071,0.1214859437751004,0.24849699398797595,0.12213740458015267,0.038461538461538464,0.046875,50,77.95502995557533,781.4836998171139,1,0.1,0.5
143,0.05355493998153278,0.2469879518072289,0.49899799599198397,0.12213740458015267,0.038461538461538464,0.09375,66,123.98632885975911,3362.4143346321325,1,0.1,0.5
146,0.03970452446906741,0.2469879518072289,0.49899799599198397,0.48854961832061067,0.19230769230769232,0.125,93,194.81400115806164,10366.090831813777,1,0.1,0.5
147,0.030470914127423823,0.2469879518072289,0.49899799599198397,0.48854961832061067,0.19230769230769232,0.15625,111,195.68259597747047,7171.142061483498,1,0.1,0.5
149,0.050784856879039705,0.1214859437751004,0.24849699398797595,0.12213740458015267,0.23076923076923078,0.125,105,90.31734578728683,215.58033473010394,1,0.1,0.5
153,0.019390581717451522,1.0,1.0,0.9770992366412213,0.6153846153846154,0.5,510,460.1456613630865,2485.455080924046,1,0.1,0.5
154,0.028624192059095107,0.2469879518072289,0.749498997995992,0.24427480916030533,0.3076923076923077,0.375,214,194.80101854984744,368.60088872330203,1,0.1,0.5
155,0.019390581717451522,0.4979919678714859,1.0,0.48854961832061067,0.3076923076923077,0.375,326,296.218507031236,886.9373234485387,1,0.1,0.5
162,0.036011080332409975,0.2469879518072289,0.24849699398797595,0.0,0.038461538461538464,0.125,34,75.38103879212358,1712.3903715152362,1,0.1,0.5
163,0.036011080332409975,0.2469879518072289,0.37374749498997994,0.0,0.038461538461538464,0.125,42,89.844456933148,2289.0920592278535,1,0.1,0.5
167,0.019390581717451522,0.4979919678714859,0.49899799599198397,0.48854961832061067,0.15384615384615385,0.125,100,224.1498537584058,15413.186188233549,1,0.1,0.5
168,0.019390581717451522,0.4979919678714859,0.749498997995992,1.2213740458015268,0.15384615384615385,0.125,140,376.86605589867804,56105.52843699567,1,0.1,0.5
169,0.019390581717451522,0.2469879518072289,0.49899799599198397,0.9770992366412213,0.6153846153846154,0.5,212,308.8911059637765,9387.886414883767,1,0.1,0.5
171,0.16897506925207756,0.058734939759036146,0.12324649298597194,0.0,0.038461538461538464,0.0625,30,34.6658176311997,21.76985416761399,1,0.1,0.5
175,0.21514312096029548,0.058734939759036146,0.49899799599198397,0.007633587786259542,0.038461538461538464,0.125,50,80.42541581008552,925.7059272166023,1,0.1,0.5
177,0.13204062788550322,0.028112449799196786,0.06062124248496994,0.015267175572519083,0.11538461538461539,0.125,32,32.14846763881758,0.022042639776066946,1,0.1,0.5
178,0.13204062788550322,0.058734939759036146,0.12324649298597194,0.061068702290076333,0.038461538461538464,0.21875,38,49.2306695815679,126.12793925035456,1,0.1,0.5
179,0.13204062788550322,0.058734939759036146,0.24849699398797595,0.12213740458015267,0.038461538461538464,0.21875,60,74.00986821077763,196.27640728335746,1,0.1,0.5
186,0.032317636195752536,0.2469879518072289,0.49899799599198397,0.24427480916030533,0.15384615384615385,0.1875,130,153.17102487421687,536.8963937215768,1,0.1,0.5
192,0.008310249307479225,0.4979919678714859,1.0,0.9770992366412213,0.9230769230769231,0.5,405,414.02597576614795,81.4682385310901,1,0.1,0.5
193,0.09141274238227147,0.1214859437751004,0.24849699398797595,0.24427480916030533,0.19230769230769232,0.4375,70,116.27829620765664,2141.680699883607,1,0.1,0.5
196,0.030470914127423823,0.1214859437751004,1.0,0.8549618320610687,2.0,1.625,307,430.4796283186793,15247.218609719192,1,0.1,0.5
197,0.030470914127423823,0.2469879518072289,1.0,0.8549618320610687,2.0,1.625,397,446.04644212454804,2405.5534850766403,1,0.1,0.5
201,0.1505078485687904,0.028112449799196786,0.12324649298597194,0.0,0.038461538461538464,0.046875,14,30.6679742400163,277.8213652658469,1,0.1,0.5
202,0.1505078485687904,0.012424698795180723,0.12324649298597194,0.0,0.038461538461538464,0.046875,18,28.722122514282713,114.96391121128825,1,0.1,0.5
102,1.0,0.028112449799196786,0.04496492985971944,0.0,0.038461538461538464,0.015625,7,-1.6714075914841118,75.19330961764828,2,0.1,0.5
37,0.030470914127423823,0.058734939759036146,0.12324649298597194,0.061068702290076333,0.038461538461538464,0.078125,29,33.031683686448375,16.254473347573956,2,0.1,0.5
75,0.2613111726685134,0.04417670682730924,0.37374749498997994,0.04580152671755725,0.23076923076923078,0.375,50,106.75019952365932,3220.5851459751425,2,0.1,0.5
145,0.03970452446906741,0.1214859437751004,0.49899799599198397,0.48854961832061067,0.19230769230769232,0.125,74,181.01222168000666,11451.615588890887,2,0.1,0.5
30,0.007386888273314866,0.07818775100401607,0.08003507014028056,1.0,0.46153846153846156,0.375,274,156.31073487226166,13850.763126307087,2,0.1,0.5
173,0.21514312096029548,0.028112449799196786,0.12324649298597194,0.0,0.038461538461538464,0.109375,25,20.409227697955103,21.075190329222604,2,0.1,0.5
144,0.03970452446906741,0.2469879518072289,0.49899799599198397,0.24427480916030533,0.038461538461538464,0.09375,86,174.7555808609544,7877.553133965417,2,0.1,0.5
67,0.08125577100646353,0.012048192771084338,0.06062124248496994,0.0,0.11538461538461539,0.15625,26,12.430931370518195,184.11962347158723,2,0.1,0.5
29,0.27977839335180055,0.012048192771084338,0.15455911823647295,0.030534351145038167,0.038461538461538464,0.09375,27,25.17668994950847,3.3244595402234203,2,0.1,0.5
105,0.3536472760849492,0.1214859437751004,0.12324649298597194,0.0,0.038461538461538464,0.015625,32,40.403674933862575,70.62175239403015,2,0.1,0.5
45,0.10710987996306556,0.058734939759036146,0.24849699398797595,0.06870229007633588,0.11538461538461539,0.1875,72,70.30846943588067,2.861275649349868,2,0.1,0.5
187,0.048938134810710986,0.2469879518072289,0.37374749498997994,0.061068702290076333,0.23076923076923078,0.125,75,152.59311022081224,6020.690753739116,2,0.1,0.5
26,0.27977839335180055,0.012048192771084338,0.18587174348697394,0.0,0.038461538461538464,0.09375,33,29.326774223700156,13.492587603673595,2,0.1,0.5
57,0.7229916897506925,0.012048192771084338,0.24849699398797595,0.0,0.038461538461538464,0.0625,12,40.21467316945569,796.067782059203,2,0.1,0.5
121,0.0,0.2469879518072289,0.49899799599198397,0.24427480916030533,0.23076923076923078,0.1875,133,196.3335134980952,4011.1339320134052,2,0.1,0.5
158,0.061865189289012,0.058734939759036146,0.06062124248496994,0.0,0.038461538461538464,0.09375,12,14.708074468498985,7.3336673269360615,2,0.1,0.5
104,0.5383194829178208,0.04417670682730924,0.06062124248496994,0.0,0.038461538461538464,0.015625,16,7.498831193738681,72.2698710725505,2,0.1,0.5
98,0.008310249307479225,0.4979919678714859,0.49899799599198397,0.0,0.3076923076923077,0.25,185,245.71646319435027,3686.4889028308908,2,0.1,0.5
91,0.11357340720221606,0.1214859437751004,1.0,0.24427480916030533,0.038461538461538464,0.84375,189,267.6699185576841,6188.956085872654,2,0.1,0.5
22,0.11634349030470914,0.14031124497991967,0.19213426853707416,0.0,0.23076923076923078,1.0,61,101.45602592817214,1636.6900339009364,2,0.1,0.5
96,0.008310249307479225,1.0,1.0,0.48854961832061067,0.3076923076923077,0.375,465,518.2308444076722,2833.5227963538046,2,0.1,0.5
139,0.0904893813481071,0.1214859437751004,0.12324649298597194,0.015267175572519083,0.038461538461538464,0.078125,40,44.13766373039167,17.12026114579873,2,0.1,0.5
62,0.0997229916897507,0.028112449799196786,0.02930861723446894,0.0,0.3076923076923077,0.3125,36,32.304378468981525,13.657618500527335,2,0.1,0.5
51,0.6306555863342567,0.012048192771084338,0.06062124248496994,0.0,0.038461538461538464,0.015625,24,-0.6654972186974284,608.3867530455706,2,0.1,0.5
78,0.2613111726685134,0.008032128514056224,0.022044088176352707,0.04580152671755725,0.23076923076923078,0.375,36,22.654720998190363,178.09647163614122,2,0.1,0.5
32,0.030470914127423823,0.16039156626506024,0.32615230460921846,0.22900763358778625,0.46153846153846156,0.375,32,164.2553440258118,17491.476023385836,2,0.1,0.5
14,0.3074792243767313,0.0,0.0,0.0,0.038461538461538464,0.0625,10,-14.202961423757504,585.7833416798939,2,0.1,0.5
164,0.036011080332409975,0.2469879518072289,0.49899799599198397,0.0,0.038461538461538464,0.125,46,154.98615235817905,11877.981405840217,2,0.1,0.5
135,0.030470914127423823,0.1214859437751004,0.49899799599198397,0.183206106870229,0.23076923076923078,0.25,54,162.060694641264,11677.113726352503,2,0.1,0.5
40,0.030470914127423823,0.058734939759036146,0.24849699398797595,0.061068702290076333,0.11538461538461539,0.078125,36,67.6144596929501,999.4740616771669,2,0.1,0.5
141,0.06925207756232687,0.1214859437751004,0.24849699398797595,0.24427480916030533,0.038461538461538464,0.09375,60,90.58172897477858,935.242147086812,2,0.1,0.5
64,0.05355493998153278,0.1214859437751004,0.49899799599198397,0.48854961832061067,0.038461538461538464,0.59375,144,175.62866990570268,1000.3727600039024,2,0.1,0.5
159,0.036011080332409975,0.058734939759036146,0.12324649298597194,0.0,0.038461538461538464,0.09375,17,28.23195020085094,126.15670531439545,2,0.1,0.5
148,0.050784856879039705,0.2469879518072289,0.49899799599198397,0.48854961832061067,0.3076923076923077,0.25,143,225.6924127576551,6838.0351276823985,2,0.1,0.5
54,0.08587257617728532,0.058734939759036146,0.12324649298597194,0.12213740458015267,0.038461538461538464,0.03125,26,36.898692519750064,118.781498640056,2,0.1,0.5
99,0.4275161588180979,0.002008032128514056,0.014028056112224449,0.0,0.038461538461538464,0.015625,6,-12.2301422449314,332.3380862704325,2,0.1,0.5
124,0.7229916897506925,0.04417670682730924,0.06062124248496994,0.0,0.0,0.0,20,2.513521831559249,305.776918735355,2,0.1,0.5
56,0.18744228993536471,0.058734939759036146,0.24849699398797595,0.12213740458015267,0.038461538461538464,0.03125,71,63.30676105618721,59.185925446597686,2,0.1,0.5
195,0.030470914127423823,0.1214859437751004,1.0,0.366412213740458,1.0,0.8125,208,374.45522433865005,27707.341709630316,2,0.1,0.5
92,0.11357340720221606,0.1214859437751004,0.12324649298597194,0.061068702290076333,0.038461538461538464,0.3125,22,52.96612922629508,958.9011592596064,2,0.1,0.5
20,0.11634349030470914,0.09011044176706827,0.19526553106212424,0.0,0.19230769230769232,0.5,30,75.2424760777899,2046.8816416493917,2,0.1,0.5
203,0.1505078485687904,0.028112449799196786,0.12324649298597194,0.0,0.038461538461538464,0.046875,21,19.322187739808726,2.815053980448152,2,0.1,0.5
38,0.030470914127423823,0.1214859437751004,0.24849699398797595,0.061068702290076333,0.038461538461538464,0.078125,71,75.05695344367926,16.458871244181026,2,0.1,0.5
25,0.27977839335180055,0.028112449799196786,0.06062124248496994,0.030534351145038167,0.038461538461538464,0.046875,69,7.9246231358168835,3730.2016591019938,2,0.1,0.5
160,0.036011080332409975,0.1214859437751004,0.18587174348697394,0.0,0.038461538461538464,0.125,21,57.51963543661515,1333.6837724232769,2,0.1,0.5
190,0.008310249307479225,0.4979919678714859,0.749498997995992,0.24427480916030533,0.3076923076923077,0.25,173,319.84360825763395,21563.04528612146,2,0.1,0.5
170,0.16897506925207756,0.058734939759036146,0.06062124248496994,0.0,0.038461538461538464,0.03125,25,12.904281349764538,146.30640966565397,2,0.1,0.5
140,0.06925207756232687,0.1214859437751004,0.24849699398797595,0.24427480916030533,0.038461538461538464,0.09375,62,90.58172897477858,816.9152311876977,2,0.1,0.5
15,0.16897506925207756,0.028112449799196786,0.49899799599198397,0.0,0.15384615384615385,0.5,35,121.20391058026058,7431.114199329562,2,0.1,0.5
174,0.21514312096029548,0.028112449799196786,0.12324649298597194,0.0,0.15384615384615385,0.109375,50,32.035459486401265,322.7247158647303,2,0.1,0.5
16,0.13850415512465375,0.02886546184738956,0.06062124248496994,0.061068702290076333,0.15384615384615385,0.234375,19,26.95102372400944,63.21877825976092,2,0.1,0.5
208,0.4275161588180979,0.058734939759036146,0.12324649298597194,0.0,0.0,0.0,45,20.68747202258433,591.0990166526196,2,0.1,0.5
200,0.1505078485687904,0.012424698795180723,0.12324649298597194,0.0,0.038461538461538464,0.046875,12,15.523859004052085,12.41758228043895,2,0.1,0.5
142,0.06925207756232687,0.1214859437751004,0.24849699398797595,0.030534351145038167,0.038461538461538464,0.09375,50,72.67639796926288,514.2190248603896,2,0.1,0.5
72,0.1458910433979686,0.012048192771084338,0.06062124248496994,0.0,0.11538461538461539,0.375,22,16.90993575684186,25.90875399947704,2,0.1,0.5
110,0.8153277931671283,0.058734939759036146,0.12324649298597194,0.061068702290076333,0.038461538461538464,0.03125,22,28.738609484340024,45.40885778243733,2,0.1,0.5
46,0.7322253000923361,0.028112449799196786,0.014028056112224449,0.061068702290076333,0.038461538461538464,0.015625,18,-2.065573203214978,402.627227973579,2,0.1,0.5
161,0.036011080332409975,0.1214859437751004,0.24849699398797595,0.0,0.038461538461538464,0.125,24,70.93561284371728,2202.9517530153184,2,0.1,0.5
35,0.04339796860572484,0.3247991967871486,0.654621743486974,0.22900763358778625,0.46153846153846156,0.375,208,274.3746815141674,4405.598346107153,2,0.1,0.5
114,0.1505078485687904,0.1214859437751004,0.24849699398797595,0.061068702290076333,0.038461538461538464,0.09375,50,74.89519337640857,619.7706532487772,2,0.1,0.5
89,0.11357340720221606,0.1214859437751004,0.24849699398797595,0.24427480916030533,0.038461538461538464,0.84375,66,106.67818967245847,1654.7151150285072,2,0.1,0.5
157,0.08771929824561403,0.058734939759036146,0.02930861723446894,0.0,0.038461538461538464,0.0625,8,7.213794554062641,0.6181190032215613,2,0.1,0.5
77,0.2613111726685134,0.020080321285140562,0.37374749498997994,0.04580152671755725,0.038461538461538464,0.375,53,81.53891360479349,814.4695897418671,2,0.1,0.5
93,0.03693444136657433,0.2469879518072289,0.49899799599198397,0.007633587786259542,0.23076923076923078,0.1875,132,176.35561370591736,1967.4204672285643,2,0.1,0.5
117,0.19205909510618652,0.058734939759036146,0.12324649298597194,0.015267175572519083,0.11538461538461539,0.09375,24,36.61048014471311,159.02420948020352,2,0.1,0.5
1,0.0110803324099723,0.4979919678714859,1.0,0.24427480916030533,0.3076923076923077,0.5,269,378.923100436278,12083.088009524059,2,0.1,0.5
94,0.03693444136657433,0.2469879518072289,0.749498997995992,0.48854961832061067,0.46153846153846156,0.25,237,294.91576744489953,3354.236118731684,2,0.1,0.5
31,0.007386888273314866,0.07818775100401607,0.08003507014028056,1.0,0.46153846153846156,0.375,368,156.31073487226166,44812.344970321894,2,0.1,0.5
76,0.2613111726685134,0.04417670682730924,0.13890280561122245,0.0,0.038461538461538464,0.375,45,33.226374622243604,138.61825453574943,2,0.1,0.5
33,0.030470914127423823,0.16039156626506024,0.32615230460921846,0.22900763358778625,0.46153846153846156,0.375,63,164.2553440258118,10252.644693785503,2,0.1,0.5
52,0.11357340720221606,0.058734939759036146,0.49899799599198397,0.12213740458015267,0.038461538461538464,0.046875,138,117.61814805669871,415.41988863865436,2,0.1,0.5
152,0.01662049861495845,0.4979919678714859,1.0,0.48854961832061067,0.3076923076923077,0.375,370,396.6496432589148,710.2034858274234,2,0.1,0.5
180,0.13204062788550322,0.1214859437751004,0.24849699398797595,0.24427480916030533,0.038461538461538464,0.203125,109,92.69406528461028,265.8835069425518,2,0.1,0.5
47,0.7322253000923361,0.058734939759036146,0.15455911823647295,0.0,0.038461538461538464,0.015625,20,30.33840893180043,106.88269924113091,2,0.1,0.5
207,0.4275161588180979,0.028112449799196786,0.24849699398797595,0.24427480916030533,0.0,0.0,67,60.56832457946672,41.36644871509196,2,0.1,0.5
131,0.07663896583564174,0.058734939759036146,0.24849699398797595,0.0,0.07692307692307693,0.09375,16,58.7697611000971,1829.252464559379,2,0.1,0.5
184,0.08125577100646353,0.1214859437751004,0.18587174348697394,0.12213740458015267,0.23076923076923078,0.25,33,89.65305560815095,3209.568709740244,2,0.1,0.5
43,0.030470914127423823,0.1214859437751004,0.49899799599198397,0.061068702290076333,0.11538461538461539,0.09375,60,136.81088070720295,5899.911395016163,2,0.1,0.5
133,0.07663896583564174,0.058734939759036146,0.24849699398797595,0.183206106870229,0.11538461538461539,0.09375,32,77.99259827240215,2115.319095846569,2,0.1,0.5
185,0.08125577100646353,0.1214859437751004,0.24849699398797595,0.12213740458015267,0.15384615384615385,0.21875,58,94.63981893732017,1342.476331759606,2,0.1,0.5
41,0.030470914127423823,0.1214859437751004,0.49899799599198397,0.061068702290076333,0.11538461538461539,0.078125,40,136.47168426438523,9306.785864807232,2,0.1,0.5
100,0.17174515235457063,0.058734939759036146,0.06062124248496994,0.0,0.038461538461538464,0.078125,24,13.910310143369529,101.80184140299183,2,0.1,0.5
84,0.28901200369344415,0.058734939759036146,0.12324649298597194,0.0,0.11538461538461539,0.09375,22,34.9269092103466,167.1049817325438,2,0.1,0.5
165,0.019390581717451522,0.2469879518072289,0.24849699398797595,0.24427480916030533,0.6153846153846154,0.5,51,188.12671494359105,18803.73595122088,2,0.1,0.5
0,0.0997229916897507,0.012048192771084338,0.09284284284284285,1.0,1.0,0.7257142857142858,198,421.669391404557,50027.99665128493,2,0.1,0.5
1,0.0110803324099723,0.4979919678714859,0.4994994994994995,0.125,0.4666666666666667,0.17714285714285713,269,290.45226895899106,460.1998434888912,2,0.1,0.5
2,0.0110803324099723,0.4979919678714859,0.4994994994994995,0.125,0.4666666666666667,0.17714285714285713,220,290.45226895899106,4963.522201470015,2,0.1,0.5
6,0.00554016620498615,1.0,0.4994994994994995,0.25,1.0,0.17714285714285713,367,390.216233215492,538.9934847161152,2,0.1,0.5
9,0.00554016620498615,2.004016064257028,1.0,0.5,2.066666666666667,0.36,1144,853.3802284939004,84459.85159025755,2,0.1,0.5
10,0.3536472760849492,0.058734939759036146,0.04592092092092092,0.0,0.0,0.005714285714285714,38,-18.362351665235586,3176.7146852356846,2,0.1,0.5
13,0.030470914127423823,0.2469879518072289,0.24924924924924924,0.25390625,0.0,0.04,138,142.86741735539826,23.69175171163219,2,0.1,0.5
17,0.11634349030470914,0.028112449799196786,0.0772022022022022,0.0,0.4,0.17714285714285713,28,23.22917563774999,22.76076509543822,2,0.1,0.5
21,0.11634349030470914,0.1905120481927711,0.09597097097097097,0.0,0.26666666666666666,0.10857142857142857,33,35.41528985357695,5.833625076791769,2,0.1,0.5
22,0.11634349030470914,0.14031124497991967,0.09597097097097097,0.0,0.3333333333333333,0.36,61,102.77891182989254,1745.4774736899344,2,0.1,0.5
26,0.27977839335180055,0.012048192771084338,0.09284284284284285,0.0,0.0,0.02857142857142857,33,-3.7486906208725372,1350.4662623486051,2,0.1,0.5
27,0.27977839335180055,0.012048192771084338,0.04592092092092092,0.015625,0.0,0.011428571428571429,27,-24.721181258968393,2675.080590823063,2,0.1,0.5
32,0.030470914127423823,0.16039156626506024,0.1629129129129129,0.1171875,0.7333333333333333,0.13142857142857142,32,84.50992149021215,2757.2918549082437,2,0.1,0.5
