,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
73,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
75,F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
76,M,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9
77,F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10
79,F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
83,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21
84,M,0.58,0.45,0.14,1.013,0.38,0.216,0.36,14
87,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
93,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
95,M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14
99,F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
100,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
102,M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15
104,M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12
106,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11
108,F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9
109,F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9
110,M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9
112,I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9
114,F,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11
117,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10
118,F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9
119,M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
120,F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9
124,I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6
125,I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5
126,I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
131,F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9
136,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
137,M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9
141,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
143,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
144,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
146,M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10
148,I,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
153,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
157,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16
162,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
163,F,0.725,0.56,0.21,2.141,0.65,0.398,1.005,18
170,M,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14
172,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
174,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
176,I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5
182,F,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
183,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
186,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12
191,M,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12
195,M,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12
197,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
199,M,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10
201,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13
202,F,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12
203,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13
204,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8
206,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
208,F,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13
211,M,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7
212,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
214,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
215,M,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10
218,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
219,F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
225,F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
230,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13
231,M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14
236,I,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
237,I,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
238,I,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
239,I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
240,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
242,I,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5
244,I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
245,I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
248,I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7
250,I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7
253,F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15
254,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
257,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
259,F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13
263,I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4
265,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
266,M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14
268,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
270,F,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22
271,M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
272,M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
276,F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12
281,I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7
282,F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9
284,M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14
285,F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
287,F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17
288,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
291,F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12
295,I,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6
296,I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6
301,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13
308,M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14
310,F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
313,F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23
314,M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
315,I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8
316,F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
321,I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
323,I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5
324,M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7
325,I,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7
326,I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7
328,M,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8
330,M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12
332,I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
333,I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5
334,F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
338,M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13
340,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
342,M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
343,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12
344,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8
347,I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6
348,I,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8
349,M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14
355,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
357,F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
361,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12
362,F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
364,F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12
365,M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19
369,F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
371,F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
372,F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
376,M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11
378,M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15
379,F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
382,M,0.485,0.4,0.135,0.663,0.313,0.137,0.2,10
383,M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12
388,M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14
392,F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10
397,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
399,M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11
403,F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
407,M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16
410,M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15
414,F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
417,M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
418,F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16
421,I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11
423,I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8
425,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
430,F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18
433,M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22
435,M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11
438,M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9
441,I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8
446,M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13
450,M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
452,F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
455,M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11
456,F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15
458,I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10
461,F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12
463,I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5
464,I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6
466,F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
471,F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10
472,I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
474,F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
477,M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17
482,M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,15
483,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19
484,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12
488,M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11
491,M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13
492,F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
493,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
494,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17
498,F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11
499,M,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10
501,F,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23
503,F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
505,M,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15
509,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16
511,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10
517,M,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5
524,M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4
526,M,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
532,I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12
533,F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9
539,F,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10
540,F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15
544,F,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10
546,M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
547,M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7
548,F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12
553,I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13
559,I,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13
560,F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8
562,F,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11
565,M,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10
566,I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12
567,I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
568,M,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7
584,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
587,F,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13
589,F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13
590,I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
591,F,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9
593,F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19
594,M,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12
596,F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
598,I,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12
601,F,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,10
605,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
606,M,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9
616,F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12
617,M,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7
618,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9
620,M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10
629,M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
635,M,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8
638,I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14
646,M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
656,F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17
657,F,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16
663,F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
664,I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19
665,F,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10
667,F,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15
668,M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13
669,F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13
671,F,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
676,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
677,F,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11
682,F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7
685,M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15
687,F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16
690,M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
692,F,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11
695,I,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7
700,M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12
701,F,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14
702,F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9
703,M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
707,F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10
709,I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7
710,I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7
711,M,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11
712,I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7
713,M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8
714,M,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9
717,I,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6
720,I,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
721,M,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13
724,M,0.465,0.36,0.08,0.488,0.191,0.125,0.155,11
725,F,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17
726,M,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10
733,M,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,13
734,M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
736,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12
739,M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10
743,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17
744,M,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20
745,F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
746,F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
747,M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
752,F,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13
753,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
758,M,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13
763,M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14
764,F,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14
765,M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11
767,M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9
770,F,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11
771,I,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8
774,M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10
778,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15
779,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15
781,M,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12
782,M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10
786,F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9
788,F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9
792,M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9
794,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
796,M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11
797,M,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9
798,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11
805,M,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7
809,F,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12
815,I,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7
816,I,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
817,I,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6
818,I,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6
819,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7
822,I,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7
826,I,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6
827,I,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6
828,I,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6
832,I,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
834,I,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7
837,I,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9
839,I,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9
840,M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8
843,M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8
847,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10
849,M,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10
850,F,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10
854,M,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10
856,M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9
857,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12
861,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12
863,F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
867,F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12
868,F,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10
872,M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
876,M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
880,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11
882,M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17
884,M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
885,F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10
886,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
887,F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
891,M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17
893,I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
895,I,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6
896,I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4
900,I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
902,I,0.305,0.22,0.07,0.141,0.062,0.031,0.037,5
909,I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7
912,I,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7
914,I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7
917,I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7
918,I,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7
922,I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6
923,I,0.425,0.34,0.1,0.382,0.164,0.096,0.1,6
926,I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
928,I,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6
932,I,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
934,I,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8
935,I,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7
937,I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
938,I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6
941,I,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7
945,M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8
946,F,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8
947,M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9
948,F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6
955,M,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8
956,M,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7
958,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
961,F,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9
968,M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8
969,M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8
970,F,0.515,0.43,0.14,0.834,0.367,0.2,0.23,8
972,F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8
973,M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11
975,F,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8
977,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8
978,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8
980,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
985,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10
986,F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
987,M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8
988,M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
