,testID,currentParameterID,nearestNeighbors,expectedValue,actualValue,correctAssignment
109,0,19,"[111, 46, 57, 59, 102]",18.797739552445762,18,True
101,0,19,"[132, 179, 176, 178, 138]",40.80044448932169,45,True
177,0,19,"[67, 66, 16, 176, 100]",23.200110421779087,32,False
115,0,19,"[128, 55, 175, 42, 44]",60.8002899958813,76,False
208,0,19,"[11, 104, 25, 14, 173]",31.99886299572591,45,False
147,0,19,"[148, 13, 121, 188, 144]",122.58423123218651,111,False
69,0,19,"[92, 185, 178, 18, 16]",33.600151990173245,32,True
65,0,19,"[13, 148, 172, 169, 89]",119.96107834536276,259,False
94,0,19,"[148, 35, 121, 151, 152]",226.27883513828294,237,False
38,0,19,"[126, 138, 118, 125, 55]",46.19984665901033,71,False
108,0,19,"[46, 111, 102, 57, 59]",18.79913256031267,11,False
134,0,19,"[42, 44, 136, 135, 128]",62.60094920587654,45,False
40,0,19,"[126, 132, 125, 44, 138]",44.000547609537236,36,False
154,0,19,"[35, 121, 136, 135, 120]",111.97311887908631,214,False
63,0,19,"[89, 180, 172, 13, 179]",82.8051868233499,144,False
6,0,19,"[95, 153, 152, 151, 3]",358.0555010126363,367,False
107,0,19,"[46, 111, 102, 57, 59]",18.797957726113523,11,False
192,0,19,"[169, 153, 152, 151, 95]",366.99582041562667,405,False
200,0,19,"[176, 173, 100, 182, 181]",19.19892978391779,12,False
103,0,19,"[47, 207, 10, 105, 84]",35.87307835313512,13,False
198,0,19,"[195, 91, 90, 82, 5]",178.96807051095595,915,False
160,0,19,"[161, 159, 127, 37, 131]",28.39939344079222,21,False
80,0,19,"[84, 27, 28, 26, 10]",39.400422279658144,16,False
88,0,19,"[91, 90, 129, 52, 43]",121.51235445218396,134,False
168,0,19,"[31, 167, 19, 155, 146]",201.32496482877855,140,False
201,0,19,"[203, 171, 170, 49, 85]",33.40375311321731,14,False
205,0,19,"[149, 119, 184, 127, 183]",56.39496190114406,46,False
33,0,19,"[165, 166, 193, 184, 149]",74.99391643533048,63,False
194,0,19,"[91, 90, 34, 1, 97]",196.4438723852992,114,False
117,0,19,"[174, 112, 171, 170, 203]",33.19843573643287,24,False
7,0,19,"[191, 5, 155, 1, 189]",269.7234516406575,489,False
133,0,19,"[149, 183, 184, 127, 119]",56.39545057163557,32,False
140,0,19,"[127, 119, 129, 149, 183]",65.79802261591678,62,True
73,0,19,"[76, 174, 75, 84, 24]",37.99743942160846,36,True
156,0,19,"[19, 31, 191, 155, 5]",276.8541404999491,510,False
61,0,19,"[47, 207, 10, 105, 84]",35.81406477287033,22,False
99,0,19,"[10, 105, 27, 84, 28]",39.20692746809304,6,False
30,0,19,"[31, 19, 12, 146, 64]",162.43844830312514,274,False
110,0,19,"[47, 207, 10, 105, 84]",35.826590581137765,22,False
51,0,19,"[47, 207, 10, 105, 84]",35.80323233715796,24,False
145,0,19,"[146, 12, 64, 129, 167]",101.81327119243856,74,False
83,0,19,"[27, 28, 84, 26, 10]",39.40006656927279,16,False
109,0,19,"[47, 207, 10, 105, 84]",35.83197998353071,18,False
101,0,19,"[37, 204, 183, 131, 139]",29.800202938099627,45,False
177,0,19,"[203, 85, 86, 170, 171]",29.00023462303645,32,True
115,0,19,"[52, 114, 56, 49, 129]",80.17959703202406,76,True
208,0,19,"[10, 105, 207, 84, 27]",37.20130685577029,45,False
147,0,19,"[146, 167, 12, 130, 64]",113.0383368328398,111,True
69,0,19,"[87, 183, 70, 184, 206]",40.80082709346746,32,False
65,0,19,"[19, 64, 31, 12, 146]",163.23043906331765,259,False
94,0,19,"[34, 146, 191, 189, 155]",192.24893879514258,237,False
38,0,19,"[127, 161, 37, 131, 159]",28.395595110036833,71,False
108,0,19,"[47, 207, 10, 105, 84]",35.840401115157874,11,False
134,0,19,"[43, 41, 129, 119, 187]",64.20556264555454,45,False
40,0,19,"[127, 131, 37, 161, 159]",28.3981894152726,36,False
154,0,19,"[34, 190, 1, 146, 129]",144.178665611503,214,False
63,0,19,"[64, 12, 193, 146, 70]",92.1254738041664,144,False
6,0,19,"[191, 5, 155, 1, 189]",269.7234516406575,367,False
107,0,19,"[47, 207, 10, 105, 84]",35.841201745494466,11,False
192,0,19,"[191, 5, 155, 189, 195]",257.5691696131216,405,False
200,0,19,"[203, 171, 170, 49, 85]",33.40348813456218,12,False
103,0,19,"[102, 111, 59, 57, 58]",18.00390766637502,13,False
198,0,19,"[82, 197, 3, 2, 152]",240.73038882671804,915,False
160,0,19,"[142, 127, 159, 126, 183]",37.99765240906659,21,False
80,0,19,"[25, 28, 29, 100, 171]",45.39559984510021,16,False
88,0,19,"[128, 135, 186, 144, 143]",81.1990774223409,134,False
168,0,19,"[153, 155, 151, 152, 191]",345.78925949906426,140,False
201,0,19,"[203, 176, 171, 100, 159]",24.398692104533087,14,False
205,0,19,"[141, 180, 179, 56, 128]",73.9913053034572,46,False
33,0,19,"[166, 165, 188, 135, 184]",73.37859067863351,63,False
194,0,19,"[135, 34, 186, 3, 2]",136.54295420152343,114,False
117,0,19,"[171, 100, 176, 203, 113]",27.7999960133487,24,True
7,0,19,"[153, 191, 152, 155, 151]",345.78724524418317,489,False
133,0,19,"[141, 56, 179, 180, 126]",68.99985613232427,32,False
140,0,19,"[141, 180, 56, 179, 128]",73.98857252138494,62,False
73,0,19,"[74, 18, 62, 76, 16]",34.99527248152667,36,True
156,0,19,"[153, 191, 152, 155, 151]",339.18924553245904,510,False
61,0,19,"[59, 57, 58, 111, 104]",19.81071447641097,22,True
99,0,19,"[104, 25, 28, 29, 105]",44.20330666098791,6,False
30,0,19,"[189, 166, 165, 188, 180]",115.16392297403291,274,False
110,0,19,"[111, 59, 57, 58, 102]",17.996072977970197,22,True
51,0,19,"[104, 59, 57, 58, 111]",19.809109230588675,24,True
145,0,19,"[186, 188, 144, 135, 141]",88.56268884045849,74,False
83,0,19,"[25, 100, 28, 105, 171]",46.39608425390283,16,False
109,0,19,"[111, 59, 57, 58, 102]",17.996072977970197,18,True
101,0,19,"[56, 37, 179, 36, 176]",41.99538622009077,45,True
177,0,19,"[66, 176, 100, 16, 203]",22.2002306121901,32,False
115,0,19,"[128, 42, 43, 41, 175]",54.39759621538265,76,False
208,0,19,"[105, 104, 25, 28, 29]",44.206740994865115,45,True
147,0,19,"[186, 188, 144, 130, 135]",103.74802305138822,111,False
69,0,19,"[92, 70, 183, 184, 18]",34.00116876784852,32,True
65,0,19,"[189, 151, 155, 152, 130]",259.3921442415422,259,True
94,0,19,"[34, 191, 189, 151, 155]",229.12809954485405,237,False
38,0,19,"[127, 142, 126, 37, 183]",40.39008430560504,71,False
108,0,19,"[102, 111, 59, 57, 58]",17.999633167597185,11,False
134,0,19,"[42, 43, 41, 135, 128]",55.203751122236824,45,False
40,0,19,"[126, 127, 142, 37, 183]",40.39582997682895,36,True
154,0,19,"[34, 186, 135, 188, 144]",97.78337600816535,214,False
63,0,19,"[180, 141, 188, 186, 135]",93.17553448824738,144,False
6,0,19,"[153, 191, 152, 155, 151]",345.78724524418317,367,False
107,0,19,"[111, 102, 59, 57, 58]",17.995704675128493,11,False
192,0,19,"[153, 191, 152, 155, 151]",345.8065792235258,405,False
200,0,19,"[203, 176, 171, 100, 159]",24.398620706261276,12,False
103,0,19,"[60, 10, 14, 84, 27]",22.666996412052615,13,False
198,0,19,"[199, 8, 91, 90, 5]",477.7111991281107,915,False
160,0,19,"[161, 39, 162, 131, 139]",28.00065727979034,21,False
80,0,19,"[84, 27, 26, 14, 24]",22.999769571739154,16,False
88,0,19,"[91, 90, 116, 52, 129]",122.7674649620599,134,False
168,0,19,"[169, 167, 146, 13, 5]",172.2107479265333,140,False
201,0,19,"[202, 170, 53, 49, 114]",38.20285139805492,14,False
205,0,19,"[132, 138, 55, 185, 44]",53.20519256136266,46,False
33,0,19,"[32, 136, 35, 149, 121]",108.63820150865025,63,False
194,0,19,"[136, 35, 91, 90, 1]",174.41606063898996,114,False
117,0,19,"[112, 174, 173, 182, 170]",30.199036328328802,24,False
7,0,19,"[95, 5, 1, 190, 8]",372.08994912668453,489,False
133,0,19,"[132, 185, 138, 55, 149]",59.8051628037382,32,False
140,0,19,"[132, 138, 55, 185, 129]",54.80575618321212,62,False
73,0,19,"[78, 174, 84, 24, 26]",32.7985796850289,36,True
156,0,19,"[169, 95, 19, 31, 5]",296.85630267908545,510,False
61,0,19,"[60, 10, 14, 84, 26]",23.836877483721125,22,True
99,0,19,"[10, 14, 84, 27, 26]",25.998114825129875,6,False
30,0,19,"[31, 169, 19, 148, 146]",186.8000434488158,274,False
110,0,19,"[60, 10, 14, 84, 27]",22.63840515936751,22,True
51,0,19,"[60, 10, 14, 84, 27]",22.609862738099725,24,True
145,0,19,"[146, 148, 13, 12, 121]",119.80357373081077,74,False
83,0,19,"[27, 14, 84, 26, 24]",23.00013195277618,16,False
109,0,19,"[60, 10, 14, 84, 27]",22.63844161335928,18,True
101,0,19,"[132, 138, 204, 131, 139]",34.79994793360127,45,False
177,0,19,"[202, 85, 67, 170, 157]",21.199626470727644,32,False
115,0,19,"[116, 52, 114, 44, 49]",77.59516758649613,76,True
208,0,19,"[10, 14, 84, 27, 26]",25.99637507673724,45,False
147,0,19,"[146, 148, 13, 121, 167]",121.39994728137187,111,False
69,0,19,"[87, 185, 67, 85, 139]",37.59896815680228,32,False
65,0,19,"[64, 19, 13, 12, 31]",172.43819747386235,259,False
94,0,19,"[148, 35, 146, 190, 121]",149.99006457530766,237,False
38,0,19,"[161, 118, 39, 162, 119]",39.80118012683793,71,False
108,0,19,"[60, 10, 14, 84, 27]",22.63885442060294,11,False
134,0,19,"[136, 129, 119, 118, 120]",72.00131394729202,45,False
40,0,19,"[39, 161, 119, 131, 118]",36.20106715128972,36,True
154,0,19,"[35, 121, 136, 190, 120]",135.78782083332496,214,False
63,0,19,"[64, 12, 193, 13, 146]",107.39071056527955,144,False
6,0,19,"[95, 5, 1, 190, 8]",372.08994912668453,367,False
107,0,19,"[60, 10, 14, 84, 27]",22.638557145071555,11,False
192,0,19,"[169, 95, 5, 35, 148]",269.0429688329665,405,False
200,0,19,"[202, 170, 53, 49, 114]",38.203022899880935,12,False
103,0,19,"[102, 111, 46, 122, 10]",22.45822183456646,13,False
198,0,19,"[199, 8, 195, 3, 1]",473.14169003817756,915,False
160,0,19,"[161, 142, 127, 159, 37]",35.19936877876943,21,False
80,0,19,"[84, 25, 10, 14, 105]",34.19870834052792,16,False
88,0,19,"[116, 42, 143, 41, 121]",71.41203258644,134,False
168,0,19,"[155, 191, 148, 19, 153]",269.67879864803876,140,False
201,0,19,"[176, 171, 100, 182, 157]",20.598516060330024,14,False
205,0,19,"[141, 138, 55, 185, 45]",60.00051471138777,46,False
33,0,19,"[32, 165, 166, 121, 34]",87.64494189785754,63,False
194,0,19,"[121, 34, 120, 42, 41]",86.19098673344266,114,False
117,0,19,"[174, 171, 113, 100, 182]",29.798869387148134,24,False
7,0,19,"[95, 153, 191, 8, 155]",436.7559993596455,489,False
133,0,19,"[141, 45, 138, 185, 55]",59.999887229581354,32,False
140,0,19,"[141, 138, 55, 127, 119]",58.40075873885722,62,True
73,0,19,"[74, 78, 76, 16, 174]",38.799191648149254,36,True
156,0,19,"[153, 95, 19, 191, 155]",331.69104751248085,510,False
61,0,19,"[46, 111, 102, 10, 105]",26.410138695452233,22,True
99,0,19,"[10, 14, 25, 105, 84]",34.20056587264578,6,False
30,0,19,"[19, 148, 12, 32, 165]",87.4695753349372,274,False
110,0,19,"[111, 46, 102, 10, 105]",26.431701714135084,22,True
51,0,19,"[46, 111, 10, 105, 14]",26.99966683328744,24,True
145,0,19,"[148, 12, 121, 141, 119]",98.77102998253501,74,False
83,0,19,"[25, 10, 14, 84, 105]",34.19814229934267,16,False
109,0,19,"[111, 46, 102, 10, 105]",26.431506442302325,18,False
101,0,19,"[37, 176, 49, 45, 204]",47.000602281282504,45,True
177,0,19,"[66, 16, 176, 100, 157]",19.599767180224806,32,False
115,0,19,"[116, 55, 42, 41, 138]",53.59651732887736,76,False
208,0,19,"[10, 105, 14, 25, 84]",34.199021867062186,45,False
147,0,19,"[148, 121, 12, 141, 143]",98.7412902636449,111,False
69,0,19,"[87, 185, 206, 86, 45]",51.40156849776183,32,False
65,0,19,"[19, 12, 148, 121, 141]",109.55128184329794,259,False
94,0,19,"[148, 34, 121, 191, 32]",132.38599811133017,237,False
38,0,19,"[127, 142, 161, 138, 37]",41.7987392218308,71,False
108,0,19,"[46, 111, 102, 10, 105]",26.434311120338574,11,False
134,0,19,"[42, 41, 119, 116, 185]",56.4027572214222,45,False
40,0,19,"[39, 127, 45, 37, 142]",46.60074630781834,36,False
154,0,19,"[34, 121, 120, 148, 32]",102.76940799988539,214,False
63,0,19,"[12, 141, 148, 185, 87]",77.58843970215976,144,False
6,0,19,"[95, 153, 191, 8, 155]",436.7559993596455,367,False
107,0,19,"[46, 111, 102, 10, 105]",26.432832806173476,11,False
192,0,19,"[191, 153, 155, 195, 95]",351.5567990975168,405,False
200,0,19,"[176, 171, 100, 182, 157]",20.598518553701343,12,False
103,0,19,"[57, 59, 123, 50, 104]",18.001532494065227,13,False
198,0,19,"[82, 91, 90, 5, 2]",181.69784648006532,915,False
160,0,19,"[139, 125, 131, 126, 158]",27.999407063053315,21,False
80,0,19,"[27, 28, 29, 26, 173]",37.79914897973306,16,False
88,0,19,"[91, 90, 128, 129, 144]",113.1326641449035,134,False
168,0,19,"[169, 31, 167, 151, 152]",265.5372402576613,140,False
201,0,19,"[202, 173, 53, 139, 181]",25.000605266307456,14,False
205,0,19,"[132, 180, 179, 149, 126]",69.00459633686968,46,False
33,0,19,"[188, 193, 135, 136, 184]",66.99511446572974,63,True
194,0,19,"[91, 90, 2, 35, 135]",162.38233542277354,114,False
117,0,19,"[112, 173, 202, 85, 181]",23.598439685361058,24,True
7,0,19,"[96, 5, 152, 151, 2]",329.6233410099579,489,False
133,0,19,"[132, 179, 149, 180, 126]",69.00860839212952,32,False
140,0,19,"[132, 180, 179, 128, 129]",69.00278852471385,62,False
73,0,19,"[18, 17, 62, 75, 24]",33.6004083588395,36,True
156,0,19,"[169, 31, 96, 152, 151]",339.23681897069963,510,False
61,0,19,"[57, 59, 50, 104, 207]",27.865571000302953,22,False
99,0,19,"[104, 27, 28, 29, 26]",36.00585536136138,6,False
30,0,19,"[31, 169, 146, 172, 189]",179.26423504787067,274,False
110,0,19,"[57, 59, 50, 104, 207]",27.877494543796438,22,False
51,0,19,"[104, 50, 57, 59, 207]",27.847471342479405,24,True
145,0,19,"[146, 13, 172, 188, 144]",94.18035917211616,74,False
83,0,19,"[27, 28, 29, 173, 26]",37.799423130093615,16,False
109,0,19,"[57, 59, 50, 104, 207]",27.884233106381362,18,False
101,0,19,"[132, 179, 178, 114, 183]",39.199818606557635,45,False
177,0,19,"[67, 202, 85, 158, 18]",23.199772028389276,32,False
115,0,19,"[52, 175, 128, 129, 43]",79.58868594634406,76,True
208,0,19,"[104, 27, 28, 29, 26]",36.00283466742431,45,False
147,0,19,"[146, 13, 167, 188, 144]",105.99060065501743,111,False
69,0,19,"[92, 183, 178, 18, 184]",29.20094550482878,32,True
65,0,19,"[64, 31, 169, 13, 146]",190.85985688501444,259,False
94,0,19,"[35, 189, 146, 151, 152]",227.2336376164115,237,False
38,0,19,"[126, 118, 131, 139, 125]",35.39874868162221,71,False
108,0,19,"[57, 59, 50, 104, 207]",27.893714518594106,11,False
134,0,19,"[43, 135, 136, 128, 129]",65.80137473588549,45,False
40,0,19,"[126, 131, 125, 183, 118]",31.799887552869084,36,True
154,0,19,"[35, 190, 135, 136, 150]",142.79821465391294,214,False
63,0,19,"[64, 89, 193, 172, 180]",85.95690261167867,144,False
6,0,19,"[96, 5, 152, 151, 2]",329.6233410099579,367,False
107,0,19,"[57, 59, 50, 104, 207]",27.89359075050596,11,False
192,0,19,"[169, 5, 152, 151, 189]",273.18321305701716,405,False
200,0,19,"[202, 173, 53, 181, 158]",19.39939533593327,12,False
103,0,19,"[102, 124, 58, 123, 122]",14.205432258211928,13,True
198,0,19,"[199, 5, 3, 1, 2]",411.69585327314473,915,False
160,0,19,"[125, 85, 86, 138, 87]",36.20131726320517,21,False
80,0,19,"[84, 10, 25, 27, 26]",37.79983713597721,16,False
88,0,19,"[91, 90, 128, 136, 43]",104.89216620902936,134,False
168,0,19,"[155, 5, 191, 19, 130]",229.4342086264485,140,False
201,0,19,"[203, 171, 100, 27, 25]",34.20403808196067,14,False
205,0,19,"[141, 55, 138, 56, 45]",62.60041277123058,46,False
33,0,19,"[165, 136, 184, 188, 149]",73.40693419103073,63,False
194,0,19,"[91, 90, 136, 43, 128]",104.902707362734,114,False
117,0,19,"[171, 100, 84, 203, 113]",26.200230740187422,24,True
7,0,19,"[191, 5, 155, 3, 1]",266.56867686491046,489,False
133,0,19,"[45, 55, 141, 56, 138]",62.59949597715584,32,False
140,0,19,"[141, 138, 119, 55, 56]",61.402758457772954,62,True
73,0,19,"[78, 72, 18, 17, 62]",30.599451618390926,36,False
156,0,19,"[191, 155, 5, 19, 3]",236.2879600151037,510,False
61,0,19,"[58, 50, 124, 102, 207]",26.429677219807406,22,True
99,0,19,"[10, 25, 27, 26, 84]",37.79700845974938,6,False
30,0,19,"[19, 64, 146, 13, 165]",109.14178302847436,274,False
110,0,19,"[124, 58, 102, 50, 207]",26.45415562652541,22,True
51,0,19,"[124, 50, 58, 10, 207]",32.62958733554903,24,False
145,0,19,"[146, 13, 136, 64, 128]",101.99601504782825,74,False
83,0,19,"[25, 10, 84, 27, 100]",35.99811612434123,16,False
109,0,19,"[124, 58, 102, 50, 207]",26.458490636366164,18,False
101,0,19,"[45, 56, 203, 171, 55]",50.79839654676562,45,False
177,0,19,"[66, 203, 100, 171, 18]",24.600559483915024,32,False
115,0,19,"[128, 43, 175, 55, 118]",57.79843823163064,76,False
208,0,19,"[10, 105, 25, 84, 27]",37.59992059896652,45,False
147,0,19,"[146, 13, 121, 188, 144]",112.59750271794812,111,True
69,0,19,"[87, 86, 184, 85, 125]",32.799547688663445,32,True
65,0,19,"[64, 19, 13, 146, 141]",110.85372446400541,259,False
94,0,19,"[35, 146, 121, 188, 13]",136.97661246588416,237,False
38,0,19,"[138, 118, 125, 119, 85]",44.19840075630119,71,False
108,0,19,"[124, 102, 58, 50, 10]",20.627902409790316,11,False
134,0,19,"[43, 136, 128, 119, 118]",61.99935742746744,45,False
40,0,19,"[45, 55, 138, 125, 119]",54.99753704297086,36,False
154,0,19,"[35, 121, 188, 136, 144]",120.94670120270833,214,False
63,0,19,"[64, 141, 13, 146, 71]",99.75843373030833,144,False
6,0,19,"[191, 5, 155, 3, 1]",266.56867686491046,367,False
107,0,19,"[124, 102, 58, 50, 10]",20.626854455095927,11,False
192,0,19,"[191, 5, 155, 3, 1]",266.4226461048947,405,False
200,0,19,"[203, 171, 100, 27, 26]",27.00089482455147,12,False
103,0,19,"[111, 57, 59, 104, 11]",25.08339077593481,13,False
198,0,19,"[82, 195, 8, 23, 22]",204.80024253812616,915,False
160,0,19,"[127, 139, 131, 162, 126]",38.199328333491366,21,False
80,0,19,"[28, 29, 14, 11, 24]",35.397680958845804,16,False
88,0,19,"[116, 129, 135, 143, 52]",80.80339392317927,134,False
168,0,19,"[169, 31, 167, 153, 151]",293.5259910616634,140,False
201,0,19,"[202, 176, 53, 182, 157]",20.598386532426783,14,False
205,0,19,"[180, 54, 179, 185, 129]",66.59544789164504,46,False
33,0,19,"[32, 166, 34, 135, 193]",75.61422086144957,63,False
194,0,19,"[135, 34, 120, 93, 151]",133.86544349226918,114,False
117,0,19,"[174, 112, 182, 202, 181]",24.99587339189142,24,True
7,0,19,"[95, 153, 152, 151, 189]",361.5812042052993,489,False
133,0,19,"[185, 54, 126, 39, 127]",42.199995497411734,32,False
140,0,19,"[180, 54, 129, 127, 179]",66.19526054254352,62,True
73,0,19,"[74, 76, 16, 174, 20]",37.594658541293555,36,True
156,0,19,"[153, 169, 31, 95, 152]",384.75582011839924,510,False
61,0,19,"[57, 59, 111, 104, 11]",25.047749187208694,22,True
99,0,19,"[11, 104, 14, 28, 29]",34.010706407215054,6,False
30,0,19,"[31, 169, 148, 189, 12]",199.7344862943662,274,False
