,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,F,I,M,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
3171,0.5766423357664234,0.5585585585585586,0.64,0.277619893428064,0.25222672064777324,0.24275979557069846,0.3094571908226077,0,0,1,13,1.524241165469526e+28,2.3233111305118994e+56,1,0.05,0.5
1655,0.6861313868613139,0.6576576576576576,0.62,0.3420959147424512,0.3421052631578947,0.3432708688245315,0.3318410744264129,1,0,0,8,1.3423029141445258e+28,1.8017771133208862e+56,1,0.05,0.5
1318,0.6204379562043797,0.6036036036036034,0.56,0.26856127886323267,0.27246963562753035,0.2759795570698467,0.25349748181309456,0,1,0,9,1.2531696358848888e+28,1.5704341363038648e+56,1,0.05,0.5
3099,0.6496350364963503,0.6936936936936936,0.6,0.33250444049733574,0.3489878542510121,0.43867120954003413,0.27644096250699496,0,0,1,9,1.6347710788930005e+28,2.672476480384985e+56,1,0.05,0.5
3655,0.5839416058394161,0.5675675675675674,0.5,0.269449378330373,0.27651821862348175,0.28960817717206133,0.2367095691102406,0,0,1,9,1.4891575862241973e+28,2.217590316609078e+56,1,0.05,0.5
415,0.7153284671532847,0.6756756756756757,0.56,0.3630550621669627,0.28825910931174087,0.37649063032367974,0.3989927252378287,1,0,0,15,1.350045097517854e+28,1.8226217653319919e+56,1,0.05,0.5
435,0.5401459854014599,0.5675675675675674,0.6,0.23143872113676736,0.22429149797570846,0.22827938671209544,0.24230554001119192,0,0,1,11,1.4784129904412921e+28,2.185704970305564e+56,1,0.05,0.5
3481,0.489051094890511,0.45045045045045035,0.42,0.138898756660746,0.1923076923076923,0.05366269165247019,0.11807498601007274,0,1,0,6,1.026264875439247e+28,1.053219594560333e+56,1,0.05,0.5
452,0.7810218978102191,0.8288288288288289,0.78,0.5072824156305507,0.46680161943319837,0.5979557069846678,0.3989927252378287,1,0,0,17,1.5793389319402325e+28,2.4943114619421143e+56,1,0.05,0.5
2058,0.5182481751824818,0.5315315315315315,0.54,0.2154529307282416,0.19878542510121455,0.22402044293015336,0.17907106883044208,0,0,1,8,1.425721037611143e+28,2.0326804770869946e+56,1,0.05,0.5
1733,0.7810218978102191,0.7297297297297297,0.7,0.45719360568383666,0.48825910931174094,0.5298126064735946,0.3486289871292669,0,0,1,9,1.7887193516311274e+28,3.199516918899681e+56,1,0.05,0.5
3,0.4525547445255475,0.48648648648648646,0.5,0.17957371225577268,0.17085020242914978,0.1890971039182283,0.16955791829882483,0,0,1,10,1.3615124918999212e+28,1.853716265599533e+56,1,0.05,0.5
1699,0.7372262773722629,0.7297297297297297,0.66,0.5252220248667852,0.5753036437246963,0.5817717206132879,0.4006715165081141,0,1,0,13,1.5348880306624178e+28,2.355881266670755e+56,1,0.05,0.5
1768,0.44525547445255476,0.3693693693693693,0.48,0.20817051509769097,0.2060728744939271,0.2316865417376491,0.18019026301063235,0,1,0,8,1.0648002306281523e+28,1.1337995311457663e+56,1,0.05,0.5
1995,0.2773722627737227,0.2612612612612612,0.28,0.04351687388987567,0.04372469635627531,0.03833049403747871,0.04196978175713486,0,1,0,6,8.08009186980154e+27,6.528788462443295e+55,1,0.05,0.5
3134,0.4817518248175183,0.4774774774774775,0.5,0.19058614564831264,0.17165991902834007,0.18313458262350937,0.20872971460548403,0,0,1,8,1.374401270444561e+28,1.888978852199623e+56,1,0.05,0.5
1919,0.6934306569343066,0.7117117117117117,0.66,0.37673179396092366,0.38663967611336025,0.3245315161839864,0.3900391717963066,0,1,0,10,1.4059324939826061e+28,1.976646177636151e+56,1,0.05,0.5
436,0.3357664233576642,0.32432432432432434,0.38,0.0733570159857904,0.06437246963562752,0.06899488926746167,0.09681029658645773,0,1,0,7,8.967947969640608e+27,8.04240907861811e+55,1,0.05,0.5
953,0.5182481751824818,0.4954954954954955,0.46,0.16625222024866784,0.15789473684210525,0.1575809199318569,0.140458869613878,1,0,0,7,1.0683202407337165e+28,1.141308136761346e+56,1,0.05,0.5
3022,0.4817518248175183,0.4954954954954955,0.44,0.13712255772646537,0.1165991902834008,0.1405451448040886,0.1589255735870173,0,1,0,8,1.0532487856062593e+28,1.10933300438106e+56,1,0.05,0.5
1813,0.7664233576642336,0.7657657657657658,0.8,0.5460035523978686,0.5736842105263158,0.5298126064735946,0.5176273083379966,1,0,0,9,1.5920954100562483e+28,2.5347677947221733e+56,1,0.05,0.5
2199,0.8029197080291972,0.8198198198198199,0.8,0.5632326820603908,0.42145748987854253,0.6890971039182283,0.650811415780638,1,0,0,21,1.6472950587784614e+28,2.7135810106759344e+56,1,0.05,0.5
4155,0.4525547445255475,0.45945945945945943,0.44,0.13143872113676733,0.12388663967611335,0.14735945485519591,0.12479015109121432,0,1,0,6,1.029996820593321e+28,1.06089345043235e+56,1,0.05,0.5
1205,0.8978102189781022,0.8468468468468467,0.86,0.6822380106571937,0.7218623481781377,0.7759795570698468,0.5556799104644655,0,0,1,11,2.065201264274594e+28,4.265056261961382e+56,1,0.05,0.5
3357,0.35766423357664234,0.3423423423423423,0.4,0.08117229129662522,0.08137651821862348,0.08943781942078365,0.07442641298265248,0,1,0,8,9.194493369746261e+27,8.453870832630796e+55,1,0.05,0.5
1139,0.6496350364963503,0.6756756756756757,0.66,0.3049733570159858,0.34858299595141695,0.3304940374787053,0.26245103525461666,1,0,0,9,1.3300469450175606e+28,1.769024875950546e+56,1,0.05,0.5
2995,0.7007299270072993,0.7027027027027026,0.68,0.45133214920071046,0.4797570850202429,0.5119250425894378,0.36541689983212083,0,0,1,9,1.7474100869763469e+28,3.053442012066684e+56,1,0.05,0.5
2074,0.6642335766423357,0.7027027027027026,0.6,0.37957371225577263,0.33198380566801616,0.35519591141396933,0.39451594851706767,1,0,0,11,1.3603167782241884e+28,1.8504617371182357e+56,1,0.05,0.5
198,0.6277372262773724,0.6396396396396395,0.64,0.3238010657193606,0.34615384615384615,0.2981260647359455,0.2870733072188024,0,0,1,15,1.5957617934010967e+28,2.5464557012786844e+56,1,0.05,0.5
2880,0.5036496350364964,0.5045045045045045,0.44,0.17175843694493784,0.1672064777327935,0.18057921635434412,0.1689983212087297,0,1,0,8,1.0866936523326134e+28,1.180903094019995e+56,1,0.05,0.5
3677,0.6934306569343066,0.7117117117117117,0.66,0.39573712255772653,0.3947368421052631,0.3730834752981261,0.39395635142697255,0,0,1,11,1.6950010366906226e+28,2.8730285143822853e+56,1,0.05,0.5
1064,0.24817518248175183,0.2252252252252252,0.32,0.04085257548845471,0.04089068825910931,0.04003407155025554,0.03973139339675433,0,1,0,6,7.99069867298885e+27,6.385126528250578e+55,1,0.05,0.5
700,0.3722627737226278,0.3423423423423423,0.42,0.0994671403197158,0.09473684210526315,0.11158432708688247,0.09401231113598207,0,0,1,12,1.216748083936711e+28,1.4804758997636574e+56,1,0.05,0.5
3232,0.5182481751824818,0.5675675675675674,0.6,0.24351687388987567,0.19109311740890686,0.27172061328790464,0.29266927811975374,0,0,1,13,1.4844151078006921e+28,2.2034882122669403e+56,1,0.05,0.5
3279,0.7664233576642336,0.7837837837837838,0.76,0.5035523978685613,0.3955465587044534,0.536626916524702,0.6284275321768327,1,0,0,18,1.5658450221596948e+28,2.451870633422295e+56,1,0.05,0.5
2736,0.43795620437956206,0.44144144144144143,0.44,0.12575488454706926,0.12510121457489878,0.1405451448040886,0.11359820928931168,0,1,0,7,1.01636758648407e+28,1.0330030708554532e+56,1,0.05,0.5
3588,0.759124087591241,0.7567567567567568,0.74,0.4845470692717585,0.6036437246963563,0.3023850085178876,0.4090654728595411,0,0,1,12,1.7919105233684373e+28,3.210943323758547e+56,1,0.05,0.5
2938,0.7226277372262774,0.7297297297297297,0.64,0.42859680284191837,0.45991902834008097,0.3475298126064736,0.3933967543368774,1,0,0,11,1.426702671189708e+28,2.035480511979848e+56,1,0.05,0.5
4104,0.8467153284671532,0.8108108108108109,0.7,0.6737122557726466,0.702834008097166,0.7725724020442931,0.5277000559597089,1,0,0,11,1.6941028382918914e+28,2.869984426708642e+56,1,0.05,0.5
2219,0.5182481751824818,0.5045045045045045,0.58,0.20532859680284193,0.1894736842105263,0.19165247018739354,0.20872971460548403,1,0,0,13,1.1354112668211134e+28,1.2891587448243255e+56,1,0.05,0.5
3825,0.7226277372262774,0.6756756756756757,0.68,0.41065719360568387,0.3692307692307692,0.43185689948892675,0.4376049244543928,0,0,1,11,1.714909035025225e+28,2.9409129984111485e+56,1,0.05,0.5
785,0.613138686131387,0.5765765765765765,0.7,0.36642984014209595,0.2631578947368421,0.3909710391822828,0.32120872971460546,0,0,1,15,1.6060141700710583e+28,2.57928151446903e+56,1,0.05,0.5
1491,0.6934306569343066,0.7567567567567568,0.68,0.4541740674955595,0.48218623481781375,0.49659284497444633,0.36709569110240625,1,0,0,9,1.4711526925215446e+28,2.16429024471339e+56,1,0.05,0.5
1123,0.613138686131387,0.5765765765765765,0.54,0.28561278863232686,0.3421052631578947,0.31090289608177174,0.19194180190263008,1,0,0,8,1.2350818337821317e+28,1.5254271361386331e+56,1,0.05,0.5
3363,0.5985401459854015,0.5585585585585586,0.6,0.2657193605683837,0.2449392712550607,0.348381601362862,0.20872971460548403,0,1,0,10,1.2465535926748204e+28,1.553895859410502e+56,1,0.05,0.5
4066,0.38686131386861317,0.38738738738738737,0.34,0.10888099467140319,0.12024291497975707,0.0809199318568995,0.10072747621712366,0,1,0,7,9.383129496052741e+27,8.804311913969496e+55,1,0.05,0.5
1867,0.5766423357664234,0.5765765765765765,0.48,0.2079928952042629,0.22348178137651822,0.19931856899488926,0.18578623391158366,0,1,0,9,1.164240787766336e+28,1.3554566118987785e+56,1,0.05,0.5
691,0.18248175182481755,0.17117117117117117,0.3,0.02699822380106572,0.024291497975708502,0.029812606473594554,0.024062674874090653,0,1,0,5,7.476134024296165e+27,5.589257994923876e+55,1,0.05,0.5
630,0.5036496350364964,0.48648648648648646,0.46,0.17033747779751332,0.1769230769230769,0.20528109028960817,0.1454952434247342,0,1,0,9,1.0896982817067272e+28,1.1874423451545939e+56,1,0.05,0.5
3354,0.4744525547445256,0.4774774774774775,0.44,0.15204262877442273,0.16315789473684209,0.161839863713799,0.13598209289311694,1,0,0,10,1.0426026188042784e+28,1.0870202207375396e+56,1,0.05,0.5
3921,0.35766423357664234,0.33333333333333337,0.38,0.07531083481349911,0.06720647773279351,0.06814310051107325,0.08561835478455511,0,0,1,10,1.1792806151797444e+28,1.3907027693387165e+56,1,0.05,0.5
3945,0.1532846715328467,0.14414414414414412,0.26,0.018117229129662522,0.012955465587044534,0.028960817717206138,0.017347509792949075,0,1,0,6,7.143770963865045e+27,5.103346358416131e+55,1,0.05,0.5
3226,0.4233576642335766,0.4054054054054054,0.52,0.14316163410301952,0.12955465587044535,0.17546848381601363,0.12926692781197535,1,0,0,10,1.0230486132957828e+28,1.0466284651664241e+56,1,0.05,0.5
3587,0.7372262773722629,0.7207207207207207,0.68,0.4827708703374778,0.52834008097166,0.5153321976149915,0.40458869613878,0,0,1,10,1.7843688898175158e+28,3.183972334948594e+56,1,0.05,0.5
3663,0.613138686131387,0.5495495495495496,0.54,0.25097690941385437,0.2647773279352227,0.2495741056218058,0.2434247341913822,0,1,0,9,1.2177166485158616e+28,1.4828338360727023e+56,1,0.05,0.5
3689,0.7299270072992702,0.7387387387387387,0.78,0.4602131438721137,0.41417004048583,0.5579216354344123,0.41578063794068265,1,0,0,9,1.514275590136302e+28,2.293030562882646e+56,1,0.05,0.5
1313,0.613138686131387,0.6036036036036034,0.6,0.30692717584369456,0.3307692307692307,0.3194207836456559,0.2736429770565193,0,0,1,9,1.565332303483004e+28,2.4502652203274075e+56,1,0.05,0.5
390,0.41605839416058393,0.4144144144144144,0.4,0.11047957371225578,0.12064777327935221,0.09625212947189096,0.11359820928931168,0,1,0,10,9.779675193114959e+27,9.564204688282811e+55,1,0.05,0.5
110,0.5328467153284672,0.5405405405405406,0.5,0.1886323268206039,0.188663967611336,0.22402044293015336,0.16955791829882483,0,0,1,9,1.4132770648512832e+28,1.9973520620346582e+56,1,0.05,0.5
2332,0.562043795620438,0.5855855855855855,0.54,0.21989342806394316,0.22429149797570846,0.21124361158432708,0.2367095691102406,1,0,0,9,1.178106985142683e+28,1.3879360684419817e+56,1,0.05,0.5
3461,0.7226277372262774,0.7207207207207207,0.64,0.3911190053285968,0.36032388663967607,0.47614991482112434,0.38220481253497474,1,0,0,11,1.4234239325377407e+28,2.0261356917212064e+56,1,0.05,0.5
907,0.29197080291970806,0.3063063063063063,0.34,0.06589698046181172,0.05910931174089068,0.046848381601362864,0.045886961387800775,0,1,0,6,8.522842010198452e+27,7.263883593080359e+55,1,0.05,0.5
2465,0.5401459854014599,0.5315315315315315,0.52,0.24813499111900533,0.21902834008097166,0.2810902896081772,0.1975377728035814,0,0,1,11,1.4495892653985646e+28,2.10130903835875e+56,1,0.05,0.5
651,0.29927007299270075,0.27027027027027023,0.36,0.055417406749555954,0.044534412955465584,0.06303236797274277,0.06323447118074985,0,1,0,6,8.508275535111018e+27,7.239075258136868e+55,1,0.05,0.5
2675,0.6861313868613139,0.7117117117117117,0.84,0.7023090586145648,0.8101214574898784,0.7086882453151618,0.5456071628427531,0,0,1,10,1.9596596857255335e+28,3.840266083857897e+56,1,0.05,0.5
3644,0.5036496350364964,0.48648648648648646,0.42,0.14458259325044404,0.12955465587044535,0.16354344122657583,0.13822048125349748,0,1,0,7,1.0560677292443592e+28,1.1152790487513372e+56,1,0.05,0.5
690,0.5401459854014599,0.5045045045045045,0.6,0.222202486678508,0.20161943319838055,0.24190800681431004,0.20872971460548403,0,0,1,10,1.4512328500201764e+28,2.1060767849776838e+56,1,0.05,0.5
787,0.5328467153284672,0.5225225225225225,0.54,0.24813499111900533,0.1672064777327935,0.22913117546848386,0.28931169557918296,0,0,1,12,1.4454712529915858e+28,2.089387143225065e+56,1,0.05,0.5
3407,0.32116788321167883,0.3063063063063063,0.32,0.0644760213143872,0.061943319838056676,0.07410562180579217,0.05540011191941801,0,1,0,6,8.621854158496719e+27,7.433636913038718e+55,1,0.05,0.5
3622,0.7664233576642336,0.7387387387387387,0.66,0.4474245115452931,0.4850202429149798,0.4412265758091994,0.37101287073307215,0,0,1,10,1.7593907051499547e+28,3.095455653368055e+56,1,0.05,0.5
3953,0.489051094890511,0.46846846846846846,0.48,0.20248667850799293,0.20283400809716598,0.15076660988074958,0.20201454952434245,0,1,0,8,1.093896653180161e+28,1.1966098878387574e+56,1,0.05,0.5
0,0.4744525547445256,0.48648648648648646,0.38,0.17886323268206042,0.17813765182186234,0.1669505962521295,0.1639619473978735,0,0,1,15,1.329090477483457e+28,1.766481497337204e+56,1,0.05,0.5
1505,0.7372262773722629,0.7477477477477478,0.74,0.460923623445826,0.4368421052631579,0.536626916524702,0.4180190263010632,0,0,1,8,1.7964617991282847e+28,3.2272749957272333e+56,1,0.05,0.5
2659,0.613138686131387,0.6216216216216215,0.54,0.29591474245115457,0.3477732793522267,0.3347529812606474,0.20313374370453272,1,0,0,8,1.2578732676731725e+28,1.5822451575267847e+56,1,0.05,0.5
758,0.6423357664233577,0.6216216216216215,0.62,0.3927175843694494,0.382995951417004,0.389267461669506,0.29826524902070506,0,0,1,13,1.6266964813109183e+28,2.646141442309323e+56,1,0.05,0.5
4116,0.7226277372262774,0.6936936936936936,0.64,0.4373001776198935,0.528744939271255,0.4420783645655878,0.30777839955232233,0,0,1,9,1.7231940989131355e+28,2.969397902529053e+56,1,0.05,0.5
2184,0.2773722627737227,0.25225225225225223,0.32,0.049023090586145644,0.04817813765182186,0.04770017035775128,0.04644655847789591,0,1,0,6,8.21166237988339e+27,6.743139904119214e+55,1,0.05,0.5
1499,0.7299270072992702,0.6756756756756757,0.58,0.38721136767317943,0.41740890688259114,0.4378194207836457,0.3049804141018467,0,0,1,9,1.6730639581319298e+28,2.7991430080000797e+56,1,0.05,0.5
2287,0.3722627737226278,0.37837837837837834,0.42,0.11403197158081706,0.1068825910931174,0.12180579216354344,0.10800223838836037,1,0,0,7,9.478128077775028e+27,8.983491185870735e+55,1,0.05,0.5
1759,0.8905109489051095,0.8468468468468467,0.82,0.7490230905861458,0.7781376518218623,0.8781942078364565,0.5355344152210408,1,0,0,12,1.8009653374859459e+28,3.243476146825867e+56,1,0.05,0.5
2062,0.5474452554744526,0.5225225225225225,0.52,0.22486678507992897,0.25020242914979757,0.24872231686541738,0.1656407386681589,0,0,1,7,1.4392239502640708e+28,2.0713655790137165e+56,1,0.05,0.5
1712,0.7518248175182483,0.7477477477477478,0.64,0.4373001776198935,0.46720647773279356,0.46507666098807504,0.3486289871292669,1,0,0,9,1.4596429585076328e+28,2.1305575663209153e+56,1,0.05,0.5
131,0.4525547445255475,0.45945945945945943,0.5,0.13960923623445826,0.1380566801619433,0.10221465076660988,0.140458869613878,1,0,0,9,1.0306124264392152e+28,1.062161973530927e+56,1,0.05,0.5
883,0.7737226277372263,0.7837837837837838,0.68,0.4902309058614565,0.4744939271255061,0.35604770017035775,0.5030777839955232,0,0,1,15,1.7903571941075487e+28,3.2053788824926548e+56,1,0.05,0.5
2850,0.7299270072992702,0.7027027027027026,0.64,0.4378330373001777,0.5008097165991903,0.4633730834752982,0.3318410744264129,0,0,1,10,1.7311668782792434e+28,2.9969387604511007e+56,1,0.05,0.5
2011,0.4671532846715329,0.42342342342342343,0.42,0.17229129662522202,0.20485829959514168,0.1345826235093697,0.140458869613878,0,0,1,8,1.3130531287280223e+28,1.7241085188624484e+56,1,0.05,0.5
456,0.7445255474452556,0.8018018018018018,0.7,0.4300177619893429,0.4093117408906883,0.4361158432708689,0.4325685506435366,1,0,0,15,1.487215115772169e+28,2.211808800581226e+56,1,0.05,0.5
743,0.5693430656934307,0.5585585585585586,0.56,0.28667850799289524,0.22267206477732793,0.30664395229982966,0.2870733072188024,1,0,0,17,1.215556445897742e+28,1.47757747316355e+56,1,0.05,0.5
2473,0.708029197080292,0.6756756756756757,0.7,0.45754884547069274,0.4121457489878542,0.5792163543441228,0.3542249580302182,1,0,0,14,1.4592281222731968e+28,2.1293467128329596e+56,1,0.05,0.5
2305,0.613138686131387,0.5765765765765765,0.54,0.27158081705150977,0.24089068825910928,0.29982964224872233,0.2870733072188024,1,0,0,23,1.227472779686535e+28,1.5066894248713889e+56,1,0.05,0.5
2192,0.6496350364963503,0.7027027027027026,0.66,0.36589698046181174,0.33562753036437243,0.44463373083475305,0.3318410744264129,1,0,0,14,1.3794648754952401e+28,1.9029233427250983e+56,1,0.05,0.5
3305,0.6861313868613139,0.6306306306306305,0.7,0.3717584369449378,0.30647773279352225,0.3628620102214651,0.3933967543368774,0,1,0,16,1.3839614023173894e+28,1.915349163104315e+56,1,0.05,0.5
3258,0.4744525547445256,0.5045045045045045,0.5,0.16820603907637655,0.17085020242914978,0.1686541737649063,0.18074986010072747,0,0,1,7,1.3692604849425583e+28,1.87487427562513e+56,1,0.05,0.5
346,0.5766423357664234,0.5855855855855855,0.64,0.2648312611012434,0.21862348178137653,0.28960817717206133,0.3038612199216564,1,0,0,9,1.2439654948682065e+28,1.547450152422702e+56,1,0.05,0.5
2187,0.5328467153284672,0.5225225225225225,0.54,0.22131438721136767,0.1582995951417004,0.20357751277683134,0.2870733072188024,0,0,1,14,1.4339430835347654e+28,2.056192766817191e+56,1,0.05,0.5
3189,0.613138686131387,0.5585585585585586,0.6,0.3243339253996448,0.32995951417004044,0.358603066439523,0.26468942361499714,0,0,1,7,1.560819961301357e+28,2.4361589515967692e+56,1,0.05,0.5
2855,0.7664233576642336,0.7567567567567568,0.62,0.4612788632326821,0.42064777327935227,0.5843270868824532,0.4269725797425853,1,0,0,11,1.4922356878963123e+28,2.2267673482313803e+56,1,0.05,0.5
1761,0.905109489051095,0.9009009009009008,0.82,0.7850799289520426,0.8732793522267206,0.7120954003407155,0.7011751538891998,0,0,1,12,2.126352621555873e+28,4.521375471197534e+56,1,0.05,0.5
1031,0.759124087591241,0.7207207207207207,0.64,0.4595026642984015,0.45789473684210524,0.526405451448041,0.412982652490207,0,0,1,9,1.766364643878323e+28,3.120044055143395e+56,1,0.05,0.5
152,0.7372262773722629,0.7567567567567568,0.76,0.4834813499111901,0.40647773279352223,0.5144804088586031,0.4997202014549524,1,0,0,10,1.5232455462449146e+28,2.3202769941549684e+56,1,0.05,0.5
2483,0.5985401459854015,0.5765765765765765,0.7,0.31509769094138546,0.21902834008097166,0.40545144804088584,0.3038612199216564,1,0,0,14,1.296569771121606e+28,1.6810931713863336e+56,1,0.05,0.5
4152,0.35036496350364965,0.33333333333333337,0.36,0.07371225577264653,0.07692307692307691,0.08773424190800681,0.06491326245103525,0,1,0,7,8.990411542953682e+27,8.082749971167481e+55,1,0.05,0.5
2225,0.6715328467153284,0.6846846846846847,0.62,0.3007104795737123,0.2846153846153846,0.29131175468483816,0.3094571908226077,0,0,1,13,1.603995867385067e+28,2.572802742588373e+56,1,0.05,0.5
3487,0.5547445255474454,0.5585585585585586,0.52,0.20905861456483127,0.24453441295546555,0.19165247018739354,0.16228315612758812,0,1,0,8,1.162647618220016e+28,1.3517494841526762e+56,1,0.05,0.5
3800,0.8905109489051095,0.8738738738738737,0.82,0.8420959147424512,0.6566801619433198,0.7947189097103918,0.5422495803021824,0,0,1,12,2.077468804836008e+28,4.315876635066752e+56,1,0.05,0.5
4015,0.7372262773722629,0.6936936936936936,0.58,0.4158081705150977,0.5348178137651822,0.3850085178875639,0.24790151091214324,0,0,1,10,1.6870702999493194e+28,2.8462061969710866e+56,1,0.05,0.5
3088,0.43065693430656937,0.4054054054054054,0.34,0.08934280639431616,0.09635627530364371,0.10902896081771722,0.07722439843312813,0,1,0,8,9.511070735712124e+27,9.046046653971956e+55,1,0.05,0.5
2492,0.5036496350364964,0.5135135135135135,0.58,0.19875666074600357,0.13157894736842105,0.1959114139693356,0.20537213206491325,1,0,0,11,1.1228535064925173e+28,1.2607999970425416e+56,1,0.05,0.5
1008,0.7007299270072993,0.6846846846846847,0.62,0.411190053285968,0.4449392712550608,0.4020442930153322,0.3648573027420257,0,0,1,10,1.689957611744492e+28,2.8559567294931474e+56,1,0.05,0.5
362,0.759124087591241,0.7747747747747747,0.7,0.5015985790408526,0.4902834008097166,0.5051107325383305,0.49412423055400106,1,0,0,20,1.5328568396113524e+28,2.349650090743303e+56,1,0.05,0.5
2885,0.5474452554744526,0.5495495495495496,0.5,0.19538188277087035,0.17894736842105263,0.2393526405451448,0.18634583100167879,0,1,0,8,1.1511046069892305e+28,1.3250418162318309e+56,1,0.05,0.5
3109,0.3649635036496351,0.35135135135135126,0.34,0.07744227353463588,0.06761133603238866,0.07410562180579217,0.08002238388360379,0,1,0,7,9.017180717108752e+27,8.130954808499792e+55,1,0.05,0.5
1140,0.6496350364963503,0.6486486486486486,0.54,0.3184724689165187,0.34008097165991896,0.3304940374787053,0.2870733072188024,0,0,1,9,1.5802400320151772e+28,2.4971585587833285e+56,1,0.05,0.5
2096,0.5401459854014599,0.5315315315315315,0.58,0.22753108348134993,0.2174089068825911,0.21976149914821128,0.24230554001119192,0,0,1,11,1.4581401538299306e+28,2.1261727082111736e+56,1,0.05,0.5
1328,0.6423357664233577,0.6396396396396395,0.58,0.2630550621669627,0.22510121457489873,0.368824531516184,0.2439843312814773,0,1,0,10,1.2838220746842676e+28,1.6481991194466173e+56,1,0.05,0.5
2015,0.5036496350364964,0.48648648648648646,0.48,0.18046181172291298,0.21336032388663967,0.18143100511073254,0.14885282596530497,0,1,0,8,1.0995059435042998e+28,1.2089133198012803e+56,1,0.05,0.5
3058,0.7153284671532847,0.6846846846846847,0.64,0.3184724689165187,0.29676113360323886,0.2793867120954004,0.3402350307778399,0,1,0,11,1.3561775128259676e+28,1.8392174462948275e+56,1,0.05,0.5
3339,0.6642335766423357,0.6846846846846847,0.74,0.30088809946714035,0.2769230769230769,0.2989778534923339,0.3038612199216564,1,0,0,12,1.3474107187664318e+28,1.8155156450466724e+56,1,0.05,0.5
3035,0.613138686131387,0.5585585585585586,0.6,0.23623445825932507,0.24048582995951415,0.2444633730834753,0.23111359820928928,0,1,0,10,1.2282103474064392e+28,1.5085006574762462e+56,1,0.05,0.5
3969,0.3649635036496351,0.3693693693693693,0.36,0.09467140319715808,0.13036437246963561,0.10136286201022146,0.08785674314493563,0,1,0,6,9.334616461518896e+27,8.713506448365956e+55,1,0.05,0.5
3097,0.6058394160583943,0.6126126126126125,0.58,0.3296625222024867,0.29473684210526313,0.206984667802385,0.38220481253497474,0,0,1,11,1.5525323361703988e+28,2.4103566548547162e+56,1,0.05,0.5
367,0.656934306569343,0.6486486486486486,0.48,0.37761989342806396,0.38421052631578945,0.46081771720613296,0.29266927811975374,1,0,0,10,1.3205321199752972e+28,1.7438050798864526e+56,1,0.05,0.5
4019,0.7737226277372263,0.7567567567567568,0.62,0.5083481349911191,0.5676113360323887,0.600511073253833,0.37101287073307215,0,0,1,10,1.8114108661274245e+28,3.281209325924506e+56,1,0.05,0.5
447,0.635036496350365,0.6486486486486486,0.74,0.32539964476021316,0.282995951417004,0.2632027257240205,0.41578063794068265,0,0,1,16,1.6320317151321028e+28,2.663527519197033e+56,1,0.05,0.5
1561,0.4671532846715329,0.44144144144144143,0.38,0.11154529307282415,0.10850202429149797,0.10391822827938671,0.11359820928931168,0,1,0,8,9.951037764673378e+27,9.902315259395574e+55,1,0.05,0.5
3823,0.708029197080292,0.6486486486486486,0.54,0.3724689165186501,0.37975708502024286,0.4429301533219762,0.30274202574146614,1,0,0,9,1.3495966354989332e+28,1.8214110785500404e+56,1,0.05,0.5
