,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class
329,4,3,9,6,92.2,102.3,751.5,8.4,23.5,27.0,4.0,0.0,1.4655675420143985
331,7,4,9,6,91.2,124.4,795.3,8.5,21.5,28.0,4.5,0.0,2.8118094353930627
332,4,4,9,6,91.2,124.4,795.3,8.5,17.1,41.0,2.2,0.0,2.503073953743449
337,6,3,9,1,91.6,108.4,764.0,6.2,23.0,34.0,2.2,0.0,4.04375277610604
343,8,6,9,1,91.5,130.1,807.1,7.5,15.9,51.0,4.5,0.0,1.1568811967920856
345,2,2,9,1,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0.0,1.9213246735826988
347,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,0.0
353,7,4,9,5,92.1,99.0,745.3,9.6,19.8,47.0,2.7,0.0,1.000631880307906
357,6,3,9,5,92.5,122.0,789.7,10.2,15.9,55.0,3.6,0.0,0.0
358,6,3,9,5,92.5,122.0,789.7,10.2,19.7,39.0,2.7,0.0,0.0
360,6,5,9,5,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,0.7371640659767197
362,7,4,9,5,88.2,55.2,732.3,11.6,15.2,64.0,3.1,0.0,0.41871033485818504
365,6,5,9,2,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0.0,3.0459499897146083
366,4,5,9,2,91.1,132.3,812.1,12.5,15.9,38.0,5.4,0.0,1.0116009116784799
367,4,5,9,2,91.1,132.3,812.1,12.5,16.4,27.0,3.6,0.0,0.0
372,4,5,8,7,92.0,203.2,664.5,8.1,10.4,75.0,0.9,0.0,0.0
373,5,4,8,4,94.8,222.4,698.6,13.9,20.3,42.0,2.7,0.0,0.0
374,6,5,9,5,90.3,290.0,855.3,7.4,10.3,78.0,4.0,0.0,2.9601050959108397
376,8,6,8,1,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0
379,4,5,1,7,18.7,1.1,171.4,0.0,5.2,100.0,0.9,0.0,0.0
382,8,6,8,3,95.2,217.7,690.0,18.0,28.2,29.0,1.8,0.0,1.925707441737794
383,9,6,8,4,91.6,248.4,753.8,6.3,20.5,58.0,2.7,0.0,3.7812307151781224
385,2,4,8,7,91.6,181.3,613.0,7.6,20.9,50.0,2.2,0.0,2.833213344056216
391,8,6,9,5,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,3.4397768636296306
393,2,4,3,2,93.4,15.0,25.6,11.4,15.2,19.0,7.6,0.0,0.0
397,5,6,8,7,91.6,181.3,613.0,7.6,24.3,33.0,3.6,0.0,1.5325568680981427
402,9,9,8,5,94.8,227.0,706.7,12.0,25.0,36.0,4.0,0.0,0.0
408,4,3,9,5,90.3,290.0,855.3,7.4,19.9,44.0,3.1,0.0,2.174751721484161
411,7,4,2,5,84.6,3.2,43.6,3.3,8.2,53.0,9.4,0.0,1.7263316639055997
412,9,4,7,1,92.3,92.1,442.1,9.8,22.8,27.0,4.5,0.0,0.9669838461896731
413,7,5,8,6,93.7,231.1,715.1,8.4,26.4,33.0,3.6,0.0,0.0
414,5,4,8,7,93.6,235.1,723.1,10.1,24.1,50.0,4.0,0.0,0.0
419,2,5,8,7,91.6,181.3,613.0,7.6,24.8,36.0,4.0,0.0,1.3987168811184478
421,2,4,8,3,95.2,217.7,690.0,18.0,30.8,19.0,4.5,0.0,0.0
427,2,4,8,1,92.1,207.0,672.6,8.2,27.9,33.0,2.2,0.0,1.208960345836975
428,1,3,8,4,94.8,222.4,698.6,13.9,26.2,34.0,5.8,0.0,0.0
430,7,4,9,4,89.7,287.2,849.3,6.8,19.4,45.0,3.6,0.0,0.0
432,8,6,8,4,94.8,222.4,698.6,13.9,23.9,38.0,6.7,0.0,0.0
435,2,5,7,6,90.8,84.7,376.6,5.6,23.8,51.0,1.8,0.0,0.0
436,8,6,8,1,92.1,207.0,672.6,8.2,26.8,35.0,1.3,0.0,0.43178241642553783
442,6,5,4,1,87.9,24.9,41.6,3.7,10.9,64.0,3.1,0.0,1.4701758451005926
444,2,5,9,5,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,2.3942522815198695
445,5,5,8,7,94.0,47.9,100.7,10.7,17.3,80.0,4.5,0.0,0.0
446,6,5,8,7,92.0,203.2,664.5,8.1,19.1,70.0,2.2,0.0,0.0
448,7,4,9,3,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0
454,3,4,8,4,91.6,248.4,753.8,6.3,16.8,56.0,3.1,0.0,0.0
455,3,4,7,1,94.6,160.0,567.2,16.7,17.9,48.0,2.7,0.0,0.0
459,7,4,8,6,91.6,273.8,819.1,7.7,15.5,72.0,8.0,0.0,1.0784095813505903
462,1,4,9,7,91.0,276.3,825.1,7.1,14.5,76.0,7.6,0.0,1.5496879080283263
463,6,5,2,2,75.1,4.4,16.2,1.9,4.6,82.0,6.3,0.0,1.8547342683894434
464,6,4,2,2,75.1,4.4,16.2,1.9,5.1,77.0,5.4,0.0,1.144222799920162
466,6,5,3,1,87.2,15.1,36.9,7.1,10.2,45.0,5.8,0.0,1.430311246536665
468,6,5,3,4,91.3,20.6,43.5,8.5,13.3,27.0,3.6,0.0,2.0294631718735947
469,6,3,4,7,91.0,14.6,25.6,12.3,13.7,33.0,9.4,0.0,4.129228964075603
470,5,4,4,7,91.0,14.6,25.6,12.3,17.6,27.0,5.8,0.0,0.0
478,7,4,7,7,93.7,101.3,423.4,14.7,18.2,82.0,4.5,0.0,1.1662709371419244
482,3,4,8,7,94.9,130.3,587.1,14.1,23.4,40.0,5.8,0.0,0.8285518175661483
485,2,4,8,1,95.0,135.5,596.3,21.3,30.6,28.0,3.6,0.0,1.1216775615991057
490,4,4,8,3,95.1,141.3,605.8,17.7,28.7,33.0,4.0,0.0,0.0
493,1,3,8,5,95.9,158.0,633.6,11.3,27.5,29.0,4.5,0.0,3.7914360424390283
502,4,4,8,2,96.1,181.1,671.2,14.3,20.7,69.0,4.9,0.4,0.0
505,1,2,8,4,91.0,163.2,744.4,10.1,26.7,35.0,1.8,0.0,1.916922612182061
506,1,2,8,5,91.0,166.9,752.6,7.1,18.5,73.0,8.5,0.0,0.0
507,2,4,8,5,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0
509,5,4,8,5,91.0,166.9,752.6,7.1,21.1,71.0,7.6,1.4,1.1537315878891892
510,6,5,8,5,91.0,166.9,752.6,7.1,18.2,62.0,5.4,0.0,0.35767444427181594
512,4,3,8,7,81.6,56.7,665.6,1.9,27.8,32.0,2.7,0.0,2.0068708488450007
513,2,4,8,7,81.6,56.7,665.6,1.9,21.9,71.0,5.8,0.0,4.012592060349841
514,7,4,8,7,81.6,56.7,665.6,1.9,21.2,70.0,6.7,0.0,2.498151876538021
516,6,3,11,2,79.5,3.0,106.7,1.1,11.8,31.0,4.5,0.0,0.0
