,buying,maint,doors,persons,lug_boot,safety,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
129,3,2,0,2,1,0,unacc,unacc,0.02409068790694015,1,0.01,0.5
134,3,2,0,2,2,2,unacc,acc,0.45619295367716595,1,0.01,0.5
140,3,2,1,0,1,2,unacc,unacc,0.028844498578648486,1,0.01,0.5
142,3,2,1,0,2,1,unacc,unacc,0.009532789811083001,1,0.01,0.5
144,3,2,1,1,0,0,unacc,unacc,0.004016262196636901,1,0.01,0.5
145,3,2,1,1,0,1,unacc,unacc,0.018376304977982132,1,0.01,0.5
148,3,2,1,1,1,1,unacc,unacc,0.02736098703977329,1,0.01,0.5
149,3,2,1,1,1,2,unacc,unacc,0.11484870548662504,1,0.01,0.5
151,3,2,1,1,2,1,unacc,unacc,0.04054360816073737,1,0.01,0.5
154,3,2,1,2,0,1,unacc,unacc,0.07578814654597536,1,0.01,0.5
156,3,2,1,2,1,0,unacc,unacc,0.025986423171173435,1,0.01,0.5
161,3,2,1,2,2,2,unacc,acc,0.4783604764815849,1,0.01,0.5
163,3,2,2,0,0,1,unacc,unacc,0.004575485220038078,1,0.01,0.5
164,3,2,2,0,0,2,unacc,unacc,0.020898730217039,1,0.01,0.5
166,3,2,2,0,1,1,unacc,unacc,0.006866525338183546,1,0.01,0.5
169,3,2,2,0,2,1,unacc,unacc,0.01029270130580681,1,0.01,0.5
170,3,2,2,0,2,2,unacc,unacc,0.045981494723098086,1,0.01,0.5
171,3,2,2,1,0,0,unacc,unacc,0.004340325340565305,1,0.01,0.5
174,3,2,2,1,1,0,unacc,unacc,0.006513070393852851,1,0.01,0.5
178,3,2,2,1,2,1,unacc,unacc,0.04366097326222342,1,0.01,0.5
180,3,2,2,2,0,0,unacc,unacc,0.018832805085834466,1,0.01,0.5
184,3,2,2,2,1,1,unacc,unacc,0.11728884822473659,1,0.01,0.5
186,3,2,2,2,2,0,unacc,unacc,0.041507315932097964,1,0.01,0.5
192,3,2,3,0,1,0,unacc,unacc,0.0016051110221842466,1,0.01,0.5
194,3,2,3,0,1,2,unacc,unacc,0.03349248315199423,1,0.01,0.5
197,3,2,3,0,2,2,unacc,unacc,0.04947793952191505,1,0.01,0.5
202,3,2,3,1,1,1,unacc,unacc,0.031803805388168106,1,0.01,0.5
204,3,2,3,1,2,0,unacc,unacc,0.010544491756605273,1,0.01,0.5
209,3,2,3,2,0,2,unacc,acc,0.30885922912766617,1,0.01,0.5
210,3,2,3,2,1,0,unacc,unacc,0.030227110833968708,1,0.01,0.5
211,3,2,3,2,1,1,unacc,unacc,0.12554258125450787,1,0.01,0.5
213,3,2,3,2,2,0,unacc,unacc,0.04470942444865162,1,0.01,0.5
215,3,2,3,2,2,2,unacc,acc,0.5245360287734078,1,0.01,0.5
217,3,1,0,0,0,1,unacc,unacc,0.006747025915604369,1,0.01,0.5
218,3,1,0,0,0,2,unacc,unacc,0.03068514537057646,1,0.01,0.5
220,3,1,0,0,1,1,unacc,unacc,0.010115441503538344,1,0.01,0.5
221,3,1,0,0,1,2,unacc,unacc,0.04541785659193703,1,0.01,0.5
222,3,1,0,0,2,0,unacc,unacc,0.0032871081960297093,1,0.01,0.5
226,3,1,0,1,0,1,unacc,unacc,0.028964492223071528,1,0.01,0.5
228,3,1,0,1,1,0,unacc,unacc,0.009553503048982498,1,0.01,0.5
234,3,1,0,2,0,0,unacc,unacc,0.027428764387474856,1,0.01,0.5
235,3,1,0,2,0,1,unacc,unacc,0.1152559596987303,1,0.01,0.5
236,3,1,0,2,0,2,unacc,acc,0.38359734926421485,1,0.01,0.5
237,3,1,0,2,1,0,unacc,unacc,0.04062006979104501,1,0.01,0.5
246,3,1,1,0,1,0,unacc,unacc,0.0023602461354340445,1,0.01,0.5
248,3,1,1,0,1,2,unacc,unacc,0.04876124586163628,1,0.01,0.5
249,3,1,1,0,2,0,unacc,unacc,0.003547663243680966,1,0.01,0.5
250,3,1,1,0,2,1,unacc,unacc,0.01631586700945,1,0.01,0.5
253,3,1,1,1,0,1,unacc,unacc,0.031179185815729545,1,0.01,0.5
267,3,1,1,2,2,0,unacc,unacc,0.06420063400901684,1,0.01,0.5
271,3,1,2,0,0,1,unacc,unacc,0.007847365711037843,1,0.01,0.5
273,3,1,2,0,1,0,unacc,unacc,0.002548421076146951,1,0.01,0.5
277,3,1,2,0,2,1,unacc,unacc,0.01758208905806953,1,0.01,0.5
285,3,1,2,1,2,0,unacc,unacc,0.016631553802064686,1,0.01,0.5
297,3,1,3,0,0,0,unacc,unacc,0.0018311398566876664,1,0.01,0.5
298,3,1,3,0,0,1,unacc,unacc,0.008466780915978118,1,0.01,0.5
300,3,1,3,0,1,0,unacc,unacc,0.002752180224631808,1,0.01,0.5
301,3,1,3,0,1,1,unacc,unacc,0.012679864283140316,1,0.01,0.5
302,3,1,3,0,1,2,unacc,unacc,0.05623593304925116,1,0.01,0.5
304,3,1,3,0,2,1,unacc,unacc,0.018950554195625295,1,0.01,0.5
306,3,1,3,1,0,0,unacc,unacc,0.008017840405185566,1,0.01,0.5
312,3,1,3,1,2,0,unacc,unacc,0.01794084106378273,1,0.01,0.5
315,3,1,3,2,0,0,unacc,unacc,0.03430279020429766,1,0.01,0.5
318,3,1,3,2,1,0,unacc,unacc,0.05061948735232486,1,0.01,0.5
324,3,0,0,0,0,0,unacc,unacc,0.002540488867686692,1,0.01,0.5
325,3,0,0,0,0,1,unacc,unacc,0.011828675272192831,1,0.01,0.5
327,3,0,0,0,1,0,unacc,unacc,0.003812864356061798,1,0.01,0.5
330,3,0,0,0,2,0,unacc,unacc,0.005725490111963438,1,0.01,0.5
333,3,0,0,1,0,0,unacc,unacc,0.011068329752007252,1,0.01,0.5
351,3,0,1,0,0,0,unacc,unacc,0.002731955520838034,1,0.01,0.5
352,3,0,1,0,0,1,unacc,unacc,0.012685252632583589,1,0.01,0.5
353,3,0,1,0,0,2,unacc,unacc,0.05682711875716085,1,0.01,0.5
357,3,0,1,0,2,0,unacc,unacc,0.006157282484692026,1,0.01,0.5
364,3,0,1,1,1,1,unacc,unacc,0.07765259068502232,1,0.01,0.5
366,3,0,1,1,2,0,unacc,unacc,0.02644027202012844,1,0.01,0.5
370,3,0,1,2,0,1,unacc,unacc,0.19682015703694405,1,0.01,0.5
381,3,0,2,0,1,0,unacc,unacc,0.004414173170911321,1,0.01,0.5
382,3,0,2,0,1,1,unacc,unacc,0.02032643223309435,1,0.01,0.5
390,3,0,2,1,1,0,unacc,unacc,0.019100464005145798,1,0.01,0.5
393,3,0,2,1,2,0,unacc,unacc,0.028421395184283906,1,0.01,0.5
396,3,0,2,2,0,0,unacc,unacc,0.053768956974157206,1,0.01,0.5
407,3,0,3,0,0,2,unacc,unacc,0.0648214377711588,1,0.01,0.5
409,3,0,3,0,1,1,unacc,unacc,0.021833620918246754,1,0.01,0.5
411,3,0,3,0,2,0,unacc,unacc,0.007136461927093106,1,0.01,0.5
415,3,0,3,1,0,1,unacc,unacc,0.061007625075541194,1,0.01,0.5
417,3,0,3,1,1,0,unacc,unacc,0.020555132234237643,1,0.01,0.5
420,3,0,3,1,2,0,unacc,unacc,0.030563824743459134,1,0.01,0.5
426,3,0,3,2,1,0,unacc,unacc,0.08404678761710196,1,0.01,0.5
429,3,0,3,2,2,0,unacc,unacc,0.12092773095197894,1,0.01,0.5
435,2,3,0,0,1,0,unacc,unacc,0.0011970809793512922,1,0.01,0.5
441,2,3,0,1,0,0,unacc,unacc,0.0034972835352855645,1,0.01,0.5
442,2,3,0,1,0,1,unacc,unacc,0.016053710286544745,1,0.01,0.5
445,2,3,0,1,1,1,unacc,unacc,0.02394450800707521,1,0.01,0.5
446,2,3,0,1,1,2,unacc,unacc,0.10187300167334563,1,0.01,0.5
452,2,3,0,2,0,2,unacc,unacc,0.24882263734745502,1,0.01,0.5
459,2,3,1,0,0,0,unacc,unacc,0.000859679276814853,1,0.01,0.5
461,2,3,1,0,0,2,unacc,unacc,0.018299256787141862,1,0.01,0.5
463,2,3,1,0,1,1,unacc,unacc,0.0059930277030983735,1,0.01,0.5
465,2,3,1,0,2,0,unacc,unacc,0.0019452589766260897,1,0.01,0.5
468,2,3,1,1,0,0,unacc,unacc,0.0037781923376137058,1,0.01,0.5
470,2,3,1,1,0,2,unacc,unacc,0.07538867519649552,1,0.01,0.5
476,2,3,1,1,2,2,unacc,unacc,0.15530266403155446,1,0.01,0.5
478,2,3,1,2,0,1,unacc,unacc,0.07164839053157283,1,0.01,0.5
479,2,3,1,2,0,2,unacc,unacc,0.26372818539224774,1,0.01,0.5
480,2,3,1,2,1,0,unacc,unacc,0.02447833919148639,1,0.01,0.5
482,2,3,1,2,1,2,unacc,acc,0.3536101984583148,1,0.01,0.5
485,2,3,1,2,2,2,unacc,acc,0.4613734204661617,1,0.01,0.5
486,2,3,2,0,0,0,unacc,unacc,0.0009289513715940833,1,0.01,0.5
487,2,3,2,0,0,1,unacc,unacc,0.004308665438107187,1,0.01,0.5
489,2,3,2,0,1,0,unacc,unacc,0.0013972508956702375,1,0.01,0.5
490,2,3,2,0,1,1,unacc,unacc,0.006469889452470539,1,0.01,0.5
493,2,3,2,0,2,1,unacc,unacc,0.009705533175407717,1,0.01,0.5
494,2,3,2,0,2,2,unacc,unacc,0.04352956912981781,1,0.01,0.5
495,2,3,2,1,0,0,unacc,unacc,0.004082065304154795,1,0.01,0.5
499,2,3,2,1,1,1,unacc,unacc,0.02781946094417636,1,0.01,0.5
503,2,3,2,1,2,2,unacc,unacc,0.16559040739246886,1,0.01,0.5
507,2,3,2,2,1,0,unacc,unacc,0.02639929405983151,1,0.01,0.5
511,2,3,2,2,2,1,unacc,unacc,0.1580451852170071,1,0.01,0.5
513,2,3,3,0,0,0,unacc,unacc,0.0010039225282308364,1,0.01,0.5
515,2,3,3,0,0,2,unacc,unacc,0.021266189868291437,1,0.01,0.5
517,2,3,3,0,1,1,unacc,unacc,0.006985695450223877,1,0.01,0.5
518,2,3,3,0,1,2,unacc,unacc,0.0316375307315441,1,0.01,0.5
521,2,3,3,0,2,2,unacc,unacc,0.04681488932738128,1,0.01,0.5
522,2,3,3,1,0,0,unacc,unacc,0.004410715619332225,1,0.01,0.5
523,2,3,3,1,0,1,unacc,unacc,0.020154352004561334,1,0.01,0.5
529,2,3,3,1,2,1,unacc,unacc,0.04438051948451573,1,0.01,0.5
531,2,3,3,2,0,0,unacc,unacc,0.019129257570663718,1,0.01,0.5
532,2,3,3,2,0,1,unacc,unacc,0.08260357345939885,1,0.01,0.5
536,2,3,3,2,1,2,unacc,acc,0.39225218623307867,1,0.01,0.5
539,2,3,3,2,2,2,unacc,acc,0.5063603439311183,1,0.01,0.5
542,2,2,0,0,0,2,unacc,unacc,0.029259973843211634,1,0.01,0.5
543,2,2,0,0,1,0,unacc,unacc,0.0020685447364209458,1,0.01,0.5
544,2,2,0,0,1,1,unacc,unacc,0.009606311272385027,1,0.01,0.5
545,2,2,0,0,1,2,unacc,unacc,0.04341786503760423,1,0.01,0.5
546,2,2,0,0,2,0,unacc,unacc,0.003113255434676765,1,0.01,0.5
547,2,2,0,0,2,1,unacc,unacc,0.01440937004460306,1,0.01,0.5
555,2,2,0,1,2,0,unacc,unacc,0.01352703372433107,1,0.01,0.5
558,2,2,0,2,0,0,unacc,unacc,0.025914269476624313,1,0.01,0.5
559,2,2,0,2,0,1,unacc,unacc,0.1096497559789413,1,0.01,0.5
560,2,2,0,2,0,2,unacc,acc,0.3700472897637912,1,0.01,0.5
561,2,2,0,2,1,0,unacc,unacc,0.03842333001804101,1,0.01,0.5
564,2,2,0,2,2,0,unacc,unacc,0.0566155091023341,1,0.01,0.5
570,2,2,1,0,1,0,unacc,unacc,0.002230474591534953,1,0.01,0.5
575,2,2,1,0,2,2,unacc,unacc,0.06845112947666415,1,0.01,0.5
577,2,2,1,1,0,1,unacc,unacc,0.029526160534874817,1,0.01,0.5
586,2,2,1,2,0,1,unacc,unacc,0.1171819866210983,1,0.01,0.5
591,2,2,1,2,2,0,unacc,unacc,0.06080119719899522,1,0.01,0.5
594,2,2,2,0,0,0,unacc,unacc,0.0015996284172668696,1,0.01,0.5
597,2,2,2,0,1,0,unacc,unacc,0.0024060804270290025,1,0.01,0.5
598,2,2,2,0,1,1,unacc,unacc,0.011134082554880242,1,0.01,0.5
603,2,2,2,1,0,0,unacc,unacc,0.007003218156632192,1,0.01,0.5
606,2,2,2,1,1,0,unacc,unacc,0.010497216536323602,1,0.01,0.5
622,2,2,3,0,0,1,unacc,unacc,0.008001003190581068,1,0.01,0.5
625,2,2,3,0,1,1,unacc,unacc,0.011995202885270352,1,0.01,0.5
626,2,2,3,0,1,2,unacc,unacc,0.053494617282866065,1,0.01,0.5
627,2,2,3,0,2,0,unacc,unacc,0.00390433439882656,1,0.01,0.5
628,2,2,3,0,2,1,unacc,unacc,0.01795260123939246,1,0.01,0.5
629,2,2,3,0,2,2,unacc,unacc,0.07836244504585517,1,0.01,0.5
640,2,2,3,2,0,1,unacc,unacc,0.13375695317666042,1,0.01,0.5
652,2,1,0,0,1,1,unacc,unacc,0.017056785605829648,1,0.01,0.5
655,2,1,0,0,2,1,unacc,unacc,0.02551810426805534,1,0.01,0.5
656,2,1,0,0,2,2,unacc,unacc,0.1107176125495214,1,0.01,0.5
658,2,1,0,1,0,1,unacc,unacc,0.04779000945956838,1,0.01,0.5
670,2,1,0,2,1,1,unacc,unacc,0.24702164970167664,1,0.01,0.5
672,2,1,0,2,2,0,unacc,unacc,0.09490792744126787,1,0.01,0.5
681,2,1,1,0,2,0,unacc,unacc,0.005890009108335003,1,0.01,0.5
688,2,1,1,1,1,1,unacc,unacc,0.07460242767915862,1,0.01,0.5
699,2,1,1,2,2,0,unacc,unacc,0.10124311933990787,1,0.01,0.5
707,2,1,2,0,1,2,unacc,unacc,0.08563938377171337,1,0.01,0.5
710,2,1,2,0,2,2,unacc,unacc,0.12378508740984423,1,0.01,0.5
712,2,1,2,1,0,1,unacc,unacc,0.05445340913341819,1,0.01,0.5
717,2,1,2,1,2,0,unacc,unacc,0.02707017466148463,1,0.01,0.5
721,2,1,2,2,0,1,unacc,unacc,0.20047989777188607,1,0.01,0.5
723,2,1,2,2,1,0,unacc,unacc,0.07471276535322166,1,0.01,0.5
726,2,1,2,2,2,0,unacc,unacc,0.108044037977157,1,0.01,0.5
731,2,1,3,0,0,2,unacc,unacc,0.06240449191140449,1,0.01,0.5
736,2,1,3,0,2,1,unacc,unacc,0.031136977258410956,1,0.01,0.5
741,2,1,3,1,1,0,unacc,unacc,0.01951375477012831,1,0.01,0.5
747,2,1,3,2,0,0,unacc,unacc,0.05477982655462784,1,0.01,0.5
748,2,1,3,2,0,1,unacc,unacc,0.21230256249440846,1,0.01,0.5
750,2,1,3,2,1,0,unacc,unacc,0.07994698442309432,1,0.01,0.5
756,2,0,0,0,0,0,unacc,unacc,0.004598539948725107,1,0.01,0.5
758,2,0,0,0,0,2,unacc,unacc,0.10041957133082295,1,0.01,0.5
759,2,0,0,0,1,0,unacc,unacc,0.006861454734258066,1,0.01,0.5
766,2,0,0,1,0,1,unacc,unacc,0.08858812423132176,1,0.01,0.5
769,2,0,0,1,1,1,unacc,unacc,0.12624302041491942,1,0.01,0.5
776,2,0,0,2,0,2,unacc,acc,0.7671371597569592,1,0.01,0.5
778,2,0,0,2,1,1,unacc,acc,0.3916128645587609,1,0.01,0.5
788,2,0,1,0,1,2,unacc,unacc,0.14776585875757628,1,0.01,0.5
791,2,0,1,0,2,2,unacc,unacc,0.20771572004242528,1,0.01,0.5
792,2,0,1,1,0,0,unacc,unacc,0.020789434343003232,1,0.01,0.5
793,2,0,1,1,0,1,unacc,unacc,0.09254070843305319,1,0.01,0.5
798,2,0,1,1,2,0,unacc,unacc,0.04532299045062116,1,0.01,0.5
801,2,0,1,2,0,0,unacc,unacc,0.08442228120574935,1,0.01,0.5
804,2,0,1,2,1,0,unacc,unacc,0.12059330685957287,1,0.01,0.5
813,2,0,2,0,1,0,unacc,unacc,0.007682222211965433,1,0.01,0.5
814,2,0,2,0,1,1,unacc,unacc,0.035961651345917126,1,0.01,0.5
834,2,0,2,2,2,0,unacc,unacc,0.17908759786561146,1,0.01,0.5
841,2,0,3,0,1,1,unacc,unacc,0.03794482648711029,1,0.01,0.5
846,2,0,3,1,0,0,unacc,unacc,0.023389159467603032,1,0.01,0.5
847,2,0,3,1,0,1,unacc,unacc,0.10208302308445817,1,0.01,0.5
858,2,0,3,2,1,0,unacc,unacc,0.1345034445024527,1,0.01,0.5
861,2,0,3,2,2,0,unacc,unacc,0.18885991416751732,1,0.01,0.5
864,1,3,0,0,0,0,unacc,unacc,0.0013060414986311468,1,0.01,0.5
866,1,3,0,0,0,2,unacc,unacc,0.028183554392135844,1,0.01,0.5
869,1,3,0,0,1,2,unacc,unacc,0.041987608358564736,1,0.01,0.5
871,1,3,0,0,2,1,unacc,unacc,0.013843915105437504,1,0.01,0.5
873,1,3,0,1,0,0,unacc,unacc,0.0057079849182392174,1,0.01,0.5
876,1,3,0,1,1,0,unacc,unacc,0.008573102782420941,1,0.01,0.5
877,1,3,0,1,1,1,unacc,unacc,0.03890111539010839,1,0.01,0.5
879,1,3,0,1,2,0,unacc,unacc,0.012866871168200403,1,0.01,0.5
886,1,3,0,2,1,1,unacc,unacc,0.1494987325485043,1,0.01,0.5
892,1,3,1,0,0,1,unacc,unacc,0.006565596464345494,1,0.01,0.5
893,1,3,1,0,0,2,unacc,unacc,0.0301464220860773,1,0.01,0.5
899,1,3,1,0,2,2,unacc,unacc,0.06625656027395786,1,0.01,0.5
910,1,3,1,2,0,1,unacc,unacc,0.11179117812762608,1,0.01,0.5
915,1,3,1,2,2,0,unacc,unacc,0.057770956669317565,1,0.01,0.5
919,1,3,2,0,0,1,unacc,unacc,0.007059332833334669,1,0.01,0.5
920,1,3,2,0,0,2,unacc,unacc,0.032280704228003984,1,0.01,0.5
922,1,3,2,0,1,1,unacc,unacc,0.010610282751124078,1,0.01,0.5
925,1,3,2,0,2,1,unacc,unacc,0.015932489003735055,1,0.01,0.5
928,1,3,2,1,0,1,unacc,unacc,0.03017594056490236,1,0.01,0.5
930,1,3,2,1,1,0,unacc,unacc,0.009939414106482783,1,0.01,0.5
939,1,3,2,2,1,0,unacc,unacc,0.04211904936215012,1,0.01,0.5
942,1,3,2,2,2,0,unacc,unacc,0.06198490606614356,1,0.01,0.5
946,1,3,3,0,0,1,unacc,unacc,0.007595825728797743,1,0.01,0.5
947,1,3,3,0,0,2,unacc,unacc,0.03459657267522764,1,0.01,0.5
948,1,3,3,0,1,0,unacc,unacc,0.002458666538991397,1,0.01,0.5
951,1,3,3,0,2,0,unacc,unacc,0.0037025081471651947,1,0.01,0.5
952,1,3,3,0,2,1,unacc,unacc,0.017113954467133676,1,0.01,0.5
954,1,3,3,1,0,0,unacc,unacc,0.0071400951748468305,1,0.01,0.5
960,1,3,3,1,2,0,unacc,unacc,0.01604005343109821,1,0.01,0.5
963,1,3,3,2,0,0,unacc,unacc,0.030596020353220375,1,0.01,0.5
966,1,3,3,2,1,0,unacc,unacc,0.04527677736876937,1,0.01,0.5
972,1,2,0,0,0,0,unacc,unacc,0.0023490095088978366,1,0.01,0.5
973,1,2,0,0,0,1,unacc,unacc,0.01115729796594399,1,0.01,0.5
977,1,2,0,0,1,2,unacc,unacc,0.07631376257694386,1,0.01,0.5
978,1,2,0,0,2,0,unacc,unacc,0.005354361781163322,1,0.01,0.5
980,1,2,0,0,2,2,unacc,unacc,0.11177684681995673,1,0.01,0.5
985,1,2,0,1,1,1,unacc,unacc,0.06844321833712709,1,0.01,0.5
992,1,2,0,2,0,2,unacc,acc,0.5271592957108855,1,0.01,0.5
993,1,2,0,2,1,0,unacc,unacc,0.0629168197252997,1,0.01,0.5
994,1,2,0,2,1,1,unacc,unacc,0.24114632703484382,1,0.01,0.5
999,1,2,1,0,0,0,unacc,unacc,0.0025088320715360357,1,0.01,0.5
1001,1,2,1,0,0,2,unacc,unacc,0.05446305896861196,1,0.01,0.5
1004,1,2,1,0,1,2,unacc,unacc,0.08022987132910873,1,0.01,0.5
1006,1,2,1,0,2,1,unacc,unacc,0.02677695071088895,1,0.01,0.5
1007,1,2,1,0,2,2,unacc,unacc,0.11712264214054212,1,0.01,0.5
1008,1,2,1,1,0,0,unacc,unacc,0.010863738604184077,1,0.01,0.5
1009,1,2,1,1,0,1,unacc,unacc,0.049407562783870845,1,0.01,0.5
1011,1,2,1,1,1,0,unacc,unacc,0.016269067993218204,1,0.01,0.5
1012,1,2,1,1,1,1,unacc,unacc,0.07256499969776707,1,0.01,0.5
1014,1,2,1,1,2,0,unacc,unacc,0.02434136949659494,1,0.01,0.5
1020,1,2,1,2,1,0,unacc,unacc,0.06706742497698735,1,0.01,0.5
1023,1,2,1,2,2,0,unacc,unacc,0.0975205859245493,1,0.01,0.5
1028,1,2,2,0,0,2,unacc,unacc,0.05754763557722583,1,0.01,0.5
1029,1,2,2,0,1,0,unacc,unacc,0.004045503463379328,1,0.01,0.5
1031,1,2,2,0,1,2,unacc,unacc,0.0845735296232713,1,0.01,0.5
1032,1,2,2,0,2,0,unacc,unacc,0.006104644739808201,1,0.01,0.5
1034,1,2,2,0,2,2,unacc,unacc,0.12304141700472569,1,0.01,0.5
1035,1,2,2,1,0,0,unacc,unacc,0.011630870076156511,1,0.01,0.5
1036,1,2,2,1,0,1,unacc,unacc,0.052567896663494255,1,0.01,0.5
1041,1,2,2,1,2,0,unacc,unacc,0.026022132994432803,1,0.01,0.5
1045,1,2,2,2,0,1,unacc,unacc,0.19386547107138988,1,0.01,0.5
1050,1,2,2,2,2,0,unacc,unacc,0.10382042967155396,1,0.01,0.5
1055,1,2,3,0,0,2,unacc,unacc,0.060953319198847986,1,0.01,0.5
1058,1,2,3,0,1,2,unacc,unacc,0.08935571602198619,1,0.01,0.5
1059,1,2,3,0,2,0,unacc,unacc,0.006534754823478233,1,0.01,0.5
1060,1,2,3,0,2,1,unacc,unacc,0.030282756488699623,1,0.01,0.5
1061,1,2,3,0,2,2,unacc,unacc,0.1295425141512583,1,0.01,0.5
1072,1,2,3,2,0,1,unacc,unacc,0.20487129226377107,1,0.01,0.5
1085,1,1,0,0,1,2,unacc,unacc,0.15241248430852036,1,0.01,0.5
1092,1,1,0,1,1,0,unacc,unacc,0.02915927175260758,1,0.01,0.5
1100,1,1,0,2,0,2,unacc,acc,0.7792640520188733,1,0.01,0.5
1111,1,1,1,0,1,1,unacc,unacc,0.03518414468359777,1,0.01,0.5
1113,1,1,1,0,2,0,unacc,unacc,0.010993487825568788,1,0.01,0.5
1114,1,1,1,0,2,1,unacc,unacc,0.05250858508258622,1,0.01,0.5
1116,1,1,1,1,0,0,unacc,unacc,0.02061642723925146,1,0.01,0.5
1122,1,1,1,1,2,0,unacc,unacc,0.04530154617939806,1,0.01,0.5
1128,1,1,1,2,1,0,unacc,unacc,0.11913999947434877,1,0.01,0.5
1131,1,1,1,2,2,0,unacc,unacc,0.16858815054897622,1,0.01,0.5
1138,1,1,2,0,1,1,unacc,unacc,0.03659184194656531,1,0.01,0.5
