,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
4042,F,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10
2625,M,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10
1585,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
1433,I,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6
2626,I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
1808,F,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,10
1460,M,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8
1642,M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13
3567,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
4099,M,0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9
3207,I,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15
2734,I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8
3989,F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
3134,M,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8
4091,M,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12
2258,M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
674,F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23
663,F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
3769,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
3537,I,0.43,0.325,0.105,0.309,0.119,0.08,0.098,6
1765,I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6
2237,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
3547,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
3247,F,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15
2851,F,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12
2190,M,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11
3244,F,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19
1170,F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9
2681,M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9
3351,F,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13
2366,M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
326,I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7
116,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
3708,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
763,M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14
3272,M,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11
2403,M,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10
2208,F,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
3892,F,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13
3663,I,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9
817,I,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6
177,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
982,F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9
2431,F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
3759,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
1815,F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11
348,I,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8
1309,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
1482,M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8
4158,I,0.48,0.355,0.11,0.4495,0.201,0.089,0.14,8
3643,I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8
3893,I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
1406,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
3234,F,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13
864,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11
1579,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8
22,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
251,M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13
3684,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
980,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
4006,M,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9
3568,I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10
2219,F,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13
1632,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
2164,M,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5
582,F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19
2724,I,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8
3895,F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
3792,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
3730,M,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9
1790,F,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
3489,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
292,M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
923,I,0.425,0.34,0.1,0.382,0.164,0.096,0.1,6
3470,M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11
4157,M,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8
4136,F,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,9
3024,I,0.475,0.375,0.11,0.456,0.182,0.099,0.16,9
2400,I,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13
400,F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9
3994,I,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4
383,M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12
3664,I,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9
406,M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
2587,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
2740,I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
2695,M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9
389,I,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9
473,F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11
1292,I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9
1529,M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
2946,M,0.635,0.52,0.175,1.292,0.6,0.269,0.367,11
481,M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17
3964,I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5
2492,F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11
2891,I,0.53,0.38,0.125,0.616,0.292,0.113,0.185,8
8,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9
252,F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12
2690,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9
3842,F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
3098,F,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8
2372,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
64,M,0.52,0.4,0.12,0.58,0.234,0.1315,0.185,8
3845,M,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11
1572,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9
3915,I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
1647,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10
3668,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
3409,I,0.395,0.31,0.095,0.313,0.131,0.072,0.093,7
1369,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
3245,F,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13
3326,I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12
3397,F,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12
514,F,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5
2379,F,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10
1005,M,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9
1911,M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
1628,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9
3368,I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13
2467,M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
1264,I,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8
926,I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
465,I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5
621,I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,18
4153,I,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8
499,M,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10
946,F,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8
4055,F,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
2602,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
2463,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17
1897,M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,13
2399,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17
693,M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9
786,F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9
2493,I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8
35,M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
2839,F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10
965,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8
2854,F,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
3459,M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8
2259,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
2191,M,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15
1080,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
2095,M,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7
1147,M,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9
3773,F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
605,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
2119,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
777,M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13
84,M,0.58,0.45,0.14,1.013,0.38,0.216,0.36,14
1158,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9
3958,F,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9
88,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9
3411,I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7
1920,F,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,9
197,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
1526,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10
1289,I,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8
3624,F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9
2041,I,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8
107,F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10
2729,I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7
3291,M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9
3654,I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9
3437,I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
3990,M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
503,F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
387,M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10
2746,I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8
1249,I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,5
2020,M,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9
1229,I,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6
943,I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7
2273,F,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13
3562,F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
708,M,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10
3195,F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
2992,I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
188,F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11
720,I,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
434,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13
2228,F,0.505,0.39,0.175,0.692,0.267,0.15,0.215,12
466,F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
3598,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
1041,F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10
1844,I,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,7
2940,M,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
281,I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7
680,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7
43,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
2421,I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
2989,M,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
671,F,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
812,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6
719,I,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2
2063,M,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8
2573,I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8
3372,I,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16
2939,F,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10
3683,M,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10
1033,M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
