,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56,6,2,113.25,3277.5625,1
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70,6,2,113.25,1870.5625,1
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16,39,24,59.5,1892.25,1
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62,1,0,259.7307692307692,39097.45710059172,1
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60,1,0,259.7307692307692,39892.38017751479,1
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50,6,2,113.25,4000.5625,1
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74,1,0,259.7307692307692,34495.918639053256,1
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277,1,0,259.7307692307692,298.2263313609469,1
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510,1,0,259.7307692307692,62634.68786982249,1
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214,1,0,259.7307692307692,2091.3032544378693,1
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326,1,0,259.7307692307692,4391.610946745563,1
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8,36,23,38.61111111111112,937.0401234567908,1
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100,1,0,259.7307692307692,25513.918639053252,1
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212,1,0,259.7307692307692,2278.2263313609465,1
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25,36,23,38.61111111111112,185.2623456790126,1
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41,1,0,259.7307692307692,47843.14940828402,1
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50,37,23,59.25,85.5625,1
177,160.0,512.0,2000.0,2.0,3.0,8.0,32,38,24,83.0,2601.0,1
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38,36,23,38.61111111111112,0.37345679012346933,1
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109,1,0,259.7307692307692,22719.76479289941,1
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22,6,2,113.25,8326.5625,1
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33,6,2,113.25,6440.0625,1
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75,6,2,113.25,1463.0625,1
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188,1,0,259.7307692307692,5145.303254437869,1
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248,1,0,259.7307692307692,137.61094674556202,1
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405,1,0,259.7307692307692,21103.149408284025,1
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70,1,0,259.7307692307692,35997.764792899405,1
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114,6,2,113.25,0.5625,1
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915,1,0,259.7307692307692,429377.76479289937,1
200,180.0,262.0,4000.0,0.0,1.0,3.0,12,36,23,38.61111111111112,708.1512345679017,1
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42,37,23,59.25,297.5625,1
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46,1,0,259.7307692307692,45680.84171597633,1
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52,6,2,113.25,3751.5625,1
207,480.0,512.0,8000.0,32.0,0.0,0.0,67,1,0,259.7307692307692,37145.14940828402,1
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208,1,0,342.75,18157.5625,2
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,1,0,342.75,612.5625,2
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259,24,13,144.0,13225.0,2
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32,30,18,32.2,0.04000000000000114,2
27,320.0,256.0,3000.0,4.0,1.0,3.0,27,28,17,29.0,4.0,2
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24,34,20,91.33333333333331,4533.777777777776,2
97,26.0,8000.0,32000.0,0.0,8.0,24.0,277,1,0,342.75,4323.0625,2
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,31,18,34.90909090909091,98.19008264462805,2
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12,31,18,34.90909090909091,524.8264462809916,2
203,180.0,512.0,4000.0,0.0,1.0,3.0,21,31,18,34.90909090909091,193.4628099173553,2
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46,1,0,342.75,88060.5625,2
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,37,21,74.0,1764.0,2
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113,1,0,342.75,52785.0625,2
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150,1,0,342.75,651652.5625,2
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58,24,13,144.0,7396.0,2
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111,1,0,342.75,53708.0625,2
75,300.0,768.0,12000.0,6.0,6.0,24.0,50,35,20,114.0,4096.0,2
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66,24,13,144.0,6084.0,2
46,810.0,512.0,512.0,8.0,1.0,1.0,18,28,17,29.0,121.0,2
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50,36,21,73.8,566.4399999999998,2
48,320.0,512.0,8000.0,4.0,1.0,5.0,40,32,19,36.5,12.25,2
73,300.0,768.0,3000.0,0.0,6.0,24.0,36,29,17,44.0,64.0,2
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35,31,18,34.90909090909091,0.008264462809917826,2
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61,35,20,114.0,2809.0,2
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71,34,20,91.33333333333331,413.44444444444366,2
77,300.0,384.0,12000.0,6.0,1.0,24.0,53,35,20,114.0,3721.0,2
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26,30,18,32.2,38.44000000000003,2
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16,28,17,29.0,169.0,2
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16,28,17,29.0,169.0,2
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510,1,0,342.75,27972.5625,2
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11,28,17,29.0,324.0,2
24,320.0,128.0,6000.0,0.0,1.0,12.0,23,32,19,36.5,182.25,2
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54,24,13,144.0,8100.0,2
29,320.0,256.0,5000.0,4.0,1.0,6.0,27,29,17,44.0,289.0,2
26,320.0,256.0,6000.0,0.0,1.0,6.0,33,32,19,36.5,12.25,2
0,125.0,256.0,6000.0,256.0,16.0,128.0,198,23,13,156.66666666666666,1708.4444444444453,2
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,1,0,342.75,42745.5625,2
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274,23,13,156.66666666666666,13767.111111111113,2
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38,29,17,44.0,36.0,2
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37,29,17,44.0,49.0,2
174,250.0,512.0,4000.0,0.0,4.0,7.0,50,30,18,32.2,316.8399999999999,2
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208,23,13,156.66666666666666,2635.111111111112,2
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64,35,20,114.0,2500.0,2
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120,1,0,342.75,49617.5625,2
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,31,18,34.90909090909091,437.190082644628,2
36,50.0,500.0,2000.0,8.0,1.0,4.0,20,31,18,34.90909090909091,222.2809917355371,2
176,160.0,512.0,4000.0,2.0,1.0,5.0,30,31,18,34.90909090909091,24.099173553718984,2
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60,34,20,91.33333333333331,981.7777777777766,2
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45,34,20,91.33333333333331,2146.777777777776,2
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40,31,18,34.90909090909091,25.917355371900854,2
202,180.0,262.0,4000.0,0.0,1.0,3.0,18,31,18,34.90909090909091,285.9173553719007,2
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307,23,13,156.66666666666666,22600.111111111113,2
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,1,0,342.75,45262.5625,2
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40,30,18,32.2,60.839999999999954,2
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72,34,20,91.33333333333331,373.77777777777703,2
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214,1,0,342.75,16576.5625,2
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134,24,13,144.0,100.0,2
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143,1,0,342.75,39900.0625,2
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636,1,0,342.75,85995.5625,2
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80,36,21,73.8,38.44000000000003,2
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36,34,20,91.33333333333331,3061.7777777777756,2
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397,1,0,342.75,2943.0625,2
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22,29,17,44.0,484.0,2
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,1,0,342.75,76590.5625,2
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133,1,0,342.75,43995.0625,2
108,900.0,512.0,1000.0,0.0,1.0,2.0,11,28,17,29.0,324.0,2
124,800.0,768.0,2000.0,0.0,0.0,0.0,20,28,17,29.0,81.0,2
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60,24,13,144.0,7056.0,2
79,180.0,768.0,12000.0,6.0,1.0,31.0,84,35,20,114.0,900.0,2
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45,34,20,91.33333333333331,2146.777777777776,2
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65,24,13,144.0,6241.0,2
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173,1,0,342.75,28815.0625,2
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465,1,0,342.75,14945.0625,2
49,200.0,512.0,8000.0,8.0,1.0,8.0,62,34,20,91.33333333333331,860.4444444444433,2
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116,1,0,342.75,51415.5625,2
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141,24,13,144.0,9.0,2
72,175.0,256.0,2000.0,0.0,3.0,24.0,22,30,18,32.2,104.04000000000006,2
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26,37,21,74.0,2304.0,2
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24,30,18,32.2,67.24000000000005,2
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,31,18,34.90909090909091,571.6446280991735,2
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52,34,20,91.33333333333331,1547.1111111111097,2
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93,1,0,342.75,62375.0625,2
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105,37,21,74.0,961.0,2
104,600.0,768.0,2000.0,0.0,1.0,1.0,16,28,17,29.0,169.0,2
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172,2,0,206.6818181818182,1202.8285123966946,3
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318,2,0,206.6818181818182,12391.737603305784,3
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489,2,0,206.6818181818182,79703.55578512396,3
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636,2,0,206.6818181818182,184314.10123966943,3
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144,2,0,206.6818181818182,878565.3739669421,3
11,400.0,512.0,3500.0,4.0,1.0,6.0,40,31,15,35.208333333333336,22.96006944444442,3
14,350.0,64.0,64.0,0.0,1.0,4.0,10,31,15,35.208333333333336,635.4600694444446,3
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61,35,17,99.0,1444.0,3
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76,2,0,206.6818181818182,17077.737603305788,3
24,320.0,128.0,6000.0,0.0,1.0,12.0,23,38,18,50.0,729.0,3
28,320.0,512.0,5000.0,4.0,1.0,5.0,77,31,15,35.208333333333336,1746.5434027777776,3
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274,43,21,74.0,40000.0,3
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368,43,21,74.0,86436.0,3
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106,2,0,206.6818181818182,10136.828512396694,3
36,50.0,500.0,2000.0,8.0,1.0,4.0,20,31,15,35.208333333333336,231.29340277777786,3
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29,31,15,35.208333333333336,38.54340277777781,3
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40,36,17,62.333333333333336,498.7777777777779,3
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72,35,17,99.0,729.0,3
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72,35,17,99.0,729.0,3
50,700.0,384.0,8000.0,0.0,1.0,1.0,24,38,18,50.0,676.0,3
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138,36,17,62.333333333333336,5725.444444444443,3
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36,38,18,50.0,196.0,3
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60,36,17,62.333333333333336,5.444444444444455,3
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71,38,18,50.0,441.0,3
58,800.0,256.0,8000.0,0.0,1.0,4.0,14,38,18,50.0,1296.0,3
59,800.0,256.0,8000.0,0.0,1.0,4.0,20,38,18,50.0,900.0,3
61,800.0,256.0,8000.0,0.0,1.0,4.0,22,38,18,50.0,784.0,3
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32,32,15,41.0,81.0,3
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62,35,17,99.0,1369.0,3
72,175.0,256.0,2000.0,0.0,3.0,24.0,22,32,15,41.0,361.0,3
75,300.0,768.0,12000.0,6.0,6.0,24.0,50,38,18,50.0,0.0,3
76,300.0,768.0,4500.0,0.0,1.0,24.0,45,32,15,41.0,16.0,3
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16,31,15,35.208333333333336,368.9600694444445,3
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38,32,15,41.0,9.0,3
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16,31,15,35.208333333333336,368.9600694444445,3
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134,22,10,67.0,4489.0,3
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189,41,20,201.5,156.25,3
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132,2,0,206.6818181818182,5577.373966942149,3
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465,2,0,206.6818181818182,66728.28305785124,3
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185,2,0,206.6818181818182,470.1012396694217,3
101,115.0,512.0,6000.0,16.0,1.0,6.0,45,36,17,62.333333333333336,300.4444444444445,3
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32,31,15,35.208333333333336,10.293402777777793,3
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18,34,16,36.0,324.0,3
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40,31,15,35.208333333333336,22.96006944444442,3
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34,31,15,35.208333333333336,1.4600694444444502,3
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76,38,18,50.0,676.0,3
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24,31,15,35.208333333333336,125.62673611111117,3
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136,2,0,206.6818181818182,4995.919421487604,3
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32,42,21,82.33333333333333,2533.444444444444,3
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45,35,17,99.0,2916.0,3
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54,43,21,74.0,400.0,3
137,150.0,512.0,4000.0,0.0,8.0,128.0,30,32,15,41.0,121.0,3
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40,31,15,35.208333333333336,22.96006944444442,3
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66,2,0,206.6818181818182,19791.37396694215,3
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86,2,0,206.6818181818182,14564.101239669422,3
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105,36,17,62.333333333333336,1820.4444444444443,3
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214,2,0,206.6818181818182,53.555785123966864,3
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277,2,0,206.6818181818182,4944.646694214875,3
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370,2,0,206.6818181818182,26672.828512396693,3
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214,2,0,206.6818181818182,53.555785123966864,3
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8,31,15,35.208333333333336,740.2934027777779,3
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12,31,15,35.208333333333336,538.6267361111112,3
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21,36,17,62.333333333333336,1708.4444444444446,3
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24,36,17,62.333333333333336,1469.4444444444446,3
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46,2,0,206.6818181818182,25818.646694214876,3
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51,2,0,206.6818181818182,24236.828512396696,3
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25,31,15,35.208333333333336,104.2100694444445,3
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41,22,10,67.0,676.0,3
173,250.0,512.0,4000.0,0.0,1.0,7.0,25,31,15,35.208333333333336,104.2100694444445,3
181,240.0,512.0,1000.0,8.0,1.0,3.0,6,31,15,35.208333333333336,853.1267361111112,3
182,240.0,512.0,2000.0,8.0,1.0,5.0,11,31,15,35.208333333333336,586.0434027777779,3
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22,31,15,35.208333333333336,174.4600694444445,3
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130,2,0,206.6818181818182,5880.101239669422,3
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75,2,0,206.6818181818182,17340.101239669424,3
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173,2,0,206.6818181818182,1134.464876033058,3
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405,2,0,206.6818181818182,39330.10123966942,3
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70,39,19,105.0,1225.0,3
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307,41,20,201.5,11130.25,3
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915,2,0,206.6818181818182,501714.6466942148,3
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150,2,0,206.6818181818182,889849.1921487602,3
201,180.0,512.0,4000.0,0.0,1.0,3.0,14,31,15,35.208333333333336,449.7934027777779,3
203,180.0,512.0,4000.0,0.0,1.0,3.0,21,31,15,35.208333333333336,201.87673611111117,3
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42,36,17,62.333333333333336,413.4444444444445,3
202,180.0,262.0,4000.0,0.0,1.0,3.0,18,39,24,35.642857142857146,311.2704081632654,4
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30,39,24,35.642857142857146,31.841836734693914,4
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33,44,26,75.0,1764.0,4
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27,44,26,75.0,2304.0,4
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116,1,0,339.7692307692308,50072.668639053256,4
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11,37,23,26.91304347826087,253.22495274102084,4
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66,1,0,339.7692307692308,74949.59171597633,4
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114,30,14,54.0,3600.0,4
16,167.0,524.0,2000.0,8.0,4.0,15.0,19,43,26,105.0,7396.0,4
114,180.0,2000.0,8000.0,8.0,1.0,6.0,50,47,28,56.0,36.0,4
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46,1,0,339.7692307692308,86300.36094674557,4
49,200.0,512.0,8000.0,8.0,1.0,8.0,62,45,27,74.33333333333333,152.111111111111,4
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140,1,0,339.7692307692308,39907.74556213018,4
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52,47,28,56.0,16.0,4
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52,30,14,54.0,4.0,4
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220,1,0,339.7692307692308,14344.668639053256,4
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32,47,28,56.0,576.0,4
124,800.0,768.0,2000.0,0.0,0.0,0.0,20,37,23,26.91304347826087,47.79017013232516,4
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18,37,23,26.91304347826087,79.44234404536864,4
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38,45,27,74.33333333333333,1320.1111111111109,4
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26,39,24,35.642857142857146,92.98469387755108,4
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510,1,0,339.7692307692308,28978.51479289941,4
77,300.0,384.0,12000.0,6.0,1.0,24.0,53,45,27,74.33333333333333,455.1111111111109,4
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50,45,27,74.33333333333333,592.1111111111109,4
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63,1,0,339.7692307692308,76601.20710059172,4
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237,1,0,339.7692307692308,10561.514792899408,4
108,900.0,512.0,1000.0,0.0,1.0,2.0,11,37,23,26.91304347826087,253.22495274102084,4
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113,1,0,339.7692307692308,51424.28402366864,4
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259,1,0,339.7692307692308,6523.668639053255,4
29,320.0,256.0,5000.0,4.0,1.0,6.0,27,37,23,26.91304347826087,0.007561436672967622,4
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397,1,0,339.7692307692308,3275.3609467455617,4
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13,37,23,26.91304347826087,193.57277882797734,4
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29,44,26,75.0,2116.0,4
46,810.0,512.0,512.0,8.0,1.0,1.0,18,37,23,26.91304347826087,79.44234404536864,4
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100,1,0,339.7692307692308,57489.28402366864,4
