,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
399,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
400,-1,1,-1,1,1,1,-1,0,-1,-1,0,0,0,1,-1,0,republican
402,0,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,republican
404,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
409,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
413,1,1,1,1,1,1,1,1,-1,1,0,0,0,1,-1,1,republican
416,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,republican
427,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,republican
433,-1,-1,-1,1,1,1,0,0,0,0,-1,1,1,1,-1,1,republican
2,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,democrat
5,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,democrat
9,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat
12,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,0,democrat
17,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat
22,1,0,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat
24,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
29,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
32,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat
34,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
39,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,democrat
41,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
42,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
44,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,democrat
46,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
52,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat
62,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,democrat
68,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat
69,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
74,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,democrat
75,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,democrat
77,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,democrat
80,1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1,0,democrat
92,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,0,1,1,democrat
96,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat
98,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
100,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,democrat
105,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,democrat
112,-1,0,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,0,democrat
116,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
128,-1,0,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,democrat
137,-1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat
138,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,democrat
143,0,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat
144,-1,0,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,0,democrat
151,1,1,0,1,1,1,-1,-1,1,-1,1,0,1,1,-1,-1,democrat
157,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,0,0,democrat
160,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,democrat
161,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,democrat
165,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,0,democrat
177,-1,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,1,democrat
178,0,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,0,democrat
180,0,0,1,-1,-1,-1,1,1,1,0,0,-1,-1,-1,0,0,democrat
185,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,democrat
189,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
194,-1,-1,1,-1,-1,1,1,0,1,1,1,-1,-1,-1,1,1,democrat
196,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,0,democrat
198,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,0,-1,1,0,democrat
199,1,1,-1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat
200,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,democrat
203,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
205,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,democrat
218,1,0,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,1,0,democrat
219,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,democrat
222,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
226,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat
227,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,1,democrat
234,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,0,democrat
236,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
237,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,democrat
241,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat
245,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
255,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat
258,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
262,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,democrat
264,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
265,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
270,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
272,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
275,-1,-1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,democrat
280,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,democrat
285,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,democrat
287,1,1,1,0,-1,1,1,1,1,-1,1,-1,1,-1,0,1,democrat
292,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,democrat
294,-1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,0,democrat
298,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
309,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat
316,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,democrat
322,1,1,1,-1,0,1,-1,0,-1,-1,1,-1,1,1,-1,0,democrat
323,1,1,1,-1,1,1,-1,1,0,1,-1,-1,1,1,-1,0,democrat
331,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
332,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
333,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
334,-1,1,1,-1,-1,1,1,1,0,-1,1,1,-1,-1,1,1,democrat
342,-1,1,1,-1,1,0,1,-1,-1,1,1,-1,1,-1,1,1,democrat
344,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
348,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,0,democrat
350,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,democrat
358,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,democrat
360,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
361,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,0,democrat
365,-1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,democrat
366,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,democrat
373,-1,1,1,0,1,1,-1,1,-1,1,0,-1,1,1,0,1,democrat
381,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,democrat
382,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,democrat
385,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,democrat
387,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,0,democrat
389,1,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,-1,1,0,democrat
390,0,0,-1,-1,0,1,0,-1,-1,-1,1,1,-1,1,-1,0,democrat
391,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,democrat
394,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat
407,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,democrat
411,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,democrat
414,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
424,-1,1,1,-1,-1,0,1,1,1,1,1,-1,0,1,1,1,democrat
428,0,0,0,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat
