,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue
151,0.02123730378578024,0.4979919678714859,0.4994994994994995,0.48854961832061067,0.15384615384615385,0.13636363636363635,277,266.5732003810802,108.71815029310612
154,0.028624192059095107,0.2469879518072289,0.3743743743743744,0.24427480916030533,0.15384615384615385,0.13636363636363635,214,162.24067736338554,2679.0274798011496
157,0.08771929824561403,0.058734939759036146,0.01463963963963964,0.0,0.019230769230769232,0.022727272727272728,8,-1.804927320774878,96.13659976567763
159,0.036011080332409975,0.058734939759036146,0.06156156156156156,0.0,0.019230769230769232,0.03409090909090909,17,10.590291492014845,41.08436315733728
160,0.036011080332409975,0.1214859437751004,0.09284284284284285,0.0,0.019230769230769232,0.045454545454545456,21,27.46642569052176,41.81466121103982
162,0.036011080332409975,0.2469879518072289,0.12412412412412413,0.0,0.019230769230769232,0.045454545454545456,34,52.282259674708456,334.24101881347093
163,0.036011080332409975,0.2469879518072289,0.1866866866866867,0.0,0.019230769230769232,0.045454545454545456,42,64.51424705566076,506.89132048332925
166,0.019390581717451522,0.2469879518072289,0.12412412412412413,0.24427480916030533,0.3076923076923077,0.18181818181818182,116,127.5968179630833,134.48618686889142
168,0.019390581717451522,0.4979919678714859,0.3743743743743744,1.2213740458015268,0.07692307692307693,0.045454545454545456,140,353.3626911352919,45523.63796849398
170,0.16897506925207756,0.058734939759036146,0.03028028028028028,0.0,0.019230769230769232,0.011363636363636364,25,-3.003020418840851,784.1691525780176
173,0.21514312096029548,0.028112449799196786,0.06156156156156156,0.0,0.019230769230769232,0.03977272727272727,25,0.4587917894264848,602.2709004347209
177,0.13204062788550322,0.028112449799196786,0.03028028028028028,0.015267175572519083,0.057692307692307696,0.045454545454545456,32,2.676544833571331,859.8650228975522
178,0.13204062788550322,0.058734939759036146,0.06156156156156156,0.061068702290076333,0.019230769230769232,0.07954545454545454,38,23.420410584426833,212.56442752669312
181,0.2059095106186519,0.028112449799196786,0.01463963963963964,0.061068702290076333,0.019230769230769232,0.017045454545454544,6,-0.6597071349893415,44.35169912382794
182,0.2059095106186519,0.028112449799196786,0.03028028028028028,0.061068702290076333,0.019230769230769232,0.028409090909090908,11,3.808510071424216,51.717527392806936
183,0.08125577100646353,0.1214859437751004,0.06156156156156156,0.061068702290076333,0.057692307692307696,0.045454545454545456,22,32.3982917386132,108.12447108131158
188,0.038781163434903045,0.2469879518072289,0.1866866866866867,0.24427480916030533,0.11538461538461539,0.06818181818181818,113,114.64770575368247,2.7149342507183265
190,0.008310249307479225,0.4979919678714859,0.3743743743743744,0.24427480916030533,0.15384615384615385,0.09090909090909091,173,194.71094390163688,471.3650851000237
191,0.008310249307479225,0.4979919678714859,0.4994994994994995,0.48854961832061067,0.23076923076923078,0.09090909090909091,248,265.54497811940763,307.82625721049254
193,0.09141274238227147,0.1214859437751004,0.12412412412412413,0.24427480916030533,0.09615384615384616,0.1590909090909091,70,92.11431682444021,489.0430086117193
194,0.030470914127423823,0.1214859437751004,0.4994994994994995,0.183206106870229,0.11538461538461539,0.14772727272727273,114,156.71786167363575,1824.8157059678783
195,0.030470914127423823,0.1214859437751004,0.4994994994994995,0.366412213740458,0.5,0.29545454545454547,208,227.50787657804744,380.55724858433206
198,0.012003693444136657,0.4979919678714859,1.0,0.732824427480916,0.23076923076923078,1.0,915,518.2993006045975,157371.44490080146
202,0.1505078485687904,0.012424698795180723,0.06156156156156156,0.0,0.019230769230769232,0.017045454545454544,18,-2.4353690747632832,417.60430922179154
205,0.07479224376731301,0.058734939759036146,0.12412412412412413,0.24427480916030533,0.038461538461538464,0.045454545454545456,46,66.12437235004299,404.9903624831748
158,0.061865189289012,0.058734939759036146,0.03028028028028028,0.0,0.019230769230769232,0.03409090909090909,12,-14.500526954838406,702.2779288841169
196,0.030470914127423823,0.1214859437751004,0.4994994994994995,0.8549618320610687,1.0,0.5909090909090909,307,398.3713455869594,8348.72279437157
204,0.09879963065558633,0.058734939759036146,0.12412412412412413,0.0,0.019230769230769232,0.045454545454545456,42,14.13453924493546,776.483903092042
45,0.10710987996306556,0.058734939759036146,0.12412412412412413,0.06870229007633588,0.057692307692307696,0.06818181818181818,72,27.428483207987973,1986.62010914061
48,0.27977839335180055,0.028112449799196786,0.12412412412412413,0.030534351145038167,0.019230769230769232,0.028409090909090908,40,9.40274826464384,936.1918137567556
129,0.030470914127423823,0.1214859437751004,0.24924924924924924,0.183206106870229,0.019230769230769232,0.03409090909090909,80,73.62082972176378,40.69381343873233
7,0.00554016620498615,1.0,0.4994994994994995,0.48854961832061067,0.3076923076923077,0.18181818181818182,489,506.06139125725537,291.09107163314985
23,0.08587257617728532,0.1905120481927711,0.09597097097097097,0.0,0.11538461538461539,0.36363636363636365,76,129.27385395129613,2838.1035148240308
146,0.03970452446906741,0.2469879518072289,0.24924924924924924,0.48854961832061067,0.09615384615384616,0.045454545454545456,93,143.8983027634392,2590.637224198723
82,0.2613111726685134,0.058734939759036146,0.24924924924924924,0.061068702290076333,0.038461538461538464,0.6363636363636364,38,190.07873582996646,23127.941891640727
29,0.27977839335180055,0.012048192771084338,0.0772022022022022,0.030534351145038167,0.019230769230769232,0.03409090909090909,27,-6.933293541724069,1151.4684105888125
105,0.3536472760849492,0.1214859437751004,0.06156156156156156,0.0,0.019230769230769232,0.005681818181818182,32,19.66542601518568,152.1417153868582
85,0.11357340720221606,0.1214859437751004,0.06156156156156156,0.0,0.057692307692307696,0.03409090909090909,29,20.078356183089646,79.59572839581475
185,0.08125577100646353,0.1214859437751004,0.12412412412412413,0.12213740458015267,0.07692307692307693,0.07954545454545454,58,54.65636334895958,11.179906054180794
55,0.08587257617728532,0.058734939759036146,0.1866866866866867,0.12213740458015267,0.019230769230769232,0.011363636363636364,60,30.00392461139551,899.7645387188439
50,0.6306555863342567,0.020080321285140562,0.12412412412412413,0.0,0.019230769230769232,0.005681818181818182,24,13.852419922580772,102.97338142763563
6,0.00554016620498615,1.0,0.4994994994994995,0.48854961832061067,0.3076923076923077,0.18181818181818182,367,506.06139125725537,19338.07053840346
30,0.007386888273314866,0.07818775100401607,0.03997747747747748,1.0,0.23076923076923078,0.13636363636363635,274,96.7923061010215,31402.566776994063
51,0.6306555863342567,0.012048192771084338,0.03028028028028028,0.0,0.019230769230769232,0.005681818181818182,24,-13.426731754690117,1400.7602498375295
113,0.19205909510618652,0.1214859437751004,0.06156156156156156,0.061068702290076333,0.057692307692307696,0.03409090909090909,34,26.968332458558557,49.444348413361155
130,0.030470914127423823,0.4979919678714859,0.24924924924924924,0.366412213740458,0.019230769230769232,0.056818181818181816,136,213.5580863452992,6015.256757544885
161,0.036011080332409975,0.1214859437751004,0.12412412412412413,0.0,0.019230769230769232,0.045454545454545456,24,32.23295698835778,67.78158077214917
1,0.0110803324099723,0.4979919678714859,0.4994994994994995,0.24427480916030533,0.15384615384615385,0.18181818181818182,269,311.6301634089747,1817.3308322758837
20,0.11634349030470914,0.09011044176706827,0.09753503503503504,0.0,0.09615384615384616,0.18181818181818182,30,55.77862751575196,664.5376365958839
101,0.0904893813481071,0.028112449799196786,0.09284284284284285,0.12213740458015267,0.019230769230769232,0.03409090909090909,45,0.5297749926954083,1977.6009122002986
180,0.13204062788550322,0.1214859437751004,0.12412412412412413,0.24427480916030533,0.019230769230769232,0.07386363636363637,109,57.39348550599096,2663.2323382203654
179,0.13204062788550322,0.058734939759036146,0.12412412412412413,0.12213740458015267,0.019230769230769232,0.07954545454545454,60,30.533693178910816,868.263237674567
107,0.8153277931671283,0.058734939759036146,0.01463963963963964,0.0,0.019230769230769232,0.011363636363636364,11,6.42615131061784,20.920091833362903
60,0.7229916897506925,0.012048192771084338,0.12412412412412413,0.0,0.019230769230769232,0.022727272727272728,16,18.67909044230077,7.177525598027329
69,0.08125577100646353,0.1214859437751004,0.06156156156156156,0.061068702290076333,0.057692307692307696,0.10795454545454546,32,38.920546778173154,47.893967708882826
119,0.007386888273314866,0.1214859437751004,0.1866866866866867,0.12213740458015267,0.057692307692307696,0.028409090909090908,66,54.95136469811782,122.0723420339971
94,0.03693444136657433,0.2469879518072289,0.3743743743743744,0.48854961832061067,0.23076923076923078,0.09090909090909091,237,199.65883103044862,1394.3629000125866
207,0.4275161588180979,0.028112449799196786,0.12412412412412413,0.24427480916030533,0.0,0.0,67,20.30409392601903,2180.507644070053
15,0.16897506925207756,0.028112449799196786,0.24924924924924924,0.0,0.07692307692307693,0.18181818181818182,35,75.51124747473719,1641.1611719594002
148,0.050784856879039705,0.2469879518072289,0.24924924924924924,0.48854961832061067,0.15384615384615385,0.09090909090909091,143,159.9623563201758,287.72153193260743
121,0.0,0.2469879518072289,0.24924924924924924,0.24427480916030533,0.11538461538461539,0.06818181818181818,133,134.17042540589406,1.3698956307622865
26,0.27977839335180055,0.012048192771084338,0.09284284284284285,0.0,0.019230769230769232,0.03409090909090909,33,-4.705068835826104,1421.6722159143849
4,0.0110803324099723,0.4979919678714859,0.24924924924924924,0.24427480916030533,0.15384615384615385,0.09090909090909091,132,225.7654245959379,8791.954849656517
143,0.05355493998153278,0.2469879518072289,0.24924924924924924,0.12213740458015267,0.019230769230769232,0.03409090909090909,66,111.9935033292227,2115.40234849522
8,0.00554016620498615,1.0,1.0,0.48854961832061067,0.3076923076923077,0.18181818181818182,636,637.4842527466917,2.2030062160618824
99,0.4275161588180979,0.002008032128514056,0.007007007007007007,0.0,0.019230769230769232,0.005681818181818182,6,-30.942240139756972,1364.7291065434715
167,0.019390581717451522,0.4979919678714859,0.24924924924924924,0.48854961832061067,0.07692307692307693,0.045454545454545456,100,223.65681152474545,15291.007036466419
112,0.19205909510618652,0.1214859437751004,0.06156156156156156,0.061068702290076333,0.057692307692307696,0.03409090909090909,40,26.968332458558557,169.82435891065847
147,0.030470914127423823,0.2469879518072289,0.24924924924924924,0.48854961832061067,0.09615384615384616,0.056818181818181816,111,146.04893723148786,1228.4280010567757
78,0.2613111726685134,0.008032128514056224,0.011011011011011011,0.04580152671755725,0.11538461538461539,0.13636363636363635,36,6.48407492930982,871.1898327785971
169,0.019390581717451522,0.2469879518072289,0.24924924924924924,0.9770992366412213,0.3076923076923077,0.18181818181818182,212,223.70960689847598,137.11489371683632
89,0.11357340720221606,0.1214859437751004,0.12412412412412413,0.24427480916030533,0.019230769230769232,0.3068181818181818,66,108.2992793500749,1789.2290335356727
155,0.019390581717451522,0.4979919678714859,0.4994994994994995,0.48854961832061067,0.15384615384615385,0.13636363636363635,326,316.91510323643274,82.53534920467484
40,0.030470914127423823,0.058734939759036146,0.12412412412412413,0.061068702290076333,0.057692307692307696,0.028409090909090908,36,15.082934963110041,437.52360975748434
49,0.16897506925207756,0.028112449799196786,0.12412412412412413,0.061068702290076333,0.019230769230769232,0.045454545454545456,62,10.637884757206244,2638.0668822140265
14,0.3074792243767313,0.0,0.0,0.0,0.019230769230769232,0.022727272727272728,10,-34.453633751185166,1976.125553684509
68,0.08125577100646353,0.058734939759036146,0.06156156156156156,0.0,0.057692307692307696,0.13636363636363635,32,20.85656089946648,124.17623498729931
186,0.032317636195752536,0.2469879518072289,0.24924924924924924,0.24427480916030533,0.07692307692307693,0.06818181818181818,130,131.76350059828798,3.1099343601620495
92,0.11357340720221606,0.1214859437751004,0.06156156156156156,0.061068702290076333,0.019230769230769232,0.11363636363636363,22,37.773203724836954,248.79395574521035
87,0.11357340720221606,0.1214859437751004,0.06156156156156156,0.061068702290076333,0.019230769230769232,0.11363636363636363,35,37.773203724836954,7.690658899449554
149,0.050784856879039705,0.1214859437751004,0.12412412412412413,0.12213740458015267,0.11538461538461539,0.045454545454545456,105,49.57950343904448,3071.4314390628824
39,0.030470914127423823,0.058734939759036146,0.06156156156156156,0.061068702290076333,0.057692307692307696,0.028409090909090908,26,-1.3449227230694945,747.7447987306424
171,0.16897506925207756,0.058734939759036146,0.06156156156156156,0.0,0.019230769230769232,0.022727272727272728,30,-4.530824750590703,1192.3778579560076
192,0.008310249307479225,0.4979919678714859,0.4994994994994995,0.9770992366412213,0.46153846153846156,0.18181818181818182,405,386.18356946695525,354.0580580048988
102,1.0,0.028112449799196786,0.02245995995995996,0.0,0.019230769230769232,0.005681818181818182,7,4.535677950188052,6.072883165189359
187,0.048938134810710986,0.2469879518072289,0.1866866866866867,0.061068702290076333,0.11538461538461539,0.045454545454545456,75,103.38500632335672,805.708583977001
53,0.16897506925207756,0.058734939759036146,0.12412412412412413,0.0,0.019230769230769232,0.011363636363636364,36,9.377869427049006,708.737836243252
56,0.18744228993536471,0.058734939759036146,0.12412412412412413,0.12213740458015267,0.019230769230769232,0.011363636363636364,71,17.629886370619026,2848.369028813037
206,0.0997229916897507,0.1214859437751004,0.12412412412412413,0.0,0.038461538461538464,0.07954545454545454,52,44.181686118029056,61.12603195701957
79,0.1505078485687904,0.04417670682730924,0.1866866866866867,0.04580152671755725,0.019230769230769232,0.17613636363636365,84,59.63442514879106,593.6812378298656
108,0.8153277931671283,0.028112449799196786,0.01463963963963964,0.0,0.019230769230769232,0.011363636363636364,11,-3.628803316138203,214.0018864622561
203,0.1505078485687904,0.028112449799196786,0.06156156156156156,0.0,0.019230769230769232,0.017045454545454544,21,-16.582419212599028,1412.4382338715325
106,0.3536472760849492,0.2469879518072289,0.12412412412412413,0.0,0.019230769230769232,0.005681818181818182,32,77.30211413888995,2052.2815454530123
142,0.06925207756232687,0.1214859437751004,0.12412412412412413,0.030534351145038167,0.019230769230769232,0.03409090909090909,50,32.91923774123314,291.7524393405144
165,0.019390581717451522,0.2469879518072289,0.12412412412412413,0.24427480916030533,0.3076923076923077,0.18181818181818182,51,145.76413835059103,8980.241917329957
137,0.12280701754385964,0.028112449799196786,0.06156156156156156,0.0,0.15384615384615385,0.7272727272727273,30,152.69843052230456,15054.9048526368
34,0.036011080332409975,0.3247991967871486,0.32698323323323325,0.22900763358778625,0.23076923076923078,0.13636363636363635,106,206.8347172515444,10167.640203198904
44,0.10710987996306556,0.058734939759036146,0.1866866866866867,0.06870229007633588,0.057692307692307696,0.06818181818181818,72,43.85634089416751,792.0655478653081
36,0.030470914127423823,0.027359437751004016,0.03028028028028028,0.061068702290076333,0.019230769230769232,0.022727272727272728,20,-24.817417379135627,2008.6009005356482
199,0.012003693444136657,0.4979919678714859,1.0,0.9770992366412213,0.23076923076923078,1.0,1150,676.9529564915034,223773.50537212947
172,0.16897506925207756,0.1214859437751004,0.12412412412412413,0.48854961832061067,0.019230769230769232,0.028409090909090908,41,63.82086535897172,520.7918957323155
63,0.05355493998153278,0.1214859437751004,0.12412412412412413,0.48854961832061067,0.019230769230769232,0.2159090909090909,144,100.78045024373893,1867.9294811339266
28,0.27977839335180055,0.028112449799196786,0.0772022022022022,0.030534351145038167,0.019230769230769232,0.028409090909090908,77,-2.9181449999908082,6386.909900239555
88,0.11357340720221606,0.1214859437751004,0.4994994994994995,0.24427480916030533,0.019230769230769232,0.11363636363636363,134,164.04064582197512,902.4404014013512
38,0.030470914127423823,0.1214859437751004,0.12412412412412413,0.061068702290076333,0.019230769230769232,0.028409090909090908,71,31.99057373254717,1521.7353377158388
61,0.7229916897506925,0.012048192771084338,0.12412412412412413,0.0,0.019230769230769232,0.022727272727272728,22,18.67909044230077,11.028440290418104
72,0.1458910433979686,0.012048192771084338,0.03028028028028028,0.0,0.057692307692307696,0.13636363636363635,22,-0.10734958294418817,488.73490558250256
100,0.17174515235457063,0.058734939759036146,0.03028028028028028,0.0,0.019230769230769232,0.028409090909090908,24,-11.374613127263203,1251.363253903542
103,1.0,0.04417670682730924,0.03028028028028028,0.0,0.019230769230769232,0.005681818181818182,13,11.863890456963667,1.2907448937782264
4,0.004062288422477996,0.2469879518072289,0.2439516129032258,0.125,0.15384615384615385,0.125,132,193.63668208273896,3799.0805781686336
7,0.0,0.4979919678714859,0.4959677419354839,0.25,0.3076923076923077,0.25,489,412.410618541415,5865.933352208647
11,0.25524712254570076,0.012048192771084338,0.047064012096774195,0.015625,0.019230769230769232,0.046875,40,6.930435528095639,1093.5960943614389
12,0.025050778605280974,0.058734939759036146,0.11794354838709678,0.25390625,0.019230769230769232,0.0625,92,74.22792617883358,315.8466079049886
14,0.22139471902505078,-0.002008032128514056,-0.007056451612903226,0.0,0.019230769230769232,0.03125,10,-19.191714173932798,852.156176412589
15,0.11983750846310089,0.012048192771084338,0.2439516129032258,0.0,0.07692307692307693,0.25,35,96.79059876526048,3818.0780957694105
17,0.08124576844955991,0.012048192771084338,0.07069052419354839,0.0,0.1346153846153846,0.25,28,46.44951119467633,340.3844633224873
18,0.08124576844955991,0.027359437751004016,0.0234375,0.0,0.09615384615384616,0.125,31,20.547714365198242,109.25027499148318
23,0.05890318212593094,0.09324799196787148,0.08959173387096774,0.0,0.11538461538461539,0.5,76,92.40527435283829,269.1330265918938
25,0.20108327691266079,0.012048192771084338,0.0234375,0.015625,0.019230769230769232,0.0234375,69,-2.6869163324946825,5139.013973262094
27,0.20108327691266079,0.004016064257028112,0.03918850806451613,0.015625,0.019230769230769232,0.0234375,27,0.14041284334616577,721.4374222258836
28,0.20108327691266079,0.012048192771084338,0.07069052419354839,0.015625,0.019230769230769232,0.0390625,77,14.756238693778794,3874.2858215458396
30,0.0013540961408259986,0.03708584337349398,0.033203125,0.51171875,0.23076923076923078,0.1875,274,109.82023199360452,26954.99622263384
31,0.0013540961408259986,0.03708584337349398,0.033203125,0.51171875,0.23076923076923078,0.1875,368,109.82023199360452,66656.79260783619
34,0.02234258632362898,0.16039156626506024,0.32223412298387094,0.1171875,0.23076923076923078,0.1875,106,208.5579748759757,10518.138210661264
36,0.01828029790115098,0.011671686746987951,0.0234375,0.03125,0.019230769230769232,0.03125,20,-0.32350024423841717,413.044662177559
39,0.01828029790115098,0.027359437751004016,0.05493951612903226,0.03125,0.057692307692307696,0.0390625,26,22.95877374169063,9.249057154230401
40,0.01828029790115098,0.027359437751004016,0.11794354838709678,0.03125,0.057692307692307696,0.0390625,36,44.90187973566924,79.24346282831867
41,0.01828029790115098,0.058734939759036146,0.2439516129032258,0.03125,0.057692307692307696,0.0390625,40,99.17265157774287,3501.4026947409557
43,0.01828029790115098,0.058734939759036146,0.2439516129032258,0.03125,0.057692307692307696,0.046875,60,99.66556434313762,1573.3569946595903
44,0.07447528774542993,0.027359437751004016,0.18094758064516128,0.03515625,0.057692307692307696,0.09375,72,70.62474580903816,1.8913240897581054
53,0.11983750846310089,0.027359437751004016,0.11794354838709678,0.0,0.019230769230769232,0.015625,36,33.2463765795391,7.582441941710772
54,0.05890318212593094,0.027359437751004016,0.05493951612903226,0.0625,0.019230769230769232,0.015625,26,18.169359356221815,61.31893289199083
56,0.13337846987136087,0.027359437751004016,0.11794354838709678,0.0625,0.019230769230769232,0.015625,71,39.98864497311351,961.704140603598
60,0.5260663507109005,0.004016064257028112,0.11794354838709678,0.0,0.019230769230769232,0.03125,16,25.830705703846437,96.64277463563887
65,0.035206499661475966,0.058734939759036146,0.2439516129032258,0.5,0.019230769230769232,0.296875,259,159.52096246505369,9896.078908879257
67,0.055517941773865945,0.004016064257028112,0.0234375,0.0,0.057692307692307696,0.078125,26,3.2813712569648565,516.1360919638626
70,0.035206499661475966,0.058734939759036146,0.11794354838709678,0.03125,0.057692307692307696,0.1875,62,64.62364113749365,6.883492818348971
