,buying,maint,doors,persons,lug_boot,safety,Class
1544,0,1,1,0,1,2,unacc
1119,1,1,1,1,1,0,unacc
990,1,2,0,2,0,0,unacc
1317,0,3,0,2,1,0,unacc
297,3,1,3,0,0,0,unacc
7,3,3,0,0,2,1,unacc
39,3,3,1,1,1,0,unacc
66,3,3,2,1,1,0,unacc
17,3,3,0,1,2,2,unacc
1110,1,1,1,0,1,0,unacc
498,2,3,2,1,1,0,unacc
1432,0,2,1,0,0,1,unacc
735,2,1,3,0,2,0,unacc
831,2,0,2,2,1,0,unacc
703,2,1,2,0,0,1,unacc
820,2,0,2,1,0,1,unacc
52,3,3,1,2,2,1,unacc
531,2,3,3,2,0,0,unacc
1330,0,3,1,0,2,1,unacc
59,3,3,2,0,1,2,unacc
585,2,2,1,2,0,0,unacc
143,3,2,1,0,2,2,unacc
1326,0,3,1,0,1,0,unacc
1652,0,0,1,0,1,2,unacc
25,3,3,0,2,2,1,unacc
571,2,2,1,0,1,1,unacc
1433,0,2,1,0,0,2,unacc
777,2,0,0,2,1,0,unacc
1365,0,3,2,1,2,0,unacc
225,3,1,0,1,0,0,unacc
439,2,3,0,0,2,1,unacc
1122,1,1,1,1,2,0,unacc
169,3,2,2,0,2,1,unacc
1384,0,3,3,0,2,1,unacc
221,3,1,0,0,1,2,unacc
828,2,0,2,2,0,0,unacc
1242,1,0,2,0,0,0,unacc
324,3,0,0,0,0,0,unacc
473,2,3,1,1,1,2,unacc
453,2,3,0,2,1,0,unacc
8,3,3,0,0,2,2,unacc
480,2,3,1,2,1,0,unacc
893,1,3,1,0,0,2,unacc
912,1,3,1,2,1,0,unacc
909,1,3,1,2,0,0,unacc
626,2,2,3,0,1,2,unacc
1293,1,0,3,2,2,0,unacc
361,3,0,1,1,0,1,unacc
702,2,1,2,0,0,0,unacc
1302,0,3,0,0,2,0,unacc
497,2,3,2,1,0,2,unacc
196,3,2,3,0,2,1,unacc
40,3,3,1,1,1,1,unacc
1689,0,0,2,1,2,0,unacc
1459,0,2,2,0,0,1,unacc
668,2,1,0,2,0,2,unacc
112,3,2,0,0,1,1,unacc
652,2,1,0,0,1,1,unacc
987,1,2,0,1,2,0,unacc
563,2,2,0,2,1,2,acc
1312,0,3,0,1,2,1,acc
1693,0,0,2,2,0,1,acc
1429,0,2,0,2,2,1,acc
1132,1,1,1,2,2,1,acc
1051,1,2,2,2,2,1,acc
1549,0,1,1,1,0,1,acc
584,2,2,1,1,2,2,acc
362,3,0,1,1,0,2,acc
1091,1,1,0,1,0,2,acc
854,2,0,3,1,2,2,acc
551,2,2,0,1,0,2,acc
293,3,1,2,2,1,2,acc
1348,0,3,1,2,2,1,acc
863,2,0,3,2,2,2,acc
1483,0,2,2,2,2,1,acc
1495,0,2,3,1,0,1,acc
719,2,1,2,1,2,2,acc
1183,1,1,3,2,1,1,acc
1288,1,0,3,2,0,1,acc
659,2,1,0,1,0,2,acc
1684,0,0,2,1,0,1,acc
290,3,1,2,2,0,2,acc
1261,1,0,2,2,0,1,acc
566,2,2,0,2,2,2,acc
1376,0,3,2,2,2,2,acc
697,2,1,1,2,1,1,acc
1228,1,0,1,1,1,1,acc
376,3,0,1,2,2,1,acc
1096,1,1,0,1,2,1,acc
836,2,0,2,2,2,2,acc
637,2,2,3,1,2,1,acc
695,2,1,1,2,0,2,acc
805,2,0,1,2,1,1,acc
700,2,1,1,2,2,1,acc
929,1,3,2,1,0,2,acc
722,2,1,2,2,0,2,acc
554,2,2,0,1,1,2,acc
824,2,0,2,1,1,2,acc
1198,1,0,0,1,0,1,acc
1364,0,3,2,1,1,2,acc
605,2,2,2,1,0,2,acc
673,2,1,0,2,2,1,acc
338,3,0,0,1,1,2,acc
617,2,2,2,2,1,2,acc
263,3,1,1,2,0,2,acc
1145,1,1,2,1,0,2,acc
713,2,1,2,1,0,2,acc
755,2,1,3,2,2,2,acc
1013,1,2,1,1,1,2,acc
1079,1,2,3,2,2,2,acc
1310,0,3,0,1,1,2,acc
1126,1,1,1,2,0,1,acc
373,3,0,1,2,1,1,acc
1415,0,2,0,1,0,2,acc
583,2,2,1,1,2,1,acc
728,2,1,2,2,2,2,acc
371,3,0,1,2,0,2,acc
1441,0,2,1,1,0,1,acc
935,1,3,2,1,2,2,acc
227,3,1,0,1,0,2,acc
1129,1,1,1,2,1,1,acc
749,2,1,3,2,0,2,acc
311,3,1,3,1,1,2,acc
317,3,1,3,2,0,2,acc
1234,1,0,1,2,0,1,acc
662,2,1,0,1,1,2,acc
727,2,1,2,2,2,1,acc
1319,0,3,0,2,1,2,acc
1345,0,3,1,2,1,1,acc
826,2,0,2,1,2,1,acc
1177,1,1,3,1,2,1,acc
782,2,0,0,2,2,2,acc
1507,0,2,3,2,1,1,acc
743,2,1,3,1,1,2,acc
881,1,3,0,1,2,2,acc
1016,1,2,1,1,2,2,acc
1562,0,1,1,2,1,2,vgood
1106,1,1,0,2,2,2,vgood
1616,0,1,3,2,1,2,vgood
1448,0,2,1,1,2,2,vgood
1646,0,0,0,2,2,2,vgood
1214,1,0,0,2,2,2,vgood
1457,0,2,1,2,2,2,vgood
1508,0,2,3,2,1,2,vgood
1151,1,1,2,1,2,2,vgood
1700,0,0,2,2,2,2,vgood
1160,1,1,2,2,2,2,vgood
1592,0,1,2,2,2,2,vgood
1157,1,1,2,2,1,2,vgood
1255,1,0,2,1,1,1,good
1618,0,1,3,2,2,1,good
1721,0,0,3,2,0,2,good
1537,0,1,0,2,2,1,good
1687,0,0,2,1,1,1,good
1694,0,0,2,2,0,2,good
1714,0,0,3,1,1,1,good
1199,1,0,0,1,0,2,good
1526,0,1,0,1,1,2,good
1669,0,0,1,2,1,1,good
1561,0,1,1,2,1,1,good
1280,1,0,3,1,0,2,good
1723,0,0,3,2,1,1,good
1264,1,0,2,2,1,1,good
