,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,democrat
138,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,democrat
149,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat
54,1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,1,-1,0,democrat
101,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,democrat
34,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
69,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
72,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
391,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,democrat
326,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,democrat
9,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat
418,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,democrat
255,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat
388,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,democrat
143,0,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat
64,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,democrat
352,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,0,democrat
269,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
411,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,democrat
415,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,1,democrat
147,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,democrat
202,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,democrat
260,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
299,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,democrat
94,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,democrat
331,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
312,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
297,1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,1,0,democrat
396,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,democrat
16,1,-1,1,-1,-1,1,-1,1,0,1,1,1,0,-1,-1,1,democrat
317,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
25,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
215,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,democrat
95,1,-1,1,-1,1,1,-1,0,0,-1,1,0,0,0,1,1,democrat
92,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,0,1,1,democrat
237,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,democrat
417,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,democrat
311,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
182,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
97,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,democrat
196,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,0,democrat
