,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
157,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,0,0,democrat
341,-1,0,1,0,-1,1,1,1,1,1,1,-1,0,0,1,1,democrat
431,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
173,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat
131,-1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,democrat
160,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,democrat
221,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,democrat
287,1,1,1,0,-1,1,1,1,1,-1,1,-1,1,-1,0,1,democrat
4,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,1,democrat
270,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
80,1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1,0,democrat
333,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
174,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
179,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
40,1,1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,0,democrat
178,0,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,0,democrat
98,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
145,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,0,1,democrat
389,1,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,-1,1,0,democrat
398,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,democrat
261,1,-1,1,-1,-1,0,1,1,1,-1,0,0,-1,0,0,0,democrat
12,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,0,democrat
212,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
162,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,democrat
129,0,0,1,-1,-1,-1,1,1,0,-1,0,0,0,0,0,0,democrat
298,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
220,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
323,1,1,1,-1,1,1,-1,1,0,1,-1,-1,1,1,-1,0,democrat
291,1,-1,1,-1,-1,1,1,1,1,1,-1,0,-1,1,-1,1,democrat
200,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,democrat
321,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
368,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,democrat
354,-1,1,1,-1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,democrat
238,1,1,1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,0,democrat
39,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,democrat
102,1,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,0,democrat
180,0,0,1,-1,-1,-1,1,1,1,0,0,-1,-1,-1,0,0,democrat
19,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
375,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,democrat
293,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,democrat
161,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,democrat
222,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
50,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
186,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
394,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat
334,-1,1,1,-1,-1,1,1,1,0,-1,1,1,-1,-1,1,1,democrat
108,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
103,1,-1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,1,0,-1,democrat
70,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,0,democrat
208,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat
177,-1,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,1,democrat
63,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat
329,1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,democrat
