,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
57,4,3,0.9547803617571059,0.15644383184011026,0.8003075831065893,0.38766519823788553,0.3309352517985612,0.38271604938271603,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
58,2,2,0.8436692506459949,0.02825637491385252,0.022122323435466697,0.09251101321585904,0.3345323741007195,0.25925925925925924,0.5294117647058824,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.3120729099958361,1.7215353211449416,Test1,0.1,
66,2,2,0.9521963824289407,0.4024810475534115,0.7721518987341772,0.5374449339207048,0.6618705035971223,0.2222222222222222,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,1.3120729099789639,1.7215353211006663,Test1,0.1,
67,2,2,0.9521963824289407,0.4024810475534115,0.7721518987341772,0.5374449339207048,0.5395683453237411,0.1728395061728395,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,1.3120729099791215,1.72153532110108,Test1,0.1,
68,2,2,0.9521963824289407,0.4024810475534115,0.7721518987341772,0.5374449339207048,0.5395683453237411,0.1728395061728395,0.6352941176470588,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,1.3120729099788848,1.7215353211004587,Test1,0.1,
69,4,5,0.9431524547803619,0.11095796002756718,0.07358334319176624,0.39647577092511016,0.45323741007194246,0.08641975308641975,0.4235294117647059,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
70,4,5,0.9366925064599484,0.16264645072363887,0.09759848574470602,0.5506607929515419,0.4028776978417267,0.09876543209876543,0.7882352941176469,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
73,5,4,0.9056847545219638,0.503790489317712,0.7088607594936709,0.39647577092511016,0.4568345323741008,0.2962962962962963,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
76,9,9,0.8772609819121447,0.04169538249483115,0.03276943097125281,0.23348017621145375,0.39928057553956836,0.2962962962962963,0.25882352941176473,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
79,1,2,0.934108527131783,0.4138525155065473,0.646279427422217,0.30837004405286345,0.6115107913669066,0.0,0.6823529411764706,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.3120729103083602,1.7215353219650502,Test1,0.1,
82,1,2,0.9832041343669251,0.3694004135079256,0.7474269490121851,0.748898678414097,0.5035971223021584,0.3950617283950617,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.312072910250167,1.7215353218123426,Test1,0.1,
83,1,2,0.9483204134366925,0.3793935217091661,0.7557080326511298,0.42290748898678415,0.4316546762589929,0.345679012345679,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.3120729102104889,1.7215353217082217,Test1,0.1,
85,1,2,0.9586563307493542,0.46829772570640943,0.8175795575535313,0.4052863436123348,0.6079136690647482,-0.04938271604938271,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.312072910503685,1.721535322477611,Test1,0.1,
87,1,2,0.9586563307493542,0.46829772570640943,0.8175795575535313,0.4052863436123348,0.6402877697841727,0.18518518518518517,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.3120729104300557,1.721535322284397,Test1,0.1,
89,6,5,0.9431524547803619,0.11957270847691247,0.07748728262155447,0.3436123348017621,0.460431654676259,0.07407407407407407,0.47058823529411764,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
91,8,6,0.9431524547803619,0.11957270847691247,0.07748728262155447,0.3436123348017621,0.460431654676259,0.06172839506172839,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
93,8,6,0.9392764857881138,0.4869055823569952,0.69336330296936,0.4669603524229075,0.4892086330935252,0.2962962962962963,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
97,3,4,0.6498708010335917,0.0044796691936595445,0.00023660238968413496,0.030837004405286344,0.460431654676259,0.06172839506172839,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.3120729099734671,1.721535321086242,Test1,0.1,
98,3,4,0.9392764857881138,0.4869055823569952,0.69336330296936,0.4669603524229075,0.2517985611510792,0.8395061728395061,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
99,3,4,0.9392764857881138,0.4869055823569952,0.69336330296936,0.4669603524229075,0.5467625899280576,0.24691358024691357,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
103,2,4,0.9534883720930233,0.4135079255685734,0.7797231752040695,0.3788546255506608,0.7014388489208634,0.12345679012345678,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.3120729099734683,1.721535321086245,Test1,0.1,
104,2,4,0.8191214470284237,0.00895933838731909,-0.007098071690524074,0.1277533039647577,0.025179856115107924,0.7283950617283951,0.25882352941176473,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.3120729099734716,1.7215353210862536,Test1,0.1,
105,4,5,0.868217054263566,0.06340454858718125,0.04968650183366852,0.12334801762114538,0.29136690647482016,0.4074074074074074,0.6352941176470588,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
107,4,5,0.9237726098191216,0.339421088904204,0.7286170590322962,0.2775330396475771,0.6043165467625898,0.1728395061728395,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
108,4,5,0.9534883720930233,0.2994486560992419,0.80835206435585,0.31277533039647576,0.564748201438849,0.32098765432098764,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
109,4,5,0.9031007751937984,0.31254307374224677,0.8217200993730036,0.31277533039647576,0.460431654676259,0.4567901234567901,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
111,3,4,0.9431524547803619,0.11095796002756718,0.07358334319176624,0.39647577092511016,0.5107913669064749,-0.012345679012345678,0.4235294117647059,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
112,3,4,0.9173126614987082,0.30634045485871814,0.8152135336566899,0.21145374449339208,0.6546762589928059,0.24691358024691357,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
120,3,4,0.9405684754521965,0.4972432804962096,0.7014077842186207,0.4713656387665198,0.20503597122302164,0.6790123456790124,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
122,3,4,0.9521963824289407,0.4238456237077877,0.7871761504791199,0.3744493392070485,0.6438848920863309,0.2839506172839506,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
126,3,5,0.8901808785529716,0.17608545830461753,0.10469655743523008,0.22026431718061676,0.15827338129496404,0.37037037037037035,0.15294117647058827,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
127,3,5,0.9664082687338502,0.5106822880771882,0.8438424228084703,0.3568281938325991,0.45323741007194246,0.2962962962962963,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
129,2,5,0.9547803617571059,0.15644383184011026,0.8003075831065893,0.38766519823788553,0.3884892086330936,0.19753086419753085,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
131,4,6,0.8850129198966409,0.07856650585802893,0.058440790251981546,0.18061674008810572,0.33812949640287776,0.24691358024691357,0.25882352941176473,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
132,4,6,0.9121447028423773,0.1729841488628532,0.102803738317757,0.42290748898678415,0.21582733812949642,0.3333333333333333,0.47058823529411764,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.312072909973467,1.7215353210862414,Test1,0.1,
139,1,4,0.934108527131783,0.44245348035837356,0.8012539926653259,0.30837004405286345,0.6151079136690648,0.2345679012345679,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.35767444427181594,1.3120729099735544,0.9108764313338324,Test1,0.1,
140,2,5,0.9328165374677004,0.43211578221915925,0.7940376197799598,0.30837004405286345,0.6223021582733813,0.24691358024691357,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.3852624007906449,1.312072909973467,0.8589777199317219,Test1,0.1,
141,1,2,0.992248062015504,0.3404548587181255,0.5891399503134981,0.5814977973568282,0.6726618705035973,0.14814814814814814,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4382549309311553,1.3120729101687267,0.7635578608388328,Test1,0.1,
142,8,6,0.9224806201550387,0.3683666436940042,0.6086596474624393,0.5506607929515419,0.5971223021582734,0.3950617283950617,0.9411764705882353,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4762341789963716,1.312072909973467,0.6986263842014012,Test1,0.1,
143,1,2,0.9211886304909561,0.1729841488628532,0.3324263575062108,0.3832599118942731,0.4316546762589929,0.41975308641975306,0.5294117647058824,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5364933705145685,1.3120729107307552,0.6015236232019515,Test1,0.1,
144,2,5,0.992248062015504,0.3404548587181255,0.5891399503134981,0.5814977973568282,0.6906474820143886,0.16049382716049382,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5709795465857378,1.312072909973467,0.5492193732573367,Test1,0.1,
146,5,4,0.9224806201550387,0.1330117160578911,0.08434875192239441,0.27312775330396477,0.30935251798561153,0.25925925925925924,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6678293725756554,1.312072909973467,0.4150497354788453,Test1,0.1,
149,8,6,0.9689922480620156,0.2749827705031014,0.792499704247013,0.7885462555066078,0.6870503597122304,0.07407407407407407,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7514160886839212,1.312072909973467,0.31433607125849766,Test1,0.1,
150,6,5,0.9534883720930233,0.19055823569951758,0.4944989944398438,0.31277533039647576,0.669064748201439,0.24691358024691357,0.5294117647058824,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7839015438284094,1.312072909973467,0.27896499201553643,Test1,0.1,
151,9,9,0.9224806201550387,0.23259820813232254,0.40210576126818875,0.31718061674008813,0.7266187050359714,0.12345679012345678,0.15294117647058827,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8586616190375187,1.312072909973467,0.2055817987482031,Test1,0.1,
153,5,4,0.9767441860465117,0.2894555478980014,0.8008990890807997,0.7004405286343612,0.5575539568345325,0.345679012345679,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9001613499442714,1.312072909973467,0.16967113328568553,Test1,0.1,
156,2,4,0.9651162790697676,0.4972432804962096,0.8353247367798414,0.3568281938325991,0.8633093525179857,0.09876543209876543,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.959350221334602,1.3120729099734683,0.12441329508063058,Test1,0.1,
159,7,4,0.9521963824289407,0.4024810475534115,0.7721518987341772,0.5374449339207048,0.5179856115107915,0.18518518518518517,0.5764705882352941,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9895411936137477,1.312072909973467,0.10402670805794638,Test1,0.1,
163,8,6,0.9534883720930233,0.4135079255685734,0.7797231752040695,0.3788546255506608,0.4748201438848922,0.4567901234567901,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0818051703517284,1.312072909973467,0.053023231910504766,Test1,0.1,
166,6,5,0.9483204134366925,0.3793935217091661,0.7557080326511298,0.42290748898678415,0.4316546762589929,0.345679012345679,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1908875647772805,1.312072909973467,0.014685887890318858,Test1,0.1,
172,7,4,0.9392764857881138,0.4869055823569952,0.69336330296936,0.4669603524229075,0.5575539568345325,0.24691358024691357,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3190856114264407,1.312072909973467,4.9177981668539785e-05,Test1,0.1,
176,6,5,0.8113695090439277,0.027567195037904894,0.0472021767419851,0.11894273127753305,0.04316546762589929,0.43209876543209874,0.5764705882352941,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.724550719534605,1.312072909973467,0.1701379433803545,Test1,0.1,
177,2,5,0.9237726098191216,0.339421088904204,0.7286170590322962,0.2775330396475771,0.525179856115108,0.30864197530864196,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7387102481382397,1.312072909973467,0.18201941831632268,Test1,0.1,
184,8,6,0.971576227390181,0.4638180565127498,0.675973027327576,0.6651982378854625,0.5827338129496404,0.18518518518518517,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0744289998562917,1.312072909973467,0.5811868077814296,Test1,0.1,
185,2,5,0.934108527131783,0.44245348035837356,0.8012539926653259,0.30837004405286345,0.46762589928057563,0.3333333333333333,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0844290831908747,1.312072909973467,0.5965340583070384,Test1,0.1,
187,1,5,0.9328165374677004,0.43211578221915925,0.7940376197799598,0.30837004405286345,0.5899280575539568,0.2839506172839506,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.1162555148025524,1.3120729099734683,0.6467096619096908,Test1,0.1,
190,6,5,0.9366925064599484,0.16264645072363887,0.09759848574470602,0.5506607929515419,0.25539568345323743,0.1728395061728395,0.3647058823529412,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.231089091288976,1.312072909973467,0.8445907415197403,Test1,0.1,
192,2,2,0.9832041343669251,0.3694004135079256,0.7474269490121851,0.748898678414097,0.7194244604316548,0.037037037037037035,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2731562823032334,1.312072909978459,0.9236812485591611,Test1,0.1,
199,2,4,0.578811369509044,0.2401791867677464,0.7689577664734413,0.03524229074889868,0.6474820143884893,0.2345679012345679,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.511223958105374,1.3120729099734694,1.4379632362358452,Test1,0.1,
200,1,5,0.934108527131783,0.44245348035837356,0.8012539926653259,0.30837004405286345,0.6115107913669066,0.1728395061728395,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.528125768907977,1.3120729099734683,1.4787845557227923,Test1,0.1,
201,6,5,0.9224806201550387,0.12577532736044109,0.08091801727197445,0.31718061674008813,0.28057553956834536,0.43209876543209874,0.31764705882352945,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.5726122302071057,1.312072909973467,1.5889593778550841,Test1,0.1,
205,4,5,0.9586563307493542,0.46829772570640943,0.8175795575535313,0.4052863436123348,0.6294964028776979,0.18518518518518517,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.745345985845907,1.312072909973467,2.0542717100208456,Test1,0.1,
207,7,5,0.934108527131783,0.44245348035837356,0.8012539926653259,0.30837004405286345,0.5791366906474821,0.2222222222222222,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.9014215940827497,1.312072909973467,2.5260292396799087,Test1,0.1,
213,7,3,0.8901808785529716,0.17608545830461753,0.10469655743523008,0.22026431718061676,0.23021582733812954,0.3333333333333333,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.3446270301737613,1.312072909973467,4.131276251543192,Test1,0.1,
215,4,4,0.9431524547803619,0.11957270847691247,0.07748728262155447,0.3436123348017621,0.44604316546762596,0.09876543209876543,0.47058823529411764,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.389799336709786,1.312072909973467,4.316947104358472,Test1,0.1,
217,1,3,0.9031007751937984,0.31254307374224677,0.8217200993730036,0.31277533039647576,0.28057553956834536,0.6666666666666666,0.6352941176470588,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.4442568711226023,1.3120729099794068,4.546208444156289,Test1,0.1,
227,8,6,0.9496124031007753,0.2780840799448656,0.550692061989826,0.5242290748898679,0.5575539568345325,0.18518518518518517,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.08260930600368,1.312072909973467,7.675871921728081,Test1,0.1,
230,4,4,0.9586563307493542,0.45554789800137846,0.8095350763042707,0.4052863436123348,0.7841726618705036,0.024691358024691357,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.494126887194767,1.312072909973467,10.125467513949895,Test1,0.1,
231,1,5,0.9664082687338502,0.5106822880771882,0.8438424228084703,0.3568281938325991,0.8345323741007196,0.09876543209876543,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.566221435849517,1.3120729099734678,10.589482628461264,Test1,0.1,
232,6,4,0.934108527131783,0.44245348035837356,0.8012539926653259,0.30837004405286345,0.5071942446043166,0.2962962962962963,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.648133885420207,1.312072909973467,11.129302831898654,Test1,0.1,
233,9,4,0.8488372093023258,0.24913852515506552,0.7767656453330178,0.14096916299559473,0.70863309352518,0.20987654320987653,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.669646205172456,1.312072909973467,11.273298432633398,Test1,0.1,
237,1,2,0.934108527131783,0.44245348035837356,0.8012539926653259,0.30837004405286345,0.5107913669064749,0.25925925925925924,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.365415110080531,1.3120729104792992,16.429582987068155,Test1,0.1,
